link,title,coment,price,location,num_photos,property_type,condition,num_rooms,num_bedrooms,num_baths,floor_number,garage,total_surf,living_surf,usable_area,floor_type,construc_year,energy_cert_avail,heating,others
https://www.engelvoelkers.com/es/es/exposes/3c407203-1cd3-50d1-bacb-4cce05fe2c52,Exclusiva casa con vistas al mar y montaña,"Engel & Völkers tiene el gusto de presentar tu casa en la zona residencial de Bellamar.
Cuenta con 425 m² construidos, distribuidos en dos plantas más un garaje subterráneo.
Al entrar, un cálido recibidor te invita a ponerte cómodo y disfrutar.
El amplio y luminoso salón comedor ofrece una preciosa vista al porche/terraza y jardín.
Desde aquí, accedemos a una cocina con isla central con fogones de gas y placa de inducción.
También conecta al jardín y a un cuarto de lavado, planchado y almacenaje.
En esta planta baja encontrarás una habitación doble con baño en suite y un aseo ideal para invitados.
La zona de noche, accesible por una escalera de mármol con barandilla de acero inoxidable y madera de nogal, conecta con tres habitaciones dobles.
Cada habitación cuenta con armarios a medida y baño privado en suite, y dos de ellas se abren a una preciosa terraza con vistas despejadas al mar y la montaña.
La casa está construida con materiales de alta calidad.
La fachada de obra vista, con acabados combinados, realza la estética contemporánea y la durabilidad.
Sus suelos son de madera y cerámica en cocina y baños.
Toda la casa es exterior y sus cerramientos son de aluminio marca Technal, con persianas motorizadas, aire frío/calor por conductos, entre otras comodidades.
La parcela de 649 metros nos ofrece diversos espacios para el relax y disfrute.
Además, el garaje privado subterráneo de más de 140 m² conecta internamente con la casa.
No pierdas la oportunidad de vivir en una casa de calidad en un entorno único. Contacta con nosotros.
Estaremos encantados de ayudarte",1900000,"Castelldefels, Cataluña, España",59,Casa unifamiliar,,4,4,5,0,1,425,281,425,"Mármol, Parquet, Suelo de madera",2006,Sí,Calefacción de gasoleo,"{'Sótano', 'Jardín'}"
https://www.engelvoelkers.com/es/es/exposes/b1af6362-8bac-53d3-9cdc-4ae91a6beefd,"Piso con magnífica terraza y dos parkings, en Mas Lluí","Le presentamos un magnífico piso, situado en una finca construida en 2019, que se destaca por su luminosidad al ser completamente exterior. Este inmueble está ubicado en la tranquila y familiar zona de Mas Lluí de Sant Just Desvern, en una quinta planta, con una maravillosa terraza de 20m2.
La vivienda se distribuye en tres habitaciones y dos baños, uno de los cuales es en suite. Además, ofrece un amplio salón comedor y una cocina independiente que se puede abrir al salón, ambos dan acceso a una gran terraza con aorientación sur-este. En la zona de descanso, encontrará tres habitaciones, una suite y dos dobles una de ellas con armarios empotrados.  Este piso cuenta con comodidades como toldos eléctricos, suelo radiante, descalcificador, agua por osmosis, y bomba de calor, para un óptimo confort. Además, está conectado a las placas solares de la finca. El suelo es de parqué y aporta elegancia y calidez.
La propiedad se vende junto con dos amplias plazas de aparcamiento en el mismo edificio y un gran trastero. Este es el lugar perfecto para disfrutar de un estilo de vida cómodo y moderno en un entorno tranquilo y familiar. ¡No pierda la oportunidad de visitarlo y descubrir todas sus comodidades!",720000,"Sant Just Desvern, Cataluña, España",41,Piso,Muy bueno,3,3,2,0,2,99,99,86,"Parquet, Suelo de madera",2019,Sí,"Bucle, Bomba de calor, Calefacción solar, Calefacción por suelo radiante","{'Ascensor', 'Vista a la montaña', 'Sistema de seguridad', 'Aseo de invitados', 'Vista verde', 'Jardín', 'Accesible en silla de ruedas', 'Piscina', 'Vista abierta', 'Aire acondicionado', 'Terraza'}"
https://www.engelvoelkers.com/es/es/exposes/c2d750b7-d3bb-53b8-8a63-5ede9f2e6fc1,"Apartamento Lujoso en Sant Cugat del Vallès con Terraza Privada y Piscina, a Pocos Pasos del Vibrante Centro de Barcelona","Bienvenido a un apartamento extraordinario en la prestigiosa ciudad de Sant Cugat del Vallès, donde el lujo se encuentra con la modernidad. Esta residencia en óptimas condiciones, construida en 2027, ofrece una superficie total de 247.03 metros cuadrados, con una amplia área habitable de 192 metros cuadrados. El apartamento cuenta con tres dormitorios elegantemente diseñados y cuatro baños exquisitos, asegurando espacio y comodidad para los residentes más exigentes.

Al entrar, se le recibe con una atmósfera de sofisticación y elegancia. El diseño de planta abierta integra sin esfuerzo las áreas de estar, creando un flujo armonioso en todo el hogar. Los suelos de baldosas de alta calidad añaden un toque de refinamiento, mientras que la presencia de un aseo de cortesía separado y armarios empotrados aumenta la conveniencia y funcionalidad. El apartamento está diseñado cuidadosamente para ser orientado a personas mayores y accesible para sillas de ruedas, asegurando comodidad para todos los residentes.

Esta notable propiedad cuenta con una gama de características lujosas que la distinguen. Disfrute de la tranquilidad de una terraza privada de 54 metros cuadrados, perfecta para la relajación y el entretenimiento al aire libre. El apartamento también incluye un sótano completo, un patio y un balcón, ofreciendo múltiples espacios para relajarse y disfrutar de las vistas abiertas. La presencia de una piscina añade un toque de opulencia, proporcionando un escape refrescante dentro del confort de su hogar. Con seguridad las 24 horas, estacionamiento subterráneo y un portero, su seguridad y conveniencia están priorizadas.

Experimente el epítome de la vida de lujo en este apartamento excepcional, donde cada detalle ha sido meticulosamente diseñado para ofrecer un estilo de vida inigualable. Con sus modernas comodidades, diseño elegante y ubicación privilegiada, esta propiedad es una rara oportunidad para disfrutar de la mejor experiencia de vida. Abrace el encanto de Sant Cugat del Vallès y haga de esta exquisita residencia su hogar.",1150000,"San Cugat del Vallés, Cataluña, España",15,Piso,Top,3,3,4,0,0,247,192,192,Azulejos,2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Terraza', 'Aseo de invitados', 'Orientación senior', 'Jardín', 'Patio', 'Piscina', 'Accesible en silla de ruedas', 'Vista abierta', 'Sótano', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/7bda5b1c-7db8-5b01-bd5e-3b311f8ed62d,Exquisito Apartamento de Lujo con Terraza y Piscina Privada en Sant Cugat del Vallès,"Bienvenido a un espectacular apartamento de lujo en Sant Cugat del Vallès, una joya arquitectónica construida en 2027 que redefine la elegancia contemporánea. Con una superficie total de 320.49 metros cuadrados y un área habitable de 232 metros cuadrados, esta residencia ofrece un espacio generoso y sofisticado con tres dormitorios y cuatro baños, incluyendo un baño principal. 

Al ingresar, uno se encuentra con un ambiente que irradia modernidad y comodidad. Cada rincón del apartamento está diseñado para maximizar la luz y el espacio, con un diseño de planta abierta que se complementa con vistas despejadas de los alrededores. La sala de estar fluye hacia una impresionante terraza de 88 metros cuadrados, ideal para disfrutar de momentos al aire libre y el jardín privado que aporta un toque de naturaleza. La presencia de un patio y un sótano completo aumenta el atractivo del hogar, proporcionando espacios adicionales para el entretenimiento y el almacenamiento.

Este apartamento se distingue por sus características exclusivas, como una piscina privada que promete refrescantes momentos de ocio. El suelo de baldosas, la cocina de diseño, los armarios empotrados y las instalaciones adaptadas para personas mayores y con movilidad reducida son solo algunas de las comodidades que ofrece. La seguridad 24 horas y el acceso a un ascensor aseguran la máxima tranquilidad y conveniencia para sus residentes. Además, el estacionamiento subterráneo ofrece un espacio seguro para su vehículo.

Descubra un estilo de vida incomparable en esta propiedad de ensueño, donde la modernidad y el lujo se fusionan en perfecta armonía. Con un diseño pensado para satisfacer las necesidades más exigentes, este apartamento es una oportunidad única para experimentar lo mejor de la vida urbana en un entorno sereno y exclusivo.",1560000,"San Cugat del Vallés, Cataluña, España",15,Piso,Top,3,3,4,0,0,320,232,232,Azulejos,2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Terraza', 'Aseo de invitados', 'Orientación senior', 'Jardín', 'Patio', 'Piscina', 'Accesible en silla de ruedas', 'Vista abierta', 'Sótano', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/df3c91cb-f4c1-5968-92d9-db94fea2e7e6,"Exclusivo Apartamento con Terraza y Piscina Privada en Sant Cugat del Vallès, Elegancia y Confort a Solo 20 Minutos de Barcelona","Bienvenido a un exclusivo apartamento de 126.59 metros cuadrados, ubicado en el prestigioso Sant Cugat del Vallès. Construido en 2027, este moderno hogar ofrece un entorno de lujo y confort con sus 2 elegantes dormitorios y 2 baños impecables. Su diseño contemporáneo se complementa con una amplia terraza de 52 metros cuadrados, perfecta para disfrutar de las vistas abiertas que ofrece esta propiedad.

Al entrar, se revela un espacio vital de 110 metros cuadrados que irradia sofisticación y estilo. El diseño interior cuenta con suelos de parquet y azulejos, armarios empotrados, y una cocina totalmente equipada que satisface los más altos estándares. La accesibilidad es primordial, con instalaciones diseñadas para ser amigables con sillas de ruedas y un ascensor de última generación que asegura comodidad en cada movimiento.

Este apartamento destaca por sus características únicas, como una piscina privada que invita a relajarse y disfrutar de momentos de tranquilidad. La seguridad es prioritaria con un servicio de vigilancia las 24 horas, garantizando paz mental a sus residentes. Además, el aparcamiento subterráneo proporciona una solución conveniente y segura para su vehículo.

Descubra la esencia del lujo moderno en este apartamento que combina elegancia y funcionalidad. Con espacios diseñados para el disfrute y el bienestar, esta propiedad representa una oportunidad única para vivir en un entorno privilegiado. No pierda la ocasión de experimentar la vida en su máxima expresión en Sant Cugat del Vallès.",760000,"San Cugat del Vallés, Cataluña, España",16,Ático con terraza,Top,2,2,2,2,0,127,110,110,"Parquet, Azulejos",2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Terraza', 'Aseo de invitados', 'Orientación senior', 'Accesible en silla de ruedas', 'Piscina', 'Vista abierta', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/df3c91cb-f4c1-5968-92d9-db94fea2e7e6,"Exclusivo Apartamento con Terraza y Piscina Privada en Sant Cugat del Vallès, Elegancia y Confort a Solo 20 Minutos de Barcelona","Bienvenido a un exclusivo apartamento de 126.59 metros cuadrados, ubicado en el prestigioso Sant Cugat del Vallès. Construido en 2027, este moderno hogar ofrece un entorno de lujo y confort con sus 2 elegantes dormitorios y 2 baños impecables. Su diseño contemporáneo se complementa con una amplia terraza de 52 metros cuadrados, perfecta para disfrutar de las vistas abiertas que ofrece esta propiedad.

Al entrar, se revela un espacio vital de 110 metros cuadrados que irradia sofisticación y estilo. El diseño interior cuenta con suelos de parquet y azulejos, armarios empotrados, y una cocina totalmente equipada que satisface los más altos estándares. La accesibilidad es primordial, con instalaciones diseñadas para ser amigables con sillas de ruedas y un ascensor de última generación que asegura comodidad en cada movimiento.

Este apartamento destaca por sus características únicas, como una piscina privada que invita a relajarse y disfrutar de momentos de tranquilidad. La seguridad es prioritaria con un servicio de vigilancia las 24 horas, garantizando paz mental a sus residentes. Además, el aparcamiento subterráneo proporciona una solución conveniente y segura para su vehículo.

Descubra la esencia del lujo moderno en este apartamento que combina elegancia y funcionalidad. Con espacios diseñados para el disfrute y el bienestar, esta propiedad representa una oportunidad única para vivir en un entorno privilegiado. No pierda la ocasión de experimentar la vida en su máxima expresión en Sant Cugat del Vallès.",760000,"San Cugat del Vallés, Cataluña, España",16,Ático con terraza,Top,2,2,2,2,0,127,110,110,"Parquet, Azulejos",2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Terraza', 'Aseo de invitados', 'Orientación senior', 'Accesible en silla de ruedas', 'Piscina', 'Vista abierta', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/8de5d770-467b-5c8f-8d3e-bd19857db4be,Apartamento de lujo en Sant Cugat con elegancia moderna y balcón para escapar,"Descubra el epítome de la elegancia moderna en este apartamento en perfecto estado ubicado en la prestigiosa ciudad de Sant Cugat del Vallès. Esta lujosa residencia, de 82.55 metros cuadrados, ofrece una experiencia de vida refinada con tres amplias habitaciones y dos impecables baños, diseñados para satisfacer los gustos más exigentes.

Al entrar, se encuentra con una atmósfera de sofisticación y confort. El apartamento cuenta con una generosa área de estar de 75 metros cuadrados, adornada con exquisitos azulejos de parquet que desprenden calidez y estilo. El diseño de planta abierta, combinado con vistas abiertas y del edificio, crea una sensación de tranquilidad expansiva, perfecta tanto para el relax como para el entretenimiento.

Este hogar excepcional está equipado con comodidades de última generación, incluyendo armarios empotrados y alacenas, accesibilidad para sillas de ruedas y un diseño orientado a personas mayores. La cocina moderna, los aseos para invitados y las instalaciones sanitarias separadas mejoran la conveniencia y el lujo. Un balcón privado ofrece un escape sereno, mientras que la seguridad las 24 horas garantiza tranquilidad. El apartamento también cuenta con calefacción eléctrica y un cuarto de lavandería interno, añadiendo confort y funcionalidad.

Adopte un estilo de vida de lujo y sofisticación sin igual en este exquisito apartamento de Sant Cugat del Vallès. Con su impecable diseño y características premium, esta residencia es una rara oportunidad para experimentar lo mejor de la vida moderna en una ubicación vibrante y codiciada. No pierda la oportunidad de hacer de esta impresionante propiedad su nuevo hogar.",550000,"San Cugat del Vallés, Cataluña, España",16,Piso,Top,3,3,2,1,0,83,75,75,"Parquet, Azulejos",2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Aseo de invitados', 'Orientación senior', 'Accesible en silla de ruedas', 'Vista abierta', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/fa8d3a9b-6968-588f-97a8-6fcd396c310d,Elegancia Moderna con Vistas en Sant Cugat del Vallès: Apartamento de Lujo,"Bienvenido a un elegante apartamento de 84,55 metros cuadrados ubicado en la exclusiva ciudad de Sant Cugat del Vallès. Este magnífico hogar ofrece tres amplios dormitorios y dos baños, todos diseñados para proporcionar el máximo confort y estilo de vida lujoso.

Al entrar, serás recibido por un espacio de vida que irradia sofisticación y modernidad. Los acabados de parquet y azulejos, junto con la cocina equipada con electrodomésticos de alta gama, crean un ambiente acogedor y contemporáneo. Cada rincón del apartamento está diseñado para ser accesible y cómodo, con facilidades adaptadas para personas mayores y accesibilidad para sillas de ruedas. Además, cuenta con un balcón que ofrece vistas abiertas, proporcionando un respiro perfecto para disfrutar de momentos de tranquilidad.

Este apartamento destaca por su seguridad las 24 horas, asegurando una paz mental incomparable. El acceso a un ascensor facilita el movimiento dentro del edificio, mientras que un estacionamiento subterráneo ofrece comodidad y seguridad para tu vehículo. Los armarios empotrados y el cuarto de lavandería interno garantizan que cada espacio esté optimizado para la funcionalidad sin comprometer el lujo.

Descubre la combinación perfecta de elegancia moderna y comodidad en este excepcional apartamento en Sant Cugat del Vallès. Con una atención meticulosa a cada detalle y un diseño pensado para el estilo de vida más exigente, esta propiedad es una oportunidad única para experimentar lo mejor de la vida de alta gama.",590000,"San Cugat del Vallés, Cataluña, España",16,Piso,Top,3,3,2,1,0,85,75,75,"Parquet, Azulejos",2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Aseo de invitados', 'Orientación senior', 'Accesible en silla de ruedas', 'Vista abierta', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/69e17955-f921-59ca-934b-6654846cc48a,Elegancia Moderna en Sant Cugat: Ático de Lujo con Terraza y Piscina Privada Cerca de Barcelona,"Bienvenido a un exclusivo apartamento de 139.31 metros cuadrados ubicado en la prestigiosa Sant Cugat del Vallès. Esta joya moderna ofrece una experiencia de vida de lujo inigualable con cuatro amplias habitaciones y dos baños, ideal para quienes buscan comodidad y sofisticación en cada rincón.

Al entrar, se revela un espacio de vida que combina elegancia y funcionalidad. Con 115 metros cuadrados de área habitable, el diseño abierto y las vistas despejadas crean un ambiente de serenidad y amplitud. Los acabados de alta gama, como los suelos de parquet y baldosas, añaden un toque de distinción y calidez a este hogar contemporáneo.

Entre sus características más destacadas se encuentra una amplia terraza de 52 metros cuadrados, perfecta para disfrutar de momentos al aire libre. La propiedad también cuenta con una piscina privada que ofrece un oasis de relajación. La presencia de un ático completo y la comodidad de un ascensor elevan aún más el nivel de lujo de esta residencia. Además, el apartamento está equipado con armarios empotrados, cocina con electrodomésticos de última generación y acceso adaptado para sillas de ruedas, asegurando comodidad para todos.

Este apartamento encapsula la esencia del lujo moderno en una ubicación privilegiada. Con estacionamiento subterráneo y seguridad las 24 horas, cada detalle ha sido cuidadosamente considerado para ofrecer una experiencia de vida excepcional. No pierda la oportunidad de ser parte de este entorno exclusivo que combina elegancia, confort y seguridad en un solo lugar.",970000,"San Cugat del Vallés, Cataluña, España",15,Ático con terraza,Top,4,4,2,2,0,139,115,115,"Parquet, Azulejos",2027,Sí,Calefacción eléctrica,"{'Ascensor', 'Sistema de seguridad', 'Terraza', 'Aseo de invitados', 'Orientación senior', 'Accesible en silla de ruedas', 'Piscina', 'Vista abierta', 'Aire acondicionado', 'Cocina empotrada', 'Armario empotrado', 'Balcón'}"
https://www.engelvoelkers.com/es/es/exposes/5730e9c5-e0be-5fe8-8caf-f202649849f0,Coqueta casa unifamiliar en Elduain,"Vivienda independiente ubicada en un entorno natural y tranquilo, ideal para familias o como segunda residencia. La casa se distribuye en tres plantas y cuenta con un terreno de aproximadamente 750 m² que rodea la propiedad, perfecto para jardín, huerto o zona de ocio.

Distribución:

Planta baja: Cocina abierta al salón-comedor, baño completo y salida directa a un agradable porche y al jardín.

Primera planta: Dos amplios dormitorios, amplio vestidor independiente, un gran baño con bañera y una práctica zona de lavandería.

Buhardilla (tercera planta): Espacio diáfano actualmente utilizado como habitación, zona de estar y juegos. Se puede adaptar fácilmente a las necesidades del comprador (más habitaciones, estudio, etc.).

Una excelente oportunidad para quienes buscan vivir rodeados de naturaleza sin renunciar al confort. ¡Ven a visitarla!",449000,"Elduain, País Vasco, España",48,Casa unifamiliar,,3,0,2,0,0,219,0,0,"Parquet, Azulejos",2005,No,"Calefacción de pellets, Calefacción por suelo radiante","{'Vista a la montaña', 'Vista verde', 'Jardín', 'Chimenea', 'Vista abierta', 'Amueblado', 'Balcón', 'Cocina empotrada', 'Armario empotrado', 'Terraza'}"
