propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108924289,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/cb/e0/1359095342.webp,IE-11-PV,24,4,165000.0,flat,sale,58.0,True,3,1,Norte - Universidad,Madrid,Móstoles,Norte - Universidad,es,,40.3299912,-3.8630613,False,https://www.idealista.com/inmueble/108924289/,"Descubre este piso acogedor ubicado en una tranquila y bien comunicada zona de Móstoles. Cuenta con una superficie construida de 57 m² y un aprovechamiento útil del mismo tamaño, esta propiedad es ideal tanto para parejas como para familias. El inmueble cuenta con tres habitaciones: una doble que ofrece comodidad y espacio, además de dos sencillas que pueden ser utilizadas como habitaciones individuales o despachos según tus necesidades. La vivienda dispone también de un baño completo. Su distribución optimizada permite disfrutar al máximo cada rincón del hogar mientras se aprovecha al máximo su luminosidad natural proveniente de las ventanas orientadas estratégicamente hacia el exterior. Este piso representa no solo una excelente oportunidad residencial, sino también un potencial atractivo inversión inmobiliaria por su ubicación privilegiada cerca de servicios esenciales tales como supermercados, colegios y transporte público.",False,good,False,False,2845.0,False,False,False,False,[],False,False,165000.0,€,flat,"Norte - Universidad, Móstoles",Piso,,,,,,,
108761314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/f2/11/1354367430.webp,,1,2,160000.0,flat,sale,60.0,True,3,1,calle de Siderurgia,Madrid,Madrid,San Blas,es,Amposta,40.4263285,-3.6211129,False,https://www.idealista.com/inmueble/108761314/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES LA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADA Vivienda de 57 m², según Catastro, y 3 m² de elementos comunes a la venta en el distrito San Blas-Canillejas, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina, cuarto de baño y recibidor. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 2ª Planta en un bloque residencial sin ascensor. Muy bien comunicado por carretera (E-5) y transporte público, a menos de cinco minutos andando de la parada de autobús de la calle de Amposta. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES Francisco de Quevedo), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN La localización del activo es aproximada.",False,good,False,False,2667.0,False,False,False,False,[],False,False,160000.0,€,flat,"Amposta, Madrid",Piso en calle de Siderurgia,,,,,,,
108601725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/3a/d4/1349673116.webp,,26,7,396000.0,flat,sale,105.0,True,3,2,calle Príncipe Don Juan Carlos,Madrid,Alcorcón,Parque Lisboa - La Paz,es,Parque Lisboa - La Paz,40.3511973,-3.8197606,False,https://www.idealista.com/inmueble/108601725/,"R House Asesores Inmobiliarios vende luminoso piso totalmente reformado. Vivienda de 105 m2 construidos y 98 útiles. El inmueble, totalmente reformado consta de, hall de entrada, cocina amueblada y salón todo unido que lo convierte en un luminoso espacio diáfano y acogedor, con salida a terraza para mayor sensación de amplitud. La vivienda consta de tres dormitorios, el principal con baño en suite y plato de ducha. Baño común completo con amplio plato de ducha. Paredes lisas, suelos de tarima, carpintería de aluminio blanco con rotura de puente térmico y persianas motorizadas en todas las estancias. Terraza con suelo porcelánico y armario de aluminio. Fontanería y electricidad totalmente renovadas con conexiones de ethernet. Split con bomba de frío y calor en el salón. Paredes exteriores con aislamiento térmico-acústico.",False,good,False,True,3771.0,False,True,False,False,[],False,False,396000.0,€,flat,"Parque Lisboa - La Paz, Alcorcón",Piso en calle Príncipe Don Juan Carlos,,,,,,,
108420913,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/93/31/1353954822.webp,01196,44,,295000.0,chalet,sale,158.0,,3,3,Pozuelo del Rey,Madrid,Pozuelo del Rey,,es,,40.3690558,-3.321323,False,https://www.idealista.com/inmueble/108420913/,"Se vende chalet adosado en Pozuelo del Rey. La construcción es del 2007 y se encuentra en muy buen estado.  Dispone de un patio de unos 42m².  En la planta baja: Hall de entrada, salón comedor con acceso al patio. Y el patio se conecta con el garaje de la vivienda.  Amplia cocina con zona de despensa. Y un aseo.  En la primera planta:  Tiene 3 dormitorios y 2 baños.  El principal con baño en suite Todas las habitaciones tienen armarios empotrados.  El chalet cuenta con una amplia buhardilla.  Para acceder a ella dispone de una escalera plegable, pero tiene la opción de hacer escalera de obra continuando con la original que tiene la vivienda.  Ventanas de aluminio lacado en blanco y climalit. También cuenta con rejas.  Suelos de gres, y tarima en habitaciones.  Ubicado frente a zona verde, por lo que tiene vistas despejadas.  Todas la vivienda es exterior, cuenta con ventanas en todas las estancias. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,1867.0,False,False,True,False,[],False,False,295000.0,€,chalet,Pozuelo del Rey,Chalet adosado,320000.0,25000.0,8.0,terracedHouse,True,True,
108762814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/21/5a/1354410987.webp,FAMVENDEVALDEMORO-00,30,bj,254691.0,flat,sale,92.0,True,2,2,"calle Luis Planelles, 11",Madrid,Valdemoro,Centro,es,,40.1885968,-3.677499,True,https://www.idealista.com/inmueble/108762814/,"FAM INMOBILIARIA OFRECE EN EXCLUSIVA, una impresionante promoción de obra nueva ya finalizada en el corazón vibrante de Valdemoro. Este exclusivo conjunto residencial ofrece viviendas modernas y luminosas con opciones de 2 y 3 habitaciones, cada una equipada con terraza privada ideal para disfrutar del aire libre. Además, se contempla la posibilidad de adquirir plazas de parking disponibles. Situadas estratégicamente cerca del parque Enrique Tierno Galván y el Hospital Universitario Infanta Elena, estas propiedades están rodeadas por un entorno consolidado que cuenta con todos los servicios necesarios: tiendas, escuelas y centros sanitarios a pocos minutos a pie. Las conexiones viales son excelentes, facilitando así desplazamientos rápidos hacia Madrid capital u otras localidades cercanas. Cada vivienda ha sido diseñada prestando especial atención al ahorro energético gracias al sistema innovador de aerotermia instalado; esto no solo minimiza el consumo eléctrico sino que también garantiza comodidad durante todo el año. Los interiores cuentan además con armarios empotrados amplios para maximizar espacio útil; baños completos elegantes revestidos cuidadosamente e impecables suelos laminados tipo tarima aportan calidez a los ambientes. El edificio consta únicamente de dos alturas acogiendo tan solo siete vecinos lo cual promueve un ambiente tranquilo y familiar entre residentes. Con diversas tipologías disponibles desde bajos cómodos hasta modernos dúplex repartidos por las plantas superiores brindamos alternativas adaptándose perfectamente a tus necesidades familiares o personales. No pierdas esta oportunidad única: elegir tu hogar aquí es invertir no solo en calidad vida personal sino también contribuir activamente hacia prácticas sostenibles respetuosas medioambientalmente ¡Rellena nuestro formulario hoy mismo! Uno nuestros comerciales especializados te contactará rápidamente.",False,good,False,True,2768.0,False,False,False,False,[],False,False,254691.0,€,flat,"Centro, Valdemoro","Piso en calle Luis Planelles, 11",,,,,True,False,14000.0
108179940,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/a1/27/1b/1336259252.webp,RIVAS-15421,86,,710000.0,chalet,sale,327.0,,5,3,Rivas Futura,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,,40.3521294,-3.5334432,False,https://www.idealista.com/inmueble/108179940/,"Azzure, les ofrece esta exclusiva e inmejorable oportundad. Espectacular chalet pareado de 327m construidos en parcela de 360m la vivienda se distribuye en dos plantas mas bajocubierta. En su planta principal dispone de un amplio vestibulo distribuidor con accesos a una generosa cocina de 20m con acceso al garaje y salida directa al jardín; siguiendo en la planta principal disponemos de un gran dormitorio, un baño con plato de ducha de obra, una practica despensa en el hueco de la escalera y ya entrariamos en el increible salón comedor de 35m con acceso al precioso porche cubierto de 25m con salida directa al jardín posterior con unas vistas inmejorables. En la planta primera disponemos de un distribuidor con accesos a dos dormitorios y desde un de ellos se accede a una terraza cubierta acondicionada como sala de juegos o salón, continuando en la primera planta tenemos un balo completo y el dormitorio principal que dispone de su propio baño y un amplio y practico vestidor. Subiendo el ultimo tramo de escalera accederiamos a la buhardilla de 65m dividida en varias estancias, un despacho, un trastero y un amplio dormitorio totalmente acondicionado. La joya de la vivienda es un amplio jardín totalente acondicionado, solado y con zonas verdes y una gran piscina para disfrutrar de los dias caluroso que se avecinan este verano, y no podía faltar la barbacoa de obra para rizar el rizo. Sin lugar a dudas lo mejor que se puede adquirir hoy en día en rivas y con una memoria de calidades excepciona, puerta principal blindada, puertas de roble, suelos de gres y parquet, paredes y techos en liso, ventanas de aluminio con cristal climalit, calefacción individual por gas natural con radiadores de aluminio y caldera mixta nueva, aire acondicionado con bomba de calor, porche acristalamiento, esto es un pequeño resumen. Visitelo y compruebelo.  hoy como siempre las mejores ofertas con el mejor servico las encontrará en azzure, simplemente compruebelo y sin cobrarle ni un 3 ni 4% al comprador como acostumbran a hacer el resto de empresas. Azzure 27 años en la zona haciendo realidad el sueño de nuestros clientes. ¿quiere cumplir el suyo? llamenos.",False,good,False,,2171.0,True,False,False,False,[],False,False,710000.0,€,chalet,"Rivas Futura, Rivas-Vaciamadrid",Chalet pareado,,,,semidetachedHouse,True,True,
108871906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/ab/71/1357566298.webp,VMF14 - Avda. de la Constitución,19,1,189900.0,flat,sale,64.0,True,3,1,avenida de la Constitucion,Madrid,Móstoles,Centro,es,,40.3273458,-3.861662,False,https://www.idealista.com/inmueble/108871906/,"Vivienda reformada para entrar a vivir con ascensor, ubicada en Móstoles Central, con todo tipo de servicios, tales como colegios, guarderías, zonas comerciales, supermercados, ambulatorio, bancos, etc. Bien comunicada a través de diversos tipos de transporte, tales como Metro y Renfe (estación de Móstoles Central) a tan solo 5 minutos de la vivienda, y líneas de autobuses urbanas e interurbanas,  (1,4, 526,529, 529A, 529H, 531,531ª, 541,545, 546,547, 548, N501, N505) y comunicándonos con Madrid capital en apenas 20 minutos, así como por carretera a través de la A-5, M-50, M-506 Vivienda exterior y muy luminosa de 67 m2, distribuidos en hall, tres dormitorios, salón comedor ampliado a terraza, cocina amueblada y baño con plato de ducha. Cuenta con calidades como: Suelos son de tarima, las paredes lisas y las ventanas de aluminio blanco en todas las estancias. La vivienda dispone de aire acondicionado con bomba de calor en el salón y en la habitación principal. Para más información o visitar esta vivienda, no lo dude, llame al ó Luis Miguel Cedena. Vivienda Madrid inmobiliaria oficina de Getafe cuenta con la experiencia y mejor servicio para todos nuestros clientes. Disponemos de 22 oficinas en toda la Comunidad de Madrid y nos avalan más de 22 años de experiencia en el sector inmobiliario. Estamos especializados en compraventas, alquileres, trámites de herencias y cambios de domicilios. Valoraciones gratuitas y sin compromiso de inmuebles, asesorando a nuestros clientes de forma personalizada. Le esperamos en Avenida de España 47 de Getafe o recibir más información en el teléfono  Horario comercial de lunes a viernes por la mañana de 9:30 a 14:00, y por la tarde de 17:00 a 20:30. Sábados de 10:00 a 14:00.",False,good,False,True,2967.0,False,False,False,False,[],False,False,189900.0,€,flat,"Centro, Móstoles",Piso en avenida de la Constitucion,,,,,,,
108376710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/a4/a4/1342274553.webp,,22,,145000.0,chalet,sale,118.0,,3,2,calle del Reloj s/n,Madrid,Valdemaqueda,,es,,40.5117701,-4.2972654,True,https://www.idealista.com/inmueble/108376710/,"Casa de pueblo independiente toda de piedra exterior en dos alturas. No tiene patio ni parcela. Reformada totalmente para entrar a vivir. 3 dormitorios, baño y aseo. Planta baja 58m2): salón, cocina independiente con electrodomésticos (vitrocerámica, horno, nevera ) despensa, cuarto de baño  Segunda planta (58m2): 3 habitaciones, baño completo con ducha.  La vivienda se encuentra en muy buen estado, reformada recientemente. Ventanas nuevas, armarios empotrados. Zona tranquila en casco urbano a escasos metros del ayuntamiento y de la plaza del pueblo.  El pueblo cuenta con todos los servicios como centro centro de salud, colegio, guarderia, farmacia, supermercado, correos, tiendas, bares.. . Muy próxima a zona de recreo en el rio Cofio con mesas para picnic, zona de baño, rutas de senderismo y lugares de interés como el Puente Mocha. Linea de autobuses a Moncloa (645-640).",False,good,False,,1229.0,False,False,False,False,[],False,False,145000.0,€,chalet,Valdemaqueda,Chalet adosado en calle del Reloj s/n,,,,terracedHouse,,,
108161485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/37/bc/1338000176.webp,997-99,40,,935000.0,chalet,sale,263.0,,4,2,Centro,Madrid,Villaviciosa de Odón,Centro,es,,40.3657695,-3.9098822,False,https://www.idealista.com/inmueble/108161485/,"MIKASA INMOBILIARIA Agencia inmobiliaria ubicada en MÓSTOLES, VENDE este ESPECTACULAR CHALET PAREADO en VILLAVICIOSA DE ODÓN (MADRID) Impresionante CHALET PAREADO de 270 metros cuadrados construidos en una parcela de 300 metros, diseñado para ofrecer un estilo de vida confortable y lleno de detalles exclusivos. Esta vivienda, distribuida en TRES PLANTAS, combina una distribución funcional, espacios amplios y una excepcional luminosidad, que permite disfrutar de luz natural durante todo el día. En la planta principal, contamos con un amplio vestibulo, habitación / despacho, además, esta planta cuenta con un práctico aseo de cortesía (antes baño con ducha). La cocina - office es independiente, con acceso a la zona de lavado y salida al jardín. Amplio salón comedor con acceso directo al porche con Jacuzzi y salida directa al magnifico y cuidado jardín. Este espacio al aire libre es ideal para disfrutar de comidas, reuniones o momentos de relajación mientras se contempla el cuidado jardín. En la planta superior la zona de descanso ofrece un espectacular dormitorio principal, que incluye un baño en suite, un enorme vestidor (antes una habitación independiente, según plano). Los otros dos dormitorios, también amplios y luminosos, cuentan con armarios empotrados, compartiendo un baño completo. El semi-sótano de la vivienda es una auténtica joya, encontramos un garaje con capacidad para tres coches, otros vehículos y trastero que facilita el acceso directo y cómodo a la vivienda. Con posibilidad de transformar en un apartamento de dos dormitorios para alquiler, ya que dispone de todas las preinstalaciones y además todas las estancias cuentan con ventanas. Con una ubicación privilegiada en un entorno tranquilo y residencial de Villaviciosa de Odón, y proximidad a todos los servicios necesarios: centros de educación (desde colegios a universidades), centros de salud (atención primaria y especialidades), comercio, restauración, zonas verdes, etc. Su emplazamiento es perfecto por su acceso directo a la M-501 se encuentra a escasos minutos de la Ciudad Financiera del Santander y frente a la Universidad Europea de Madrid, lo que lo convierte a su vez en un buen activo para inversores. Ideal para quienes buscan un hogar que combine lujo, comodidad y diseño. La luz, los amplios espacios interiores y exteriores, y la atención a cada detalle hacen de esta vivienda una oportunidad única. El plano corresponde a la distribución original antes de la reforma. No pierdas la ocasión de convertir este exclusivo chalet pareado en tu nuevo hogar. ¡CONTÁCTANOS Y VEN A VISITARLO! ¡ESTAREMOS ENCANTADOS DE ATENDERTE!  Financiación 100% Consulta condiciones. Según el Real Decreto de 218/2005 de 11 de octubre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",True,good,False,,3555.0,True,False,False,False,[],False,False,935000.0,€,chalet,"Centro, Villaviciosa de Odón",Chalet pareado,,,,semidetachedHouse,True,True,
108018576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/44/c7/1331377561.webp,,20,5,234900.0,penthouse,sale,61.0,True,2,1,calle de Callao,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,,40.2919684,-3.7858397,False,https://www.idealista.com/inmueble/108018576/,"¿Te gustaría vivir en un ÁTICO CON TERRAZA Y VISTAS ESPECTACULARES, en una zona tranquila de FUENLABRADA? No dudes más, en INMOBILIAR te ayudamos a adquirir esta magnífica vivienda, OFRECEMOS VARIAS ALTERNATIVAS DE FINANCIACIÓN, incluido el 100% DE LA HIPOTECA gracias a acuerdos exclusivos con distintas entidades. Descripción de la vivienda: ático muy acogedor, con buena distribución lo que hace no se pierde gran cantidad de metros en pasillos, donde su gran potencial está en la terraza de gran tamaño, en forma de L, que rodea toda la vivienda, y con sus vistas despejadas al no tener edificios situados enfrente, la cual hace que esta vivienda tenga ese encanto especial que la diferencia del resto. Ventanas de aluminio, suelos de tarima, calefacción de gas natural por radiadores, aire acondicionado. El edificio, familiar y tranquilo, dispone de ascensor, y tan sólo se pagan 75€ mensuales de comunidad. SOMOS LA INMOBILIARIA QUE NECESITAS, Y TENEMOS LA VIVIENDA QUE BUSCAS. ¡Pide tu cita ya, y que no se te escape! *Este anuncio no es vinculante, puede contener errores de carácter tipográfico no siendo este anuncio contractual, se muestra a título informativo.",True,good,False,True,3851.0,False,False,False,False,[],False,False,234900.0,€,flat,"La Avanzada - La Cueva, Fuenlabrada",Ático en calle de Callao,,,,penthouse,,,
108828385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/55/44/1356318733.webp,z4castellanaref,35,6,750000.0,flat,sale,115.0,True,4,2,paseo de la Castellana,Madrid,Madrid,Chamartín,es,Castilla,40.4746438,-3.6852674,False,https://www.idealista.com/inmueble/108828385/,"Oficina Tecnocasa. En venta: Piso en PASEO DE CASTELLANA en la sexta planta, orientación sur, COMPLETAMENTE REFORMADO, zona Plaza Castilla - Chamartín.  El piso que originalmente tenia 4 dormitorios y 2 baños, según la reforma actual cuenta con 3 dormitorios y 2 baños completos, cocina, salón comedor y las dos terrazas incorporadas a la vivienda. El piso, de ESQUINA tiene Orientación sur y oeste, con muchísima luz y cuenta con una reforma con excelentes calidades. Excelentes vistas y máxima privacidad. En sexta planta y penúltima de el edificio. Frente al centro financiero de las 5 torres. Excelentes comunicaciones. La finca cuenta con ascensor y cámaras de videovigilancia. La ubicación del inmueble garantiza una movilidad excelente gracias a su proximidad a importantes puntos de transporte público: •Metro: A pocos minutos se encuentran las estaciones de Chamartín (Líneas 1 y 10), Begoña (Línea 10) y Plaza de Castilla (Líneas 1, 9 y 10), facilitando el acceso a cualquier parte de la ciudad. •Cercanías Renfe: La estación de Chamartín, con líneas C1, C2, C3, C4, C7, C8 y C10, y la estación de Nuevos Ministerios, conectan con diversas áreas metropolitanas y regiones. •Autobuses: Varias líneas de la EMT, como las 27, 147 y 150, tienen paradas cercanas, asegurando una excelente conectividad. Tiendas y Servicios Cercanos Vivir en esta zona significa tener todo lo que necesitas a tu alcance: •Centros Comerciales: El Centro Comercial Caleido (que está a 3 minutos) y El Corte Inglés de Castellana ofrecen una amplia gama de tiendas de moda, restaurantes y servicios esenciales. •Supermercados: Mercadona y Alcampo, situados en las proximidades, facilitan las compras diarias. •Restaurantes y Cafeterías: Desde el Restaurante Casa Narcisa y Casa Nemesio hasta cadenas internacionales como Starbucks y Costa Coffee, las opciones para comer y disfrutar son innumerables. •Parques y Zonas Verdes: Relájate y disfruta del aire libre en el Parque de Plaza de Castilla y el Parque de la Ventilla. Financiación de hasta el 100% con nuestro departamento financiero, KIRON. ESTUDIO FINANCIERO GRATUITO Y SIN COMPROMISO, no dude en consultarnos. TECNOCASA, 30 años a su servicio.",False,good,False,True,6522.0,False,False,False,False,[],False,False,750000.0,€,flat,"Castilla, Madrid",Piso en paseo de la Castellana,,,,,,,
106341638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/60/3c/1279922065.webp,TGA 001024,13,2,1789000.0,flat,sale,152.0,False,2,2,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4257361,-3.6817107,False,https://www.idealista.com/inmueble/106341638/,"EXCLUSIVA VIVIENDA DE 2 DORMITORIOS y 2 BAÑOS CON PLAZA DE GARAJE.  TGA CONSULTING presenta esta impresionante vivienda totalmente reformada en Nuñez de Balboa (entre Hermosilla y Ayala), en el codiciado barrio de Salamanca, Madrid.  Este elegante piso interior en segunda planta tiene 152 m² además de una pequeña terraza.  La propiedad incluye dos amplias habitaciones y dos baños, proporcionando un espacio cómodo y funcional. La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño, ofreciendo un ambiente moderno y acogedor.  Características generales: - Suelos tarima y porcelánicos. - Carpintería exterior PCV blanca. - Carpintería interior madera blanca. - Calefacción central. - Armarios Empotrados - Aire Acondicionado - Portero Físico. - Ascensor - Plaza de Garaje (en el edificio)  - IBI 1.106€ Vivir en el barrio de Salamanca es sinónimo de lujo y exclusividad. Este distrito combina la tranquilidad residencial con la vitalidad urbana, ofreciendo una amplia oferta cultural y de ocio. Cerca se encuentran lugares emblemáticos como la Milla de Oro, el Parque del Retiro y el Museo Lázaro Galdiano, además de prestigiosas tiendas y restaurantes gourmet. Esta es una oportunidad única de adquirir una propiedad de lujo en uno de los barrios más prestigiosos de Madrid, combinando modernidad, comodidad y una ubicación inmejorable. Para concertar visitas directamente en el telf. /WhatsApp. +34 624 40 92 03.",True,good,False,True,11770.0,True,False,False,False,[],False,False,1789000.0,€,flat,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,,,,,True,True,
108572837,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/e7/21/1348837079.webp,Piso Zona Ibiza,14,en,600000.0,flat,sale,67.0,False,3,1,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.421686,-3.6768349,False,https://www.idealista.com/inmueble/108572837/,"Estupendo inmueble, situado en una entreplanta, muy luminoso debido a que tiene tres patios interiores, de los cuales a dos de ellos dispone de acceso privativo desde la vivienda. Distribuido actualmente en 3 habitaciones, salón - comedor, cocina, baño y 2 patios. Con muchas posibilidades de redistribución de los espacios. Posee techos altos de casi 3 metros, lo cual da más sensación de amplitud. Tiene calefacción central y portero físico. La situación de la vivienda es magnífica puesto que se encuentra a 6 minutos a pie del Parque del Retiro, uno de los pulmones de la capital, además muy cercano al Hospital Santa Cristina y el Hospital Universitario Gregorio Marañón. Rodeado de todos los servicios y ocio, muy bien comunicado por transporte público metro del Retiro a 4 minutos a pie y fácil acceso a la M30. Se tiene que realizar una reforma integral de la misma, las fotos son posibles reformas que se pueden realizar y se incluye plano actual y posibles actualizaciones, para poder visualizar las grandes posibilidad de la vivienda. Si quieres visitar, ponte en contacto con nosotros. En InmoSpace tenemos una amplia experiencia en alquiler, venta e inversión en el sector inmobiliario.",False,renew,False,True,8955.0,True,False,False,False,[],False,False,600000.0,€,flat,"Ibiza, Madrid",Piso,,,,,,,
107239168,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/99/0c/1307111655.webp,,20,bj,195000.0,flat,sale,27.0,False,1,1,calle del Calvario,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4099415,-3.7020327,False,https://www.idealista.com/inmueble/107239168/,"OPORTUNIDAD UNICA EN EL CORAZÓN DE MADRID!  En el multicultural barrio de Lavapiés. A solo diez minutos de la icónica Puerta del Sol, este piso te ofrece acceso a la mejor oferta cultural, gastronómica y de ocio que Madrid tiene para ofrecer. Esta encantadora vivienda recientemente reformada. Se queda totalmente amueblada y equipada. Con una ubicación inmejorable, ofrece comodidad y estilo en un entorno vibrante. la vivienda es tipo duplex y consta de cocina americana y amplio salón, baño con ducha y en la parte de arriba una amplia habitación. Cada espacio ha sido diseñado para maximizar el confort y la funcionalidad, asegurando que cada rincón sea acogedor y práctico. Ideal tanto para tu primera vivienda como para una inversión, Si estás buscando un lugar para comenzar tu vida en el centro de la capital o una inversión segura en una de las zonas más demandadas de Madrid, esta vivienda es una opción que no puedes dejar pasar. Llámanos para programar una visita¡ HABITALIUM CLUB INMOBILIARIA.",False,good,False,False,7222.0,False,False,False,False,[],False,False,195000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Calvario,199500.0,4500.0,2.0,,,,
108679552,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/50/92/1351906267.webp,1410,51,1,2490000.0,flat,sale,252.0,True,4,5,paseo del General Martínez Campos,Madrid,Madrid,Chamberí,es,Almagro,40.4357503,-3.6919992,False,https://www.idealista.com/inmueble/108679552/,"The Selection os presenta en EXCLUSIVA DIRECTAMENTE CON LA PROPIEDAD, este maravilloso piso reformado, con materiales de primera calidad y un diseño cuidado en cada detalle. Ubicada en una de las mejores calles del codiciado barrio de Almagro, esta vivienda ofrece un equilibrio perfecto entre elegancia, confort y funcionalidad. El piso consta de cuatro amplias habitaciones en suite, todas ellas con gran capacidad de almacenaje. Tres de las habitaciones tienen acceso directo a una terraza privada, ideal para que los niños disfruten al aire libre o para crear un agradable espacio de relax. La vivienda dispone además de un aseo de cortesía y una práctica zona de lavandería (laundry). Nada más entrar, nos recibe un amplio hall de entrada, con un gran armario para invitados. Desde aquí, se accede a una generosa zona social distribuida en varios ambientes: -zona de sofás y descanso, -zona de lectura, -comedor y cocina independiente, conectada mediante elegantes puertas correderas que permiten integrar o separar los espacios según la ocasión. Desde la cocina se accede directamente a la zona de lavandería. A través de una puerta corredera, junto al aseo de invitados, se accede al distribuidor que da paso a las cuatro habitaciones. Toda la iluminación de la vivienda ha sido cuidadosamente diseñada, las carpinterías están hechas a medida por un ebanista, con puertas de suelo a techo, y grandes ventanales que inundan el espacio de luz natural. Además, la finca cuenta con servicio de portero, un amplio hall de entrada representativo, y garaje en la misma finca, lo que añade un plus de comodidad y seguridad. Una oportunidad única para vivir en un piso exclusivo, en uno de los entornos más prestigiosos de Madrid.",False,good,False,True,9881.0,False,False,False,False,[],False,False,2490000.0,€,flat,"Almagro, Madrid",Piso en paseo del General Martínez Campos,,,,,True,True,
108394192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/f6/e0/1342852341.webp,943,32,2,280000.0,duplex,sale,70.0,True,1,1,ronda de Valdecarrizo,Madrid,Tres Cantos,Zona Industrial,es,,40.6025892,-3.6955827,False,https://www.idealista.com/inmueble/108394192/,"-TRES CANTOS-   Vivienda dúplex de 70 m², exterior y lista para entrar a vivir. La vivienda consta de salón, terraza de 10m², un dormitorio con armario empotrado y un cuarto de baño en suite con plato de ducha. Cocina americana, amueblada y equipada con horno, campana, vitrocerámica, microondas, lavadora, lavavajillas y frigorífico. Puerta blindada, ventanas de climalit y persianas eléctricas. Suelos de tarima y pintura lisa. Aire acondicionado y calefacción por conductos de rejilla. Una plaza de garaje incluida en el precio y posibilidad de una segunda plaza (consultar precio). La finca dispone de piscina, pistas de pádel, ascensor y portero. El inmueble se encuentra rodeado de todo tipo de servicios, comercios y zonas de ocio.",False,good,False,True,4000.0,False,False,False,False,[],False,False,280000.0,€,flat,"Zona Industrial, Tres Cantos",Dúplex en ronda de Valdecarrizo,,,,duplex,True,True,
