propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.parkingSpacePrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
104709195,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/e0/c2/1229252766.webp,P1-00055-0017,16,2,215000.0,flat,sale,92.0,True,2,2,calle de Santa Rosa,Madrid,El Escorial,Jardín de los Reyes - Parque Real,es,40.5865447,-4.1319791,False,https://www.idealista.com/inmueble/104709195/,"Promoción de viviendas con garaje y trastero en El Escorial, a 40 minutos del centro de Madrid. Ubicadas en el Complejo Residencial Los Lares del Escorial, equipado con piscina comunitaria y gimnasio. Cuentan con unas superficies desde 86 m² distribuidos en salón-comedor, 2 habitaciones, cocina y 2 baños completos. Está equipada con muebles de cocina, puerta blindada, suelos de tarima, armarios empotrados, cristales climalit y calefacción. Actualmente solo esta disponible una vivienda de 2 dormitorios y 2 baños con 86 m². Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,True,2337.0,True,False,False,False,[],False,False,215000.0,€,True,True,flat,"Jardín de los Reyes - Parque Real, El Escorial",Piso en calle de Santa Rosa,Destacado,,,,,,
108434096,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/53/06/1344745456.webp,G-3234,94,4,199000.0,flat,sale,65.0,True,3,1,calle de Belzunegui,Madrid,Madrid,Carabanchel,es,40.3772418,-3.7381167,False,https://www.idealista.com/inmueble/108434096/,"LINKCASA vende piso totalmente exterior de 65 m2 construidos según catastro. Dispone de un recibidor con acceso a la cocina y a un acogedor salón con terraza integrada. Este tiene vistas despejadas al parque por lo que es muy luminoso. Cuenta con: 1 dormitorio doble exterior con gran armario  2 sencillos exteriores  Una gran cocina independiente a la que se accede desde el recibidor con muebles empotrados y un balcón con vistas a la calle Baño completo con bañera Dispone de gas natural con calefacción individual El piso está situado en la zona de Puerta Bonita, en la misma calle está la parada de autobús N118 y N47 y 108 y la parada de metro L-11 Pan Bendito y San Francisco a 5 min andando. En la zona hay un gran parque con zonas infantiles, colegio, Hiper Usera, un centro de día de personas mayores, muy buen aparcamiento, etc. Posibilidad de financiación 100 %. No deje de visitarlo. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo. 买卖二手房认准马德里恋家房产 资深的二手房产团队 专业的贷款部门 中西合并的企业文化 欢迎大家联系我们 我们为您量身打造一个方案帮您实现您筑家的梦 添加我们的微信号: linkcasa 关注更多房源.",False,good,False,False,3062.0,True,False,True,False,[],False,False,199000.0,€,,,flat,"Puerta Bonita, Madrid",Piso en calle de Belzunegui,Destacado,Puerta Bonita,,,,,
108198909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/75/af/1336881280.webp,,43,6,2095000.0,penthouse,sale,300.0,True,4,4,calle de Oruro,Madrid,Madrid,Chamartín,es,40.456086,-3.6776552,False,https://www.idealista.com/inmueble/108198909/,"ATICO/DUPLEX CON PISCINA EN HISPANOAMERICA! . Se vende fantástico duplex en zona privilegiada y residencial de Hispanoamérica próximo, al paseo de la Habana y zona Viso.  La vivienda se distribuye en tres plantas, con una distribución funcional y espacios diáfanos: -En la planta principal nos encontramos un amplio salón comedor con grandes ventanales lo que le aporta luz natural todo el día.  - Cocina office de diseño moderno, totalmente acondicionada con electrodomésticos de alta gama.  - En la zona de descanso nos encontramos tres amplios dormitorios, con sus respectivos armarios empotrados. El dormitorio principal con baño en suite y otro cuarto de baño completo que da servicio a los otros dos.  -En la planta primera nos encontramos un maravilloso salón con proyector de cine que da salida a una bonita terraza con cerramiento de Lumon, con pantalla de cine, barra de bar y zona de descanso, así como un dormitorio con baño en suite y un aseo de cortesía. -En la segunda planta nos encontramos con una gran terraza de uso privativo de 40 metros con dos casetas de madera. Los acabados de la vivienda son de primera calidad, con suelos de tarima de cerezo y puertas de madera.  Cuenta con un sistema de luces (Lutron) el cual permite regular y crear diferentes ambientes proporcionando un hogar muy acogedor, y dispone de un sistema de sonido cableado Bosé, de alta gama.  Aire acondicionado frío / calor por conductos. Las zonas comunes incluyen piscina y pista de pádel.  Cuenta con plaza de garaje de acceso directo, en alquiler por 150€. Gastos de comunidad 130 € La finca cuenta con ascensores y conserje. Muy bien situada, al lado de toda clase de servicios, líneas de autobuses y de metro, colegios, hospitales, supermercados, restaurantes y tiendas varias.  NO DEJE DE VISITAR ESTA FANTASTICA VIVIENDA! El barrio Hispanoamérica, ubicado en el distrito de Chamartín en Madrid, es conocido por su combinación de tranquilidad y vida urbana vibrante. Este barrio ofrece un entorno sereno ideal para familias y profesionales, con amplias zonas verdes y calles tranquilas.  Hispanoamérica es un barrio del distrito de Chamartín, situado en la zona noreste de la ciudad de Madrid. Sus límites son al norte la avenida de Alberto Alcocer y avenida de Costa Rica, al sur con la avenida de Concha Espina; al oeste con el paseo de la Castellana y al este con la avenida de la Paz (M-30).",False,good,False,True,6983.0,True,False,False,False,[],False,False,2095000.0,€,True,False,flat,"Bernabéu-Hispanoamérica, Madrid",Ático en calle de Oruro,Destacado,Bernabéu-Hispanoamérica,150.0,penthouse,,,
108341739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/b5/f6/1341281741.webp,P-3035,42,1,288000.0,flat,sale,79.0,True,3,1,calle de Juan Pascual de Mena,Madrid,Madrid,Latina,es,40.4078408,-3.7425968,False,https://www.idealista.com/inmueble/108341739/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 3 dormitorios en la calle Juan Pascual de Mena (barrio Puerta del Ángel), muy cerca de la arteria principal y comercial de la zona como es el Paseo de Extremadura. La vivienda consta de 3 habitaciones (una de ellas doble), salón, cocina, baño con plato de ducha, tendedero y terraza descubierta de 4 m². El inmueble es exterior, muy luminoso, se trata de una primera planta y aunque está para actualizar cuenta con un gran abanico de posibilidades de distribución. El piso se encuentra a 4 minutos del metro Alto de Extremadura (L-6) y de varias líneas de autobuses de la EMT (31, 33, 36, 39, 65 y N19). La finca tiene la ITE favorable (año 2018). La vivienda se encuentra ubicada en una muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una oportunidad de mercado. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,good,False,False,3646.0,True,False,True,False,[],False,False,288000.0,€,,,flat,"Puerta del Ángel, Madrid",Piso en calle de Juan Pascual de Mena,Destacado,Puerta del Ángel,,,,,
108627527,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/aa/c3/1350369287.webp,E-0145,27,3,310000.0,flat,sale,99.0,True,4,2,calle del Camino Viejo de Villaverde,Madrid,Madrid,Usera,es,40.3699384,-3.7110038,False,https://www.idealista.com/inmueble/108627527/,"LINKCASA EMBAJADORES vende piso que cuenta con 99 m² según catastro y esta dotada con cuatro habitaciones, un baño completo, un aseo, un amplio salón, una cocina independiente y recientemente reformada. Toda la vivienda está equipada con aire acondicionado por conductos. Se encuentra situada en una tercera planta con ascensor, en la privilegiada zona de Usera, a pocos metros del cercanías Orcasitas, centro comercial, comercios, colegios, farmacias y zonas infantiles. La vivienda se distribuye en: • 4 habitaciones, 2 dobles, 2 simples • 1 baño completo • 1 aseo  • Cocina independiente y amueblada  • salón  DESTACAMOS la propiedad por su excelente conexión con el centro de Madrid y su tranquilidad, lo que la convierte en un lugar ideal para invertir, disfrutando de lo mejor de la ciudad sin renunciar al confort y la paz. TRANSPORTE: La vivienda goza de excelentes conexiones. Las paradas de autobús más cercanas permiten un acceso rápido al centro de la ciudad, mientras que las cercanías, a pocos minutos andando, facilita la conexión con otras zonas de Madrid. ENTORNO NATURAL: Uno de los grandes atractivos de esta vivienda es su proximidad a amplias zonas verdes como el Parque de Pradolongo ideal para los amantes del deporte al aire libre o para quienes buscan un espacio para relajarse en la naturaleza. Además, su cercanía al Matadero Madrid y a la ribera del Manzanares ofrece un entorno vibrante con zonas arboladas, paseos amplios y áreas recreativas, perfectas para disfrutar sin salir de la ciudad. Si estás interesado en ver esta vivienda, contacta con nosotros y pondremos a tu disposición nuestro equipo de especialistas en el sector inmobiliario, así como nuestro DEPARTAMENTO FINANCIERO para obtener la hipoteca. También te ofreceremos asesoría legal y fiscal en la operación. 买卖二手房认准马德里恋家房产 资深的二手房产团队 专业的贷款部门 中西合并的企业文化 欢迎大家联系我们 我们为您量身打造一个方案帮您实现您筑家的梦 添加我们的微信号: pisosventa 关注更多房源.",False,good,False,True,3131.0,True,False,True,False,[],False,False,310000.0,€,,,flat,"Orcasitas, Madrid",Piso en calle del Camino Viejo de Villaverde,Destacado,Orcasitas,,,,,
108318380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/88/ed/1340559877.webp,VO300525,31,2,359900.0,flat,sale,64.0,True,3,1,calle del Aligustre,Madrid,Madrid,Tetuán,es,40.4646882,-3.7058707,False,https://www.idealista.com/inmueble/108318380/,"VOhome propiedades vende en exclusiva, esta magnífica vivienda de 3 dormitorios en una 2ª planta con excelente ubicación, a tan solo 8 minutos andando de la estación del metro Tetuán. Compuesta por un amplio salón-comedor y terraza con espectaculares vistas despejadas, un baño reformado completo con plato de ducha, cocina independiente y pasillo distribuidor hacia los dormitorios. Superficie de vivienda, sin incluir la parte proporcional de los elementos comunes, según Nota Simple 61 m2 construidos. Según nuestras mediciones, podemos confirmar que dispone de 53,79 m2 útiles y 63,47 m2 construidos, sin incluir los 7 m2 de elementos comunes. Dispone de suelos de gres porcelánico en muy buen estado, paredes lisas y en gotelé, puertas en madera gris y todas las estancias con doble ventanas climalit con puente térmico. La vivienda se encuentra en una estado de conservación excelente y dispone de un split inverter con bomba de calor ubicado en el salón. Finca con puerta de seguridad de acceso al portal, y respecto a gastos de comunidad, tan solo 30 euros mensuales. Si recalcar que la comunidad cuenta con un ingreso adicional por una empresa externa, lo cual, tanto la cuota de comunidad como la del consumo de agua son directamente abonadas, en su defecto, no tiene gastos de mantenimiento ni ningún tipo de cuota de comunidad. I.T.E. favorable el año 2024 y con un IBI de 330 euros aproximadamente incluyendo los tres inmuebles. Además incluye plaza de garaje a ubicada a 1 minuto de la finca y además, también cuenta con un amplio trastero privativo al lado de la plaza de garaje, ambas propiedades incluidas en el precio. Cuenta con las líneas de autobús: 44, 11, 177, entre otros. Con muy buena comunicación con la M-30 y M-40. Podemos señalar su proximidad a varios colegios, como el colegio Luis de Góngora, múltiples escuelas infantiles, centros de salud, hospitales como hospitales como el Universitario La Paz y Hospital Carlos La Paz entre otros, bancos: Caixabank, BBVA, Santander, entre otros, supermercados como el Lidl, Carrefour, Mercadona y gran variedad de restaurantes, bares, cafeterías, peluquerías... ""Te financiamos hasta el 100% del valor de compraventa. "" Tipo de interés fijo: desde 1.80 % Tipo de interés variable: desde Er+0.50 % Infórmese sin compromiso comunicándose con nuestro asesor Francisco López *En el precio de venta no están incluidos los gastos de compra (Impuestos de trasmisiones patrimoniales/Notaría-Gestoría/Registro/Intermediación inmobiliaria y/o financiera)*. Agencia inmobiliaria inscrita en el RAIN con Numero 001066/25 (Registro de Agentes Inmobiliarios de la Comunidad de Madrid).s.",True,good,False,False,5623.0,True,False,True,False,[],False,False,359900.0,€,True,True,flat,"Valdeacederas, Madrid",Piso en calle del Aligustre,Destacado,Valdeacederas,,,369900.0,10000.0,3.0
108380115,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/68/ce/1342382862.webp,1002,19,2,670000.0,flat,sale,80.0,True,2,2,avenida de América,Madrid,Madrid,Barrio de Salamanca,es,40.4386373,-3.6752633,False,https://www.idealista.com/inmueble/108380115/,"Descubre este espectacular piso en la codiciada zona de Guindalera, en el distrito de Salamanca. Con una superficie de 80 m², esta propiedad ha sido reformada y se encuentra en un estado impecable, lista para estrenar. El piso cuenta con 2 amplios dormitorios y 2 baños, ideal para familias o profesionales que buscan comodidad y estilo. Su orientación sur garantiza una luminosidad excepcional durante todo el día, creando un ambiente cálido y acogedor. Entre sus características destacan el acceso para personas con movilidad reducida, aire acondicionado, alarma, y armarios empotrados que ofrecen un amplio espacio de almacenamiento. La cocina, completamente amueblada y equipada, es perfecta para los amantes de la gastronomía. El edificio, construido en 1960, cuenta con una sólida estructura de hormigón y dispone de ascensor, conserje y puerta automática para mayor seguridad. Además, el piso está dotado de calefacción de gas natural individual, ventanas climalit que aseguran un excelente aislamiento y suelos de tarima que añaden un toque de elegancia. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid. ¡Contáctanos para más información y para concertar una visita! Cuando el detalle realmente importa.",True,good,False,True,8375.0,False,False,False,False,[],False,False,670000.0,€,,,flat,"Guindalera, Madrid",Piso en avenida de América,Destacado,Guindalera,,,685000.0,15000.0,2.0
108845586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/0d/47/1358541184.webp,,38,7,518000.0,duplex,sale,177.0,True,4,3,travesía Timanfaya,Madrid,Alcorcón,Parque Lisboa - La Paz,es,40.3450356,-3.8128954,False,https://www.idealista.com/inmueble/108845586/,"R House Asesores Inmobiliarios vende ático-dúplex. El inmueble, en buen estado de conservación consta de, hall de entrada, cocina amueblada con acceso a tendedero/lavadero, 3 habitaciones, dos de ellas con armarios empotrados, habitación principal con baño en suite con bañera, baño común con plato de ducha totalmente reformado y salón con aire acondicionado y escalera de caracol que da acceso al ático, el cual dispone de aire acondicionado, habitación, cuarto de baño, un espacio destinado a una útil cocina y salida a terraza de 17m2. Suelos de parqué, carpintería de aluminio verde con rotura de puente térmico. Fontanería y electricidad de origen. Piscina comunitaria y plaza de garaje con acceso directo desde la vivienda incluida en el precio. La zona dispone de todos los servicios necesarios, supermercados, centros médicos, farmacias, centros educativos, parques infantiles y Líneas 10 y 12 de Metro.",False,good,False,True,2927.0,True,False,False,False,[],False,False,518000.0,€,True,True,flat,"Parque Lisboa - La Paz, Alcorcón",Dúplex en travesía Timanfaya,Destacado,Parque Lisboa - La Paz,,duplex,,,
108516885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/73/65/1347265011.webp,,31,3,420000.0,flat,sale,56.0,True,2,1,"TR NAVALUENGA, 1",Madrid,Majadahonda,Zona Carretera del Plantío,es,40.4761885,-3.8538202,True,https://www.idealista.com/inmueble/108516885/,"Inmobiliaria aunnar tiene el placer de presentarte este precioso y coqueto piso de dos dormitorios y un baño. Totalmente reformado, la cocina esta integrada en el salón y para evitar olores de lo que estas preparando para comer tiene una moderna vitrocerámica con extractor de humos integrada de la marca Bosh, para que tu estancia en la casa sea lo mas agradable que te puedas imaginar, en el salón se puede salir a una muy pequeña terraza pero donde tu mascota podrá tomarlo como su lugar preferido en la casa. Es un piso muy acogedor y muy bien distribuido. Entrando por la puerta principal te sitúas en un pequeño recibidor que separa por la izquierda la zona de vida diaria y por la derecha la zona de descanso que esta compuesta por dos dormitorios con un armario empotrado en cada uno y un baño con una moderna ducha en forma de lluvia donde tu cuerpo recuperara toda la energía después de una larga jornada de trabajo. Para los fríos inviernos tienes calefacción independiente de Gas Natural.  Si esta vivienda ya te parece agradable, te voy a dar un par de razones con mas detalles para que te animes a venir a verla. Tiene una piscina en la azotea en donde se ha hecho una reciente remodelación para montando una pequeña zona de solarium  El inmueble cuenta con una plaza de garaje en el mismo edificio con acceso directo desde el ascensor.",False,good,False,True,7500.0,True,True,False,False,[],False,False,420000.0,€,True,True,flat,"Zona Carretera del Plantío, Majadahonda","Piso en Tr Navaluenga, 1",Destacado,,,,,,
108463438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/fa/94/1345676200.webp,LCM37183,36,3,760000.0,flat,sale,140.0,False,5,1,calle de Esparteros,Madrid,Madrid,Centro,es,40.4141234,-3.7050432,False,https://www.idealista.com/inmueble/108463438/,"GRAN OPORTUNIDAD DE VIVIENDA JUNTO A LA PLAZA MAYOR Y LA PUERTA DEL SOL Ubicado en una de las zonas más emblemáticas de la capital, este piso en el barrio de Sol ofrece un espacio amplio y con infinitas posibilidades de reforma. La vivienda, actualmente distribuida en cinco dormitorios, un baño, salón independiente y cocina, destaca por su orientación este y la luz natural que recibe a través de tres patios interiores. Al tratarse de una propiedad interior, garantiza un ambiente tranquilo y silencioso, ideal para quienes buscan comodidad en pleno centro. La mayoría de los muros son tabiques, lo que permite una redistribución completa según las necesidades del comprador. El edificio, con más de un siglo de historia (construido en 1890), conserva el encanto de la arquitectura clásica madrileña. Su portal señorial, junto con el ascensor, el sistema de calefacción por aire acondicionado frío-calor, portero físico y automático, y sistema de alarma, garantizan tanto seguridad como funcionalidad. Esta propiedad, que requiere una reforma integral, es perfecta para crear una residencia única o como inversión con alta rentabilidad en una de las zonas más codiciadas de Madrid. Vivir en Sol significa tener todo al alcance: cultura, ocio y conexión total. A pasos de la Puerta del Sol, rodeado de una amplia oferta gastronómica, comercial y educativa, como el reconocido Colegio San Ildefonso, y con el Centro Comercial La Vaguada a poca distancia. Las comunicaciones son inmejorables, con acceso al metro (líneas 1, 2 y 3), cercanías (C3 y C4) y autobuses (EMT 3, 50 y M1), lo que convierte esta ubicación en una opción excepcional tanto para vivir como para invertir en el corazón palpitante de Madrid.",True,renew,False,True,5429.0,False,True,False,False,[],False,False,760000.0,€,,,flat,"Sol, Madrid",Piso en calle de Esparteros,Destacado,Sol,,,799000.0,39000.0,5.0
