propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,floor,exterior,hasLift,neighborhood
108231255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/f7/ab/1337838951.webp,1243,50,767000.0,chalet,sale,242.0,7,4,Alpedrete,Madrid,Alpedrete,es,40.6614388,-4.0341349,False,https://www.idealista.com/inmueble/108231255/,"INMOSEGUR vende PRECIOSA CASA DE PIEDRA CON PISCINA Y POZO en una de las mejores zonas de Alpedrete, tranquila y muy bien comunicada. Parcela de 1.402 m2 en la que podemos encontrar dos casas, una de 137 m2 y otra de 105 m2. 1. PRIMERA CASA (CASA DE PIEDRA): * PLANTA PRINCIPAL: - Precioso porche con arcos de piedra, con orientación este y sur, con aljibe debajo. - Amplio salón con chimenea y techos altos con bonitas vigas vistas. - Gran comedor independiente. - Cocina con forma cuadrada con acceso directo a la zona de piscina. - 1 aseo - 1 estancia la cual actualmente se utiliza de lavadero/despensa. * PRIMERA PLANTA: - Hall distribuidor con armario empotrado. - 4 grandes dormitorios dobles con armarios empotrados (uno de ellos con una gran terraza). - 2 baños completos. - 1 estancia bajo cubierta. 2. SEGUNDA CASA (EN UNA PLANTA): - Gran porche acristalado. - Hall distribuidor. - Amplio salón con chimenea cassete. - 1 habitación doble con armario empotrado de dos cuerpos totalmente vestido y con altillo. - 1 baño completo con ducha. - Cocina con forma cuadrada, con vitrocerámica. OTRAS CARACTERÍSTICAS: - Piscina privada - Zona de barbacoa de obra y leñero - Invernadero  - Caseta de jardinería - Calefacción en segunda casa de gasoil (calefacción dual cambiada hace 6 meses) - Suelos gres en segunda casa y terrazo en primera casa - Garaje (puerta de acceso a la parcela automatizada) - Gran bodega bajo casa principal - Ventanas en segunda casa de aluminio con climalit y en primera casa de madera Para más información no dude en contactarnos.",False,good,False,3169.0,False,False,False,False,[],False,False,767000.0,€,True,True,chalet,independantHouse,Alpedrete,Casa independiente,Destacado,,,,,,,,
105290335,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/e9/c4/1281359371.webp,"chalet independiente, amplio y luminoso",115,439000.0,chalet,sale,211.0,4,2,Cerro Alarcón,Madrid,Valdemorillo,es,40.4716697,-4.0828101,False,https://www.idealista.com/inmueble/105290335/,"¡Bienvenidos a esta magnífica casa independiente en el Cerro de Alarcón, Valdemorillo!  Esta vivienda ofrece un equilibrio perfecto entre su amplitud, su capacidad y su luz natural. Desde el jardín, una elegante escalera te conduce al acogedor porche, ideal para disfrutar de momentos de relax. Accediendo al interior, la planta principal, la zona de día y la zona de noche están bien diferenciadas. Desde la entrada, un hall-distribuidor nos conecta con el salón-comedor, una estancia amplia, cómoda y con varios ventanales para aprovechar la luz natural hasta última hora de la tarde. Aquí, el toque más especial y esencial es el de la chimenea de leña, que además de calidez, hace que el salón-comedor sea un espacio de lo más acogedor. Completan la planta, la cocina independiente con salida directa al jardín de la parte posterior (donde nos espera un cenador de brezo para disfrutar de las comidas a la sombra) cuatro dormitorios y dos baños. Es en este hall de entrada también se sitúa la escalera que comunica con la planta inferior donde encontraremos el garaje para dos coches y motos. La planta baja cuenta con un gran espacio independiente con cuarto de baño. Actualmente es usado como bodega y sala de billar pero según necesidades puede ser un gimnasio, una zona de trabajo, un estudio, un apartamento para invitados, etc.. . Si te gustan los espacios abiertos y fluidos esta vivienda por su estructura te permitirá crear ambientes más modernos sin restarle importancia al carácter tradicional de la casa existente. Podrás jugar con las aperturas y grandes ventanales para conectar visualmente los espacios y permitir que las vistas del jardín se cuelen en el interior y, a su vez, desde dentro la continuidad sea total con el exterior.  La gran parcela con vegetación consolidada permite disfrutar de amplias áreas verdes, de rincones acogedores para relajarse, socializar, tomar el sol, crear tu huerto, explorar la naturaleza y desconectar del estrés cotidiano. No te pierdas esta oportunidad ¡ ven a conocer tu futuro hogar!",False,good,False,2081.0,False,False,False,False,[],False,False,439000.0,€,True,True,chalet,independantHouse,"Cerro Alarcón, Valdemorillo",Casa independiente,Destacado,Cerro Alarcón,449000.0,10000.0,2.0,,,,
108383995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/10/d0/1342499386.webp,1245,34,475000.0,chalet,sale,244.0,4,1,Guadarrama,Madrid,Guadarrama,es,40.658869,-4.0571297,False,https://www.idealista.com/inmueble/108383995/,"INMOSEGUR vende chalet INDEPENDIENTE CON VISTAS ESPECTACULARES Y PISCINA. Cuenta con PLACAS SOLARES.  Zona de Las Cabezuelas entre Alpedrete y Guadarrama La parcela consta de 1.356m2 donde encontramos una vivienda de 106 m2 los cuales se distribuyen de la siguiente manera: - Hall de entrada con terraza acristalada con espectaculares vistas a la Sierra de Madrid. - Amplio salón con zona de comedor y una bonita chimenea. - Cocina cómoda con terraza acristalada. - 4 dormitorios amplios (en las fotografías las camas que aparecen son todas de matrimonio), con armarios empotrados. - 1 baño completo con ducha y ventana. OTRAS CARACTERÍSTICAS: - Garaje de 36m2 aproximadamente - Placas solares - Piscina - Barbacoa de obra con grifo de agua en zona de piscina - Barbacoa y horno de Pereruela en acceso a la cocina  - Ventanas de PVC con climalit oscilobatientes - Suelo de tarima - Calefacción por splits frío-calor (la vivienda dispone de placas solares por lo que es eficiente) - Iluminación exterior en jardín - Riego por goteo - 2 estanques Para más información no dude en contactarnos.",False,good,False,1947.0,False,False,False,False,[],False,False,475000.0,€,True,True,chalet,independantHouse,Guadarrama,Casa independiente,Destacado,,,,,,,,
107748650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/96/59/1322149257.webp,546-JC,1,108990.0,flat,sale,76.0,3,1,calle Fuentebella,Madrid,Parla,es,40.2324096,-3.7710256,False,https://www.idealista.com/inmueble/107748650/,"INMOBILIARIA JC TAMAYO, pone a la venta piso en zona de FUENTEBELLA, PARLA! La vivienda se encuentra OCUPADA, cuenta con 76 m2 aprox. se distribuye en recibidor, salón-comedor de paso con salida a una terraza, cocina independiente, baño completo y tres habitaciones (una de ellas principal y dos individuales). En la comunidad entra la calefacción central y el agua. A demás, cuenta con PISCINA, PISTA DE PADEL, TENIS Y FUTBOL. El comprador se haria cargo de los ocupas. Para cualquier consulta o duda ponte en contacto con nosotros y te ayudamos!",False,good,False,1434.0,False,False,False,False,[],False,False,108990.0,€,,,flat,,"Fuentebella-San Felix-El Leguario, Parla",Piso en calle Fuentebella,Destacado,Fuentebella-San Felix-El Leguario,,,,bj,True,True,
108088242,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/cb/87/1333461855.webp,,8,849000.0,flat,sale,78.0,2,2,calle de Narváez,Madrid,Madrid,es,40.422168,-3.6757105,False,https://www.idealista.com/inmueble/108088242/,"VIVIENDA EXCLUSIVA A ESTRENAR JUNTO AL PARQUE DEL RETIRO (BARRIO SALAMANCA) Vive en unas de las ubicaciones más privilegiadas de Madrid junto a la puerta principal del Parque del Retiro y en pleno corazón del Barrio de Salamanca, rodeado de gastronomía de autor, tienda de lujo y toda la esencia del estilo de vida madrileño más exclusivo. Esta elegante vivienda totalmente exterior, con grandes ventanales y espacios abiertos, ha sido completamente reformada a estrenar con las mejores calidades. ofrece un diseño moderno, cálido y funcional. Distribuida en dos dormitorios amplios y dos cuartos de baño completos. cocina de diseño con isla central y electrodomésticos de alta gama.  Salón luminoso y espacioso. Ubicada en una finca representativa con portal señorial y servicio de portero físico. Una oportunidad única. Urge venta.  Ideal para quienes buscan lujo, ubicación y comodidad en un sola propiedad.",False,good,False,10885.0,False,False,False,False,[],False,False,849000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Narváez,Destacado,Barrio de Salamanca,,,,1,True,True,Goya
99754121,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/de/59/1054358856.webp,"Chalet con apartamento independiente, parcela y piscina",114,609000.0,chalet,sale,298.0,6,4,Pino Alto - Navarredonda,Madrid,Valdemorillo,es,40.5130755,-4.0405267,False,https://www.idealista.com/inmueble/99754121/,"Urbanización Pino Alto. Chalet con un apartamento independiente en el jardín. Ideal para alquilar. Vivienda orientada a los cuatro puntos cardinales. Cabe destacar la luz natural, que acompaña la vida en la casa desde el amanecer hasta el último rayo de sol, los amplios espacios y los grandes ventanales que llenan de luz el interior y lo comunican con el exterior. La vivienda se distribuye en dos niveles más un sótano:  - La planta baja presenta un amplio y luminoso salón comedor con acceso directo al porche de 35m2 con vistas al jardín y a la piscina. La cocina es independiente con un pasador de platos (posibilidad de abrir por completo al salón comedor). Completa la planta dos dormitorios y dos baños. - Mediante una escalera con peldaños de madera, se accede a la planta superior que abre su techo al cielo a través de un gran lucernario y disfruta de cocina independiente, tres dormitorios y un baño. A esta planta se puede acceder de forma independiente a través de una escalera exterior, por si se quiere independizar de la planta baja. En el exterior, un gran jardín con vegetación consolidada acoge la piscina ( cuenta con clorador salino), un cenador con barbacoa, una caseta para herramientas, estanques para peces, huerto y un apartamento independiente. Ventilación cruzada Ventanas de climalit y contraventanas blindadas de 18 milímetros. Si buscas una casa amplia, acogedora, con jardín y con la posibilidad de alquilar uno o dos apartamentos, ¡esta es una propuesta acertada!",False,good,False,2044.0,False,False,False,False,[],False,False,609000.0,€,,,chalet,independantHouse,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente,Destacado,Pino Alto - Navarredonda,,,,,,,
108754451,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/eb/df/1354149428.webp,RP1382025139991,11,163500.0,flat,sale,63.0,3,1,Villayuventus-Renfe,Madrid,Parla,es,40.2415597,-3.7706319,False,https://www.idealista.com/inmueble/108754451/,"REDPISO VENDE: Acogedora vivienda de 63m², ideal para quienes valoran la tranquilidad sin renunciar a la comodidad. La propiedad destaca por su salón, creando un espacio luminoso para disfrutar en cualquier época del año. La distribución consta de 3 dormitorios, uno de ellos utilizado como vestidor, 1 baño completo con plato de ducha y mampara. La cocina amueblada y funcional, optimizando el espacio dentro de la vivienda. Entre sus cualidades destaca el aire acondicionado y la calefacción, aportando calidad y calidez a cada estancia. Ubicada en una zona rodeada de todos los servicios necesarios: parque infantil, colegios, comercios y transporte público. ¡No pierdas la oportunidad de visitarla! Estaremos encantados de atenderle. Para más información sobre esta y otras propiedades, visite nuestra página web.",False,good,False,2595.0,False,False,False,False,[],False,False,163500.0,€,,,flat,,"Villayuventus-Renfe, Parla",Piso,Destacado,Villayuventus-Renfe,173900.0,10400.0,6.0,1,True,False,
108106089,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/91/94/1334045572.webp,"7º ultima planta con vistas, rodeado de zonas verdes",68,249900.0,flat,sale,106.0,3,2,Barrio Puerta Bonita,Madrid,Madrid,es,40.3783915,-3.7386814,False,https://www.idealista.com/inmueble/108106089/,"Vivienda exterior con vistas y con mucho potencial. Descubre este piso exterior, muy bien ubicado en una zona tranquila y rodeada de zonas ajardinadas, con estaciones de metro cercanas y líneas de autobuses, que facilitan el acceso a cualquier punto de la ciudad. La vivienda ofrece un potencial increíble para aquellos que buscan crear un hogar moderno, funcional y lleno de luz. Su situación en la séptima y última planta del edificio, su orientación solar y sus ventanas en todas las estancias excepto en los baños ( disponen con patinillos de ventilación), garantizan una luminosidad excepcional durante todo el día. La propiedad cuenta con tres dormitorios, dos baños, cocina independiente con cuarto de lavado, y un amplio salón comedor al que se le ha añadido la terraza. Aunque necesita reforma, su  estructura permite diseñar nuevos espacios y crear ambientes abiertos y contemporáneos. Esta vivienda es una opción atractiva tanto para familias como para inversores.  Construida en 1985 esta joya en bruto te espera para que la transformes en el hogar de tus sueños o en una inversión rentable. ¡No dejes pasar esta oportunidad y ven a visitarla!",False,renew,False,2358.0,False,False,False,False,[],False,False,249900.0,€,,,flat,,"Puerta Bonita, Madrid",Piso,Destacado,Carabanchel,,,,7,True,True,Puerta Bonita
108775330,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/51/20/1354876984.webp,PV-7153,15,220000.0,flat,sale,111.0,5,3,calle Santiago Apóstol,Madrid,Collado Villalba,es,40.63138,-4.010576,False,https://www.idealista.com/inmueble/108775330/,"¡Oportunidad inversores! Piso de 5 habitaciones, 3 baños, cocina totalmente equipada y funcional. Actualmente se vende con inquilinos, su buen estado hace que la rentabilidad de esta sea inmediata y tranquila. Opción a venderse sin inquilinos y hacer de este amplio piso tu casa. Ubicado en la Calle Santiago Apóstol, cuenta con servicios cercanos como: Ambulatorio, farmacia, colegios, Estación Renfe y de Autobuses.",False,good,False,1982.0,False,False,False,False,[],False,False,220000.0,€,,,flat,,"Carlos Ruiz, Collado Villalba",Piso en calle Santiago Apóstol,Destacado,Carlos Ruiz,,,,2,True,False,
108703536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/1c/6c/1356253189.webp,RP2532025139806,9,315000.0,flat,sale,67.0,3,1,calle de San Pedro de Cardeña,Madrid,Madrid,es,40.4743071,-3.659615,False,https://www.idealista.com/inmueble/108703536/,"¡Oportunidad única! Piso de 3 dormitorios con ascensor y excelente ubicación Se vende luminoso piso de tres dormitorios, salón amplio, cocina independiente y un baño completo. La vivienda se encuentra en un edificio con ascensor y está situada en una zona muy cómoda, a escasos metros de todos los servicios: supermercados, colegios, centros de salud, transporte público, comercios y zonas verdes. Su distribución funcional y su ubicación estratégica lo convierten en una excelente opción para quienes buscan confort y accesibilidad en el día a día. ¡No dejes pasar esta oportunidad! Contacta para más información o concertar una visita.",False,renew,False,4701.0,False,False,False,False,[],False,False,315000.0,€,,,flat,,"Apóstol Santiago, Madrid",Piso en calle de San Pedro de Cardeña,Destacado,Hortaleza,,,,5,True,True,Apóstol Santiago
107021739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/50/cb/1300645673.webp,,28,1425000.0,chalet,sale,388.0,5,5,Barrio La Cabaña,Madrid,Pozuelo de Alarcón,es,40.4192512,-3.8399398,False,https://www.idealista.com/inmueble/107021739/,"Fantástico pareado ubicado en una de las mejores urbanizaciones de Pozuelo de Alarcón, con 2 piscinas, zona infantil, paddle y jardín comunitario. La vivienda, construida sobre una parcela de 580m2, cuenta con un maravilloso jardín privado de unos 430m2, de cuidado paisajismo muy consolidado. Distribuida en: Planta sótano de 108m2: Garaje para 2 coches y gran zona de almacenaje, cuarto lavadero-planchero ventilado, despensa grande, gimnasio-cuarto de juegos-estar TV ventilado, con aseo de invitados. Planta principal de 115m2 aprox: Hall grande abierto a zona despacho con aseo de invitados (anteriormente dormitorio con baño completo), salón con 2 zonas de estar y comedor para 10, con acceso directo al porche y jardín, enorme cocina con isla central y comedor de diario, con salida al porche y jardín. El jardín cuenta con 2 porches de unos 15m, para zona de estar y comedor exterior. Primera planta de 102m2 aprox: Una suite principal con vestidor y cuarto de baño con ducha y bañera, y salida a terraza; 2 dormitorios dobles y 1 individual, 2 de ellos con terraza, que comparten un gran cuarto de baño exterior con bañera (podrían ser 2). Buhardilla de 45m2, con gran suite principal, con zona de dormir, estar y cuarto de baño con ducha y jacuzzi, mucho armario empotrado y 2 vestidores abuhardillados. POR PRIVACIDAD NO SE INCLUYEN FOTOS DE EXTERIOR NI ZONAS COMUNES.",False,good,False,3673.0,False,False,False,False,[],False,False,1425000.0,€,True,True,chalet,semidetachedHouse,"La Cabaña, Pozuelo de Alarcón",Chalet pareado,Destacado,Urbanizaciones,,,,,,,La Cabaña
108031809,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/cf/97/1331751831.webp,RP1222025137088,11,169900.0,studio,sale,24.0,0,1,calle del Mesón de Paredes,Madrid,Madrid,es,40.4067071,-3.6999215,False,https://www.idealista.com/inmueble/108031809/,"Consulting Inmobiliario Lavapies comercializa en exclusiva, inmueble en buen estado, ideal para inversión o como primera vivienda. La vivienda se encuentra ubicada en el último piso de un edificio de tres alturas, con orientación Sureste e interior a amplio patio de manzana. Distribuida en 25 m2, consta de un amplio espacio diáfano y luminoso, lo que te brinda la posibilidad de reformar y adecuar a tu gusto.  Cercana a la Glorieta de Embajadores y al Metro de Lavapies, está excelentemente comunicada mediante transporte público, con 14 líneas de autobuses y Tren de Cercanías. Rodeada de las mejores zonas de ocio y gastronómicos del centro de Madrid  Ubicada a 10 minutos de la emblemática Plaza Mayor de Madrid, Tirso de Molina y Sol. ///SU HOGAR ES NUESTRO COMPROMISO/// Disponemos de nuestro propio departamento financiero DCREDIT que le ayudará a gestionar cualquier crédito. ¡ASESORAMIENTO FINANCIERO GRATUITO! ***. Más inmuebles en nuestra página oficial REDPISO. ES***  ***EL PRECIO NO INCLUYE LOS GASTOS NOTARIALES, REGISTRALES, NI IMPUESTO DE TRANSMISIONES PATRIMONIALES (6%)*** PARA MAYOR INFORMACIÓN NO DUDE EN CONTACTARNOS, O PARA AGENDAR UNA VISITA SIN NINGÚN COMPROMISO.",False,good,False,7079.0,False,False,False,False,[],False,False,169900.0,€,,,flat,studio,"Lavapiés-Embajadores, Madrid",Estudio en calle del Mesón de Paredes,Destacado,Centro,,,,3,False,False,Lavapiés-Embajadores
106981922,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/21/00/1299438489.webp,02519,7,1100000.0,flat,sale,90.0,2,3,calle de Juan Bravo,Madrid,Madrid,es,40.4330501,-3.6809184,False,https://www.idealista.com/inmueble/106981922/,"INFOCASA pone en venta esta vivienda completamente reformada en el Barrio de Salamanca zona Lista. Es un inmueble señorial que destaca por su elegancia y por su excelente distribución. Consta de dos dormitorios y tres cuartos de baño, salón independiente y cocina totalmente equipada e independiente, Techos muy altos que permiten tener unas ventanas mas grandes y altas, generando mejor iluminación y ofreciendo mejores vistas. a la vivienda. Esta situada en un edificio también señorial, muy cuidado con portal representativo. La vivienda se entrega totalmente amueblada. Para obtener fotos y mayor información póngase en contacto con nosotros.",False,good,False,12222.0,False,False,False,False,[],False,False,1100000.0,€,,,flat,,"Lista, Madrid",Piso en calle de Juan Bravo,Destacado,Barrio de Salamanca,,,,2,True,True,Lista
108075450,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/74/af/1339471018.webp,00429620,15,245000.0,flat,sale,61.0,3,1,calle de María Teresa Sáenz de Heredia,Madrid,Madrid,es,40.4237156,-3.6557917,False,https://www.idealista.com/inmueble/108075450/,"Vivienda ubicada en la población de Madrid. EDIFICIO SIN ASCENSOR Municipio que dispone de todos los servicios básicos a su alcance, con oferta comercial y educativa como: CEIP San Juan Bosco, variedad de servicios de restauración y zonas verdes valoradas en las que poder realizar actividades al aire libre como: Parque de la Elipa. Vivienda para quienes quieran vivir en una zona muy bien comunicada como para aquellos que busquen invertir para arrendamiento con una muy buena rentabilidad. Todo ello, además, con excelentes comunicaciones por transporte público y carreteras. Grupo GH es una empresa dedicada a la intermediación y consultoría inmobiliaria con más de 25 años de experiencia en el sector, dando un servicio profesional orientado a las necesidades de nuestros clientes, cubriendo cualquier gestión en las diferentes tipologías de inmuebles de obra nueva y segunda mano.   Nuestra particular forma de hacer las cosas nos han posicionado en un lugar privilegiado dentro del mercado inmobiliario, constituyéndose como una de las empresas del sector con mayor crecimiento de los últimos años.   Ampliando nuestros horizontes hemos podido ofrecer mayores y mejores soluciones, esta buena gestión nos ha permitido convertirnos en una de las empresas referentes del sector.   Especialistas en gestión de patrimonio, ofrecemos calidad y servicio profesional. Nuestra red comercial de profesionales pone a su disposición un amplio abanico de ofertas a la carta, siendo su preocupación constante satisfacer al cliente, consiguiendo atender de forma especializada tanto la demanda como la oferta de nuestro sector.   Miembros de APO (Agentes de la propiedad inmobiliaria) y de AMADEI (Asociación de Empresas Inmobiliarias de Madrid) primera empresa en obtener el sello del código de Buenas Prácticas de la Comunidad de Madrid y el sello de calidad de Madrid Excelente.",False,renew,False,4016.0,False,False,False,False,[],False,False,245000.0,€,,,flat,,"Ventas, Madrid",Piso en calle de María Teresa Sáenz de Heredia,Destacado,Ciudad Lineal,,,,5,True,False,Ventas
