propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,floor,exterior,district,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107047966,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/60/89/1301454586.webp,33,839000.0,chalet,sale,768.0,5,4,Brunete,Madrid,Brunete,es,40.4297166,-3.9787997,False,https://www.idealista.com/inmueble/107047966/,"Este anuncio contiene fotos que no corresponde con la realidad solo de un posible acabado de la reforma que se podría hacer.  ¡Descubre tu nuevo hogar en la exclusiva Urbanización Valle de los Rosales!  Esta impresionante casa independiente está rodeada de un entorno natural único, con un jardín adornado por majestuosas encinas que garantizan una privacidad incomparable.  La vivienda, actualmente en fase de construcción, ofrece un sinfín de posibilidades para personalizar cada rincón a tu gusto. Con 768 m² construidos y 750 m² útiles, sus estancias amplias se distribuyen en dos plantas, proporcionando un espacio generoso para toda la familia. Cuenta con cinco dormitorios y cuatro baños, ideales para acomodar a todos con comodidad. Su distribución es magnifica ya que cuenta con todo lo principal en una sola planta. Salón y cocina con muy buenas vistas al jardín y muy buena orientación. Ha sido diseñada para hacerse una casa muy cómoda y con grandes calidades. La parcela de 3.602 m² te brinda el espacio perfecto para disfrutar de la tranquilidad y el aire libre rodeado de encinas naturales   Además, la casa está adaptada para personas con movilidad reducida, asegurando accesibilidad para todos.  Sin honorarios para el comprador, esta es una oportunidad única para adquirir una propiedad con gran potencial. ¡Ven a descubrir el lugar donde tus sueños pueden hacerse realidad!",False,renew,False,1092.0,False,False,False,False,[],False,False,839000.0,€,True,True,chalet,independantHouse,Brunete,Casa independiente,Destacado,,,,,,,,,
108168753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/ed/1d/1335910262.webp,37,420000.0,flat,sale,85.0,2,2,Rivas Centro,Madrid,Rivas-Vaciamadrid,es,40.3533048,-3.5142033,False,https://www.idealista.com/inmueble/108168753/,"Espectacular piso de 2 dormitorios y 2 baños, ubicada en una de las urbanizaciones más completas y demandadas de la zona. La propiedad destaca por su espectacular terraza acristalada de 15m², ideal para disfrutar durante todo el año. El piso cuenta con un amplio salón, cocina independiente, dos baños completos (uno de ellos en suite), ambos con plato de ducha, y armarios empotrados. Dispone de aire acondicionado por conducto y calefacción individual por gas natural, lo que garantiza el máximo confort en cualquier época del año. Incluye en el precio una plaza de garaje y un trastero. La urbanización ofrece todo lo que necesitas sin salir de casa: piscina para adultos y niños, gimnasio, sala de eventos, parque infantil, portero físico y buzón de Citibox. Ubicación inmejorable: a solo 300 metros del Mercadona, con colegios, institutos, farmacias y todos los servicios al alcance. Además, está excelentemente comunicada por transporte público, con paradas de autobús a 2 minutos andando y la estación de metro Rivas Futura a solo 5 minutos en coche. ¡No dejes pasar esta oportunidad de vivir con todas las comodidades! Contáctanos para más información o para agendar tu visita. *El precio no incluye el impuesto de Transmisiones Patrimoniales, honorarios del comprador por la intermediación inmobiliaria, gastos notariales y/o registrales (según el caso)*.",False,good,False,4941.0,False,False,False,False,[],False,False,420000.0,€,True,True,flat,,"Rivas Centro, Rivas-Vaciamadrid",Piso,Destacado,RP482025137704,2,True,Rivas Centro,True,,,,
108527672,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/f7/aa/1347552556.webp,23,249900.0,flat,sale,40.0,1,1,Barrio Cuzco-Castillejos,Madrid,Madrid,es,40.4562651,-3.7014735,False,https://www.idealista.com/inmueble/108527672/,"Excelente a nivel de comunicaciones de transporte; autobuses líneas 1, N23, Metro Tatúan linea 1. La vivienda está reformada desde el año 2020, con cocina equipada: Horno TEKA HSB 615, placa de inducción TEKA IB PRO 6310, campana TEKA DBP 90 PRO, lavavajillas integrado TEKA DW8 40 FI, lavadora integrada BALAY 3T1773BC, micro TEKA MWE. Ubicación con todos los servicios y comodidades a su alrededor, ofrece una amplia gama de servicios, farmacias, colegios, Iglesias, gimnasios, hoteles y gran variedad de bares y restaurantes.  Para más información no dude en contactarnos al número de móvil 6 dos 4 siete 4 tres 3 siete 6 Enzo Bertolini.",False,good,False,6248.0,False,False,False,False,[],False,False,249900.0,€,,,flat,,"Cuzco-Castillejos, Madrid",Piso,Destacado,RP602025139048,bj,False,Tetuán,False,Cuzco-Castillejos,,,
108364853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/63/ce/1341945155.webp,37,700000.0,chalet,sale,315.0,5,3,Guadalix de la Sierra,Madrid,Guadalix de la Sierra,es,40.782845,-3.6984305,False,https://www.idealista.com/inmueble/108364853/,"REDPISO VENDE PRECIOSO CHALET INDIVIDUAL CON PISCINA. Cuenta con 315 m2 (según catastro) y 40 m2 de bodega en una parcela de 545 m2. Rodeado de un entorno natural, con preciosas vistas, se sitúa muy cerca del casco urbano y de diferentes servicios comerciales y centros educativos.  PLANTA PRINCIPAL. - Accedemos a un elegante hall de entrada que nos da acceso a diferentes estancias de la vivienda, entre ellas el dormitorio principal con baño en suite con ducha y vestidor, un bonito salón con chimenea, aseo y una preciosa y amplia cocina que da acceso a un porche acristalado con vistas al jardín y a una estupenda piscina de obra de 10 x 5 m2. El Jardín cuenta con riego automático, iluminación y agua de pozo. PLANTA PRIMERA. - Esta planta se distribuye en cuatro bonitos dormitorios con armarios empotrados, uno de ellos con terraza con preciosas vistas al campo y un amplio baño con dos dependencias. PLANTA GARAJE. - Cuenta con varias dependencias: garaje, cuarto de calderas, trastero, salón, y otra dependencia destinada a almacenamiento. El chalet, construido en el año 2003 cuenta con muy buenas calidades fachada de ladrillo visto con zócalo de piedra. paredes lisas, suelos de gres y tarima, radiadores de aluminio, calefacción por Gasoil con caldera de 1.000 litros y ventanas de PVC Climalit oscilobatientes. No deje pasar esta oportunidad y visite sin compromiso. En el precio de venta indicado no se incluyen gastos de escrituración, impuestos ni comisión por intermediación inmobiliaria.",False,good,False,2222.0,False,False,False,False,[],False,False,700000.0,€,True,True,chalet,independantHouse,Guadalix de la Sierra,Casa independiente,Destacado,RP1842025138449,,,,,,,,
108083051,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/db/d4/1334156124.webp,77,500000.0,chalet,sale,270.0,4,4,Robledo de Chavela,Madrid,Robledo de Chavela,es,40.5239586,-4.2504022,False,https://www.idealista.com/inmueble/108083051/,"Presentamos este impresionante chalet independiente en venta en la tranquila localidad de Robledo de Chavela. Con una ampliación y reforma integral en el 2019, este hogar te ofrece una experiencia única en plena naturaleza. Con una superficie de terreno de 1.700 m², la casa principal tiene 200 m².  Esta casa tiene cuatro dormitorios con armarios empotrados, y tres cuartos baño completos y uno de cortesía muy luminosos siendo dos de ellos en suite. El interior de la vivienda destaca por su luminosidad, gracias a sus grandes ventanales panorámicos con rotura de puente térmico de primera calidad, la calefacción es de propano que garantiza el confort durante todo el día.  Destacamos también que la calefacción y el riego del jardín pueden ser controlados y programados a distancia a través de Wifi.  El salón y el comedor están separados por una elegante chimenea creando así dos ambientes bien diferenciados y desde estas estancias tenemos acceso al jardín, para disfrutar de comidas o barbacoas con la familia y amigos. La cocina cuenta con amplias ventanas que proporcionan mucha luz a la estancia, donde se puede ver y disfrutar las vistas hacia el jardín, está completamente equipada con electrodomésticos de alta gama.  Si necesitas espacio de almacenamiento, este chalet también tiene un gran cuarto de herramientas que mide aproximadamente 10 m². La parcela de 1.700 m² ofrece zonas ajardinadas naturales para disfrutar del entorno. También tiene una casa de invitados amplia, cómoda y luminosa 60 m², tiene hecha la instalación para una posible cocina con un dormitorio y un cuarto de baño que actualmente es un salón de juegos. La zona de barbacoa es muy cómoda y agradable con árboles que proporcionan sombra para esos días mas cálidos.   Robledo ofrece un entorno natural único en la sierra oeste de Madrid, con todos los servicios: Estando la estación de Cercanías Renfe a Madrid a 5 minutos caminando (línea C-3) y autobuses a Moncloa. Colegios e instituto bilingües, centro de salud, restaurantes y supermercados. Muy cerca de San Lorenzo de El Escorial y el Pantano de San Juan. PARA PROPIETARIOS: 1. ¿Necesitas vender para comprar? donpiso puede comprar tu casa entregándote el 10% en 48 horas y el resto ante Notario. 2. ¿Problemas económicos? Te ayudamos entregándote una cantidad pactada cada mes mientras vendemos tu casa. Sin gastos de ningún tipo. 3. ¿Vendes un piso con hipoteca? mientras gestionamos la venta, te adelantamos la cuota mensual. 4. ¿Reformas? al mejor precio y te las financiamos dentro de la hipoteca. 5. ¿La mejor hipoteca? en donpiso la encuentras y con condiciones preferentes. 6. ¿Herencias y divorcios? te ayudamos y coordinamos todo. Infórmate:.",True,good,False,1852.0,False,False,False,False,[],False,False,500000.0,€,,,chalet,independantHouse,Robledo de Chavela,Casa independiente,Destacado,,,,,,,,,
107832764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/1c/60/1325693033.webp,22,253500.0,flat,sale,135.0,4,2,Calle Pinto-San Roque,Madrid,Parla,es,40.2383663,-3.766277,False,https://www.idealista.com/inmueble/107832764/,"REDPISO VENDE: Amplia y luminosa vivienda de 135 m²en pleno centro. El inmueble dispone de: • Salón independiente y muy luminoso, con acceso directo a una terraza perfecta para disfrutar de momentos al aire libre. • 4 dormitorios, todos con buena capacidad. • 2 baños completos con bañera ofreciendo la máxima comodidad. • Cocina funcional, equipada y actualizada, además, entre sus calidades destacan los suelos de tarima, las ventanas de aluminio y puertas de sapelly. Ubicada en una de las zonas más céntricas y demandadas, rodeada de todos los servicios necesarios: colegios, parques, comercios y transporte público. ¡No dejes pasar esta oportunidad única! Contacta con nosotros para visitarla. Estaremos encantados de atenderle. Para más información sobre esta y otras propiedades, visite nuestra página web.",False,good,False,1878.0,False,False,False,False,[],False,False,253500.0,€,,,flat,,"Calle Pinto-San Roque, Parla",Piso,Destacado,RP882025136452,2,True,Calle Pinto-San Roque,True,,,,
107158022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/4c/6d/1304727603.webp,12,2359000.0,flat,sale,207.0,3,3,calle de Fernán González,Madrid,Madrid,es,40.4196298,-3.6738687,False,https://www.idealista.com/inmueble/107158022/,"Excelente piso en calle Fernán González, en una de las zonas más exclusivas de Madrid. Piso exterior de 207 m² en sexta planta destaca por su luminosidad, vistas despejadas y con plaza de garaje.  Distribución es ideal, con tres habitaciones, tres baños completos y un aseo, además de un cuarto de lavado, ofreciendo funcionalidad y confort en cada espacio. La vivienda cuenta con calefacción comunitaria, aire acondicionado, ascensor y servicio de portería, garantizando comodidad en el día a día.  Incluye una plaza de garaje y una terraza, dos elementos muy demandados en esta exclusiva ubicación.  Con su amplitud y posibilidades de reforma, esta propiedad es una oportunidad excepcional para diseñar un hogar único en el prestigioso Barrio de Retiro.  Contáctanos para más información o para programar una visita.",False,good,False,11396.0,False,False,False,False,[],False,False,2359000.0,€,True,True,flat,,"Ibiza, Madrid",Piso en calle de Fernán González,Destacado,RP962025134228,6,True,Retiro,True,Ibiza,,,
108583355,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/ba/5a/1349121100.webp,87,1450000.0,chalet,sale,388.0,4,4,Barrio Zona Pueblo,Madrid,Pozuelo de Alarcón,es,40.4424462,-3.817284,False,https://www.idealista.com/inmueble/108583355/,"Redpiso vende magnífico chalet independiente en Pozuelo de Alarcón. ¿Buscas tu próximo hogar en una de las zonas más cotizadas de Madrid? Este impresionante chalet independiente de 388m2 construidos, está disponible con nosotros. Ubicado en el prestigioso municipio de Pozuelo de Alarcon, combina a la perfección la tranquilidad y el confort con la cercanía a todos los servicios de la capital.  Sus amplios espacios ofrecen una distrubucion ideal para una vida cómoda y familiar, con estancias luminosas y bien definidas con diseño y calidad pensados en el bienestar, con acabados que garantizan la durabilidad y el buen gusto. DISTRIBUCIÓN: *Planta baja: Hall de entrada, amplio salón comedor con terraza, cocina equipada, aseo y un dormitorio con posible uso de despacho. *Planta 1ª: 3 amplios dormitorios dobles, uno de ellos con baño en suite de grandes dimensiones y un baño que da servicio al resto de dormitorios. *Planta ático: salón comedor con terraza, un dormitorio doble, baño equipado con bañera y un trastero. *Planta sótano: bodega, un trastero, cuarto de caldera, garaje amplio para 2 coches y acceso a la piscina.  Pozuelo de Alarcon es conocido por su excelente calidad de vida, sus amplias zonas verdes, prestigiosos colegios y una completa oferta de ocio y servicios. Colegios cercanos: CEIP Infanta Elena, Kensington School, Colegio Príncipes de Asturias Pozuelo, Liceo Sorolla, Real Colegio Escuelas Pías de San Fernando (Escolapios).",False,good,False,3737.0,False,False,False,False,[],False,False,1450000.0,€,,,chalet,independantHouse,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente,Destacado,RP1682025139271,,,Zona Pueblo,,Zona Pueblo,,,
108816924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/be/5b/1355988717.webp,16,270000.0,flat,sale,82.0,3,1,Barrio Palomeras Bajas,Madrid,Madrid,es,40.3950546,-3.6627274,False,https://www.idealista.com/inmueble/108816924/,"¡Rayan Consulting Inmobiliario VENDE! Bonito y luminoso piso de 82 m² construidos, finca muy tranquila, excelente ubicación, a solo 50 metros de la Avenida de la Albufera, una de las zonas más dinámicas y bien comunicadas de Madrid. Ideal para familias o como inversión por su alta rentabilidad.  La vivienda cuenta con: 3 dormitorios muy luminosos 1 baño completo Salón-comedor con buena luz natural Cocina independiente, recién reformada, completamente amueblada, panelada y equipada con electrodomésticos Ventanas de PVC con doble acristalamiento tipo Climalit Calefacción por gas natural Aire acondicionado bomba frío/calor Jardín comunitario Otros datos de interés: No dispone de ascensor Finca tranquila con pocos vecinos Excelente comunicación con transporte público (metro, autobuses) Rodeado de comercios, colegios, centros médicos y zonas verdes. Para más información contactar con su asesor inmobiliario Unai Plaza.",False,good,False,3293.0,False,False,False,False,[],False,False,270000.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso,Destacado,U-2071,2,True,Puente de Vallecas,False,Palomeras Bajas,,,
108497510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/0e/54/1346671160.webp,25,405000.0,flat,sale,111.0,4,2,Barrio San Fermín,Madrid,Madrid,es,40.3722605,-3.6925839,False,https://www.idealista.com/inmueble/108497510/,"Ponemos a tu disposición este fantástico piso, totalmente reformado, en una 6ª planta con ascensor.  Sus 101 m2 útiles se distribuyen en 4 dormitorios, salón con terraza, cocina independiente, totalmente equipada con tendedero cubierto, un baño completo con plato de ducha y un aseo.  Suelo de tarima, armarios empotrados, ventanas oscilobatientes. Calefacción de gas natural. Portero automático por imagen.  Plaza de garaje.  Urbanización cerrada con zona infantil y zonas deportivas.  Conserje físico.  El barrio de San Fermín es un barrio perteneciente al distrito de Usera. El barrio está delimitado por el río Manzanares al este, la M-30 y el nudo sur al norte, al oeste la avenida de Andalucía y el barrio de Orcasitas y al sur con la autopista M-40 y el nudo super-sur. El barrio de San Fermín está comunicado con la Línea 3 de la red Metro de Madrid, por las estaciones son San Fermín-Orcasur, estación compartida con el barrio de Orcasur, ubicada en la avenida de Andalucía en la confluencia con la avenida de los Fueros. La otra estación que da servicio a los vecinos es Hospital 12 de Octubre, situada en la Glorieta de Málaga. Estas dos estaciones dan acceso directo a la Puerta del Sol (Estación de Sol) en 10/12 minutos. También dispone en sus inmediaciones de una estación de Cercanías, Doce de Octubre (C-5), en el barrio de Almendrales. San Fermín tiene servicio de autobuses de la EMT de Madrid, pasan por el barrio las líneas 23, 78 y 123 y por la lindante avenida de Andalucía las líneas 18, 22, 59, 76, 79, 81, 85 y 86. Estas líneas dan al barrio comunicación con la plaza Mayor, Legazpi, Atocha, Embajadores y Oporto.  *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría - Gestoría / Registro / Intermediación inmobiliaria y / o Financiera). *.",False,good,False,3649.0,False,False,False,False,[],False,False,405000.0,€,True,True,flat,,"San Fermín, Madrid",Piso,Destacado,RP2582025138927,6,False,Usera,True,San Fermín,,,
