propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,highlight.groupDescription,neighborhood,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
105074486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/b1/40/1058283768.webp,CH-64,54,960000.0,chalet,sale,249.0,4,4,"calle Cabo de Palos, 1",Madrid,Boadilla del Monte,El Pastel,es,40.4192954,-3.9140246,True,https://www.idealista.com/obra-nueva/105074486/,"Visita chalet piloto En construcción. Promoción de 78 viviendas de 4 y 5 dormitorios. Todas incluyen sótano, amplias terrazas y dos plazas de aparcamiento privadas subterráneas con acceso directoa la vivienda. Además, Zimara dispone de piscina infantil y de adultos con carril de nado, área de juegos exterior, aparcamiento exterior de bicicletas, gimnasio y gastroteca con una ludoteca infantil al lado. También tendrás una sala que podrás usar como espacio de coworking para trabajar, como sala de lectura o como despachos.  Igualmente contarás con una pantalla exterior hacia zona de graderío que actúa como cine de verano. En el bajo rasante habrá dos cuartos de bicicletas con bancada para hacer pequeñas reparaciones, uno de los cuartos con zona de lavado. También habrá un cuarto con una lavadora y secadora de tipo profesional para prendas voluminosas (edredones, colchas, etc. ); así como un cuarto de lavado de mascotas. La urbanización dispone de cuidados accesos peatonales y contarás con garita de vigilancia y un circuito de cámaras de videovigilancia. Dirección PUNTO DE VENTA: Avda. Isabel de Farnesio, esq Avda. Nuevo Mundo (Boadilla).",False,newdevelopment,True,False,3855.0,True,False,False,False,[],False,False,960000.0,€,True,True,chalet,semidetachedHouse,"El Pastel, Boadilla del Monte","Chalet pareado en calle Cabo de Palos, 1",,,,,,,,,
106353818,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/b6/17/1280284464.webp,V18,15,490000.0,chalet,sale,247.0,3,3,calle Benito Pérez Galdós s/n,Madrid,Móstoles,El Soto - Coveta,es,40.3246111,-3.879796,True,https://www.idealista.com/obra-nueva/106353818/,"CASA GEOSOLAR PERSONALIZABLE EN MÓSTOLES   Grupo INDEX pone a tu alcance un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas.  Compuesto por 15 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2.   TODAS LAS VIVIENDAS INCLUYEN EN EL PRECIO: •Garaje con elevador para aparcar 2 vehículos o más. •Sótano ampliable. •Cocina amueblada con electrodomésticos. •Caldera de Geotermia, placas fotovoltaicas y suelo radiante. •Amplio catálogo de cambios sin coste.   El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora!   ¿TE INTERESA? Solicita una cita con nosotros y podrás ver nuestras viviendas ya construidas. Llámanos y nos veremos en nuestra oficina comercial. Vas a comprar la vivienda del mañana hoy.   ¡RESERVA YA LA TUYA!",True,newdevelopment,True,False,1984.0,True,False,False,False,[],False,False,490000.0,€,True,True,chalet,terracedHouse,"El Soto - Coveta, Móstoles",Chalet adosado en calle Benito Pérez Galdós s/n,,,,,,,,,
105353595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/69/90/1283201097.webp,Ático A,29,475000.0,penthouse,sale,59.0,2,1,"calle Salvador Allende , 15",Madrid,Alcobendas,Alcobendas Centro,es,40.5377777,-3.6338813,True,https://www.idealista.com/obra-nueva/105353595/,"¡Descubre tu nuevo hogar en Alcobendas! Este espectacular ático de 81 m², ubicado en una urbanización privada, te ofrece la combinación perfecta de comodidad y exclusividad. Con una orientación sur que garantiza luz natural durante todo el día, este inmueble cuenta con 2 dormitorios y 1 baño, ideal para parejas o pequeñas familias. La joya de la corona es su inmensa terraza de 118 metros cuadrados, desde donde podrás disfrutar de unas impresionantes vistas al Parque de la Vega y al Skyline de Madrid. Este ático no solo destaca por sus vistas y espacio exterior, sino también por su excelente conectividad con Madrid, facilitando tus desplazamientos diarios. Equipado con armarios empotrados, trastero y calefacción bomba de frío/calor, cada detalle está pensado para tu confort. Además, incluye una plaza de garaje en el precio, aire acondicionado y se encuentra en una planta 5 con ascensor, garantizando accesibilidad y comodidad. La entrega es inmediata, así que no pierdas la oportunidad de mudarte a este exclusivo ático que combina lujo y funcionalidad. Con su excelente ubicación, vistas inigualables y todas las comodidades que necesitas, este es el hogar que siempre has soñado. ¡Contáctanos para más información y ven a conocer tu futuro hogar!",False,,True,False,8051.0,True,False,False,False,[],False,False,475000.0,€,True,True,flat,penthouse,"Alcobendas Centro, Alcobendas","Ático en calle Salvador Allende , 15",5,True,True,,,,,,
108721655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/4e/74/1353162084.webp,19  1,7,400319.0,flat,sale,106.0,3,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721655/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3777.0,True,False,False,False,[],False,False,400319.0,€,,,flat,,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",,True,False,,Numancia,,,,
108528768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/b3/cf/1347588093.webp,W-02WEGM,19,1598000.0,chalet,sale,390.0,5,4,"calle Arroyo del Tesoro, 3",Madrid,Pozuelo de Alarcón,Zona Estación,es,40.4539127,-3.8005207,True,https://www.idealista.com/obra-nueva/108528768/,"Engel & Völkers le ofrece esta oportunidad única de adquirir una magnífica casa pareada de obra nueva. Pertenece a una promoción exclusiva de dos viviendas, situada en Pozuelo a un paso de la Estación de Renfe, y la zona residencial y de servicios de Avenida de Italia. Y muy cerca de la zona comercial del centro de Aravaca. Esta exclusiva vivienda comparte con su melliza la peculiaridad de estar unidas sólo por la espalda. Lo que permite que funcionen como casas unifamiliares independientes. Esta ingeniosa solución arquitectónica es posible porque la parcela da a dos calles, permitiendo la entrada independiente a cada casa. Esta intimidad está garantizada por los materiales y técnicas de construcción empleados en toda la estructura, especialmente reforzada en el único parámetro de unión.  Las calidades están alineadas con el valor del diseño arquitectónico. Las prestaciones técnicas responden a las más altas expectativas del comprador más exigente, y en línea con los estándares de una casa moderna de lujo. Como ejemplo, el sistema de climatización con paneles fotovoltaicos y aerotermia con suelo radiante. O en el apartado de la seguridad, el sistema de Domótica con pantalla táctil para control de iluminación, persianas, detección de inundaciones, intrusión, incendio y humo. O el sistema de iluminación LED en todas las estancias. Esta propiedad tiene una superficie construida de 399,52 m², distribuidos en tres plantas más terraza (aprox.100m2) en la cubierta, con instalación de agua y luz. Este espacio puede convertirse en un oasis privado, con la opción de incluir jacuzzi, pérgola retráctil, tomas de TV y fibra óptica. El jardín tiene una superficie útil total de 283 m², con piscina opcional. La distribución interior es cómoda, y con amplios espacios. En planta principal se desarrolla la zona social con aseo de cortesía, gran salón/comedor y cocina abierta, con amplios ventanales que garantizan la luminosidad en este gran espacio. La segunda planta se dedica a dormitorios, con posibilidad de personalizar según necesidades, de tres dormitorios (todos con baño en suite, y el principal con vestidor), a cuatro con tres baños. Igualmente, la planta sótano (93m²) permite personalización para convertirlo en un espacio de ocio y disfrute para toda la familia, con minibar y home cinema; o destinarlo a habitación de servicio con baño, y sala de juegos. Ambas opciones incluyen lavandería/planchador y baño completo. En definitiva, una magnífica vivienda, referente en obra nueva en Pozuelo, por sus altos niveles de diseño, calidad y eficiencia energética, avalado por la garantía del grupo Empresarial Constructor Unitecnia.  ¡No pierdas esta oportunidad! Contáctanos para más información.",False,newdevelopment,True,False,4097.0,True,False,False,False,[],False,False,1598000.0,€,True,True,chalet,semidetachedHouse,"Zona Estación, Pozuelo de Alarcón","Chalet pareado en calle Arroyo del Tesoro, 3",,,,,Zona Estación,,,,
106080083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/be/f0/1271904031.webp,3,35,695900.0,chalet,sale,206.0,5,3,"calle Granjilla, 2",Madrid,Collado Villalba,Villalba Pueblo,es,40.6420227,-3.9940567,True,https://www.idealista.com/obra-nueva/106080083/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,newdevelopment,True,False,3378.0,True,False,False,False,[],False,False,695900.0,€,True,True,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba","Chalet pareado en calle Granjilla, 2",,,,,,,,,
106080085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/92/22/1271904046.webp,8,35,735800.0,chalet,sale,206.0,5,3,"calle Granjilla, 2",Madrid,Collado Villalba,Villalba Pueblo,es,40.6420227,-3.9940567,True,https://www.idealista.com/obra-nueva/106080085/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,newdevelopment,True,False,3572.0,True,False,False,False,[],False,False,735800.0,€,True,True,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba","Chalet pareado en calle Granjilla, 2",,,,,,,,,
106080014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/92/22/1271904046.webp,2,35,702500.0,chalet,sale,206.0,5,3,"calle Granjilla, 2",Madrid,Collado Villalba,Villalba Pueblo,es,40.6420227,-3.9940567,True,https://www.idealista.com/obra-nueva/106080014/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,newdevelopment,True,False,3410.0,True,False,False,False,[],False,False,702500.0,€,True,True,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba","Chalet pareado en calle Granjilla, 2",,,,,,,,,
107968623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/55/8c/1329773772.webp,3ºB,22,920000.0,penthouse,sale,98.0,2,2,"calle Manipa, 89",Madrid,Madrid,Ciudad Lineal,es,40.4423928,-3.6424914,True,https://www.idealista.com/obra-nueva/107968623/,"¡ OBRAS INICIADAS! VIVIENDAS DE 2 DORMITORIOS, 2 BAÑOS, GRANDES TERRAZAS, 2 PLAZAS DE GARAJE INCLUIDAS EN EL PRECIO, Y 1 TRASTERO EN LA CALLE MANIPA 89, A 50 METROS DE LA CALLE ARTURO SORIA. Manipa 89 es un proyecto de 11 viviendas de 2 dormitorios, con espacios amplios, grandes ventanales al exterior y espaciosas terrazas de hasta 23 metros cuadrados que garantizan la luminosidad de las viviendas. Los bajos disfrutan de jardines privados de 140 metros cuadrados y los áticos cuentan con solárium de hasta 45 metros. Cocinas equipadas con muebles y electrodomésticos. El residencial está rodeado de zonas ajardinadas, diseñadas cuidadosamente para conseguir bienestar y privacidad. Cuenta con piscina comunitaria, zona ajardinada y cuarto de bicicletas. COMIENZO DE OBRA PREVISTO EN VERANO 2025 ENTREGA DE LLAVES EN PRIMAVERA DE 2027. Para más información de la promoción puede visitar nuestra página web.",False,newdevelopment,True,False,9388.0,True,False,False,False,[],False,False,920000.0,€,True,True,flat,penthouse,"Concepción, Madrid","Ático en calle Manipa, 89",3,True,True,,Concepción,,,,
108349548,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/94/05/1341459777.webp,W-03071U,26,745000.0,flat,sale,121.0,4,2,calle de Tiziano,Madrid,Madrid,Tetuán,es,40.4497003,-3.7036683,False,https://www.idealista.com/inmueble/108349548/,"Tu nuevo hogar en zona tranquila y céntrica Engel & Völkers presenta este magnífico piso en excelentes condiciones, se trata de una vivienda muy cuidada, con excelente distribución, luz natural y todos los servicios a pocos pasos. Cada detalle ha sido cuidadosamente pensado para ofrecer una distribución inmejorable y un aprovechamiento óptimo de cada metro cuadrado. Diseño Interior y Espacios Versátiles. La amplitud es la protagonista de este hogar, gracias a la altura depiso a techo. Disfruta de una cocina independiente con gran capacidad de almacenaje, un práctico comedor auxiliar y hornos de la reconocida marca BOSCH. El piso cuenta con cuatro habitaciones: tres de ellas actualmente adaptadas como cómodos dormitorios y una transformada en un estudio inspirador con una biblioteca perfectamente diseñada para el espacio. Además, dispone de dos cuartos de baños amplios con espacio para almacenamiento, un cuarto independiente para zona de lavandería y armarios empotrados con diseño, ideales para mantener todo en orden. Luminosidad y Conexión con la Naturaleza. Al ser exterior, la vivienda goza de gran luminosidad. Su terraza interior te ofrece un oasis privado donde podrás disfrutar de tus plantas naturales y momentos de relax. Este piso es la combinación perfecta de funcionalidad, diseño y una ubicación privilegiada. ¡No pierdas la oportunidad de visitarlo! La propiedad se ubica muy cerca de Paseo de la Castellana, Nuevos Ministerios y la zona de Azca al noroeste de la capital. Azca es el distrito financiero y de negocios de Madrid. Se trata de una gran manzana de diecinueve hectáreas de superficie compuesta por edificios de oficinas comprendida entre las calles de Raimundo Fernández Villaverde, Orense, General Perón y el Paseo de la Castellana. Asimismo, dentro del ámbito se encuentran las plazas de Pablo Ruiz Picasso, Carlos Trías Beltrán y Manuel Gómez Moreno. Este barrio está delimitado por importantes estructuras como el estadio Santiago Bernabéu, el Ministerio de Defensa, la famosa Torre Picasso o la torre BBVA. La cercanía a la Calle Orense, Nuevos Ministerios y el maravillosos Corte Ingles de Paseo de la Castellana ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, hasta zonas deportivas y una selección muy amplia de bares y restaurantes. En cuanto a las comunicaciones, esta zona tiene una excelente cobertura de transporte, esto se debe a la cercanía de éste a la estación de Nuevos Ministerios y del intercambiador de Plaza de Castilla. El acceso al centro de la ciudad y a las principales salidas (M-30, A-1) es rápido, ya sea por el Paseo de La Castellana o Plaza.",False,good,False,,6157.0,True,False,True,False,[],False,False,745000.0,€,True,False,flat,,"Cuatro Caminos, Madrid",Piso en calle de Tiziano,,True,False,,Cuatro Caminos,23000.0,,,
106080070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/9d/f7/1271904051.webp,4,35,722800.0,chalet,sale,206.0,5,3,"calle Granjilla, 2",Madrid,Collado Villalba,Villalba Pueblo,es,40.6420227,-3.9940567,True,https://www.idealista.com/obra-nueva/106080070/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,newdevelopment,True,False,3509.0,True,False,False,False,[],False,False,722800.0,€,True,True,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba","Chalet pareado en calle Granjilla, 2",,,,,,,,,
108709278,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/7c/be/1352798964.webp,9946-SS,7,1403500.0,chalet,sale,260.0,4,4,"Calle Mérida, 17",Madrid,Pozuelo de Alarcón,Somosaguas,es,40.4103769,-3.7802945,True,https://www.idealista.com/obra-nueva/108709278/,"Tu casa, tu espacio, tu ritmo. Vive en un chalet independiente junto a la Casa de Campo y a un paso de Madrid.  Tras el éxito de la nuestra primera fase, ponemos en marcha iKasaClass Lantana II, chalets independientes que se desarrollarán en régimen de Cooperativa, en la exclusiva Colonia de los Ángeles, en Pozuelo de Alarcón.  Disfruta de la independencia de una vivienda unifamiliar, con la amplitud y comodidad que tu familia necesita, en un entorno verde y rodeado de servicios.  Además, tú decides si quieres que tu casa tenga planta sótano o no.  - Gran salón- comedor con chimenea, que se abre al jardín privado, creando un entorno luminoso, amplio y acogedor. - Posibilidad de elegir entre cocina abierta o cerrada, creando espacios para disfrutar en familia. - Espacio en planta baja, perfecto como habitación, despacho o sala de juegos. - Cuatro dormitorios en planta primera, con opción a configurar la planta de arriba en tres dormitorios. El dormitorio principal cuenta con amplio vestidor. - Jardín privado con posibilidad de piscina opcional (con coste adicional)   Calidad, elegancia y diseño se unen para crear un hogar moderno, donde cada detalle cuenta.  Una ubicación que lo tiene todo en Colonia de los Ángeles. Estarás rodeado de naturaleza gracias a la proximidad de la Casa de Campo, sin renunciar a los servicios y las buenas conexiones:  - Centro Comercial Ciudad de la Imagen. - Colegios, escuelas infantiles y Centros Sanitarios cercanos. - Restaurantes y zonas de ocio. - Metro ligero y fácil acceso a las principales vías A-5, M-503, M-502 y M-40.   Espacio, independencia y vida en iKasaClass Lantana II, una oportunidad única de vivir en un chalet independiente en Pozuelo de Alarcón.  Para visitar la oficina comercial, es necesario concertar cita previa a través del teléfono de contacto o del formulario en nuestra web.",False,newdevelopment,True,False,5398.0,True,False,False,False,[],False,False,1403500.0,€,True,True,chalet,independantHouse,"Somosaguas, Pozuelo de Alarcón","Casa independiente en Calle Mérida, 17",,,,,Somosaguas,,,,
108113437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/d6/43/1341483245.webp,V1,22,440000.0,chalet,sale,202.0,4,3,"de las Eras, 5",Madrid,Colmenarejo,,es,40.5638109,-4.0166912,True,https://www.idealista.com/obra-nueva/108113437/,"¡Tu nuevo hogar en la Sierra de Madrid te espera! ¡Ya hemos vendido el 85% de la promoción! Spacio4 Luxury Homes te presenta una exclusiva promoción de obra nueva en régimen de cooperativa en Colmenarejo, Madrid, el lugar perfecto para disfrutar de la tranquilidad de la naturaleza sin renunciar a la comodidad y los servicios de la ciudad. Detalles de la Vivienda: Este chalet está diseñado para ofrecerte el máximo confort y calidad de vida. Con una distribución ideal para tu familia, la vivienda se divide en dos plantas: Planta Baja: Un amplio y luminoso salón-comedor con cocina integrada, creando un ambiente moderno y abierto, perfecto para disfrutar en familia o con amigos. Dependiendo de la tipología que elijas, podrás disfrutar de una terraza solada o incluso de una terraza solada con jardín privado, el espacio perfecto para relajarte al aire libre y disfrutar de tu propia tranquilidad. Planta Alta: En la planta superior se encuentran 3 habitaciones, entre ellas, una habitación principal con baño en suite, para brindarte la máxima privacidad y comodidad. Además, tendrás un segundo baño completo que da servicio a los otros dos dormitorios, con acabados de la más alta calidad. Calidades y Equipamiento: Aerotermia: Sistema innovador y eficiente para la calefacción y el agua caliente sanitaria, pensado para ofrecerte un hogar cálido y sostenible. Materiales Porcelanosa: Todos los acabados son de lujo, con la garantía de la prestigiosa marca Porcelanosa, conocida por su diseño moderno y materiales de alta calidad. Ubicación Única: Situada en el pintoresco municipio de Colmenarejo, Madrid, esta promoción te permitirá disfrutar de la serenidad y belleza del entorno natural, sin renunciar a la cercanía de la ciudad. Colmenarejo es conocido por sus paisajes cautivadores y su ambiente tranquilo, rodeado de calles como la Calle de las Viñas Viejas y la Calle de las Quirogas. Esta vía ofrece un entorno ideal para pasear y relajarse en un ambiente apacible. La ubicación en la Calle de las Eras permite fácil acceso a diversas rutas y senderos, invitándote a explorar y conectar con la naturaleza circundante. Además, su proximidad a parques y zonas verdes la convierte en el lugar perfecto para aquellos que desean escapar del bullicio de la ciudad. Comodidades Cercanas: Parada de autobús a Madrid: Con excelentes conexiones para moverte rápidamente. Servicios cercanos: Supermercados, colegios y más, todo a solo unos minutos, cubriendo todas tus necesidades diarias. Precios y Condiciones: Este increíble chalet está disponible desde 368.000€, una oportunidad única para vivir en una ubicación privilegiada con las mejores calidades. Al tratarse de una promoción en régimen de cooperativa, tendrás acceso a un precio muy competitivo, asegurando una inversión con gran potencial AVISO LEGAL: Este anuncio no incluye los gastos de impuestos, notario, registro de la propiedad, entre otros. Este anuncio es meramente informativo y no constituye una auténtica oferta vinculante ni contractual. Las fotografías y datos incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación.",False,newdevelopment,True,False,2178.0,True,False,False,False,[],False,False,440000.0,€,True,True,chalet,terracedHouse,Colmenarejo,"Chalet adosado en de las Eras, 5",,,,,,,,,
