propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108821692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/b0/b8/1356128123.webp,871VP,53,350000.0,chalet,sale,164.0,5,2,El Álamo,Madrid,El Álamo,es,40.228043,-3.9965804,False,https://www.idealista.com/inmueble/108821692/,"**Chalet Independiente en El Álamo - ¡Tu refugio ideal! ** Descubre este espectacular chalet independient en la localidad de El Álamo a 30 minutos de Madrid capital.  La parcela cuenta con un total de de terreno de 550m² de superficie, donde se encuentra el inmueble con un total construido de 164m² repartido en dos plantas, ademas de la piscina.  Dispone de un total de 5 dormitorios y 2 baños En la planta baja encontramos un acogedor salón comedor, cocina independiente con salida a terraza y por otro lado a garaje, baño completo con ducha y habitación adicional. En la planta superior encontramos 4 amplios dormitorios muy amplio baño con bañera, de uno de los dormitorios nos conduce a una gran terraza. La finca cuenta con piscina propia de gresite. La calefacción es por caldera de gasoil, aire acondicionado en las dos plantas, armarios empotrados, suelo de terrazo, ventanas de aluminio correderas. Toldos, alarma, puertas de acceso blindadas. Tiene buen acceso para vehiculos.  ¡No dejes pasar la oportunidad de vivir en este maravilloso hogar!",False,good,False,2134.0,False,False,False,False,[],False,False,350000.0,€,True,True,chalet,independantHouse,El Álamo,Casa independiente,,,,,,,,,
107426467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/31/e8/1312381690.webp,,26,649600.0,flat,sale,112.0,6,2,calle de Embajadores,Madrid,Madrid,es,40.3906488,-3.6914825,False,https://www.idealista.com/inmueble/107426467/,"¡Descubre tu nuevo hogar en este luminoso piso reformado! Ubicado en una zona con excelente conectividad, a un paso del metro, este espacioso inmueble de 112 m² te ofrece comodidad y estilo. Consta de 6 dormitorios, 5 de ellos de excelente tamaño y una habitación más pequeña, ideal para adaptarse a tus necesidades. Dispone de 2 baños modernos y un área común perfecta para compartir momentos inolvidables. Totalmente amueblado y equipado con todos los electrodomésticos, incluyendo 2 neveras y lavavajillas, lo que garantiza una vida sin preocupaciones. Construido en 1957, este piso se encuentra en buen estado y está situado en la cuarta planta de un edificio con ascensor, ofreciendo vistas exteriores que llenan cada rincón de luz natural. Aunque no dispone de calefacción, su orientación y diseño aseguran un ambiente acogedor durante todo el año. Una oportunidad única para inversionistas que buscan una propiedad versátil y bien ubicada. ¡No dejes pasar esta oportunidad de inversión en el corazón de la ciudad!",True,good,False,5800.0,False,False,False,False,[],False,False,649600.0,€,,,flat,,"Legazpi, Madrid",Piso en calle de Embajadores,4,True,Arganzuela,Legazpi,True,,,,
107824979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/2b/a7/1325097376.webp,,24,235000.0,flat,sale,111.0,3,2,calle de los Andaluces,Madrid,Madrid,es,40.3889895,-3.6346287,False,https://www.idealista.com/inmueble/107824979/,"Inmobiliaria Moratalaz CHD, vende piso a reformar, en la zona de Palomeras sureste, en buena comunidad de vecinos, con un portal en excelentes condiciones, completamente exterior y muy luminoso. La vivienda se encuentra en un cuarto con ascensor, y se distribuye de esta manera; 3 dormitorios (dos de ellos con armarios empotrados), dos baños completos, cocina independiente muy amplia con terraza, salón – comedor con terraza, recibidor, calefacción individual a gas en todas las estancias de la casa, este piso te ofrece todo el espacio que necesitas para hacer la casa de tus sueños. El entorno es inmejorable, rápido acceso a la M40, M30 y A3. El barrio cuenta con todo tipo de servicios, colegios, supermercados, farmacias, bares, centro educativo, a 3 minutos del Centro Médico de Especialidades Federica Montseny y de la Avenida de la Albufera, y del metro de Miguel Hernández, cuenta con los autobuses 144, 142, 54, 103 y tiene una excelente ubicación. Contamos con nuestra Financiera la cual realiza asesoramientos financieros GRATUITOS y sin compromiso.",False,renew,False,2117.0,False,False,False,False,[],False,False,235000.0,€,,,flat,,"Palomeras sureste, Madrid",Piso en calle de los Andaluces,4,True,Puente de Vallecas,Palomeras sureste,True,,,,
108521811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/38/1b/1347397984.webp,,11,259738.0,penthouse,sale,52.0,1,1,calle del Áncora,Madrid,Madrid,es,40.4038853,-3.689315,False,https://www.idealista.com/inmueble/108521811/,"¡OPORTUNIDAD DE INVERSIÓN EN PLENO CORAZÓN DE MADRID! A escasos pasos de la estación de Atocha Presentamos esta fantástica vivienda exterior ubicada en una cuarta planta con ascensor, justo al lado de la Estación de Atocha, el principal nudo de comunicaciones de la ciudad. Con 51 m² construidos y una distribución muy aprovechable, esta propiedad se convierte en una opción perfecta para quienes buscan rentabilidad inmediata en alquiler por habitaciones o media/larga estancia. � Luz natural todo el día gracias a su orientación exterior, que aporta calidez y amplitud a cada estancia. � Edificio con ascensor, un valor añadido en la zona que garantiza comodidad y accesibilidad. � Alta demanda de alquiler por su cercanía a centros universitarios, hospitales, oficinas, estaciones de AVE y metro. � A un paso de los grandes referentes culturales de Madrid: Museo del Prado, Reina Sofía, CaixaForum, y muy cerca del Retiro. � Rodeado de una vibrante oferta gastronómica y de ocio: terrazas, restaurantes, cafeterías, mercados y vida nocturna. Ideal para inversores que buscan una propiedad en una zona consolidada, con altísima demanda tanto de estudiantes como de jóvenes profesionales. � Ubicación, luz, ascensor y rentabilidad: todo lo que buscas, en un solo inmueble. ¡No dejes pasar esta oportunidad única en una de las zonas más dinámicas y rentables de Madrid! � Contáctanos para más información o concertar una visita. Nota. Las infografias corresponden a un posible proyecto de rehabilitación y asesoramiento de interiorismo no incluidos en el precio.",False,good,False,4995.0,False,False,False,False,[],False,False,259738.0,€,,,flat,penthouse,"Palos de la Frontera, Madrid",Ático en calle del Áncora,4,True,Arganzuela,Palos de la Frontera,True,273975.0,14237.0,5.0,
106613797,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/16/af/1288748199.webp,,15,120000.0,flat,sale,33.0,1,1,plaza Duque de Módena,Madrid,Madrid,es,40.3802742,-3.7316848,False,https://www.idealista.com/inmueble/106613797/,"Oportunidad en la zona, leer detenidamente la descripción: Piso en venta en Carabanchel, zona Abrantes. Este inmueble de 33m² se encuentra en la planta baja de un edificio construido en 1958. Cuenta con 1 dormitorio, 1 baño y un acogedor salón con cocina americana. Se encuentra reformado en 2019 y equipado. La vivienda cuenta con aire acondicionado con bomba de frío y calor, radiadores eléctricos y termo de agua caliente. VIVIENDA ALQUILADA. CONSULTAR MÁS INFORMACIÓN. A tan solo 500 metros de las estaciones de Metro tanto de Pan Bendito como de Abrantes, a una parada del intercambiador de autobuses y estación de Metro (L6 y L11) de Plaza Elíptica. Este piso ofrece una excelente comunicación en transporte público, con la línea 11 de metro y diversas líneas de autobuses. La zona dispone de todos los servicios cercanos al inmueble (comercios, supermercados, centros de salud, colegios, parques, complejos deportivos.. . ) ¡Contáctanos para más información!",False,good,False,3636.0,False,False,False,False,[],False,False,120000.0,€,,,flat,,"Abrantes, Madrid",Piso en plaza Duque de Módena,bj,True,Carabanchel,Abrantes,False,,,,
108662938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/3b/4f/1351462040.webp,MILUP5,26,545000.0,flat,sale,95.0,2,2,calle Tintín y Milú,Madrid,Madrid,es,40.4630324,-3.5828814,False,https://www.idealista.com/inmueble/108662938/,"QUINTA PLANTA - TODO EXTERIOR. MUY LUMINOSO. URBANIZACIÓN IDEAL FAMILIAS Esta espectacular vivienda de 95 metros, cuenta con TRASTERO incluido, y gran PLAZA DE GARAJE opcional.  Se encuentra en una URBANIZACIÓN de reconocido prestigio en la zona, ideal para familias, gracias a sus PISCINAS, cancha de BALONCESTO y FUTBOL, pista de PADEL, y diversos PARQUES INFANTILES con columpios, además de amplias salas de FIESTAS.  La urbanización cuenta con PORTERO FÍSICO y VIGILANCIA 24 HORAS. Servicio de recogida de PAQUETES, y servicio de recogida de BASURAS.  La vivienda se distribuye en: Amplio hall de entrada con armario empotrado, cocina con lavandería independiente y ventana exterior, gran salón con vistas a las zonas comunes, espacioso dormitorio doble con baño en suite, y una segunda habitación, también exterior, y, por útlimo, otro cuarto de baño completo en pasillo. La vivienda, además, dispone de AIRE ACONDICIONADO CENTRALIZADO POR CONDUCTOS, calefacción individual, y zona de tendedero en la azotea.  Los cuartos de baño han sido reformados recientemente.  ZULUETA CONSULTORES Trabajamos sábados y domingos.",False,good,False,5737.0,False,False,False,False,[],False,False,545000.0,€,True,False,flat,,"Alameda de Osuna, Madrid",Piso en calle Tintín y Milú,5,True,Barajas,Alameda de Osuna,True,,,,23000.0
108153578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/a8/f7/1335460775.webp,,18,198000.0,flat,sale,80.0,2,1,calle Doctor Marañón,Madrid,Arganda,es,40.3040736,-3.4372562,False,https://www.idealista.com/inmueble/108153578/,"INMOBILIARIA LÓPEZ & MORENO vende estupendo piso completamente exterior de 80m2, se distribuye en 2 dormitorios (antes tres), salón-comedor, cocina amueblada, un cuarto de baño completo con plato de ducha, además de una luminosa terraza. Calidades: ventanas de climalit, paredes de gotelé, suelos de baldosa, calefacción individual eléctrica y trastero. Excelente ubicación en calle Doctor Marañón, a tan solo 12 minutos de la parada de metro Arganda del Rey (línea 9) y varias líneas de autobuses con excelente comunicación como a la estación de Atocha y el centro de Madrid; la zona cuenta con colegios, parques infantiles, comercios con excelente ubicación y lugares de ocio como el centro comercial Zoco a 4 min. ¡MEJOR VER!",False,good,False,2475.0,False,False,False,False,[],False,False,198000.0,€,,,flat,,"Centro, Arganda",Piso en calle Doctor Marañón,1,True,Centro,,True,,,,
107634427,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/52/07/1341577494.webp,V0513MCH,15,948000.0,flat,sale,108.0,5,2,calle de Eloy Gonzalo,Madrid,Madrid,es,40.4326943,-3.7035988,False,https://www.idealista.com/inmueble/107634427/,"Le presentamos esta exclusiva vivienda para reformar, ubicada en un edificio completamente exterior. Situada en la primera planta de un edificio sin ascensor, esta propiedad ofrece un gran potencial para adaptarla a su estilo y necesidades. Actualmente, cuenta con cinco habitaciones, dos baños y una cocina, con una distribución flexible que permite múltiples posibilidades de personalización. Destacan sus tres balcones con vistas a la calle y una encantadora terraza en la parte posterior, aportando luz y amplitud al espacio. Una oportunidad única para vivir en una de las zonas más exclusivas de Madrid.",False,renew,False,8778.0,False,False,False,False,[],False,False,948000.0,€,,,flat,,"Trafalgar, Madrid",Piso en calle de Eloy Gonzalo,1,True,Chamberí,Trafalgar,False,,,,
108527327,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/e2/bb/1359157051.webp,PIS0300,17,3350000.0,flat,sale,390.0,6,4,calle de Francisco Silvela,Madrid,Madrid,es,40.435119,-3.6745797,False,https://www.idealista.com/inmueble/108527327/,"Fives Real Estate ofrece una vivienda singular (a reformar) en la prestigiosa zona de Lista, en el distrito de Salamanca. Proyecto de reforma disponible. Un piso señorial con más de 400 m² construidos, situado en una planta alta de un edificio representativo con conserje, ascensor principal y montacargas en la zona de servicio. Con techos de 3 metros de altura y grandes ventanales, la luz natural inunda cada rincón, potenciando la sensación de amplitud en cada estancia. La vivienda cuenta con cinco dormitorios, tres baños, una terraza y un balcón que ofrecen espacios al aire libre donde desconectar o compartir momentos únicos. Además, incluye dos amplísimas plazas de garaje en el precio, un auténtico privilegio en la zona. La finca dispone de acceso adaptado, entrada independiente y una piscina comunitaria para disfrutar los meses más cálidos del año. Su distribución y metros permiten reformar y personalizar según necesidades, con posibilidades tanto para una gran vivienda familiar como para una combinación de vivienda y despacho. Climatización por aire acondicionado y calefacción central para el máximo confort durante todo el año. Ubicada en una de las zonas más codiciadas de Madrid, rodeada de colegios, restaurantes, zonas verdes y perfectamente comunicada por transporte público, esta propiedad lo tiene todo para convertirse en el hogar que estabas buscando. Precio negociable. Visítala sin compromiso y descubre por qué este piso es una de las mejores oportunidades del momento. [IW].",False,renew,False,8590.0,False,False,False,False,[],False,False,3350000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Francisco Silvela,,True,Barrio de Salamanca,Guindalera,True,,,,
108642796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/f7/4a/1350817908.webp,,20,495000.0,flat,sale,70.0,2,1,CL MARTIN DE LOS HEROS,Madrid,Madrid,es,40.4293327,-3.719019,False,https://www.idealista.com/inmueble/108642796/,"Se ofrece magnifica vivienda, situada en una de las zonas mas emblemáticas de la capital.  El edificio cuenta con fachada protegida. Vivienda de 70 metros cuadrados, en excepcional estado de conservación. La entrada da acceso tanto a salón como a cocina.  La cocina cuenta con tendedero propio en pequeño patio perfectamente habilitado para dar funcionalidad y de uso exclusivo de esta vivienda. El salón es amplio y destaca por su luminosidad. La pintura de las paredes es estuco veneciano, dotando a la vivienda con un carácter y un estilo propio. El baño tiene plato de ducha y ventana a exterior. La última reforma se hizo en 2012. Una de las habitaciones usada a día de hoy a modo de despacho tiene la posibilidad de tirar el muro y ampliar el salón. La habitación principal, como el resto de la vivienda es un remanso de paz y tranquilidad sin un solo ruido. Respecto a sus calidades, la vivienda tiene puerta blindada, aire acondicionado en el salón y las dos habitaciones, pintura lisa y ventanas climalit. La finca tiene portero mañana y tarde, ascensor y se encuentra impecable. Situada en una ubicación excepcional, con todo tipo de servicios al rededor y un inmejorable acceso tanto por vehículo propio como por transporte público.",False,good,False,7071.0,False,False,False,False,[],False,False,495000.0,€,,,flat,,"Argüelles, Madrid",Piso en Cl Martin De Los Heros,bj,True,Moncloa,Argüelles,True,,,,
