propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108465876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/86/6f/1346139074.webp,FUENLABRADA - VALENCIA - ANGEL,18,bj,197900.0,flat,sale,65.0,True,1,2,valencia,Madrid,Fuenlabrada,La Serna,es,40.2907811,-3.8027216,False,https://www.idealista.com/inmueble/108465876/,"Grupo tizona vende en exclusiva espectacular apartamento que se distribuye de la siguiente manera: Hall de entrada con un amplio Salón exterior con ventanas de climalit abatibles con doble acristalamiento y oscilobatientes, Cocina con muebles altos y Bajos con vitroceramica, Campana y Horno Dormitorio Matrimonial con baño en suite con plato de ducha. Segundo baño para invitados con plato de ducha Suelos de tarima flotante color madera de gran calidad.  honorarios de intermediación incluidos en el precio, posibilidad de financiación hasta el 100 %, consulte condiciones.",True,good,False,True,3045.0,False,False,False,False,[],False,False,197900.0,€,flat,"La Serna, Fuenlabrada",Piso en valencia,,,,,,,,
108089392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/79/64/1344809055.webp,REAL-0144,19,2,389000.0,flat,sale,63.0,True,2,1,calle de la Carnicería,Madrid,Las Rozas de Madrid,Rozas Centro,es,40.4928258,-3.8753971,False,https://www.idealista.com/inmueble/108089392/,"Presentamos esta magnífica vivienda de 55 m² útiles, ubicada en una de las zonas más cotizadas de Las Rozas: a escasos metros de la Calle Real y situada dentro de un tranquilo y cuidado conjunto residencial de 31 viviendas con zonas comunes y piscina. El inmueble, que ha sido íntegramente reformado con materiales de alta calidad, se distribuye de manera funcional y confortable: - Espacioso hall de entrada abierto, que actúa como eje central conectando con todas las estancias. - Luminoso salón-comedor con cocina americana integrada, gran ventanal y acceso directo a un agradable balcón/terraza. - Dormitorio principal con armario empotrado de gran capacidad y aire acondicionado. - Segunda habitación con armario, actualmente habilitada como despacho, ideal para teletrabajo o zona de estudio. - Baño completo con plato de ducha moderno, radiador toallero y excelentes acabados. Entre las calidades destacan las puertas lacadas en blanco, suelos porcelánicos imitación madera, paredes lisas, ventanas de PVC con aislamiento térmico Climalit, y una orientación excelente que proporciona luz natural durante todo el día. La vivienda incluye una plaza de garaje y un trastero, lo que añade un plus de comodidad y almacenamiento. Su ubicación es inmejorable: próxima a todo tipo de comercios, colegios, restaurantes, bancos, centros de salud y con acceso inmediato a transporte público (Cercanías Renfe y autobuses). ¿Quieres que esta sea tu próxima casa? No dudes en contactarme para más información o agendar una visita. ¡Estaré encantada de mostrártela!",False,good,False,True,6175.0,False,False,False,False,[],False,False,389000.0,€,flat,"Zona Estación, Las Rozas de Madrid",Piso en calle de la Carnicería,True,True,,Zona Estación,,,,
106376880,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/21/c7/1281008046.webp,106376880,34,4,230000.0,flat,sale,53.0,True,2,1,calle de Ángel Múgica,Madrid,Madrid,Fuencarral,es,40.4839971,-3.684602,False,https://www.idealista.com/inmueble/106376880/,"**IDEAL INVERSORES** VIVIENDA ACTUALMENTE ALQUILADA. NO SE PUEDE VISITAR Acogedora y luminosa vivienda en un entorno tranquilo rodeado de zonas verdes.  A doscientos metros de la estación de metro Begoña (L10) y parada de autobús en la puerta  Cuarta planta sin ascensor, encontramos esta vivienda de 53 m2, distribuidos en: - salón-comedor - 2 dormitorios - cocina con tendedero - cuarto de baño Todas las estancias tienen ventana al exterior, incluido el baño y son independientes. Suelos de parquet, pintura gotelé, ventanas de climalit, puertas de paso en sapelly y puerta de entrada blindada. Calefacción y agua caliente individual eléctrica. Actualmente se encuentra alquilada. Finaliza el contrato el 31 de julio del 2028. La vivienda se encuentra en un barrio consolidado con todos los servicios en el entorno, zonas verdes, colegios, supermercados. *POSIBILIDAD DE FINANCIACIÓN HASTA EL 100%* Si deseas más información, llámanos sin compromiso. FERPRA, tu inmobiliaria de confianza desde 1995 *La información, fotos o cualquiera de los datos detallados en este anuncio pueden sufrir modificaciones/actualizaciones por mandato expreso de la propiedad o por exigencias comerciales*.",False,good,False,False,4340.0,False,False,False,False,[],False,False,230000.0,€,flat,"Tres Olivos - Valverde, Madrid",Piso en calle de Ángel Múgica,,,,Tres Olivos - Valverde,,,,
108625704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/f8/ce/1350319700.webp,CHA0104,82,,599000.0,chalet,sale,289.0,,3,2,calle Gerona,Madrid,Pedrezuela,,es,40.7365088,-3.6337607,False,https://www.idealista.com/inmueble/108625704/,"B2V InmobiliariA comercializa en Exclusiva. Descubre este magnífico chalé independiente de 289 m² que se asienta en una amplia parcela de 1011 m², en la Urbanización Montenebro!  En la primera planta, nos encontramos: con un recibidor, una habitación, un cuarto de baño, un salón con chimenea muy amplio para varios ambientes, con una terraza muy agradable que da al jardín, una cocina muy amplia y luminosa, que da lugar a realizar comidas o cenas del día a día, bañada en luz natural, con acceso directo a un ambiente del jardín que cuenta con una barbacoa, una cocina exterior y un espacioso cenador, creando así un entorno perfecto para disfrutar en reuniones con la familia y los amigos. En la segunda planta, nos encontramos con un distribuidor que da acceso a dos habitaciones, la principal con un amplio vestidor ideal para su privacidad, también se encuentra un baño equipado con bañera y lavabo de doble seno, ideal para el confort familiar. Todas las habitaciones disponen de armarios empotrados y en el recibidor también. El sótano de 45 m² que puede adaptarse a un segundo salón dando opciones funcionales como: despacho, gimnasio, salón de reuniones o lo que se requiera para disfrutar. El garaje dispone de puertas automáticas y tiene una capacidad de 60 metros para dos coches, con espacio adicional para tres más en la parcela. La calefacción de gasoil, las ventanas de PVC con puente térmico. y con mosquiteras. La parcela dispone de un espléndido jardín diseñado con árboles y plantas que fluye y rodea completamente la vivienda para los amantes de la naturaleza, maximizando la entrada de luz en la vivienda. La Urbanización Montenebro dispone de un servicio de Conserjería ubicado en la entrada principal. Este servicio está disponible 24 horas al día, los 365 días del año. Su uso residencial dispone de zonas comunes destinadas a parques, zonas deportivas y zonas sociales para disfrute de los residentes. La piscina de Montenebro, posiblemente, sea la más grande de la Comunidad de Madrid. El Autoservicio ubicado en la calle Granada, s/n. Club Social de Montenebro está a cargo de Los Fogones de Yady. Para más información o realizar una visita, póngase en contacto con, Susana Montealegre. B2V InmobiliariA, tu inmobiliaria de referencia en la sierra de Madrid y alrededores.",True,good,False,,2073.0,False,False,False,False,[],False,False,599000.0,€,chalet,Pedrezuela,Casa independiente en calle Gerona,True,True,independantHouse,,,,,
108931945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/4e/8a/1359311989.webp,,53,,575000.0,chalet,sale,202.0,,5,3,Alpedrete,Madrid,Alpedrete,,es,40.6415795,-4.0204161,False,https://www.idealista.com/inmueble/108931945/,"+ INFO > Contactar PREFERENTEMENTE por email (pulse casilla rosa ""contactar"") LAS VISITAS DEBERÁN ESTAR IDENTIFICADAS POR MOTIVOS DE SEGURIDAD Se advierte de que el inmueble dispone actualmente de alarma y cámaras VER FOTOS EN MODO PRESENTACIÓN / MOSAICO QUE SE APRECIAN MUCHO MEJOR Precioso chalet (óptimo estado, listo para entrar y sin gastos de comunidad) en el mejor pueblo de la sierra - sito en ""Los Negrales"" (barrio de Alpedrete también cercano a Villalba) - Precioso jardín con muchos árboles y piscina de sal - Zona tranquila y segura, sin ruidos - Superficie catastral ( 202 m2 construidos y 1091 m2 de parcela )  DISTRIBUCIÓN (todo en una planta, casa muy cómoda) > 2 Salones + 5 Dormitorios + 2 Baños + 1 Aseo + 2 Grandes terrazas + Galería acristalada + Cocina + Garaje (grande y buena maniobrabilidad) + Bodega + Trastero + Leñera + Barbacoa + Muchos armarios empotrados  IMPORTANTE > La casa cuenta con un pozo con mucha agua lo que supone un gran ahorro en el mantenimiento del jardín COMUNICACIÓN INMEJORABLE CON MADRID:  COCHE > 35 min a Moncloa  BUS (parada cercana) > 45 min a Moncloa  TREN CERCANÍAS (estación a 500 metros) > 40 min a Chamartín CLIMATIZACIÓN > Calefacción y Agua caliente por Gas Natural con caldera individual - AIRE ACONDICIONADO - Chimenea  TAMBIÉN SE CAMBIA POR PROPIEDAD DE MENOR VALOR EN VILLALBA, ALPEDRETE, GUADARRAMA O SITIO CERCANO DESCRIPCIÓN ALPEDRETE (lo mejor de la sierra de Madrid) > Bonito y pujante municipio residencial -17000 habitantes- con alto nivel de renta (puesto 74 en ranking nacional / 22 en autonómico) y situado al NO de Madrid (a los pies de la sierra de Guadarrama a 920m de altura), dista 40 Km de la capital -30/35 minutos aprox- por la autopista A6. Es una localidad con gran calidad de vida, muy tranquila (con poca densidad de tráfico al no ser necesario atravesarla para moverse entre los pueblos colindantes por lo que el generado se restringe casi únicamente a sus habitantes) y muy segura. Muy cuidado (numerosos parques) y de urbanismo respetuoso, predominio de viviendas unifamiliares. Con toda clase de equipamientos sanitarios (centro de salud y hospital general público), comerciales, escolares (colegios bilingües) y socioculturales. Ciudad deportiva con PISCINA CLIMATIZADA + WELLNESS-SPA (baño turco, hidroterapia, sauna, masajes, estética) + TENIS Y PADDLE + POLIDEPORTIVO/GIMNASIO + CAMPO FÚTBOL PARA SU TRANQUILIDAD, NO SE COBRA NINGÚN TIPO DE COMISIÓN A LA PARTE COMPRADORA  GRACIAS - © PROHIBIDA LA REPRODUCCIÓN.",False,good,False,,2847.0,False,False,False,False,[],False,False,575000.0,€,chalet,Alpedrete,Casa independiente,True,True,independantHouse,,,,,
108857919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/99/59/1357178123.webp,1137,23,4,490000.0,flat,sale,98.0,True,4,2,calle de los Urquiza,Madrid,Madrid,Ciudad Lineal,es,40.4311746,-3.6460367,False,https://www.idealista.com/inmueble/108857919/,"MillAC Consulting Inmobiliario pone a su disposición, fantástico piso 6 minutos caminando de la calle de Alcalá.     Amplio piso en barrio Pueblo Nuevo (Madrid) Esta vivienda ubicada en la 4ª planta de un edificio con cuatro alturas, dentro del consolidado y bien comunicado barrio Pueblo Nuevo. Con 98 m² construidos y 93 m² útiles, esta vivienda destaca por su amplitud, luminosidad. Cuenta con cuatro dormitorios grandes, dos de ellos colindan con la terraza, y dos baños completos y reformados. Su orientación noreste ofrece luz natural por la tarde y unas vistas despejadas espectaculares desde una altura privilegiada. El edificio dispone de espacios de encuentro y zona de  juegos para los más pequeños.  La zona está perfectamente conectada con las principales arterias de Madrid, facilitando la movilidad tanto dentro como fuera de la ciudad.  Además, cuenta con excelentes opciones de transporte público a menos de 5 minutos, como las estaciones de ""Ascao"" y ""La Elipa"", y autobuses como el 28, 109, 113.. . Ofrece una amplia oferta de ocio, restauración y comercios. La zona también cuenta con numerosos colegios, tanto públicos, como concertados y privados, ideales para familias con niños.   Una vivienda perfecta para convertirla en el hogar que siempre soñaste, en una ubicación privilegiada de Madrid, con todos los servicios y comunicaciones a tu alcance.  ! MillAC, tu confianza, nuestro éxito!",False,good,False,True,5000.0,False,False,False,False,[],False,False,490000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de los Urquiza,,,,Pueblo Nuevo,,,,
107523391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/7a/eb/1351376598.webp,,23,bj,335000.0,flat,sale,50.0,False,1,1,calle de Manuela Malasaña,Madrid,Madrid,Centro,es,40.4297764,-3.7046374,False,https://www.idealista.com/inmueble/107523391/,"En la principal calle de Manuela Malasaña, a pocos pasos de la emblemática calle Fuencarral y Glorieta de Bilbao encontramos este acogedor estudio de reciente reforma y decoración exquisita. La vivienda se reformó de forma integral con altísimas calidades a finales de 2024. Si estás interesado en una vivienda para invertir o tener una vivienda reformada íntegramente, decorada con mucho gusto, silenciosa y muy cómoda, no dudes en ponerte en contacto con nosotros y te informaremos. En alquiler nos reportó más de un 6 % de rentabilidad por lo que si eres inversor, esta es tu oportunidad. VyG Gestión Inmobiliaria.",False,good,False,True,6700.0,False,False,False,False,[],False,False,335000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Manuela Malasaña,,,,Malasaña-Universidad,345000.0,10000.0,3.0,
108605074,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/d1/1d/1349757570.webp,01,21,en,205000.0,flat,sale,80.0,True,3,1,Suroeste,Madrid,Móstoles,Suroeste,es,40.3207733,-3.8703699,False,https://www.idealista.com/inmueble/108605074/,"Ref: M-01, Metro Cuadrado vende fantástica vivienda en Móstoles, rodeada de zonas ajardinadas que brindan un entorno tranquilo, seguro y agradable. Un lugar perfecto para disfrutar de la vida en comunidad con la privacidad que necesitas. Piso con una superficie de aproximadamente de 80 metros cuadrados, ideal para quienes buscan comodidad, accesibilidad y una propiedad con gran potencial de reforma. Salón amplio y luminoso, con salida a terraza acristalada y terraza abierta, creando un ambiente acogedor y versátil para reuniones familiares o momentos de descanso, situada en una zona tranquila y bien comunicada.  La distribución es equilibrada, cuenta con tres dormitorios y con iluminación natural, lo que permite múltiples posibilidades de uso según las necesidades de cada uno.  La cocina con tendedero, ofrece un espacio funcional que puede adaptarse a distintos estilos de reforma con diseños modernos y eficientes.  El baño ha sido equipado con un plato de ducha, lo que ofrece mayor accesibilidad y practicidad. Gracias a su ubicación, esta propiedad es ideal con fácil accesibilidad y su ubicación cercana a servicios, comercios y transporte público la convierte en una opción cómoda y bien conectada.  No dudes en contactar con nosotros para más información o concertar una visita. ¡Ven a descubrir todo lo que este piso puede ofrecerte.",False,good,False,True,2563.0,True,False,False,False,[],False,False,205000.0,€,flat,"Suroeste, Móstoles",Piso,,,,,,,,
107161245,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e6/4f/67/1304819437.webp,Venta Hortaleza,63,3,879000.0,flat,sale,130.0,True,3,3,"calle de Hortaleza, 28",Madrid,Madrid,Centro,es,40.4214994,-3.6999698,True,https://www.idealista.com/inmueble/107161245/,"¡Oportunidad única en el corazón de Madrid!  Presentamos esta magnífica vivienda situada en la emblemática calle Hortaleza, que combina lo mejor de dos mundos: una parte exterior y otra interior, ofreciendo versatilidad y rentabilidad.  Con un total de 130 m² construidos, esta propiedad se encuentra dividida actualmente en dos viviendas independientes.  La vivienda exterior cuenta con 1 dormitorio y 1 baño, ideal para alquiler turístico, generando más de 5.000 € netos mensuales.  Por otro lado, la vivienda interior ofrece 2 dormitorios y 2 baños, con vistas a un luminoso patio. Ambas viviendas están completamente amuebladas y equipadas, listas para entrar a vivir o continuar con su explotación turística.  Disfruta de dos encantadores balcones que dan a la calle Hortaleza y una terraza perfecta para relajarse.  Además, cuenta con armarios empotrados, calefacción de gas natural y aire acondicionado para tu máximo confort. Ubicada en una tercera planta con ascensor y acceso adaptado para personas con movilidad reducida, esta propiedad es una oportunidad de venta urgente que no puedes dejar pasar.  ¡Ven a descubrir el potencial de esta joya inmobiliaria en pleno centro de la ciudad! Urge Su Venta.",True,good,False,True,6762.0,False,False,False,False,[],False,False,879000.0,€,flat,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 28",,,,Chueca-Justicia,,,,
108494430,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/37/1e/1346582283.webp,C105,24,,449000.0,chalet,sale,135.0,,3,2,Pinosol - El Alcor - Peralejo,Madrid,El Escorial,Pinosol - El Alcor - Peralejo,es,40.5477089,-4.108784,False,https://www.idealista.com/inmueble/108494430/,"Chalet en El Alcor, con 135 m² construidos, 700 metros de jardín, 3 dormitorios, 2 baños, 2 garaje/s, reformado, trastero, portero, piscina privada, 1 plantas del edificio, calefacción individual, combustible eléctrico, aire acondicionado frío/calor, agua caliente individual, energía agua eléctrica. ¡Increíble oportunidad en El Alcor 2, El Escorial! Ponemos a la venta este chalet independiente de tres dormitorios, completamente reformado y listo para entrar a vivir. Características destacadas:  Dormitorio principal de ensueño: Amplio y luminoso, con un fabuloso vestidor y baño en suite para tu máxima comodidad.  Dos dormitorios adicionales: Ambos equipados con armarios empotrados, perfectos para invitados o familia, y comparten un baño completo con plato de ducha.  Salón acogedor: Disfruta de las tardes junto a la chimenea de casete y mantén una temperatura ideal gracias al aire acondicionado. Un gran ventanal inunda de luz este espacio.  Cocina moderna y funcional: Completamente nueva, con una distribución pensada para el día a día. Se integra con un comedor contiguo y tiene acceso directo al jardín, ideal para tus reuniones. Toda la casa dispone de contraventanas de seguridad.  Garaje espacioso: Con una generosa superficie, aunque con un techo bajo, ofrece múltiples posibilidades de uso.  Parcela de 700 m²: Un oasis privado con una pequeña piscina para refrescarte en verano y una pérgola para disfrutar de momentos al aire libre. Este chalet representa la combinación perfecta de confort, diseño moderno y una ubicación privilegiada en El Escorial. ¡No dejes pasar estaoportunidad!",False,good,False,,3326.0,False,False,False,False,[],False,False,449000.0,€,chalet,"Pinosol - El Alcor - Peralejo, El Escorial",Casa independiente,True,True,independantHouse,,490000.0,41000.0,8.0,
108665098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/6e/94/1351531462.webp,PIS002,17,1,338000.0,flat,sale,74.0,True,3,1,calle de Costanilla de los Ciegos,Madrid,Alcobendas,Alcobendas Centro,es,40.5424935,-3.6319279,False,https://www.idealista.com/inmueble/108665098/,"Descubre este excelente piso, ubicado en pleno corazón de Alcobendas. Con una superficie construida de 74 m² y orientado al Este-Oeste, esta propiedad destaca por su luminosidad natural durante todo el día. El inmueble cuenta con un dormitorio doble y otro espacio adicional que puede ser utilizado como habitación sencilla o estudio, ideal para adaptarse a tus necesidades. Además, ofrece un baño completo perfectamente equipado y con opción de incluir una o dos plazas de garaje para mayor comodidad de los nuevos propietarios. La ubicación es inmejorable: cercana a colegios reconocidos así como diversas líneas del metro que facilitan tu movilidad por la ciudad. Vivir aquí significa disfrutar no solo del confort del hogar sino también tener acceso rápido a todos los servicios necesarios para tu día a día; tiendas locales, restaurantes selectos e instalaciones recreativas están apenas unos pasos fuera de tu puerta. No pierdas la oportunidad única de adquirir este magnífico piso donde cada rincón ha sido pensado para ofrecerte calidad vida.",False,good,False,False,4568.0,False,False,False,False,[],False,False,338000.0,€,flat,"Alcobendas Centro, Alcobendas",Piso en calle de Costanilla de los Ciegos,,,,,,,,
108363964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/97/20/1341894077.webp,1392,32,6,1390000.0,flat,sale,120.0,True,3,2,calle de Raimundo Fernández Villaverde,Madrid,Madrid,Tetuán,es,40.448253,-3.7012924,False,https://www.idealista.com/inmueble/108363964/,"Exclusiva vivienda en proceso de reforma en Raimundo Fernández Villaverde – 120 m² catastrales | 109 m² útiles *Las fotos corresponden a la ultima obra realizada. En una de las zonas más codiciadas de Madrid, The Selection presenta esta espectacular vivienda reformada con un diseño contemporáneo y funcional, ideal para quienes buscan confort, amplitud y calidad. Con 120 m² construidos (109 m² útiles), esta luminosa vivienda destaca por su cuidada distribución y excelentes acabados. Se compone de: -Amplio salón-comedor de 32,4 m², con techos de 2,50 m de altura y grandes ventanales que aportan una luz natural excepcional. -Cocina independiente de diseño moderno con 4,3 m², completamente equipada, con carpintería lacada, iluminación LED y campana extractora empotrada. -Dormitorio principal con baño en suite y gran armario empotrado, con una superficie de 12,91 m². -Dos dormitorios adicionales** de 10,31 m² y 12,84 m² respectivamente, ideales para familia o despacho. -Dos baños completos, ambos con ducha, acabados en gres porcelánico y mamparas abatibles de alta calidad. -Vestidor independient de 8,26 m², perfecto como espacio de almacenamiento extra o zona de preparación. -Hall de entrada y distribuidor funcional para una mayor privacidad entre zonas comunes y privadas. *LAS FOTOS CORRESPONDEN A LA UTLIMA OBRA, EL PISO SE ENCUENTRA EN REFORMA. Extras: Persianas motorizadas. Carpintería de aluminio con doble acristalamiento y aislamiento térmico Guardian Sun.  Suelo radiante, aire acondicionado por aerotermia y sistema de domótica en iluminación.  Altura libre en toda la vivienda: 2,50 m. Armarios empotrados en todas las estancias, fabricados a medida con acabados premium. Situado en Calle Raimundo Fernández Villaverde, una zona privilegiada con excelente conexión de transporte, servicios y comercios. Una oportunidad única para vivir en el centro de Madrid con todas las comodidades de una reforma integral y moderna.",False,good,False,True,11583.0,False,False,False,False,[],False,False,1390000.0,€,flat,"Cuatro Caminos, Madrid",Piso en calle de Raimundo Fernández Villaverde,True,True,,Cuatro Caminos,,,,
104305792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/14/4e/1216167334.webp,,21,5,1250000.0,flat,sale,142.0,True,3,3,Barrio Ventilla-Almenara,Madrid,Madrid,Tetuán,es,40.4703697,-3.6992747,False,https://www.idealista.com/inmueble/104305792/,"Piso muy bien situado en el Barrio de la Ventilla, zona con todo tipo de servicios y buenas comunicaciones, está actualmente en construcción, 142 m2 distribuidos en amplio salón-comedor con terracita, cocina incorporada, tres dormitorios con armarios empotrados y tres baños, dos de ellos en suite. La cocina americana disfruta de muy buena luz al estar incorporada al salón, los dormitorios son amplios y cuentan con buen espacio de almacenaje. Muy alegre y luminoso. Finalización prevista para finales de julio.",False,good,False,True,8803.0,True,False,False,False,[],False,False,1250000.0,€,flat,"Ventilla-Almenara, Madrid",Piso,,,,Ventilla-Almenara,,,,
106233831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/d7/c3/1276722277.webp,,63,,1390000.0,chalet,sale,346.0,,6,4,Barrio Canillas,Madrid,Madrid,Hortaleza,es,40.464497,-3.6502397,False,https://www.idealista.com/inmueble/106233831/,"Fantástico chalet en la zona de Gran Vía de Hortaleza. El chalet cuenta con 346m2 y consta de 4 plantas: planta 1 zona de estar, planta 2 zona de descanso, planta 3 buhardilla, planta sótano garaje y apartamento. La primera planta consta de hall de entrada con suelos de mármol, salón-comedor con amplios ventanales, cocina con acceso directo a gran terraza de 50m2, y aseo de cortesía. En el segundo nivel encontramos dormitorio principal, baño completo, y 2 habitaciones dobles con 1 cuarto de baño completo. En la tercera planta tenemos una amplia buhardilla con salón, baño de buen tamaño con jacuzzi, amplio dormitorio y despacho (o dormitorio). Adicionalmente, el chalet tiene capacidad para 1 coche, trastero y un apartamento compuesto de salón, dormitorio, cocina, y baño completo. Armarios empotrados, Aire Acondicionado, todos los detalles. El chalet cuenta con 346m2 sobre parcela de 200m, de los cuales el patio delantero ocupa 105m2. También cuenta con gran terraza y piscina. En la zona encontramos numerosos centros educativos de gran prestigio, como son el Liceo Francés, el Colegio Mater Inmaculada o el Colegio Brains, centros sanitarios como Nuestra Señora de América o la Clínica Belén. También encontramos centros comerciales como el Arturo Soria Plaza, El Palacio de Hielo o el Centro Comercial Gran Vía de Hortaleza. Asimismo, la zona está dotada con multitud de parques y zonas ajardinadas, destacando el Parque Juan Carlos I. En cuanto a comunicaciones, la zona dispone de varias estaciones de Metro, numerosas líneas de autobuses, y salida rápida a M-30, M-40, y Aeropuerto Adolfo Suárez Madrid-Barajas.",False,good,False,,4017.0,True,False,False,False,[],False,False,1390000.0,€,chalet,"Canillas, Madrid",Chalet pareado,True,True,semidetachedHouse,Canillas,,,,
108627904,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/20/a7/1350382496.webp,,1,,151900.0,chalet,sale,247.0,,3,3,brea de tajo s/n,Madrid,Brea de Tajo,,es,40.2299319,-3.1093942,True,https://www.idealista.com/inmueble/108627904/,"Disfruta de una vivienda amplia y bien distribuida, perfecta tanto para inversión como para proyecto propio. , ofrece: 3 dormitorios ideales para familia o arrendamiento. 3 baños completos, que aportan gran comodidad. Amplios espacios comunes: salón en doble altura, cocina amplia. El inmueble no acepta visitas, está alquilado actualmente con una renta mensual de 330 €, con contrato en vigor hasta el 11 de septiembre de 2026. Se vende con todas las garantías legales específicas para inmuebles bajo contrato de arrendamiento.  Contacta hoy mismo para solicitar la documentación completa, condiciones de finaciación personalizada y conocer cómo llevar a cabo la compra sin complicaciones presenciales.",False,good,False,,615.0,False,False,False,False,[],False,False,151900.0,€,chalet,Brea de Tajo,Casa independiente en brea de tajo s/n,,,independantHouse,,,,,
108193738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/24/d7/1336701396.webp,,24,bj,395000.0,flat,sale,91.0,True,2,2,calle del General Ramírez de Madrid,Madrid,Madrid,Tetuán,es,40.4538463,-3.6968374,False,https://www.idealista.com/inmueble/108193738/,"'Agencia inmobiliaria MADRID INFANTA MERCEDES - CUZCO Oficina TECNOCASA VENDE piso en calle GENERAL RAMIREZ DE MADRID´ Con una superficie de 91 m2, este piso en planta baja ofrece un espacio acogedor y funcional. La vivienda cuenta con dos dormitorios bien distribuidos, ideales para el descanso y la privacidad. Además, dispone de dos baños completos, proporcionando comodidad para el día a día. Construida en 1959, esta propiedad combina el encanto de la arquitectura clásica con las comodidades modernas. La distribución del espacio está pensada para aprovechar al máximo cada rincón, ofreciendo un ambiente cálido y acogedor. La ubicación es inmejorable, con fácil acceso a servicios, transporte y zonas de ocio, lo que hace de este piso una opción atractiva para quienes buscan vivir en una zona céntrica y bien conectada. No pierdas la oportunidad de hacer de este lugar tu nuevo hogar.",False,good,False,True,4341.0,False,False,False,False,[],False,False,395000.0,€,flat,"Cuatro Caminos, Madrid",Piso en calle del General Ramírez de Madrid,,,,Cuatro Caminos,420000.0,25000.0,6.0,
104732834,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/8b/34/1229984789.webp,,3,,13500000.0,chalet,sale,1000.0,,5,6,"paseo de los Lagos, 1",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,40.4179205,-3.812669,True,https://www.idealista.com/inmueble/104732834/,"CHALET INDEPENDIENTE EN LOS LAGOS  Chalet independiente en la urbanización de la Finca, concretamente en los Lagos.  La urbanización la Finca es la urbanización más segura y exclusivas, con máxima seguridad  Excelentes comunicaciones, muy próximo a campos de golf, exclusivos centros deportivos. Muy próximo a los centros educativos más prestigiosos como el Británico, Colegio Americano, universidades como ESIC, Francisco de Vitoria, ICADE, etc  Inmueble de 2 plantas con amplias estancias y muchísima luz  2 plantas 1.000 m² construidos aprox Parcela algo más de 3.000 metros aproximadamente  5 dormitorios y 7 baños Varias salas zona biblioteca despacho, gimnasio, bodega etc Terrazas, plazas de garaje  Calefacción individual  Piscina climatizada interior y piscina exterior  Excelente ubicación. El inmueble necesita una actualización, quedando así un independiente exclusivo y diferente a todos ellos.",False,renew,False,,13500.0,False,False,False,False,[],False,False,13500000.0,€,chalet,"La Finca, Pozuelo de Alarcón","Casa independiente en paseo de los Lagos, 1",True,True,independantHouse,La Finca,,,,
