propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108337795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/5d/10/1353729025.webp,648-BPILARALQ,45,3,375000.0,flat,sale,80.0,True,3,1,plaza de Verín,Madrid,Madrid,Fuencarral,es,Pilar,40.4765506,-3.7093216,False,https://www.idealista.com/inmueble/108337795/,"ZONA MADRID VENDE: Piso Alquilado Barrio del Pilar ZONA MADRID - ReaI Estate VENDE EN EXCLUSIVA PISO de 3 habitaciones - Exterior ALQUILADO hasta 2026 + Concesión de Plaza de Garaje PAR. ••• Llama al 6•5•7•9•7•9•2•6•0 y gestiona tu visita con Ignacio ••• Edificio de 1965, emplazado en el corazón del conocido Barrio del Pilar. La finca cuenta con 2 ascensores, portero físico, su ITE favorable. Fachada en excelente estado de conservación y limpieza. El piso se encuentra en una 3ra Planta Exterior, lo que proporciona LUZ NATURAL (directa) gran parte del día; ya que no tiene edificios colindantes cerca. Al ingresar nos encontramos con un vestíbulo y pasillo de distribución que nos llevará al amplio salón con ventanas exteriores, conectado además con una de las habitaciones de gran tamaño y gran armario empotrado con espejos que también tiene ventana exterior con excelente luz. Si seguimos por el pasillo tendremos acceso a sus otras dos habitaciones también con ventanas exteriores y estupenda luz. La cocina está totalmente equipada: horno/vitro, lavaplatos, lavadora y gran capacidad de almacenamiento en alacenas, como todas las estancias también cuenta con ventana exterior. Finalmente tenemos baño, con plato de ducha, bidet y también en excelentes condiciones de conservación. El inmueble disfruta de una reforma del año 2017, que está en perfectas condiciones de conservación y mantenimiento por parte de su inquilina. La ventilación es cruzada porque la propiedad se encuentra en una esquina de la finca. Cuenta además con 2 aires acondicionados: en sala y en habitación. Se vende en conjunto con una Plaza de Garaje del PAR (Concesión del Ayuntamiento de Madrid). Actualmente también alquilada. UBICACIÓN y COMUNICACIÓN Dispone de tranquilidad suficiente y a la vez unas magníficas comunicaciones. Ofrece una amplia gama de servicios (supermercados, entidades bancarias, colegios, farmacias, mercados, gimnasios, etc), zonas de esparcimiento y una gran oferta de restaurantes y ocio. • CENTRO COMERCIAL ""LA VAGUADA"": 2 minutos a pie. • METRO PEÑAGRANDE: 8 minutos a pie. • METRO BARRIO DEL PILAR: a 10 minutos a pie. • CENTRO DE SALUD: a 15 minutos a pie. • PARQUE DE LA VAGUADA: a 1 minuto a pie (frente a la finca). • PARQUE DE AGUSTÍN RODRÍGUEZ SAHAGÚN: a 15 minutos a pie. • Cercanía a Supermercados. Mercadona, Ahorra más y DIA. • Salida a la Autopista M30 a 4 minutos en coche. Además de su proximidad a puntos emblemáticos como: CUATRO TORRES, Centro Comercial Caleido, Hospital de La Paz, entre otros. ________________________________________________________________________________________________ En ZONA MADRID ofrecemos la posibilidad de FINANCIACIÓN. Estudiamos tus necesidades financieras, las hacemos nuestras y buscamos soluciones. No pierdas esta oportunidad y cierra una visita. Te ofrecemos tranquilidad y todo tipo de garantías. Nos encontrarás en: • CENTRO DE MADRID (calle Santa Isabel 17, junto al museo Reina Sofía) • OF. SALAMANCA - Paseo Marqués de Zafra 36. • OF. CUATRO CAMINOS - Calle Palencia 3. • OF. VALLECAS - Avda de la Albufera 77 y Carlos Martín Álvarez 47. ¡NO SOMOS FRANQUICIA! EI trato TRANSPARENTE con nuestros clientes nos identifica. Te ofrecemos tranquilidad y todo tipo de garantías.",True,good,False,True,4688.0,True,True,False,False,[],False,False,375000.0,€,True,True,flat,"Pilar, Madrid",Piso en plaza de Verín,Destacado,,,,,
108831983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/1f/1d/1356430107.webp,,24,1,215000.0,duplex,sale,76.0,True,2,2,CL COLON,Madrid,Sevilla la Nueva,,es,,40.3482125,-4.0284523,False,https://www.idealista.com/inmueble/108831983/,"**Dúplex en Venta en Sevilla la Nueva - ¡Tu nuevo hogar te espera! ** Descubre este encantador dúplex de 76 m² en el corazón de Sevilla la Nueva, ideal para quienes buscan comodidad y funcionalidad. A solo dos minutos de todos los servicios, este inmueble se convierte en la opción perfecta para disfrutar de la vida urbana sin renunciar a la tranquilidad. Al entrar, serás recibido por un amplio hall que te llevará a un luminoso salón comedor, donde la luz natural inunda cada rincón, creando un ambiente acogedor. La planta baja cuenta con un aseo práctico y, en la planta superior, encontrarás dos habitaciones muy luminosas, perfectas para descansar. Además, dispone de un baño completo y armarios empotrados que optimizan el espacio. Este dúplex, construido en 1999 y en buen estado, cuenta con calefacción de gas natural y aire acondicionado con bomba de frío/calor, garantizando tu confort durante todo el año. Disfruta de momentos al aire libre en la terraza o el balcón, ambos con orientación sur y este, ideales para relajarse bajo el sol. Una ubicación inmejorable, este dúplex es una oportunidad que no querrás dejar pasar. ¡Ven a verlo y enamórate de tu futuro hogar!",False,good,False,False,2829.0,False,False,False,False,[],False,False,215000.0,€,,,flat,Sevilla la Nueva,Dúplex en Cl Colon,Destacado,duplex,,,,
108482937,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/6d/b7/1346274343.webp,NARCISO,26,3,219000.0,penthouse,sale,72.0,True,2,1,calle Narciso Martínez Cabezas,Madrid,Collado Villalba,Villalba Estación,es,,40.6311985,-4.0046589,False,https://www.idealista.com/inmueble/108482937/,"CONSULTING 2001 Se vende espectacular ático, situado junto a la Plaza de los Belgas. Con 72 m², cuenta con dos habitaciones dobles equipadas con armarios empotrados forrados en madera, cocina sin muebles, que te brinda la oportunidad de personalizarla a tu gusto. Luminoso salón con ventana y un velux en el techo lo que lo hace muy luminoso y baño completo muy espacioso.  El suelo de gres rústico, puertas de pino macizas, calefacción de gas natural y las ventanas de PVC con climalit oscilobatientes Ubicado en una tercera planta con ascensor. Orientación oeste.  Además, incluye una plaza de garaje en el precio. ¡No te pierdas esta oportunidad única!  Contáctenos para más detalles sin ningún compromiso y no dude en concertar una visita. Preguntar por Gema. CONSULTING 2001 Inmobiliaria. GESTION DE VENTAS y ALQUILERES.  Le asesoramos en todo el proceso de venta. Comprometidos con nuestro trabajo, contamos con 30 años de experiencia en la compra-venta y alquileres de inmuebles. Trabajamos con seriedad y total transparencia.  Si desea mas información nos encontrara en Calle Honorio Lozano nº7 en Collado Villalba. Le contamos nuestra manera de trabajar sin compromiso.",False,good,False,True,3042.0,False,False,False,False,[],False,False,219000.0,€,True,True,flat,"Villalba Estación, Collado Villalba",Ático en calle Narciso Martínez Cabezas,Destacado,penthouse,224000.0,5000.0,2.0,
108762614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/bb/18/1354906208.webp,,23,2,215000.0,flat,sale,54.0,True,2,1,CL FRANCISCA ARMADA,Madrid,Madrid,Latina,es,Los Cármenes,40.402025,-3.7422212,False,https://www.idealista.com/inmueble/108762614/,"**Piso en Venta en Lucero** Descubre este encantador piso de 2 dormitorios, ubicado en el barrio de Lucero de Madrid. Con una superficie de 54 m², esta vivienda ofrece una doble orientación norte-sur que garantiza luminosidad durante todo el día. El salón independiente, amplio y acogedor, ideal para adaptarse a tus necesidades. El baño tiene ventana, lo que añade un toque especial a la distribución. Disfruta de momentos al aire libre en la terraza, perfecta para relajarte después de un largo día. Además, el piso ha sido actualizado con electricidad y fontanería en óptimas condiciones, incluyendo la caldera y el calentador, asegurando un hogar eficiente y cómodo. Ubicado a solo 6 minutos a pie del metro de Lucero y la estación de Cercanías de Laguna, este piso ofrece excelente conexión con el resto de la ciudad. En los alrededores, encontrarás una variedad de servicios como tiendas, supermercados, colegios y centros de salud. También disfrutarás de la tranquilidad del Parque de la Cuña Verde y la cercanía a Madrid Río. No pierdas la oportunidad de vivir en este luminoso y acogedor hogar que combina comodidad y ubicación. ¡Agenda tu visita hoy mismo!",True,good,False,False,3981.0,False,False,False,False,[],False,False,215000.0,€,,,flat,"Los Cármenes, Madrid",Piso en Cl Francisca Armada,Destacado,,222000.0,7000.0,3.0,
108237722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/58/98/1338080278.webp,Z2220 - Cl Comunidad de Baleares,11,,194600.0,chalet,sale,363.0,,4,3,calle Comunidad de Baleares,Madrid,Valdemoro,Centro,es,,40.1927113,-3.6845823,False,https://www.idealista.com/inmueble/108237722/,"IDEAL PARA INVERSORES: VENTA DE NUDA PROPIEDAD. NUDA PROPIEDAD. Grupo Retiro gestiona la venta de la nuda propiedad de una vivienda valorada en 460.000 euros a cambio de un Pago Único de Capital de 194.600 €. Los usufructuarios, hombre de 72 años y mujer de 67 años, continuarán utilizando el inmueble hasta su fallecimiento. DESCRIPCIÓN DEL INMUEBLE: VIVIENDA UNIFAMILIAR PAREADA que consta de tres plantas. Sótano: garaje, despensa, taller y aseo. Planta baja: hall de entrada, salón-comedor, cocina, trastero y aseo. Planta primera: cuatro habitaciones y dos baños completos (uno de ellos en suite). Planta superior abuhardillada diáfana. Dispone de un patio de unos 25 m2. VIVIENDA: • Estado de conservación: buen estado. Se están realizando mejoras en la actualidad. • Calefacción: individual (gas natural). • Agua caliente: individual (gas natural). • Aire Acondicionado: No. Ventiladores de techo en el salón y en una habitación. • VPO: NO. Vivienda libre. EDIFICIO: • Tiene 3 plantas y sotano. • Condiciones de accesibilidad: Ascensor: NO. Acceso al hall: 6 escalones. • La primera ITE le corresponde realizarla en el año 2026. TIPO DE RENTA: COMPRAVENTA DE NUDA PROPIEDAD A CAMBIO DE PAGO ÚNICO DE CAPITAL Usted como comprador adquiere la Nuda Propiedad del inmueble a cambio del pago único de una cantidad. Los vendedores se reservan el usufructo vitalicio de la vivienda. Por tanto, al fallecimiento de los usufructuarios, Usted como comprador, pasará a tener la plena disponibilidad de la vivienda, al consolidarse el Uso y Disfrute de la misma con la Nuda Propiedad. Los Honorarios Profesionales de Mediación de GRUPO RETIRO y los impuestos asociados a esta operación no están incluidos. Puede ver otras oportunidades pinchando en nuestro LOGO.",False,good,False,,536.0,True,False,False,False,[],False,False,194600.0,€,,,chalet,"Centro, Valdemoro",Chalet pareado en calle Comunidad de Baleares,Destacado,semidetachedHouse,,,,
108414722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/e0/b0/1355318773.webp,5523,25,3,600000.0,flat,sale,76.0,False,1,1,calle de San Andrés,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4281137,-3.7043713,False,https://www.idealista.com/inmueble/108414722/,"Piso a actualizar en Malasaña, en el Centro de Madrid. Muy próximo a la calle de Sagasta.   Se ubica en la tercera planta interior de un edificio de principios del siglo XX. Cuenta con ascensor y servicio de portería de lunes a viernes.   Tiene una superficie de 76 m2, distribuidos en una diáfana zona social con salón-comedor y cocina integrada, completamente equipada. La zona de noche consta de un dormitorio y un baño completo.   La vivienda se entrega amueblada, lista para entrar a vivir o para actualizar.  .",False,good,False,True,7895.0,False,False,False,False,[],False,False,600000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Andrés,Destacado,,620000.0,20000.0,3.0,
108488523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/76/8b/1346404890.webp,31802,68,5,850000.0,duplex,sale,260.0,True,4,3,calle Mar del Norte,Madrid,Coslada,El Puerto,es,,40.4203323,-3.5720874,False,https://www.idealista.com/inmueble/108488523/,"31Real Servicios Inmobiliarios vende esta espectacular vivienda tipo ático dúplex de 260 m² construidos, ubicada en una urbanización privada con piscina y conserje físico en la zona nueva de Coslada. Una propiedad única por dimensiones, comodidades y calidad de vida. � Planta baja (142 m²): Tres dormitorios amplios y luminosos Dos baños completos, uno de ellos en suite Gran vestidor independiente Cocina equipada con acceso a tendedero Salón comedor con excelente entrada de luz natural Distribución práctica y estancias completamente independientes Aire por conductos en toda la vivienda � Planta superior (118 m²): Impresionante terraza de esquina, equipada con césped artificial, barbacoa, zona de tumbonas, barbacoa y jacuzzi integrado, ideal para relajarse en cualquier época del año Parte cerrada de la terraza transformada en una estancia diáfana multifuncional, que incluye: Zona de dormitorio Espacio de estar Cocina integrada Baño completo con plato de ducha Este nivel adicional ofrece múltiples posibilidades de uso: zona de invitados, apartamento independiente, despacho o espacio de ocio privado. � Urbanización cerrada con servicios exclusivos: Piscina comunitaria Conserje físico Entorno privado, seguro y familiar � Incluido en el precio: Plaza de garaje con capacidad para 2 vehículos Enorme trastero con armarios empotrados � Ubicación privilegiada – Calle Mar del Norte, Coslada (Madrid) Situada en una de las zonas más modernas y demandadas de Coslada, rodeada de servicios y con excelentes comunicaciones: Cercanías Renfe (línea C2 y C7 – Estación Coslada Central) Metro línea 7 (Barrio del Puerto a pocos minutos) Autobuses urbanos e interurbanos Fácil acceso a M-40, M-45, M-50 y A-2 Cercanía a supermercados, centros educativos, parques, instalaciones deportivas y todo tipo de comercios � Una oportunidad única para quienes buscan una vivienda amplia, luminosa, con gran terraza privada y múltiples opciones de uso. � Para más información o concertar una visita, contactá con 31Real Servicios Inmobiliarios. ¡Este ático dúplex tiene todo lo que buscás!",False,good,False,True,3269.0,True,False,True,False,[],False,False,850000.0,€,True,True,flat,"El Puerto, Coslada",Dúplex en calle Mar del Norte,Destacado,duplex,,,,
108529708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/a5/c1/1347617177.webp,TC10406,22,bj,334000.0,flat,sale,69.0,True,2,1,avenida de Madrid,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,,40.6142021,-3.722658,False,https://www.idealista.com/inmueble/108529708/,"PISO BAJO CON GRAN PATIO ALQUILADO IDEAL INVERSORES O CLIENTES SIN NECESITAD INMEDIATA DE HABITAR  Viviendas con contrato de alquiler en vigor, en Tres Cantos, Madrid. Tiene poco mas de 10 años de antigüedad, con zonas comunes con piscina, padel, parque infantil otras zonas de recreo.. . tiene un salón con cocina americana, dos dormitorios amplios, baño y un gran patio descubierto en esquina. Una plaza de garaje y trastero. Detalles de la inversión:  RENTA: Entre 1.100€/Mes  FIN DE CONTRATO: 2031  GASTOS COMUNIDAD: Alrededor 72€/Mes  GASTOS IBI: Sobre 260€/Año  Clientes al corriente de pagos, sin problemas en el actual alquiler, y habiendo pasado un filtro fuerte de solvencia. Desde ATANCE nos encargamos de que puedas elegir la inversión mas ventajosa para tí, ya que contamos con varias opciones dentro de la misma urbanización, y rápidamente se podrá hacer realidad tu interés en comprar o invertir.  No dudes en contactar con nosotros y te ampliamos la información.",False,good,False,True,4841.0,True,False,False,False,[],False,False,334000.0,€,,,flat,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Madrid,Destacado,,,,,
107469884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/d8/f3/1313694818.webp,RP1362025135239,43,,1350000.0,chalet,sale,6783.0,,5,2,camino Viejo del Casar,Madrid,Fuente el Saz de Jarama,,es,,40.637015,-3.5119607,False,https://www.idealista.com/inmueble/107469884/,"Te presentamos esta oportunidad exclusiva para disfrutar de la tranquilidad, el confort y la naturaleza en un entorno inigualable. Con una extensión de 6.783 m², esta finca ubicada en Fuente el Saz de Jarama, Madrid, España, es el lugar perfecto para quienes buscan espacio, bienestar y sobre todo privacidad. Vive rodeado de jardines exuberantes, cultiva tus propios alimentos en la huerta privada y disfruta de la auténtica cocina tradicional con el horno de leña. Las noches junto a la chimenea serán el escenario perfecto para crear recuerdos inolvidables con familia y amigos. Relájate en tu piscina cubierta y climatizada, ideal para disfrutar de un baño en cualquier época del año. Además, contarás con un pozo de agua potable, garantizando autonomía y comodidad en tu día a día. La vivienda principal, con 473 m² distribuidos en una sola planta, ofrece un diseño espacioso y acogedor. Sus 5 habitaciones, 2 baños y un encantador ático con vistas panorámicas a Madrid te brindarán el máximo confort. Además, la propiedad dispone de un garaje con capacidad para varios vehículos y un sótano con una habitación de invitados, ideal para recibir a tus seres queridos con total comodidad. Ubicada en una zona privilegiada con vigilancia, esta finca combina la paz del entorno natural con la cercanía a servicios esenciales como transporte público y gasolineras. Con acceso rápido a Madrid, Guadalajara y otros puntos clave, tendrás la conexión perfecta entre el campo y la ciudad. No dejes pasar esta oportunidad única. Ven a descubrir tu nuevo hogar y enamórate de cada rincón de esta espectacular finca.",False,good,False,,199.0,True,False,False,False,[],False,False,1350000.0,€,True,True,chalet,Fuente el Saz de Jarama,Casa independiente en camino Viejo del Casar,Destacado,independantHouse,,,,
101359740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/f7/cf/1119609486.webp,02458,28,1,1449000.0,flat,sale,186.0,True,3,3,paseo de la Castellana,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4571286,-3.6900017,False,https://www.idealista.com/inmueble/101359740/,"Infocasa Consulting pone a la venta: Extraordinaria vivienda exterior en una de las zonas más demandadas de Madrid ( Cuzco) Inmueble totalmente reformado en el Paseo de la Castellana, en la primera planta con orientación este. Consta de 3 habitaciones de gran tamaño con 3 baños, 2 de ellos en suite, cuenta con cuarto de lavandería y despensa. Se entrega totalmente amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED. A unos diez minutos caminando desde el piso accederá a la reformada zona de la Avenida del General Perón que ha incrementado el uso peatonal, los parques infantiles y las zonas verdes. La cercanía al Estadio Santiago Bernabéu, la Torre Picasso, y la zona de Azca que comenzará con el proyecto Renazca que remodela/optimiza/mejora toda la zona con una inversión de más de 40 millones de euros, incrementará el precio del m2 del piso. Igualmente el proyecto Madrid Nuevo Norte, que es un referente a nivel nacional y europeo, afectará de forma directa al valor de la zona. No dude en llamarnos para concertar visita, estaremos encantados de atenderles. Les esperamos. -.",False,good,False,True,7790.0,True,False,False,False,[],False,False,1449000.0,€,,,flat,"Cuzco-Castillejos, Madrid",Piso en paseo de la Castellana,Destacado,,,,,
