propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
108778735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/9f/4b/1354864952.webp,3168,26,6,2919000.0,flat,sale,235.0,True,3,3,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4328271,-3.6796561,False,https://www.idealista.com/inmueble/108778735/,"Magnífica vivienda en el corazón de Salamanca - Castellana. Zona Noble del Barrio de Salamanca. 6ª Planta. Exterior. Terraza. Muy luminosa. Amplia zona de recibo. Reformada a estrenar con materiales de primeras marcas. Completamente Amueblada. Trastero. Portero Físico. Buena Finca y Portal Señorial. Plaza de garaje en finca de acceso directo incluida en el precio. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-3168. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,True,12421.0,True,False,False,False,[],False,False,2919000.0,€,True,True,flat,"Castellana, Madrid",Piso en calle de Castelló,Destacado,,,,,
108901851,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/cd/cc/1358404624.webp,,8,2,190000.0,flat,sale,71.0,True,3,1,Centro,Madrid,Móstoles,Centro,es,,40.3273638,-3.8621403,False,https://www.idealista.com/inmueble/108901851/,"**Piso en Venta en Móstoles - ¡Tu oportunidad de personalizar tu hogar! ** Descubre este amplio piso de 71 m², ideal para quienes buscan un espacio luminoso y acogedor. Con tres dormitorios bien iluminados, este hogar ofrece la posibilidad de adaptarlo a tu estilo y necesidades. La terraza abierta es perfecta para disfrutar del aire libre y relajarte después de un largo día.  Ubicado en una vibrante zona comercial, tendrás a tu alcance una gran variedad de tiendas, restaurantes y cafeterías que harán de tu día a día una experiencia única. Además, la proximidad al transporte público de Móstoles Central garantiza una excelente conexión con el resto de la ciudad, facilitando tus desplazamientos.  Este piso de segunda mano está listo para que lo transformes en el hogar de tus sueños. Aunque necesita algunas reformas, es una oportunidad perfecta para personalizar cada rincón a tu gusto. Con ascensor, disfrutarás de comodidad y accesibilidad. ¡No dejes pasar esta oportunidad y ven a visitarlo! Necesitas financiación? Consúltanos y conseguimos para tí la mejor hipoteca del mercado, ya que contamos con departamento financiero propio.",False,renew,False,True,2676.0,False,False,False,False,[],False,False,190000.0,€,,,flat,"Centro, Móstoles",Piso,Destacado,,,,,
108774576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/a2/e3/1354736087.webp,SU-5487,34,bj,239999.0,flat,sale,106.0,True,3,2,calle Rigoberta Menchú,Madrid,Parla,Calle Pinto-San Roque,es,,40.2374713,-3.7627228,False,https://www.idealista.com/inmueble/108774576/,"¡EMPIRE REAL ESTATE PROPERTIES PRESENTA MAGNIFICA VIVIENDA EN VENTA EN URBANIZACIÓN PRIVADA RIGOBERTA MENCHU, PARLA! Ofrece un estilo de vida cómodo y seguro, con exclusivas zonas comunes que incluyen piscina comunitaria, extensas áreas ajardinadas y plaza de garaje incluida en el precio. Situada en un bajo alto, la vivienda destaca por su excelente distribución y luminosidad. Al acceder, nos recibe un amplio hall-recibidor, que nos conduce a un salón independiente, soleado y muy acogedor, equipado con aire acondicionado, ideal para disfrutar de momentos de relax en un entorno confortable. Desde el hall también se accede a una cocina independiente, amplia y luminosa, con espacio suficiente para una mesa de comedor y ventilación natural, perfecta para los amantes de la funcionalidad sin renunciar al diseño. La zona de descanso se distribuye a través de un pasillo largo y bien aprovechado, que da acceso a tres dormitorios de generosas dimensiones, todos ellos versátiles y con armarios empotrados. El dormitorio principal cuenta con baño en suite, plato de ducha y aire acondicionado, proporcionando privacidad y confort. El baño familiar, también equipado con plato de ducha, completa esta fantástica vivienda. Además, la caldera fue renovada hace solo 4 años, lo que garantiza eficiencia y tranquilidad a largo plazo. Características destacadas: Urbanización privada con piscina y jardines Plaza de garaje incluida Bajo alto, muy luminoso 3 dormitorios amplios con armarios empotrados Dormitorio principal en suite con aire acondicionado Cocina espaciosa con zona de comedor 2 baños (ambos con plato de ducha) Aire acondicionado en salón y dormitorio principal Caldera nueva (instalada hace 4 años) Una propiedad ideal para familias o como inversión, ubicada en una zona consolidada y bien comunicada, con todos los servicios a pocos pasos. ¡No pierda la oportunidad de visitarla! FINANCIACION A TU MEDIDA, FINANCIAMOS HASTA EL 100% DEL VALOR. ¡VEN A VISITAR TU VIVIENDA!",False,good,False,True,2264.0,True,True,False,False,[],False,False,239999.0,€,True,True,flat,"Calle Pinto-San Roque, Parla",Piso en calle Rigoberta Menchú,Destacado,,,,,
108547664,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/f3/e1/1349091312.webp,,23,6,750000.0,penthouse,sale,75.0,False,3,1,"Barrio de Goya, Salamanca, Madrid",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4237865,-3.6711561,False,https://www.idealista.com/inmueble/108547664/,"Presentamos en exclusiva esta magnífica vivienda de 3 DORMITORIOS, situada en la SEXTA PLANTA de una FINCA CLÁSICA con bonita fachada y PORTERO FÍSICO, en una de las calles más emblemáticas del barrio de GOYA. El piso, que está para entrar a vivir, ofrece en todas sus estancias una gran LUMINOSIDAD por la amplitud de los patios y por estar situado en la ÚLTIMA PLANTA, lo que proporciona un ambiente tranquilo, privado y acogedor, en el corazón del BARRIO de SALAMANCA. La propiedad brinda al comprador la oportunidad de personalizar los espacios a medida según sus necesidades y preferencias. SE OFRECE, SIN COSTE ADICIONAL, EL PROYECTO DE DISEÑO INTEGRAL realizado por el estudio de arquitectura e interiorismo SH Homes, que crea una distribución perfecta, con 3 dormitorios y dos baños, para garantizar el máximo CONFORT Y MODERNIDAD. Algunas de las imágenes incluidas en este anuncio son infografías creadas a partir de este diseño de interiorismo. La vivienda, de techos altos, combina LUZ, AMPLITUD y UNA UBICACIÓN PRIVILEGIADA, al estar rodeada de una amplia oferta comercial, gastronómica y cultural y de una excelente conexión con el transporte público.  El BARRIO DE SALAMANCA es una de las zonas más cotizadas y lujosas de Madrid, una opción formidable para vivir e invertir. El inmueble está ubicado a unas manzanas del Parque del Retiro y de monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá o de la exclusiva “Milla de Oro”, donde se concentran las firmas más prestigiosas a nivel mundial.",False,good,False,True,10000.0,True,False,False,False,[],False,False,750000.0,€,,,flat,"Goya, Madrid","Ático en Barrio de Goya, Salamanca, Madrid",Destacado,790000.0,40000.0,5.0,penthouse,
108203043,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/92/d1/1336998157.webp,KP2-1042,28,,1260000.0,chalet,sale,470.0,,5,5,calle Carmen Burgos,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.4973113,-3.8801154,False,https://www.idealista.com/inmueble/108203043/,"¡Descubre este espectacular chalet pareado de diseño exclusivo! Ubicado en una tranquila urbanización con zonas comunes, áreas verdes y todos los servicios, esta magnífica vivienda ofrece 470 m² construidos distribuidos en cuatro plantas sobre una parcela de 500 m² con piscina privada. En la planta principal te recibe un elegante hall con techos altos y grandes ventanales, que da paso a un amplio salón con chimenea y salida al jardín con porche y pérgola. La cocina, de estilo moderno y totalmente equipada, conecta con el jardín y cuenta con zona office. También encontrarás un aseo de cortesía y una primera habitación perfecta para sala de televisión o despacho. En la primera planta se ubican cuatro dormitorios y tres baños, incluyendo una impresionante suite principal con vestidor, terraza privada y baño en suite con bañera y ducha. Otro dormitorio también dispone de baño propio, y los dos restantes comparten un baño completo. La buhardilla ofrece una estancia luminosa con grandes ventanales, terraza con vistas despejadas, despacho y una habitación adicional. En el sótano hay una habitación de servicio con baño completo, sala multiusos con acceso a patio inglés y garaje con capacidad para tres coches. Destaca por su luz natural, amplios espacios y un precioso jardín colindante con una zona de paseo. ¡Una casa única, lista para disfrutar del confort, el diseño y la tranquilidad!",True,good,False,,2681.0,True,False,False,False,[],False,False,1260000.0,€,True,True,chalet,"Montecillo, Las Rozas de Madrid",Chalet pareado en calle Carmen Burgos,Destacado,,,,semidetachedHouse,
108687142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/ec/68/1352149121.webp,,18,1,199900.0,flat,sale,76.0,True,2,1,calle Enrique Granados,Madrid,Ciempozuelos,Los Cestos - Belén - Las Eras,es,,40.1551494,-3.6320606,False,https://www.idealista.com/inmueble/108687142/,"Agencia inmobiliaria de CIEMPOZUELOS – SAN MARTIN DE LA VEGA zona CIEMPOZUELOS Oficina HOGARES CIEMPOZUELOS – SAN MARTIN DE LA VEGA: EN VENTA: ESPECTACULAR PISO EN LA MEJOR ZONA DE CIEMPOZUELOS, cercano a zonas verdes, colegios, parada de autobús, etc… Si estás buscando un piso en una ubicación tranquila pero bien comunicada, este es el lugar perfecto para ti. Esta propiedad te ofrece una excelente orientación, lo que garantiza una gran luminosidad durante todo el día. Con una distribución funcional, este hogar es ideal para aquellos que buscan comodidad y calidad de vida. Distribución Funcional y Acogedora Este piso de 2 habitaciones ofrece un espacio bien aprovechado, con estancias amplias y agradables. El salón-comedor se presenta como un lugar ideal para el descanso, mientras que las dos habitaciones ofrecen un ambiente tranquilo y cómodo para toda la familia. La cocina es independiente, bien equipada y de fácil acceso desde el salón, permitiéndote disfrutar de la comodidad y practicidad de un hogar funcional. El baño completo está perfectamente distribuido y equipado con todo lo necesario para ofrecerte la mayor comodidad. Este piso también cuenta con un garaje, un trastero y una piscina comunitaria, proporcionando un espacio adicional para tus necesidades de almacenamiento y asegurando que siempre tengas lugar para tus vehículos y lugar de ocio. La orientación del inmueble te permitirá disfrutar de una vivienda luminosa, cálida en invierno y fresca en verano, lo que hace que sea una opción muy atractiva para vivir durante todo el año. Vivir en está zona te ofrece la ventaja de estar cerca de todos los servicios esenciales, como colegios, tiendas, parques y transportes públicos, lo que te permitirá disfrutar de una vida cómoda y conectada con el resto de Ciempozuelos. ¡Posibilidad de Financiación al 100%: Una Oportunidad A Tu Alcance! Si estás buscando un hogar para ti y tu familia, esta es tu oportunidad. Además, ofrecemos la posibilidad de financiación al 100%, lo que hace de esta propiedad una opción aún más atractiva para quienes desean dar el siguiente paso en la compra de su vivienda sin preocuparse por la financiación. No dejes pasar esta oportunidad única. Contacta con nosotros para más información y para programar una visita. Estaremos encantados de mostrarte esta maravillosa propiedad y ayudarte a conocer todos los detalles sobre las condiciones de financiación. ¡Tu nuevo hogar te espera! Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,True,2630.0,False,True,False,False,[],False,False,199900.0,€,True,True,flat,"Los Cestos - Belén - Las Eras, Ciempozuelos",Piso en calle Enrique Granados,Destacado,,,,,
107815427,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/30/93/1345051589.webp,MJ1133DTB,60,,529500.0,chalet,sale,207.0,,4,3,calle Fuente de la Salinera s/n,Madrid,Collado Mediano,,es,,40.7065224,-4.0042189,True,https://www.idealista.com/inmueble/107815427/,"¡Descubre el hogar de tus sueños en plena naturaleza, listo para entrar a vivir! Te presentamos esta espectacular propiedad ubicada en una exclusiva parcela privada de 570 m², donde cada rincón ha sido diseñado con mimo, materiales de alta gama y un elegante estilo contemporáneo. Es mucho más que una casa: es un refugio de paz, luz y comodidad con impresionantes vistas a la montaña. Tu oasis entre Becerril de la Sierra y Navacerrada Vive rodeado de naturaleza en una de las zonas más codiciadas de la sierra de Madrid, a solo minutos de todos los servicios. Ideal para familias que buscan calidad de vida, tranquilidad y conexión con el entorno, sin renunciar a la comodidad del día a día. Distribución: Al acceder a la vivienda, te recibe un acogedor hall que te invita a explorar.  En la planta principal, encontrarás una amplia cocina equipada, iluminada por grandes ventanales que crean un ambiente cálido y acogedor, ideal para compartir momentos inolvidables en familia. También hay un dormitorio doble con armarios empotrados y un baño independiente. El espacioso salón-comedor, dividido en dos áreas, ofrece acceso directo al porche y al jardín interior, un espacio lleno de posibilidades para personalizar a tu antojo. Además, debajo del porche, hay un práctico trastero que maximiza el uso del espacio. En la primera planta, descubrirás tres dormitorios dobles, todos con armarios empotrados y ventanales que llenan de luz cada rincón.  El dormitorio principal es un verdadero oasis, con baño en suite y un amplio vestidor.  ¡Y lo mejor de todo es que todas las estancias son exteriores, brindando una luminosidad excepcional con sus ventanas de techo a suelo. En la planta baja, el garaje con mando automático y cargador para coche eléctrico ofrece un espacio diáfano que puedes transformar en dos estancias adicionales, adaptándolo a tus necesidades y estilo de vida. Aspectos destacados: - Calefacción por aerotermia con suelo radiante, garantizando confort térmico y eficiencia energética. - Ventanas de PVC oscilobatientes con rotura de puente térmico para un excelente aislamiento acústico y eficiencia energética. - Baños completamente renovados con cerámicas de primera categoría. - Cocina equipada con materiales de alta gama. Imagina despertar cada día con vistas a la montaña, respirar aire puro y disfrutar de un entorno natural sin renunciar al confort más moderno. Esta casa es una oportunidad única para comenzar una nueva etapa con calidad, estilo y bienestar. ¡NO DEJES ESCAPAR LA OPORTUNIDAD!",False,good,False,,2558.0,False,False,False,False,[],False,False,529500.0,€,True,True,chalet,Collado Mediano,Chalet pareado en calle Fuente de la Salinera s/n,Destacado,550000.0,20500.0,4.0,semidetachedHouse,
108667453,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/3c/cd/1351777521.webp,,24,sm,259000.0,flat,sale,74.0,True,3,1,CL SANTA AUREA,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4055152,-3.7341794,False,https://www.idealista.com/inmueble/108667453/,"Te presentamos esta encantadora vivienda situada en la calle Santa Áurea, en pleno corazón del tradicional y cada vez más demandado barrio de Puerta del Ángel.  Características principales:  3 amplios dormitorios, ideales para familias, parejas o quienes necesiten espacio para teletrabajar.  Salón luminoso y acogedor, perfecto para relajarte o compartir momentos especiales.  Cocina independiente, funcional y bien distribuida.  Baño completo.  Terraza privada, donde disfrutar del aire libre sin salir de casa.  Ubicación inmejorable:  A solo 7 minutos andando del metro Alto de Extremadura (Línea 6).  A 3 minutos del Mercado Municipal, ideal para tus compras del día a día. Zona tranquila y bien comunicada, rodeada de comercios, colegios, zonas verdes y todos los servicios necesarios. Esta vivienda es una excelente oportunidad tanto para vivir como para invertir en una de las zonas con más proyección de Madrid.  ¡No dejes pasar esta oportunidad! Contacta con nosotros para concertar una visita.",False,good,False,False,3500.0,True,False,False,False,[],False,False,259000.0,€,,,flat,"Puerta del Ángel, Madrid",Piso en Cl Santa Aurea,Destacado,,,,,
108792541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/5e/66/1355264123.webp,,25,3,340000.0,flat,sale,77.0,True,3,1,calle de Aguilar de Campóo,Madrid,Madrid,Moncloa,es,Valdezarza,40.4633119,-3.720517,False,https://www.idealista.com/inmueble/108792541/,"ESTUDIO ANTONIO MACHADO S. L. VENDE PISO EN VALDEZARZA, EN CALLE AGUILAR DE CAMPÓO. Consta de 3 dormitorios, 1 cuarto de baño con ventana, salón, cocina, terraza y tendedero. Con todos los servicios; colegios, supermercados, bancos, farmacias, centro de salud y rodeado de zonas verdes a muy pocos metros. Muy bien ubicado, se accede a A6 y M30 en 1 minuto. Autobuses: 42, 126, 127, 132, 137, N20 y N2 que comunican la zona con toda la capital. Línea 7 de metro (PEÑAGRANDE, Antonio Machado y Valdezarza) ¡OPORTUNIDAD! Con KÌRON y sus agentes de intermediación financiera podrás encontrar la hipoteca que mejor se adapte a tus necesidades de financiación, para que puedas beneficiarte de los convenios que tiene el grupo Tecnocasa con diferentes entidades bancarias. Con la posibilidad de financiación hasta 100%, asesórate gratis y sin compromiso. Reserva tu visita.",False,renew,False,True,4416.0,True,False,False,False,[],False,False,340000.0,€,,,flat,"Valdezarza, Madrid",Piso en calle de Aguilar de Campóo,Destacado,,,,,
108734521,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/ec/1a/1353579916.webp,LCM37398,52,7,515000.0,flat,sale,78.0,False,3,2,calle de San Alejandro,Madrid,Madrid,Arganzuela,es,Imperial,40.4037192,-3.7225645,False,https://www.idealista.com/inmueble/108734521/,"¡Descubre tu nuevo hogar en el corazón del barrio Imperial! Este espectacular piso de 78 m² ha sido reformado íntegramente con materiales de alta calidad, ofreciendo un ambiente moderno y acogedor. Al entrar, te recibe un amplio y luminoso salón-comedor, ideal para disfrutar de momentos en familia o con amigos. La cocina independiente, completamente equipada con electrodomésticos de última generación, es perfecta para los amantes de la gastronomía. El inmueble cuenta con tres cómodos dormitorios, bien distribuidos y perfectos para el descanso. Además, dispone de baño y aseo reformados con acabados elegantes, que aportan un toque de distinción. Los suelos de tarima y las ventanas climalit garantizan un excelente aislamiento térmico y acústico, creando un espacio confortable durante todo el año. Ubicado en una zona tranquila y familiar, tendrás a tu alcance Madrid Río, ideal para paseos al aire libre y actividades deportivas. La cercanía a supermercados, farmacias y comercios de barrio hace que la vida diaria sea muy práctica. También disfrutarás de una variada oferta gastronómica con cafeterías, bares y restaurantes en los alrededores. La ubicación es inmejorable, con fácil acceso a colegios y centros educativos, así como zonas deportivas y parques infantiles. A pocos minutos, podrás visitar lugares emblemáticos como la Real Basílica de San Francisco el Grande y el Palacio Real. Además, estarás bien comunicado gracias a las estaciones de metro y cercanías cercanas, así como líneas de autobús que te llevarán rápidamente al centro de la ciudad. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,6603.0,True,False,False,False,[],False,False,515000.0,€,,,flat,"Imperial, Madrid",Piso en calle de San Alejandro,Destacado,,,,,
