propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108408916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/ca/49/1344054684.webp,RP2562025138626,28,bj,499900.0,flat,sale,192.0,True,3,2,Teneria i - Teneria Ii,Madrid,Pinto,Teneria i - Teneria Ii,es,40.2587478,-3.6975781,False,https://www.idealista.com/inmueble/108408916/,"Imagina despertar cada mañana en una habitación principal amplia, luminosa, con grandes armarios empotrados totalmente vestidos y un baño en suite privado con plato de ducha. Un espacio pensado para tu descanso y tu comodidad diaria. Las otras dos habitaciones también cuentan con armarios empotrados lacados en blanco, ofreciendo versatilidad para dormitorios, zona de teletrabajo o cuarto de juegos. La vivienda cuenta con un acogedor salón comedor con acceso directo a un espectacular patio de uso privativo de 79 m², donde podrás disfrutar de desayunos al sol, cenas en familia o momentos de tranquilidad al aire libre. Además, dispone de un segundo baño completo con bañera. Con 192 m² construidos y 96 m² útiles, esta vivienda ofrece una distribución práctica, cómoda y generosa. La climatización está pensada para tu confort durante todo el año: calefacción por suelo radiante (hilo radiante) y aire acondicionado por conductos en zona de día. El piso está en perfecto estado para entrar a vivir, en un edificio moderno del año 2018, y se entrega con dos plazas de garaje y trastero incluidos en el precio. Ubicado en una de las urbanizaciones más exclusivas y completas de Pinto, disfrutarás de piscina comunitaria, gimnasio, pista de pádel, salón social, zona infantil, zonas verdes y circuito de seguridad 24 h. Además, la zona cuenta con excelentes comunicaciones: rápida salida hacia Madrid por la A-4 y R-4, y todo tipo de servicios a tu alrededor: supermercados, colegios, centros de salud y zonas de ocio. Desde RedPiso, te acompañamos durante todo el proceso de compra y ponemos a tu disposición nuestro departamento financiero propio, que te ayuda a conseguir las mejores condiciones hipotecarias del mercado, sin compromiso. Este piso no es solo una vivienda. Es tu nuevo hogar.",False,good,False,True,2604.0,False,False,False,False,[],False,False,499900.0,€,True,True,flat,"Teneria i - Teneria Ii, Pinto",Piso,Destacado,,,,,,
107818816,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/5f/a6/1324737038.webp,RP862025136386,59,,1450000.0,chalet,sale,330.0,,5,5,Barrio Zona Estación,Madrid,Pozuelo de Alarcón,Zona Estación,es,40.4453913,-3.8023896,False,https://www.idealista.com/inmueble/107818816/,"Este chalet pareado en la zona de la estación de Pozuelo de Alarcón, suena como un lugar maravilloso para vivir. Distribuida en 4 plantas en una parcela de 400 m² En la planta principal, el salón, grande con chimenea, un lugar acogedor para relajarse, con salida a la terraza y acceso al jardín con piscina, es perfecto para disfrutar al aire libre, especialmente en los días soleados. La cocina con zona office es ideal para comidas familiares, y aseo de cortesía, un detalle muy práctico. Contar con una habitación en planta con baño incorporado es un gran acierto. En la primera planta, las 3 habitaciones con armarios empotrados, una de ellas con terraza, y los 2 baños exteriores con bañera, perfectos para una familia, brindando privacidad y comodidad.  La buhardilla, como espacio diáfano ofrece muchas posibilidades, ya sea para un estudio, sala de juegos o un área de descanso. Y el sótano, con entrada independiente, salón y cocina americana, es una gran ventaja, ya que puede funcionar como una vivienda independiente, y 3 habitaciones y un baño exterior completo con plato de ducha, también dispone de cuarto de lavandería y trastero. Esta planta, ideal para invitados o incluso para alquilar. En definitiva, un hogar muy completo y acogedor, ofrece mucho espacio y comodidad. Pozuelo de Alarcón es conocida como la población con la mejor calidad de vida en la Comunidad de Madrid, y por buenas razones. Su proximidad a la ciudad, excelentes conexiones de transporte (tren, metro, autobuses y vías principales), una amplia oferta educativa de calidad, atención médica de primera clase, zonas verdes, acceso a la naturaleza y una variedad de opciones comerciales y de ocio, la convierten en un lugar perfecto para vivir.",False,good,False,,4394.0,False,False,False,False,[],False,False,1450000.0,€,True,True,chalet,"Zona Estación, Pozuelo de Alarcón",Chalet pareado,Destacado,Zona Estación,semidetachedHouse,,,,
108148638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/65/3a/1335305060.webp,RP1512025137000,30,1,479000.0,duplex,sale,131.0,True,4,3,Barrio Prado de Santo Domingo,Madrid,Alcorcón,Prado de Santo Domingo,es,40.3398679,-3.8328904,False,https://www.idealista.com/inmueble/108148638/,"¡Bienvenido al hogar de tus sueños! Redpiso las Retamas vende en exclusiva dúplex con posibilidad de abrir la planta bajo cubierta, donde dispondrá de otros 40 m2 adicionales.  Planta baja: Nada más entrar, te recibe un hall distribuidor, el cual conduce a un salón amplio donde imaginar tus tardes de peli y manta junto a tu familia o amigos, con salida a terraza exterior. A continuación una cocina luminosa lista para tus recetas estrella, tendedero cubierto y un dormitorio ideal para invitados, despacho o.. . ¡ese gimnasio que siempre has querido montar en casa! Además, cuenta con un baño completo en suite. Primera planta: Aquí empieza la magia de verdad: tres amplios dormitorios llenos de luz y posibilidades y dos baños para que las mañanas no se conviertan en una carrera por la ducha. ¡Cada miembro de la familia tendrá su espacio! Segunda planta – La joya de la corona: Posibilidad de abrir una planta bajo cubierta dando un espacio extra de 40 m2, ideal para poder crear una estupenda buhardilla… ¿Zona chill out? ¿Estudio creativo? ¿Tu rincón de lectura con vistas al cielo? Lo que tú quieras, ¡porque este espacio es solo tuyo! . Y por si fuera poco… Urbanización privada, zonas verdes, piscina comunitaria para refrescarte cada verano, conserje, porque la seguridad también es calidad de vida y plaza de garaje (opcional). ¿Y la zona? Simplemente inmejorable. Este hogar se encuentra en Las Retamas / Prado de Santo Domingo, una de las zonas más demandadas de Alcorcón, por su calidad de vida y su excelente conexión con Madrid. Disfruta de: Centros comerciales, supermercados, tiendas de barrio y restaurantes. Excelente comunicación con líneas de autobús, cercanías y metro, acceso directo a M-50, A-5 y otras vías principales. Parques y zonas ajardinadas ideales para pasear o hacer deporte. Colegios, institutos y centros deportivos a un paso. En resumen: Este duplex no es solo una casa. Es un hogar, una experiencia, un nuevo capítulo esperando a ser vivido… ¡y en una ubicación de 10! ¡Contáctanos hoy mismo para programar tu visita! Además, los compradores podrán beneficiarse del servicio de nuestro departamento financiero DCREDIT. Redpiso, tu hogar, nuestro compromiso. El precio no incluye el Impuesto de Transmisiones Patrimoniales (máximo 6% sobre el precio de venta o el valor que determine la Comunidad de Madrid), ni honorarios del comprador por intermediación inmobiliaria, ni los gastos notariales y/o registro.",False,good,False,False,3656.0,False,False,False,False,[],False,False,479000.0,€,,,flat,"Prado de Santo Domingo, Alcorcón",Dúplex,Destacado,Prado de Santo Domingo,duplex,,,,
107591140,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/06/8a/1316991221.webp,HERREÑO 4,12,,580000.0,chalet,sale,313.0,,5,3,calle del Herreño,Madrid,Galapagar,El Guijo - Colonia España - Colonia San Antonio,es,40.6301422,-4.0295365,False,https://www.idealista.com/inmueble/107591140/,"LIVING INVERSIONES PROFESIONALES INMOBILIARIOS ofrece en venta, excelente CHALET INDEPENDIENTE en la mejor zona de Galapagar. Urbanización tranquila, con vistas al Río Guadarrama, en pleno Parque Natural; muy bien comunicada con el centro de la localidad, con Villalba y con la Autovía A-6. Situada en una de las localidades con mayor encanto de la Sierra de Guadarrama y de la Comunidad de Madrid.  Lugar único que ofrece múltiples actividades y atracciones turísticas; así como una gran variedad de eventos y festivales tradicionales. La localidad cuenta con numerosos monumentos y edificios históricos, como el Castillo De Galapagar, la Iglesia De San Miguel y el Palacio De Los Condes De Galapagar. Situada a, tan sólo, 38 Km del Centro de Madrid y a sólo 25 Km del Puerto de Navacerrada. Situado en plena Sierra del Guadarrama, hacen que Galapagar sea una de las zonas más deseadas para vivir, en plena naturaleza y próxima a la gran ciudad. Ofrecemos amplio Chalet independiente, una vivienda principal y otra anexa, para invitados. Habitaciones amplias, salón con chimenea, gran cocina - office, 3 baños, garaje cerrado para 2 coches; y gran parcela con PISCINA CUBIERTA, se puede utilizar en Invierno, y ZONA DE BARBACOA. Todo diseñado para el disfrute y calidad de vida. Urbanización prestigiosa y tranquila. Vistas al Río Guadarrama. Disponemos de un equipo de arquitecto y diseñador de interiores que podrá rediseñar las viviendas para aprovechar mejor sus espacios y crear ambientes enfocados al bienestar de sus propietarios. Expertos en NEUROARQUITECTURA. Disponemos de acuerdos exclusivos con entidades financieras si desea financiar parte de la compra o su totalidad.",False,renew,False,,1853.0,False,False,False,False,[],False,False,580000.0,€,True,True,chalet,"El Guijo - Colonia España - Colonia San Antonio, Galapagar",Casa independiente en calle del Herreño,Destacado,,independantHouse,680000.0,100000.0,15.0,
108044265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/95/52/1334258649.webp,RP2892025137042,33,2,325000.0,flat,sale,112.0,True,4,2,Barrio Vista Alegre,Madrid,Madrid,Carabanchel,es,40.3791558,-3.7473227,False,https://www.idealista.com/inmueble/108044265/,"CARABANCHEL, VISTA ALEGRE, REDPISO MUÑOZ GRANDES, VENDE: PISO DE 4 HABITACIONES, 2 BAÑOS, 2 TERRAZAS y ASCENSOR. Amplia vivienda situada en la calle Guabairo, paralela a las calles, avenida Nuestra Señora de Fátima y Camino de los Ingenieros, a poca distancia de la estación del metro Carabanchel, línea 5 y del Hospital Central de la Defensa Gómez Ulla.  Zona comercial y residencial, con buena comunicación con las líneas de autobuses 17, 35, N17 de la EMT, que conectan rápidamente con el Centro de Madrid y autobuses interurbanos 481: Que cubre el trayecto de Oporto con el Hospital Severo Ochoa de Leganés, y 486: Sentido Madrid (Plaza Elíptica) - Leganés (Valdepelayo). El lugar, dispone de colegios (CEIP Haití, Colegio VEDRUNA), oficinas bancarias y comercios varios, como: cafeterías, panaderías, bares, tiendas de alimentación, supermercados, peluquerías, gimnasio, etc.  El piso, tiene las siguientes características: Para actualizar, habitable, exterior, muy luminoso, salón independiente espacioso (21m2), 4 dormitorios amplios, 2 de ellos con armarios empotrados, 2 baños: uno con plato de ducha y el otro con media bañera, 2 terrazas abiertas lo que confieren mucha luminosidad a la vivienda, 2 armarios empotrados en el pasillo, ventanas de aluminio, suelos de parquet, calefacción individual de gas natural, aire acondicionado frío - calor en el salón y en los dormitorios. Segunda planta. Finca de 5 plantas con 20 viviendas y con ascensor.  Con nuestro departamento financiero DCREDIT, tendrá la posibilidad de conseguir la financiación 100% para la compra de su vivienda.  ¡OS INVITAMOS A VISITAR ESTE INMUEBLE! REALIZAMOS VALORACIONES GRATUITAS DE VIVIENDAS Y LOCALES.",False,good,False,True,2902.0,False,False,False,False,[],False,False,325000.0,€,,,flat,"Vista Alegre, Madrid",Piso,Destacado,Vista Alegre,,,,,
108848740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/34/46/1356898863.webp,295575,22,,275000.0,chalet,sale,182.0,,3,1,Pezuela de las Torres,Madrid,Pezuela de las Torres,,es,40.419011,-3.1756405,False,https://www.idealista.com/inmueble/108848740/,"DONPISO TORREJON DE ARDOZ pone a su disposición: ¡Tu nuevo hogar en Pezuela de las Torres te está esperando! ¿Buscas tranquilidad, espacio y naturaleza sin renunciar a los servicios básicos? Esta espectacular casa en Pezuela de las Torres lo tiene todo. Ubicada a tan solo 20 minutos de Alcalá de Henares, disfrutarás de un entorno privilegiado con escuela infantil, colegio, centro de salud y todos los servicios esenciales a pocos pasos. La vivienda cuenta con una parcela de 600 m² y 182 m² construidos, perfectamente distribuidos para disfrutar al máximo de cada rincón. En el interior encontrarás:  ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.",False,good,False,,1511.0,False,False,False,False,[],False,False,275000.0,€,,,chalet,Pezuela de las Torres,Casa independiente,Destacado,,independantHouse,,,,
107749543,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/b6/03/1322181496.webp,RP2402025136190,21,7,199000.0,flat,sale,77.0,True,3,1,Este,Madrid,Móstoles,Este,es,40.3272394,-3.8542166,False,https://www.idealista.com/inmueble/107749543/,"¡REDPISO MÓSTOLES ESTE VENDE EN ZONA LIBERTAD, SÉPTIMA PLANTA CON ASCENSOR A REFORMAR! ¡PARA REFORMAR! La vivienda se distribuye en, 3 amplios dormitorios, 1 baño completo con bañera, cocina con tendedero y salón con terraza. La vivienda se encuentra en la zona de Libertad, una de las zonas más emblemáticas de Móstoles, dotada de todo tipo de servicios tales como, centro de salud, colegios, y de todo tipo de comercios. Zona bien comunicada mediante transporte público. Si está pensando en vender su vivienda, REDPISO le ofrece dicho servicio, vendemos su vivienda en 45 días, si necesita venderla antes se la compramos, previa valoración. Llámenos o visite nuestra oficina (C/Barcelona nº23) y le informaremos sin compromiso. FINANCIACIÓN con nuestro departamento financiero DCREDIT. ***De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",False,renew,False,True,2584.0,False,False,False,False,[],False,False,199000.0,€,,,flat,"Este, Móstoles",Piso,Destacado,,,,,,
108631226,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/8e/19/1352084944.webp,RP192025139496,32,6,430000.0,duplex,sale,155.0,True,3,1,Barrio Parque Lisboa - La Paz,Madrid,Alcorcón,Parque Lisboa - La Paz,es,40.3555086,-3.8182873,False,https://www.idealista.com/inmueble/108631226/,"Redpiso Ondarreta VENDE vivienda ático tipo DÚPLEX con mucho potencial en Parque Lisboa en 6ª planta de 145 m2 en total de 3 dormitorios, 1 baño, 2 terrazas, cocina, tendedero cerrado y zonas de paso. En planta de acceso, nos encontramos con un amplio recibidor, funcional salón de paso con acceso a terraza, pasillo distribuidor con 3 dormitorios y un baño completo, y cocina con tendedero. En planta dúplex (con escaleras de acceso desde el tendedero) nos encontramos con una espectacular terraza de 68 m 2, con una zona solada de 20 m2, un pequeño lavadero cerrado (con toma de agua) y un espacio techado también para almacenaje de enseres. Fabulosas vistas despejadas.  La vivienda requiere de reforma. Dispone de suelo de tarima instalado hace unos 8 años, toldos cambiados hace 2 años, aire acondicionado tipo Split en el salón. Ventanas cambiadas en las dos habitaciones individuales y en el tendedero de Climalit abatibles. Doble acristalamiento tipo corredera en el salón. Baño con plato de ducha y radiador tipo toallero. La finca cuenta con servicio de portería La vivienda se encuentra a menos de 400 m de la Renfe San José de Valderas, Líneas de Autobús 2, 510, 513, 560. Cerca de pequeños y grandes comercios, colegios e institutos, centro de salud, banco, farmacia y paradas de autobús directos a Madrid. Redpiso ""tu hogar, nuestro compromiso"" Financiación hasta el 100%. El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,True,2774.0,False,False,False,False,[],False,False,430000.0,€,,,flat,"Parque Lisboa - La Paz, Alcorcón",Dúplex,Destacado,Parque Lisboa - La Paz,duplex,,,,
108266240,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/d9/e7/1338986627.webp,RP1922025138105,15,2,650000.0,flat,sale,72.0,True,2,1,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,40.4393238,-3.7006712,False,https://www.idealista.com/inmueble/108266240/,"Real Estate Alamgro! Presenta esta excelente oportunidad en el codiciado barrio de Chamberí. Se trata de una vivienda exterior, ubicada en calle Santa Engracia, a un paso del parque de Canal. La vivienda cuenta amplio salón-comedor con salida terraza, cocina equipada, 2 dormitorios interiores y 1 baño, ofreciendo un espacio moderno, funcional y confortable. El edificio dispone de ascensor y conserje. Además, la Inspección Técnica del Edificio (ITE) está pasada favorablemente, un valor añadido en términos de seguridad y mantenimiento. Una oportunidad ideal tanto para vivir como para invertir en una de las zonas más atractivas y de moda en Madrid. Para más información puede contactar con nosotros a los teléfonos: /.",False,good,False,True,9028.0,False,False,False,False,[],False,False,650000.0,€,,,flat,"Almagro, Madrid",Piso en calle de Santa Engracia,Destacado,Almagro,,,,,
107947838,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/f7/ca/1329177858.webp,RP1192025136842,24,,1149000.0,chalet,sale,286.0,,3,3,Las Lomas,Madrid,Boadilla del Monte,Las Lomas,es,40.4281352,-3.9048798,False,https://www.idealista.com/inmueble/107947838/,"Excelente vivienda, ubicada en la exclusiva urbanización de Las Lomas Boadilla, esta propiedad independiente de 286 metros cuadrados se encuentra en una parcela de 2.400 metros cuadrados.  La vivienda está para reformar, lo que te brinda la oportunidad de diseñarla a tu gusto y crear el hogar perfecto.  Situada en un entorno privilegiado, ofrece privacidad, tranquilidad y un amplio espacio para disfrutar.  Es una excelente opción para quienes buscan un proyecto personalizado en una de las zonas más codiciadas como es Las Lomas.",False,good,False,,4017.0,False,False,False,False,[],False,False,1149000.0,€,True,True,chalet,"Las Lomas, Boadilla del Monte",Casa independiente,Destacado,,independantHouse,,,,
