propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,floor,hasLift,newDevelopmentFinished,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107852685,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/c3/b0/1197313704.webp,8077,24,522300.0,flat,sale,137.0,True,3,2,paseo Joaquin Ruiz Gimenez,Madrid,Torrelodones,Casco Antiguo,es,40.573951,-3.9211253,False,https://www.idealista.com/inmueble/107852685/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas tu vivienda en propiedad en Torrelodones? ¡Testa Homes lo hace posible! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Exclusivo Dúplex de Tres Dormitorios con Terraza en el Casco Antiguo de Torrelodones Este dúplex de 137 m² construidos se presenta como una vivienda de excelentes calidades en la que disfrutarás de todo lo necesario para una vida cómoda y tranquila. La cocina está totalmente equipada con electrodomésticos de primeras marcas, lo que garantiza funcionalidad y confort. La propiedad cuenta con suelos de tarima flotante y armarios empotrados, que proporcionan un amplio espacio de almacenamiento. Con tres dormitorios y dos baños, este inmueble se adapta a las necesidades de cualquier familia. La propiedad destaca por su luminosidad y amplitud, con una espléndida terraza que ofrece un espacio exterior adicional para disfrutar del buen tiempo. Además, plaza de garaje y trastero están incluidos en el precio, lo que proporciona una gran comodidad en la vida cotidiana. La urbanización dispone de amplias zonas comunes, que han sido recién reformadas para ofrecer el máximo confort a sus residentes. Entre las instalaciones disponibles se incluyen dos piscinas, perfectas para disfrutar de los meses de verano, y una zona infantil que garantiza el entretenimiento de los más pequeños. Además, la urbanización cuenta con portero físico, lo que añade seguridad y tranquilidad a los residentes. El jardín privado y las zonas ajardinadas proporcionan un entorno relajante y bien cuidado. La ubicación de esta propiedad es excelente, situada en el Casco Antiguo de Torrelodones, una zona tranquila y residencial que ofrece un ambiente relajado y familiar. A tan solo dos minutos a pie de la plaza del pueblo, disfrutarás de la proximidad a todos los servicios necesarios, como comercios, restaurantes, colegios y centros de salud. Además, cuenta con muy buenas comunicaciones, con una parada de autobús cerca y fácil acceso a las principales vías de comunicación, lo que te permitirá llegar al centro de Madrid con facilidad. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad. *Imágenes orientativas sin carácter vinculante. **Viviendas sujetas a disponibilidad y viviendas no amueblada. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,3812.0,False,False,False,False,[],False,False,522300.0,€,True,True,flat,"Casco Antiguo, Torrelodones",Piso en paseo Joaquin Ruiz Gimenez,,,,,,,,,
108404352,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/de/b7/1343479503.webp,PRIMERO,10,216100.0,flat,sale,103.0,True,3,2,Fuentebella-San Felix-El Leguario,Madrid,Parla,Fuentebella-San Felix-El Leguario,es,40.2267249,-3.7772273,False,https://www.idealista.com/obra-nueva/108404352/,"""Las Terrazas del Leguario"" son 23 viviendas de VPPL en régimen de Cooperativa en una de las zonas de mayor desarrollo de Parla.  Se encuentra ubicada en la zona del Leguario, situado en el este de Parla, una zona bien comunicada con la autovía A-42 así como con las líneas de tranvía y cercanías. El proyecto se compone de viviendas de VPPL de 3 dormitorios, terraza, plaza de garaje y trastero opcional. Se trata de viviendas de diseño moderno, muy luminosas, con ventilación cruzada y doble orientación, una distribución que optimiza al máximo el espacio y solamente 0,80 m² de pasillos. Consta de salón-comedor-cocina de 31m², terraza de 10m², tres dormitorios, dos baños, lavadero, climatización por aerotermia y piscina comunitaria. La Cooperativa trabaja con costes reales sin que haya beneficio de promotor, lo que se traduce en ahorro económico para los socios: mejores viviendas a menor coste.",False,newdevelopment,True,2098.0,True,False,False,False,[],False,False,216100.0,€,True,True,flat,"Fuentebella-San Felix-El Leguario, Parla",Piso,1,True,False,,,,,,
108820882,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/7d/3e/1356105346.webp,1734,25,875000.0,flat,sale,71.0,False,2,2,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,40.4328544,-3.6719967,False,https://www.idealista.com/inmueble/108820882/,"En el codiciado barrio de Lista, dentro del prestigioso distrito de Salamanca, se encuentra esta luminosa vivienda de 71 m², ubicada en una planta alta de un edificio representativo con servicio de portería. La propiedad, interior pero con orientación sur, goza de una excelente entrada de luz natural durante todo el día, garantizando tranquilidad y luminosidad en un entorno urbano privilegiado. La distribución es moderna y funcional, con un amplio espacio abierto que integra salón, comedor y cocina, creando una zona de estar acogedora y perfectamente aprovechada. Cuenta con dos dormitorios y dos baños completos, ideal tanto para parejas como para quienes desean un segundo dormitorio como despacho o zona de invitados. Una vivienda reformada con gusto, que combina diseño contemporáneo, eficiencia y confort, en una finca cuidada y con todos los servicios. Perfecta para quienes valoran la calidad, la ubicación y la tranquilidad en pleno centro de Madrid.",False,good,False,12324.0,True,False,False,False,[],False,False,875000.0,€,,,flat,"Lista, Madrid",Piso en calle de Juan Bravo,,True,,Lista,,,,,
102818143,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/30/23/1013121242.webp,,43,630000.0,flat,sale,100.0,True,2,2,SIERRA DE ATAPUERCA,Madrid,Madrid,Fuencarral,es,40.5030511,-3.6720042,False,https://www.idealista.com/inmueble/102818143/,"! ESPECTACULAR y totalmente REFORMADO piso en LAS TABLAS!  ACTUALMENTE ALQUILADA CON CONTRATO, EN ORDEN CORRECTO DE PAGO MENSUAL! Vivienda de espectaculares calidades. Inicialmente de 3 habitaciones y con la reforma actual amplio y luminoso salón de más de 30 m2 y 2 habitaciones dobles con grandes armarios empotrados, 2 baños completos con bañera y ducha, cocina totalmente equipada con electrodomésticos de primeras marcas, zona de office y tendedero. La vivienda tiene pintura lisa (recien pintado), aire acondicionado en toda la casa por conductos, calefacción por gas natural. 2 plazas muy amplias de parking Trastero. Urbanización con piscina comunitaria  Portero fisico con 24 horas de vigilancia. Dispone de una magnífica comunicación con las principales vías, como la M-30, M-40, A-1 y M-607. Acceso rápido a la estación de Chamartín y el aeropuerto Adolfo Suarez. Zona absolutamente consolidada, dispone de todo tipo de servicios, educativos, medicos, culturales, comerciales, de ocio, zonas verdes, tranquila e ideal para vivir. Importantes empresas cerca de la vivienda, destacando la nueva ciudad del BBVA y la nueva sede de Telefónica. No pierdas tiempo, ven a visitarla. Te encantará! JA Properties Agente Inmobiliario Inscrito RAIN 559/20.",True,good,False,6300.0,True,False,False,False,[],False,False,630000.0,€,True,True,flat,"Las Tablas, Madrid",Piso en Sierra De Atapuerca,3,True,,Las Tablas,,,,,
108530822,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/3d/9c/1347646412.webp,,21,1380000.0,chalet,sale,291.0,,5,5,"calle Hermanos San Román, 1",Madrid,Pozuelo de Alarcón,Zona norte,es,40.4492924,-3.8070703,True,https://www.idealista.com/inmueble/108530822/,"Savills presenta vivienda adosada con un diseño moderno distribuido en cuatro plantas con estancias amplias y funcionales.  La planta principal alberga un amplio hall de entrada con armario gabanero, un espacioso salón-comedor, una cocina, zona de lavandería, un aseo de cortesía y jardín de 106 m².  En la planta primera nos encontramos con cuatro dormitorios dos de ellos en suite y los otros dos compartiendo con un baño completo.  La buhardilla ofrece un espacio versátil ideal como salón adicional y una magnifica terraza con vistas despejadas.  El sótano, iluminado mediante un patio inglés cuenta con gran espacio polivalente, cuarto de instalaciones y un dormitorio en suite.  Las calidades han sido cuidadosamente seleccionadas, destacando por su elegancia y excelente acabado. La vivienda cuenta con calificación energética A, sistema de climatización por suelo radiante y refrescante mediante aerotermia, y carpintería exterior con rotura de puente térmico.  Cuenta con dos plazas de garaje exteriores y una piscina comunitaria. Una oportunidad única de estrenar su nuevo hogar en una de las zonas más exclusivas del noroeste de Madrid. Entrega inmediata.",False,good,False,4742.0,True,False,False,False,[],False,False,1380000.0,€,True,True,chalet,"Zona norte, Pozuelo de Alarcón","Chalet adosado en calle Hermanos San Román, 1",,,,Zona norte,terracedHouse,,,,
106602401,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/ec/d7/1288364760.webp,48671076,31,98900.0,flat,sale,51.0,True,3,1,calle de Rocafort,Madrid,Madrid,Villaverde,es,40.3427226,-3.6874423,False,https://www.idealista.com/inmueble/106602401/,"Ocupado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Piso en Madrid. Dispone de una superficie de 51 metros distribuidos en 3 habitaciones, amplio salón-comedor, cocina amueblada y 1 baño. Situado en el barrio San Cristóbal. Próximo a centros de salud, comercios, colegios, supermercados, zonas verdes y la parada de metro San Cristóbal de Los Ángeles. Con acceso a la M-301. Oportunidad de inversión: inmueble ocupado. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,renew,False,1939.0,True,False,False,False,[],False,False,98900.0,€,,,flat,"San Cristóbal, Madrid",Piso en calle de Rocafort,1,False,,San Cristóbal,,,,,
108858395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/f0/dc/1357190487.webp,VMF21 - Ntra Sra Valvanera,34,265000.0,duplex,sale,80.0,True,3,1,avenida de Nuestra Señora de Valvanera,Madrid,Madrid,Latina,es,40.3966938,-3.7424322,False,https://www.idealista.com/inmueble/108858395/,"Vivienda Madrid ofrece piso dúplex en 1º planta con ascensor exterior muy luminoso, en finca con buena comunidad vecinos. La propiedad ideal tanto para quienes buscan un hogar cómodo como para inversores.   Cuenta con dos accesos uno desde el portal y el otra directamente de la calle, en la planta baja tenemos un hall recibidor que nos lleva al salón amplio e independiente, luego tenemos el baño completo con plato de ducha y ventana (Lo cual evita condensaciones).  Seguimos con la cocina independiente bastante amplia, y por último en la planta baja tenemos uno de los dormitorios.   La escalera flotante lo cual ayuda a que se vea más amplio el espacio, como también lo moderniza la misma cuenta con hueco aprovechable y al final tenemos los armarios empotrados con buena profundidad.   En la planta de arriba tenemos la entrada desde el portal con un pequeño hall, seguido de la habitación principal con balcón y el dormitorio pequeño. La vivienda está en buen estado y para entrar a vivir.   En cuanto a las calidades tenemos paredes de gotelé y suelos de gres. Todo el piso es exterior lo cual ayuda al ahorro de la electricidad ya que durante el día tienen la luz solar y cuenta con calefacción de gas natural individual.     La propiedad se ubica en el barrio de Vista Alegre, dentro del Distrito de Carabanchel. El barrio es especialmente conocido por encontrarse muy bien comunicado y asegurar la máxima comodidad para los residentes en transporte público. A tan solo escasos minutos andando del metro Carpetana (L-6), siendo conocida como LA CIRCULAR que conecta con 28 PARADAS, facilitando los traslados entre destinos periféricos. Dispone a su alrededor de varias líneas de autobuses con los siguientes números 25,55, 119,31, N18 a pocos minutos andando.   El barrio Vista Alegre ofrece una amplia gama de servicios desde variedad de supermercados como, el DÍA, LIDL, CARREFOUR y Mercado LA LAGUNA. A pasos encontramos el famoso Palacio VISTA ALEGRE ARENA, pabellón moderno habilitado para conciertos y eventos culturales. HIPERCOR, Mercado PUERTA BONITA, entre otros comercios, farmacias, bancos, colegios, iglesias, instalaciones deportivas, hoteles, hasta una selección de buenos bares y restaurantes de Madrid.   Para más información, visitas y consultas contacte con nuestra oficina comercial en calle de la laguna nº 101, teléfono.",False,good,False,3313.0,True,False,False,False,[],False,False,265000.0,€,,,flat,"Los Cármenes, Madrid",Dúplex en avenida de Nuestra Señora de Valvanera,1,True,,Los Cármenes,duplex,,,,
107735046,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/09/6d/1321276432.webp,1006,25,209000.0,flat,sale,73.0,True,3,1,calle de la del Manojo de Rosas,Madrid,Madrid,Villaverde,es,40.3617428,-3.6955062,False,https://www.idealista.com/inmueble/107735046/,"Ari Home inmobiliaria, te presenta en exclusiva esta acogedora vivienda que destaca por su valor de inversión. El piso es una tercera planta, la distribución de la vivienda es cuadrada y bien proporcionada, con orientación norte-sur y buena ventilación. -Salón amplio y luminoso, recibe luz solar durante todo el día y tiene una excelente ventilación. -3 dormitorios tranquilos y cómodos, uno de ellos con terraza. -Cocina es espaciosa y luminosa. -Baño con ventana, lo que garantiza una buena ventilación y evita la humedad. La vivienda está a solo 3 minutos a pie de la estación de metro Ciudad de Los Ángeles (Línea 3) y muy cerca de Avenida Córdoba, con múltiples líneas de autobús. Además, en las cercanías se encuentra un gran centro comercial Los Angeles, lo que hace que la vida diaria sea muy conveniente. Si quieres que organicemos una visita personalizada, no dudes en contactarnos.",False,good,False,2863.0,True,False,False,False,[],False,False,209000.0,€,,,flat,"Los Ángeles, Madrid",Piso en calle de la del Manojo de Rosas,3,False,,Los Ángeles,,,,,
107558520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/bd/71/1316123522.webp,LMJ AR,37,350000.0,chalet,sale,175.0,,5,2,calle Jerusalén,Madrid,Aranjuez,La Montaña-El Cortijo,es,40.0605392,-3.5966186,False,https://www.idealista.com/inmueble/107558520/,"Arangestion comercializa chalet de ensueño en La Montaña, zona residencial de Aranjuez. Con 175 metros distribuidos del siguiente modo: un salón, cinco habitaciones, dos cuartos de baño, un aseo, garaje y jardín /parcela donde poder celebrar eventos familiares, hacer barbacoas, disfrutar de las noches de verano al aire libre en un ambiente tranquilo, este chalet es el lugar ideal donde hacer tus sueños realidad en una localidad tan mágica como la vivienda que se ofrece.",False,good,False,2000.0,True,False,False,False,[],False,False,350000.0,€,True,True,chalet,"La Montaña-El Cortijo, Aranjuez",Chalet pareado en calle Jerusalén,,,,,semidetachedHouse,,,,
108884008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/da/df/1358229306.webp,Noval - Pozuelo,31,335000.0,flat,sale,57.0,True,2,1,travesía del Ferrocarril,Madrid,Pozuelo de Alarcón,Zona Estación,es,40.4480564,-3.7990896,False,https://www.idealista.com/inmueble/108884008/,"NO SOLO COMPRAS UN PISO EN POZUELO, COMPRAS CALIDAD DE VIDA. Los primeros días, hubo algo que les resultó extraño. Pero luego te cuento por qué. Antes déjame que te hable de lo que compras, porque no solo compras un piso en Pozuelo. Tu coche es una extremidad más de tu cuerpo, hasta tal punto de que si ves un rayón en la carrocería, lo sientes en tu propia piel. Lo utilizas para todo.  Para ir al trabajo coleccionando atascos, para ir al médico, hasta para comprar el pan... Así vivían ellos.  Con dos coches.  Cada uno trabajando en una punta diferente de Madrid. En su antiguo barrio, la estación más cercana estaba a más de 2 kilómetros. Pero aquí, en cuanto se instalaron, todo cambió. La estación de tren está justo al lado. A dos pasos. Y eso lo cambió todo. Cambiar atascos por agilidad. Agobios por tranquilidad.  Llegar a la oficina relajados, por levantarse una hora más tarde, sin prisas. A las dos semanas de vivir aquí, vendieron uno de los coches. Incluso se plantearon vender el segundo, pero decidieron dejarlo para escapadas y vacaciones. Durante esos trayectos en tren recuperaron algo que habían perdido: tiempo para leer. Para pensar. Para volver a sí mismos. El estrés dejó de ser un problema.  Cambiaron tiempo embotellados en el tráfico por calidad de vida.  Y eso, amigo, no está pagado (o sí). Este piso tiene 54 m² útiles mejor aprovechados que muchos pisos de 70 m² con una mala distribución. Dos habitaciones (sí, dos, porque una nunca es suficiente). Un baño completo. Un salón con salida a una terraza donde desayunar viendo cómo empieza el día. Y un balcón en el dormitorio principal que te recuerda cada mañana que estás en un sitio donde se respira otro ritmo. El edificio tiene ascensor.  El piso está en una primera planta. Y aunque no tiene aire acondicionado, su orientación sureste y suroeste, y los muros de 1961, lo hacen más fresco que muchas viviendas nuevas que se recalientan con la primera hora de sol. La calefacción es individual de gas natural. Control total. ¿Comunidad? 52 € al mes. ¿IBI? 160 € al año. ¿Trastero? También incluido. Vive eligiendo calidad de vida. ¿El precio es negociable? No estás pagando solo por ladrillos. Estás invirtiendo en vivir, donde otros solo sueñan con conseguirlo. Abstenerse buscachollos, pierdetiempos e inversores somnolientos del €/m². ¿Y qué fue eso que les resultó tan extraño al mudarse? Que no echaban de menos el coche. Ni los atascos. Ni el estrés. Aquí todo estaba al alcance.  Todo era más fácil.  Más humano. Hay muchas personas buscando esta calidad de vida. Y sabes que no es fácil encontrarla. Si buscas calidad de vida, no lo dejes pasar. Porque los que buscan lo mismo, ya están llamando.",False,good,False,5877.0,False,False,False,False,[],False,False,335000.0,€,,,flat,"Zona Estación, Pozuelo de Alarcón",Piso en travesía del Ferrocarril,1,True,,Zona Estación,,,,,
