propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108436383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/cc/b3/1344818529.webp,C589,3,st,419900.0,flat,sale,80.0,True,1,1,"calle de Don Ramón de la Cruz, 74",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.428485,-3.6746707,True,https://www.idealista.com/inmueble/108436383/,"Presentamos un semisótano legalmente registrado como local comercial, recientemente reformado con acabados de alta calidad. Ubicado en la codiciada calle Don Ramón de la Cruz, esta propiedad de 80 m² útiles combina luminosidad, ventilación y una distribución práctica ideal para vivir en el centro de Madrid. - Distribución flexible y actualizable: Salón amplio con zona de cocina proyectada por instalar, lo que te permite personalizarla al gusto. Incluye 1 dormitorio independiente y 1 baño completo, todo con una distribución optimizada para confort y funcionalidad. - Patio inglés transitable que garantiza entrada constante de luz natural, creando un ambiente abierto pese a tratarse de planta baja. - Excelente ubicación: en pleno Barrio de Salamanca, rodeado de tiendas de calidad, cafés, servicios y excelente conexión de transporte. La propiedad ya está habitada; visitas disponibles bajo cita previa, y se envían fotografías de forma privada a interesados. Una oportunidad para vivir o invertir en una de las zonas más dinámicas de la ciudad, con gran potencial de revalorización. Los datos expuestos son meramente orientativos y están sujetos a errores u omisiones involuntarias. Los gastos derivados de la compra no están incluidos en el precio. En caso de aparecer mobiliario y/o vehículos en el anuncio, informamos que estos no están incluidos en la comercialización y venta del inmueble a no ser que se especifique en posteriores documentos contractuales. El propietario asume íntegramente los honorarios inmobiliarios.",False,good,False,True,5249.0,False,False,False,False,[],False,False,419900.0,€,550000.0,130100.0,24.0,flat,"Goya, Madrid","Piso en calle de Don Ramón de la Cruz, 74",,,
108526934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/c4/e8/1353495565.webp,66221,19,bj,380000.0,flat,sale,108.0,True,4,3,calle de Valdecanillas,Madrid,Madrid,San Blas,es,Simancas,40.4335958,-3.6244075,False,https://www.idealista.com/inmueble/108526934/,"Fantástico bajo de 4 habitaciones y 3 baños, en Simancas.    108 m2 construidos. 98 m2 útiles. Orientación Este.    Salón de paso de 16 m2.    Cocina amueblada y equipada.    Calefacción.    Armarios empotrados, suelo porcelánico y ventanas de PVC.    NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA.    Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no.    INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio.    Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,False,3519.0,False,False,False,False,[],False,False,380000.0,€,,,,flat,"Simancas, Madrid",Piso en calle de Valdecanillas,,,
108897448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/a1/03/1358272038.webp,,2,,405000.0,chalet,sale,147.0,,4,3,calle de Velázquez,Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,,40.260733,-3.9116725,False,https://www.idealista.com/inmueble/108897448/,"Nueva construcción de una vivienda adosada en una parcela de 220 m² en la zona de Arroyomolinos, en régimen de autopromoción.  Podrás diseñar la distribución de la vivienda totalmente a tu gusto sin sobrecoste. Incluye calefacción mediante sistema de aerotermia por suelo radiante refrescante. La carpintería exterior es de PVC con doble acristalamiento, y los solados y alicatados son porcelánicos. En el precio se incluyen la parcela, el proyecto y la construcción llave en mano. La vivienda, de 147,25 m² construidos, se distribuye en dos plantas: Planta principal: hall distribuidor de 3,80 m²; salón con cocina americana de 30,5 m² con amplios ventanales y acceso al porche exterior de 13,80 m² y al jardín; aseo de 2,5 m²; despacho/dormitorio de 9,10 m². Primera planta: distribuidor de 2,30 m²; dormitorio de 10,5 m²; dormitorio de 10,45 m²; baño completo con ducha o bañera de 3,4 m²; dormitorio principal con vestidor de 16,5 m² con baño (ducha o bañera) de 3,3 m² y salida a una amplia terraza de 12 m². Experiencia previa con estudio de arquitectura y empresa constructora con más de 20 años de experiencia. Arroyomolinos, al suroeste de la Comunidad de Madrid, dispone de un polígono industrial y un centro comercial que ofrece servicios públicos acorde a las necesidades de la población. Además, en el propio municipio se encuentra el centro comercial Intu Xanadú, ubicado junto a la autovía de Extremadura, referencia de ocio y compras para los vecinos. Para más información no dude en contactarnos dejándonos su número de teléfono.",False,good,False,,2755.0,True,False,False,False,[],False,False,405000.0,€,,,,chalet,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos",Chalet adosado en calle de Velázquez,True,True,terracedHouse
108842064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/32/5c/1356707530.webp,3486-05671,49,,456000.0,chalet,sale,159.0,,3,2,Quijorna,Madrid,Quijorna,,es,,40.4224643,-4.0553883,False,https://www.idealista.com/inmueble/108842064/,"REMAX TERMES VENDE EN EXCLUSIVA este espectacular chalet en una zona idílica de Quijorna. ¿Buscas el hogar perfecto? Este chalet de construcción tradicional sólida, te ofrece comodidad y tranquilidad en cada rincón de la casa y más aún en la increíble parcela con la que cuenta. Dispone de una distribución impecable en una sola planta con espacios amplios y luminosos, de los cuales tiene salón comedor con chimenea y con grandes ventanales que recoge toda la luz del día, cocina totalmente amueblada y equipada con posibilidad de agrandar hacia el exterior y que da acceso al lateral del jardín, el cual se podrá disfrutar durante todo el año teniendo un porche cerrado acristalado y otro porche diáfano con una de las mejores vistas de todo el pueblo.  A parte, otra zona abierta hormigonada para desarrollarlo con cualquier idea y otra zona ajardinada en la entrada de la parcela que te dará la opción de hacer y decorar el jardín que imagines. En la primera planta también contamos con tres dormitorios acogedores, uno de ellos mas amplio que sería el principal que teniendo colindante una habitación despensa, se podría transformar en un vestidor y dos baños completos, ambos con plato de ducha.  La parcela de 1.325 m2 tiene un gran jardín con gran variedad de plantas y arboles con espacio para poder construir una gran piscina de cualquier tamaño y forma para disfrutarla con la familia al aire libre pudiendo hacer numerosas celebraciones sin molestar a nadie por la inigualable ubicación. El chalet tiene en la planta baja, un garaje amplio para 2 coches grandes y espacio de más, para almacenaje, taller y cualquier otra actividad que se quisiera realizar, teniendo dos puertas correderas de fácil acceso y cuenta con puerta abatible motorizada para acceder a la parcela. Ubicado en una zona tranquila y despejada de cualquier ruido molesto teniendo rodeado de campo y a la vez cerca del pueblo teniendo seguridad, ideal para quienes buscan paz sin renunciar a la cercanía de todos los servicios y comodidades como paradas de autobús, ocio, restauración y la zona deportiva con campo de futbol y pistas de padel cubiertas, piscina pública, etc. Y con gran acceso a la carretera principal de entrada y salida hacia la autovía de los pantanos. ¡Si deseas tener un chalet con todo lo que reúne este, sin tener que hacer grandes reformas, no dejes escapar la oportunidad de poder verlo, será tu nuevo hogar!",True,good,False,,2868.0,False,False,True,False,[],False,False,456000.0,€,,,,chalet,Quijorna,Casa independiente,True,True,independantHouse
108832088,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/f1/01/1356431327.webp,er631,21,bj,150000.0,flat,sale,68.0,True,3,1,calle José Antonio,Madrid,Santa María de la Alameda,,es,,40.5952028,-4.2584457,False,https://www.idealista.com/inmueble/108832088/,"Exclusivas Ramos presenta: Hermoso Piso de 3 amplias habitaciones y 1 baño completo, reformado hace 2 años, con renovación completa de suelos. Cuenta con sistema de calefacción por estufa de pellet canalizable a todas las habitaciones, instalado este mismo año, junto con el termo de agua. Ambos dispositivos se pueden controlar desde el móvil, permitiendo encenderlos o apagarlos desde cualquier lugar. Dispone de ventanas de climalit con mosquiteras en todas las estancias, incluida la puerta de salida a la calle. Acceso cómodo gracias a sus dos entradas independientes: Una directamente desde la calle (C/ Ramón y Cajal, 19) Otra desde el portal del edificio (Calle Alameda, 15) La vivienda cuenta con certificado energético tipo C, tiene trastero y se entrega completamente amueblada y lista para entrar a vivir sin necesidad de reformas ni inversiones adicionales. Es una opción ideal para quien busca segunda residencia o alquiler vacacional. La vivienda esta ubicada en Santa María de la Alameda, municipio de la Comunidad de Madrid, en la zona Noroeste. A tan solo 20 minutos de El Escorial y una hora de Madrid, con excelente comunicación por tren de cercanías y red de autobuses públicos. ¡Mejor ver! LA EXPERIENCIA A TU SERVICIO.",False,good,False,False,2206.0,False,False,False,False,[],False,False,150000.0,€,,,,flat,Santa María de la Alameda,Piso en calle José Antonio,,,
108857203,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/6c/92/1357159258.webp,,24,bj,150000.0,flat,sale,52.0,True,2,1,paseo de La Estación,Madrid,Getafe,Getafe Centro,es,,40.312088,-3.7345905,False,https://www.idealista.com/inmueble/108857203/,"Agencia inmobiliaria de Getafe - ZONA CENTRO - vende NUDA PROPIEDAD en EXCLUSIVA en PASEO DE LA ESTACIÓN de 52 m². PISO EXTERIOR PERFECTO PARA INVERSIÓN YA QUE SE ENCUENTRA EN EL CENTRO NEURALGICO DE LA CIUDAD. LA USUFRUCTUARIA TIENE 80 AÑOS. La vivienda cuenta con las siguientes estancias: - Dos dormitorios. - Amplio salón-comedor luminoso. - Cuarto de baño con plato de ducha. - Patio de uso privativo.  - Cocina totalmente amueblada y equipada con salida al patio. - Vestíbulo independiente.  LA VIVIENDA INCLUYE UNA PLAZA DE GARAJE EN LA CALLE TERRADAS DE 13 M². Características de las que dispone: - Suelos de tarima flotante. - Ventanas de climalit oscilobatienes. - Aire acondicionado en habitación principal y salón.  - Alarma con cerradura inteligente. Situado en el centro de la ciudad, con una de las mejores ubicaciones con todos los servicios disponibles a su alrededor para hacer una vida mas cómoda.",False,good,False,True,2885.0,False,False,False,False,[],False,False,150000.0,€,,,,flat,"Getafe Centro, Getafe",Piso en paseo de La Estación,True,True,
108543007,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/64/a4/1348013432.webp,,24,1,275000.0,flat,sale,119.0,True,2,1,Barrio Palomeras Bajas,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3811803,-3.6532805,False,https://www.idealista.com/inmueble/108543007/,"� ¡Oportunidad en Vallecas! Piso de 2 Dormitorios con Plaza de Garaje y Zonas Comunes Reformadas ¿Buscas un hogar cómodo, moderno y bien ubicado? Te presentamos este luminoso piso exterior en la Calle Mogambo (Vallecas), listo para entrar a vivir. ✨ Características principales: �️ 2 dormitorios, uno de ellos con armario empotrado. � Cuarto de baño reformado con moderno plato de ducha. �️ Cocina amueblada y equipada. � Suelos de parquet, cálidos y acogedores. � Aire acondicionado en salón y dormitorio principal. � Videoportero de última generación para mayor seguridad. � Plaza de garaje incluida en el precio. � Zonas comunes completamente reformadas.  � Ubicación: Calle Mogambo, Vallecas Una zona residencial tranquila, bien conectada y con todos los servicios: � Excelente comunicación (metro, bus, M-30/M-40). � Colegios, supermercados, centros de salud y zonas comerciales cercanas. � A pocos minutos del Parque Cerro del Tío Pío, uno de los miradores más bonitos de Madrid. � Barrio con gran proyección y crecimiento urbano. � Financiación fácil y segura con nuestro departamento financiero Kiron Con Kiron, tendrás:  Estudio financiero gratuito y sin compromiso.  Asesoramiento personalizado durante todo el proceso.  Comparación entre más de 30 entidades bancarias para conseguir las mejores condiciones hipotecarias.  Acompañamiento desde la primera visita hasta la firma de la escritura.  Posibilidad de un 100% de financiación. � ¡No dejes pasar esta oportunidad! Este piso lo tiene todo: ubicación, confort, garaje, zonas comunes renovadas y facilidades de financiación. Contáctanos y agenda tu visita hoy mismo. ¡Te ayudamos en todo el proceso! Este anuncio tiene carácter meramente informativo y no es vinculante. Puede estar sujeto a errores u omisiones, por lo que no constituye documento contractual. La información contenida en el mismo no tiene carácter contractual ni vinculante.",False,good,False,True,2311.0,True,False,False,False,[],False,False,275000.0,€,290000.0,15000.0,5.0,flat,"Palomeras Bajas, Madrid",Piso,True,True,
108249811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/c7/1d/1338448143.webp,297-B,24,,1495000.0,chalet,sale,400.0,,4,4,olivar de mirabal,Madrid,Boadilla del Monte,El Olivar de Mirabal,es,,40.4177024,-3.9068798,False,https://www.idealista.com/inmueble/108249811/,"Inmoges les presenta en exclusiva esta magnífica vivienda en la urbanización Olivar de Mirabal, la ubicación es ideal ya que esta próxima a la entrada de la urbanización y del nudo de acceso a M50, a escasos metros del colegio Olivar de Mirabal, y a cinco minutos caminando del área comercial supercor y centro comercial, asi como muy cercanas a paradas de bus. Planta baja: se distribuye en hall recibidor, despacho, cocina office, aseo, salón principal, comedor, terraza porche acristalado Planta primera: vestíbulo distribuidor, dormitorio principal con baño, tres dormitorios y un baño. Semisótano: sala de juegos, trastero, habitación con armarios guardarropa, salita caldera. En el exterior sobre el jardín a pie de piscina encontramos una casita con un salón de estar y baño vestuario, a modo de zona para invitados o servicio doméstico. La parcela tiene un a superficie de 1.187 m2, en su mayoría se encuentra solada hay varios rincones con jardineras, estanques y fuentes. El garaje exterior se trata de una pérgola para estacionar 3 vehículos, un cuarto de aperos y herramientas.",False,good,False,,3738.0,False,False,False,False,[],False,False,1495000.0,€,,,,chalet,"El Olivar de Mirabal, Boadilla del Monte",Casa independiente en olivar de mirabal,True,True,independantHouse
108804649,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/bf/0c/1355644663.webp,,16,1,360000.0,flat,sale,56.0,True,2,1,"Ciudad Jardin, auditorio",Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4465862,-3.6757598,False,https://www.idealista.com/inmueble/108804649/,"Vivienda con muchísimas posibilidades, completamente para reformar y con una distribución actual que incluye hall de entrada, salón-comedor, cocina independiente, dos dormitorios y un cuarto de baño. Se trata de una vivienda exterior, muy luminosa, con ventanas en todas las estancias y luz natural durante todo el día. Al ser todo tabiquería, ofrece la posibilidad de rediseñar los espacios completamente a medida, adaptándolos a tus necesidades y estilo de vida. Ubicado en una calle muy tranquila, cerca del Auditorio Nacional. Dispone de todo tipo de servicios a menos de 5 minutos andando del Centro de Salud, Polideportivo Municipal de Pradillo, zonas de recreo, parques, comercios y mercado, supermercados, colegios, guarderías y transporte público. Paradas de Metro de Cruz del Rayo y Prosperidad. La propiedad se ubica en el barrio residencial de Ciudad Jardín, dentro del Distrito de Chamartín, al norte de la capital con acceso directo a la M-30 y a pocos metros de la calle Serrano, Príncipe de Vergara y Paseo de la Castellana. La zona cuenta con una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, cines, zonas deportivas, hasta una selección de los mejores bares y restaurantes de Madrid. Agencia Inmobiliaria de Madrid - Zona Chamartín - Ciudad Jardín, Prosperidad - Zona Auditorio - Tecnocasa - Vende.",False,renew,False,False,6429.0,False,False,True,False,[],False,False,360000.0,€,,,,flat,"Ciudad Jardín, Madrid","Piso en Ciudad Jardin, auditorio",,,
108404265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/8a/8f/1343477008.webp,,24,1,510000.0,flat,sale,130.0,False,4,2,calle del Áncora,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4037937,-3.6912189,False,https://www.idealista.com/inmueble/108404265/,"Agencia inmobiliaria de MADRID | Oficina Tecnocasa ESTUDIO PASEO DELICIAS S. L. VENDE INMUEBLE EN FINCA SEÑORIAL CON PORTERO, A ESCASOS METROS DE LA ESTACIÓN DE ATOCHA. Descubre tu nuevo hogar en el corazón de Madrid! Este espectacular piso se encuentra a escasos metros de la emblemática estación de Atocha, ofreciéndote una ubicación inmejorable. Situado en una finca de 8 plantas con ascensor, cuenta con 130 m² construidos, te sorprenderá por el potencial que posee. Su amplia zona social brinda ese confort para compartir en familia y amigos momentos agradables, con zona de comedor muy versátil e inundada de luz en todo momento gracias a sus grandes ventanales. La calefacción es central de gas natural y el aire acondicionado garantizan tu confort durante todo el año. Con orientación norte, sur y oeste, disfrutarás de una temperatura agradable en todas las estaciones. No dejes pasar esta oportunidad única de vivir en un piso con carácter y todas las comodidades en una de las zonas más vibrantes de Madrid. - Cuatro habitaciones. - 2 baños. - Cocina. - Salón. - Comedor - Orientación Norte, Sur y Este. - Puertas interiores de madera. - Suelo de Parquet, Baldosa. - Calefacción central de gas natural. - Ventanas de Aluminio y madera - Aire acondicionado La cocina posee grandes ventanales y amplio espacio de almacenamiento. El Barrio de Delicias del distrito de Arganzuela es la zona mejor comunicada de todo España, por lo que con los años se ha venido convirtiendo en un punto de referencia de inversión para familias e inversores, gracias a su entorno y a los distintos transportes que llevan a cualquier parte de Madrid y otras ciudades. Ubicado en una zona muy tranquila, comunicada y demandada en los últimos años, a escasos minutos del Museo Nacional Centro de Arte Reina Sofia, Real Jardín Botánico, Parque de Madrid Rio siendo uno de los pulmones verdes de la ciudad. Este parque fue cerrado al tráfico casi en su totalidad y ahora es uno de los mejores espacios de la Comunidad de Madrid para poder practicar nuestro deporte favorito al aire libre. Además de espacios ajardinados, parques, colegios, zonas verdes, centros de salud, polideportivos y centros comerciales y de ocio en todo el entorno. Zona muy consolidada con todos los servicios. La vivienda se encuentra muy bien conectada con líneas de Metro, trenes, buses, Bancos, Bares, Parques. A escasos minutos andando de la parada de metro Palos de la frontera (Línea 3) y a escasos minutos andando de la estación de trenes de Atocha, además, con parada de autobús con líneas 8, 47, 55, 102, 247, 6, 19, 45, 47, 55, 59, 85, 86, N14, que le dirigen a diferentes zonas de Madrid. Preguntar por condiciones de venta. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. En el precio de venta expuesto no se hayan incluidos los gastos de formalización de la compraventa, tales como honorarios de notaria, honorarios de la inscripción registral, honorarios por la tramitación e inscripción registral de escrituras ni el ITP (Impuesto de Transmisiones Patrimoniales, siendo el tipo máximo en la Comunidad de Madrid del 6%). Del mismo modo, en el precio anunciado, no se incluyen los honorarios de agencia al comprador, que ascienden al 3%+IVA (tipo impositivo 21%) sobre el precio fijado en la promesa de compra suscrita por el mismo. Tampoco se encuentra incluidos en el precio anunciado de venta otros tributos y gastos que pudieran existir al suscribir una hipoteca, tales como gastos de tasación, comisión bancaria de apertura del préstamo, AJD (Impuesto de Actos Jurídicos Documentados), gastos de segundas copias. Estaremos encantados de atenderle.",False,renew,False,True,3923.0,False,False,False,False,[],False,False,510000.0,€,,,,flat,"Palos de la Frontera, Madrid",Piso en calle del Áncora,,,
