propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
107565331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/e9/cb/1316347695.webp,PH 550,25,1,1100000.0,flat,sale,125.0,True,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4262323,-3.6771751,False,https://www.idealista.com/inmueble/107565331/,"Vendemos Exclusivo piso reformado, 125 metros construidos, gran salón comedor con vistas a la calle Conde de Peñalver con grandes ventanales de pared a pared, piso 1º con altura de 2ª planta ya que hay una entreplanta en el edificio, orientacion oeste. cocina integrada en el salón con una gran isla, electrodomésticos de alta gama panelados, muebles en blanco lacados en brillo hasta el techo. Consta de 2 amplios y luminosos dormitorios con vistas a la calle, el principal en suite donde han dejado un gran vestidor y el baño en marmol con acabados exclusivos donde han cuidado hasta el mas mínimo detalle.  En el segundo dormitorio nos encontramos con un gran armario em`potrado, totalmente vestido y vistas tambien con un gran ventanal a la misma calle Conde de Peñalver. La calefacción es individual por bomba de frio-calor por conductos y hay radiadores con contadores de coste en los dormitorios. Los suelos son de marmol de gran calidad en blanco dando una, luminosidad en los acabados y la decoración de la casa. Se queda practicamente amueblado. La decoración ha corrido a cargo de una decoradora de interiores. Edificio de 1920 emblemático de pocos vecinos. Conde de Peñalver es una de las mejores y mas comerciales zonas del Barrio de Salamanca, junto a la calle Goya.  PRODUCTO EXCLUSIVO DE ZONA Y PRECIO. SOLICITAR VISITA. NO COBRAMOS HONORARIOS AL CLIENTE COMPRADOR. BoHer Gestión Inmobiliaria: EFICACIA, PROFESIONALIDAD Y SERIEDAD.",False,good,False,True,8800.0,False,False,False,False,[],False,False,1100000.0,€,1195000.0,95000.0,8.0,flat,"Goya, Madrid",Piso en calle del Conde de Peñalver,,,,
108071861,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/e0/19/1332950541.webp,SAR1880,39,1,399000.0,flat,sale,89.0,True,3,1,Barrio Arcos,Madrid,Madrid,San Blas,es,Arcos,40.4230927,-3.61616,False,https://www.idealista.com/inmueble/108071861/,"Piso de 3 dormitorios TOTALMENTE REFORMADO. Zona Arcos - Las Rosas.  **SIN COMISIÓN PARA EL COMPRADOR** Descubre este precioso y funcional piso de 3 dormitorios, totalmente reformado en 2017, que combina modernidad y confort en cada rincón.  Ubicado en un primer piso con ascensor, este inmueble de 89m² según Catastro, se distribuye de la siguiente manera: Acceso por hall-recibidor que da paso a la izquierda a una amplía cocina, ideal para los amantes de la gastronomía.  De frente nos encontramos un bonito salón comedor que se abre a una encantadora terraza, perfecta para disfrutar de momentos al aire libre.  Desde el salón se accede a un pasillo distribuidor que incluye un armario empotrado, ofreciendo un práctico almacenamiento. El baño es completo con un gran plato de ducha, y una ventana que brinda luz y ventilación natural. Los 3 dormitorios cuentan con armarios empotrados, y vistas a zonas arboladas, que dotan a estas estancias de privacidad y sensación de tranquilidad.  La calefacción por gas natural, y el aire acondicionado en el salón y el dormitorio principal, garantizan un ambiente agradable durante todo el año. Con su suelo laminado en color gris ceniza, y paredes lisas, este piso ofrece una estética moderna y acogedora. La carpintería interior lacada en blanco, y la exterior, también en blanco, aportan luminosidad y elegancia al espacio.  Excelente ubicación con salida casi directa a la autovía de circunvalación M-40 (1400m), y a tan solo 5 minutos de la M-30 (4km). Además existen numerosas opciones de transporte público: -Metro Av. Guadalajara a 230m (línea 2 conexión directa con Ventas, Manuel Becerra, Goya, Retiro, Sol, Ópera, San Bernardo, Cuatro Caminos…) -Parada Autobuses a 140m: Líneas N7 (Puerta de Alcalá-Cibeles), E2 (Goya), 106 (Manuel Becerra), 140 (Canillejas), 287 (Universidad Rey Juan Carlos I). No dejes pasar la oportunidad de vivir en este hogar lleno de estilo y comodidad. ¡Contáctanos para más información y para concertar una visita! *La información, incluidos planos, calidades, medidas y superficies, es orientativa y no vinculante. Se han obtenido de Catastro, Registro de la Propiedad, o ha sido facilitada por la propiedad.",False,good,False,True,4483.0,True,False,False,False,[],False,False,399000.0,€,,,,flat,"Arcos, Madrid",Piso,,,,
108809322,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/09/66/1355774899.webp,1411,28,3,2490000.0,flat,sale,260.0,True,3,3,calle de Sagasta,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4266556,-3.7006628,False,https://www.idealista.com/inmueble/108809322/,"EXCLUSIVA VIVIENDA REFORMADA CON MATERIALES DE LUJO Adjuntamos fotografías junto con la solicitud de información. The Selection presenta una propiedad única, situada en una tercera planta de un edificio clásico y señorial. Destacan sus cuatro balcones, que inundan la vivienda de luz natural y realzan su carácter distinguido. Actualmente esta reformada con los mejores materiales y un diseño exclusivo de un prestigioso estudio de arquitectura, esta vivienda ofrece una distribución impecable: tres amplios dormitorios, tres elegantes baños, un práctico espacio de lavandería, una cocina independiente y una espectacular zona social con distintos ambientes. La finca cuenta con servicio de portería y se encuentra en una de las mejores ubicaciones del codiciado barrio de Justicia.   Para más información, no dudes en contactarnos. Ubicación – Justicia, un barrio con encanto y exclusividad El barrio de Justicia, colindante con la emblemática Gran Vía, es un enclave de sofisticación donde la arquitectura neoclásica se funde con boutiques de lujo y espacios culturales. En su interior, la vibrante zona de Chueca ofrece un ambiente cosmopolita con tiendas de diseño, locales de moda y una oferta gastronómica de primer nivel. Desde el Mercado de San Antón, con su icónica azotea, hasta los acogedores bistrós y bares de tapas en la plaza de Chueca, Justicia es sinónimo de elegancia y estilo de vida exclusivo.",False,good,False,True,9577.0,False,False,False,False,[],False,False,2490000.0,€,,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Sagasta,,,,
108762462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/e7/4f/1354398050.webp,,22,2,390000.0,flat,sale,125.0,True,4,2,calle Juan Bautista Monegro,Madrid,Torrejón de Ardoz,Sureste,es,,40.4604834,-3.4392642,False,https://www.idealista.com/inmueble/108762462/,"LOOK HOUSE con mas de 30 años en el sector quiere que descubras tu nuevo hogar en El Soto de Torrejón de Ardoz. URB PRIVADA CON PISCINA, DOS PLAZAS DE GARAJE Y TRASTERO a 2 min andado a la estacion de Renfe del SOTO de Torrejon de Ardoz.  ! Este espectacular piso en venta, construido en 2009, ofrece una combinación perfecta de comodidad y estilo. Con 125 m² distribuidos en cuatro amplios dormitorios, un salón independiente con doble comunicación y una cocina totalmente amueblada, cada rincón de esta vivienda invita a disfrutar de la vida. Además, cuenta con dos baños completos y armarios empotrados que optimizan el espacio. La propiedad se encuentra en una amplia urbanización privada que incluye portero físico, jardines cuidados, una gran piscina y un parque infantil, ideal para disfrutar en familia. Situado en la segunda planta, podrás disfrutar de vistas despejadas a amplias avenidas y la tranquilidad que ofrece la zona. La calefacción de gas natural y las ventanas de aluminio climalit garantizan un ambiente cálido y acogedor durante todo el año. Ubicado a solo 2 minutos a pie de la estación de Renfe (El Soto), tendrás fácil acceso al transporte público y estarás rodeado de todos los servicios necesarios para tu día a día. Además, incluye dos plazas de garaje y un trastero en el precio, lo que añade un gran valor a esta oferta. No dejes pasar la oportunidad de vivir en un lugar donde cada detalle ha sido pensado para tu comodidad. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,3120.0,False,False,False,False,[],False,False,390000.0,€,,,,flat,"Sureste, Torrejón de Ardoz",Piso en calle Juan Bautista Monegro,True,True,,
108761314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/f2/11/1354367430.webp,,1,2,160000.0,flat,sale,60.0,True,3,1,calle de Siderurgia,Madrid,Madrid,San Blas,es,Amposta,40.4263285,-3.6211129,False,https://www.idealista.com/inmueble/108761314/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES LA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADA Vivienda de 57 m², según Catastro, y 3 m² de elementos comunes a la venta en el distrito San Blas-Canillejas, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina, cuarto de baño y recibidor. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 2ª Planta en un bloque residencial sin ascensor. Muy bien comunicado por carretera (E-5) y transporte público, a menos de cinco minutos andando de la parada de autobús de la calle de Amposta. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES Francisco de Quevedo), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN La localización del activo es aproximada.",False,good,False,False,2667.0,False,False,False,False,[],False,False,160000.0,€,,,,flat,"Amposta, Madrid",Piso en calle de Siderurgia,,,,
108199873,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/e3/42/1336910146.webp,11/12,32,3,758000.0,duplex,sale,145.0,True,3,2,"calle de la Genciana, 61",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4663796,-3.7029737,True,https://www.idealista.com/inmueble/108199873/,"******Precioso ático con una gran terraza de 25 metros**** y plaza de garaje incluida en el precio. Vivienda de lujo, a 10 minutos de Plaza Castilla, Cuatro Caminos. 145 M2 Construidos en 2 plantas. Primera planta - Salón con acceso directo a la terraza (25m) MUY SOLEADA. Cocina con salida a otra terraza, con muy buenas vistas (tendedero ) y armario empotrado Baño completo. En la planta alta, la vivienda dispone de una puerta de servicio independiente. Segunda planta- 2 dormitorios, con capacidad para camas de matrimonio ( se puede observar en las fotos), armarios a medida empotrados Baño completo con ducha. Ascensor, aire acondicionado, y plaza de garaje con entrada desde la misma finca. LUJO.",True,good,False,True,5228.0,False,False,False,False,[],False,False,758000.0,€,,,,flat,"Valdeacederas, Madrid","Dúplex en calle de la Genciana, 61",True,True,duplex,
108826998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/c3/1e/1356276032.webp,00216MR01,30,5,320000.0,penthouse,sale,45.0,False,1,1,calle de Augusto Figueroa,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4222625,-3.7017586,False,https://www.idealista.com/inmueble/108826998/,"A-House le ofrece este ÁTICO a pocos metros de LA PLAZA DE CHUECA La propiedad está distribuida en un salón-comedor, cocina independiente, una habitación DOBLE y un baño completo. La vivienda se puede actualizar con muchas posibilidades y alternativas diferentes para aprovechar todo su potencial. El inmueble dispone de carpintería exterior de PVC, y la carpintería interior de aluminio y madera, aire acondicionado de bomba fría y calor. Finca regia del año 1905 sin ASCENSOR. Las estaciones de metro de Madrid con parada en el barrio de Justicia son Banco de España (línea 2), Gran Vía (líneas 1 y 5), Bilbao (líneas 1 y 4), Tribunal (líneas 1 y 10), Alonso Martínez (líneas 4, 5 y 10), Colón (línea 4) y Chueca (línea 5). Además, aquí se encuentra la estación de cercanías de Recoletos, por la que pasan las líneas C-1, C-2, C-7, C-8 y C-10.  Algunos de los autobuses que tienen parada en este barrio son: 1, 2, 3, 5 7, 9, 10, 14, 15, 20, 21, 27, 34, 37, 40, 45, 46, 51, 52, 53, 49, 150, 001, 002, C03, N1, N2, N3, N4, N5, N6, N7, N8, N9, N10, N11, N12, N13, N14, N15, N16, N17, N18, N19, N20, N21, N22, N23, N24, N25, N26, Exprés Aeropuerto y M1. En la década de los 70, el barrio de Justicia comenzó a adquirir una identidad propia y a convertirse en un referente cultural y social en la ciudad de Madrid. En esta época, la comunidad LGBTIQ+ empezó a ocupar espacios en el barrio, especialmente en torno a la plaza de Chueca. Esto le dio un carácter abierto y tolerante, convirtiéndose en un lugar de encuentro y visibilidad para dicha comunidad, tanto a nivel local como internacional. Por otro lado, si decide vivir en el barrio de Justicia, estará a tan solo unos pasos de puntos importantes de la ciudad, como la Gran Vía, Sol, el paseo de la Castellana, el distrito de Chamberí y, consecuentemente, de todo lo que aquí se encuentra: museos reconocidos internacionalmente, restaurantes de todo tipo, tiendas de ropa para todos los gustos e, incluso, el famoso parque del Retiro, que se sitúa a unas pocas calles del límite este del barrio. Aproveche esta oportunidad.",True,good,False,False,7111.0,False,False,False,False,[],False,False,320000.0,€,,,,flat,"Chueca-Justicia, Madrid",Ático en calle de Augusto Figueroa,,,penthouse,
103300491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/1f/46/1193827011.webp,Granada 12,18,5,360000.0,flat,sale,53.0,False,2,1,calle de Granada,Madrid,Madrid,Retiro,es,Pacífico,40.4058398,-3.6811095,False,https://www.idealista.com/inmueble/103300491/,"Bienvenidos al Barrio del Retiro en Madrid. OPORTUNIDAD PARA INVERSIONISTAS  Les presentamos una oportunidad única de inversión en una vivienda en venta, actualmente alquilada por 1300€/mes con gastos de comunidad 40€ incluyenso agua. ideal para aquellos que buscan una excelente ubicación en una zona con todos los servicios. Este piso de 2 dormitorios se encuentra en un edificio clásico rehabilitado en 2008, lo que significa que disfrutará de la elegancia del pasado con la comodidad del presente. La propiedad ALQUILADA, está situada a pocos minutos de la Estación de Atocha y justo al lado del metro Menéndez Pelayo, lo que significa que tendrá una excelente conexión con el resto de la ciudad. Además, el piso es muy luminoso y ha sido reformado recientemente, por lo que no tendrá que preocuparse por hacer ningún trabajo. Con una superficie de 50 m², este piso cuenta con un salón y una cocina abierta equipada, lo que lo convierte en un espacio perfecto para relajarse y disfrutar con amigos y familiares. Además, el contrato de alquiler está firmado desde enero de 2024, lo que significa que tendrá un ingreso asegurado desde el primer día. En resumen, este piso es una excelente oportunidad para aquellos que buscan una propiedad en una ubicación privilegiada en Madrid. ¡No pierdas la oportunidad de invertir en esta joya inmobiliaria!",False,good,False,True,6792.0,False,False,False,False,[],False,False,360000.0,€,,,,flat,"Pacífico, Madrid",Piso en calle de Granada,,,,
107315856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/5f/4c/1336552507.webp,,21,,1850000.0,chalet,sale,450.0,,4,4,calle de los Chopos,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Monteclaro,40.4418095,-3.8411229,False,https://www.idealista.com/inmueble/107315856/,"Ubicada en una de las zonas más cotizadas de la urbanización Monteclaro, esta propiedad ofrece una combinación excepcional de ubicación, privacidad y posibilidades de diseño. Situada en una tranquila calle haciendo esquina, a tan solo un minuto andando de la caseta de vigilancia y junto al centro comercial de la urbanización, esta vivienda garantiza comodidad, seguridad y acceso inmediato a todos los servicios. Además, no linda con la carretera, lo que asegura un entorno muy silencioso y apacible. La parcela, de 1.500 m² totalmente plana, resulta ideal tanto para quienes buscan una casa familiar con jardín y piscina como para quienes desean desarrollar un proyecto arquitectónico a medida. Su morfología regular y aprovechable abre un abanico de posibilidades difícil de encontrar en esta urbanización. La vivienda, un modelo Balsaín de 450 m² construidos, requiere reforma integral, lo que representa una excelente oportunidad para personalizar todos los espacios según los gustos y necesidades del comprador. Con una base sólida y generosas proporciones, esta propiedad puede convertirse en una residencia contemporánea y funcional sin renunciar al encanto y la esencia de Monteclaro. Monteclaro es una de las urbanizaciones más valoradas de Pozuelo, reconocida por su entorno natural, seguridad 24h, club social, zonas deportivas, colegios internacionales y su excelente conexión con el centro de Madrid. Una oportunidad única para crear la casa de tus sueños en una de las mejores ubicaciones de Monteclaro. NO DUDES EN CONTACTARNOS PARA REALIZAR UNA VISITA. TENEMOS MÁS VIVIENDAS EN CARTERA.",False,renew,False,,4111.0,True,False,False,False,[],False,False,1850000.0,€,,,,chalet,"Monteclaro, Pozuelo de Alarcón",Casa independiente en calle de los Chopos,True,True,independantHouse,
108727480,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/c0/1f/1355182827.webp,1680577000360423167,12,1,1170000.0,flat,sale,103.0,True,3,3,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4304475,-3.6707632,False,https://www.idealista.com/inmueble/108727480/,"Vivienda única de diseño contemporáneo en una de las zonas más exclusivas de Madrid. Totalmente reformada con calidades premium, esta propiedad ha sido concebida para combinar estilo, confort y funcionalidad en cada rincón. Distribuida de manera inteligente, la vivienda ofrece espacios amplios, luminosos y bien conectados: Dos dormitorios tipo suite, cada uno con su propio baño completo y armarios empotrados Salón con gran entrada de luz natural gracias a sus ventanales de suelo a techo Cocina de concepto abierto, moderna y equipada con electrodomésticos de alta gama Aseo adicional para invitados Cuarto de lavandería independiente que aporta practicidad al día a día La orientación oeste asegura luz durante toda la tarde y vistas despejadas que aportan una agradable sensación de amplitud. Ubicada en un edificio señorial con servicio de portería, y con posibilidad de plaza de garaje en la misma finca. El entorno es uno de sus grandes atractivos: rodeado de restaurantes, tiendas, servicios y una excelente red de transporte público. Una propiedad ideal para quienes buscan vivir o invertir en un espacio con carácter, diseño cuidado y una localización privilegiada en la capital.",False,good,False,True,11359.0,False,False,False,False,[],False,False,1170000.0,€,1190000.0,20000.0,2.0,flat,"Lista, Madrid",Piso en calle de José Ortega y Gasset,,,,
