propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108016263,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/12/15/1331297831.webp,9,1,229900.0,flat,sale,76.0,True,3,1,calle de San Faustino,Madrid,Madrid,San Blas,es,Canillejas,40.4417611,-3.6086733,False,https://www.idealista.com/inmueble/108016263/,"¡Descubre tu nuevo hogar! Este encantador piso exterior en la primera planta es perfecto para quienes buscan comodidad y luminosidad. Con 76 m² construidos y 65 m² útiles, cuenta con tres amplios dormitorios que ofrecen espacio suficiente para toda la familia. El salón, lleno de luz natural, se convierte en el lugar ideal para relajarse o recibir visitas. La cocina, funcional y acogedora, es perfecta para preparar deliciosas comidas. Aunque no dispone de calefacción, el aire acondicionado garantiza un ambiente fresco en los días calurosos. Además, el armario empotrado en el pasillo proporciona un práctico espacio de almacenamiento. Sin ascensor, este piso te brinda la oportunidad de disfrutar de una vida activa. No dejes pasar la oportunidad de visitar este hogar lleno de posibilidades. ¡Ven y enamórate de tu nuevo espacio! Sin comision de agencia.",False,good,False,False,3025.0,False,False,False,False,[],False,False,229900.0,€,flat,"Canillejas, Madrid",Piso en calle de San Faustino,,,,,,,
107486586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/94/5b/1314069213.webp,11,,415000.0,chalet,sale,279.0,,3,3,calle Mar Caribe,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,,40.1825182,-3.6924851,False,https://www.idealista.com/inmueble/107486586/,"ARTECASAS vende chalet de 279 m2, con zonas comunes en urbanización y PISCINA. Planta Sótano, garaje para 3 coches, 83 m2 Planta Baja, Salón, cocina, baño, y dormitorio, 84 m2 Planta Primera, 3 habitaciones y 2 baños (1 en suite), 2 terrazas, 90 m2 en total Planta Buhardilla, diáfana con 2 terrazas, 50m2 en total Para mas información contactar con la oficina.",False,good,False,,1487.0,False,False,False,False,[],False,False,415000.0,€,chalet,"Hispanoamérica - Comunidades, Valdemoro",Chalet adosado en calle Mar Caribe,Enrique Telf. 619015936,True,True,terracedHouse,,,
108531550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/26/bf/1347666317.webp,2,3,78000.0,flat,sale,50.0,True,2,1,calle Benito Rodríguez,Madrid,Miraflores de la Sierra,,es,,40.8160142,-3.763231,False,https://www.idealista.com/inmueble/108531550/,"Oportunidad sólo para inversores.   El inmueble se encuentra okupado. Debido al estado ocupacional del mismo no se pueden realizar visitas. Piso de 2 habitaciones y 1 baño ubicado en pleno centro de Miraflores, con todos los servicios a su alrededor.",False,good,False,False,1560.0,False,False,False,False,[],False,False,78000.0,€,flat,Miraflores de la Sierra,Piso en calle Benito Rodríguez,,,,,90000.0,12000.0,13.0
108315395,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/8a/49/1340448065.webp,1,,241200.0,flat,sale,93.0,,3,1,calle de Peña de la Miel,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3853811,-3.6651862,False,https://www.idealista.com/inmueble/108315395/,"Vivienda situada en la Calle Peña de la Miel, en la localidad de Madrid, en la provincia de Madrid. La vivienda tiene una superficie construida de 93 m2 y está distribuida en un amplio hall de entrada, que da acceso a una cocina independiente muy luminosa, y un pasillo que distribuye a un gran salón comedor, dormitorios siendo una de ellas habitación doble, y cuarto de baño completo. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia.",False,good,False,False,2594.0,False,False,False,False,[],False,False,241200.0,€,flat,"San Diego, Madrid",Piso en calle de Peña de la Miel,CT-00159-0001,,,,,,
108497852,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/a8/16/1346682866.webp,13,4,275000.0,flat,sale,85.0,True,3,1,Noroeste,Madrid,Torrejón de Ardoz,Noroeste,es,,40.4623313,-3.4774111,False,https://www.idealista.com/inmueble/108497852/,"Inmobiliaria Edicasa Vende; Piso en la urbanización Torrepista, con parking exterior y Piscina. Bien comunicada con NII, M40 y M50. Buena salida para el centro comercial parque Corredor y centro comercial Oasiz. Zona super consolidada con todos los servicios Básicos, ( Bancos, colegios, farmacias, etc, etc ). Parada de bus practicamente en la puerta. Si precisa financiación nuestro departamento de credito le puede hacer el estudio de viabilidad sin ningun compromiso.",False,good,False,True,3235.0,False,False,False,False,[],False,False,275000.0,€,flat,"Noroeste, Torrejón de Ardoz",Piso,RFD- 0023,,,,,,
108603382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/9a/d1/1349714579.webp,1,,198000.0,flat,sale,55.0,,1,1,calle de Sarria,Madrid,Madrid,Fuencarral,es,Pilar,40.4725621,-3.7150288,False,https://www.idealista.com/inmueble/108603382/,"Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título.Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 55 m² ubicado en Madrid, en el consolidado barrio de Pilar. Se trata de un piso de 55 m² distribuidos en varias estancias. La vivienda se encuentra en un edificio residencial de estructura sólida y cuidada, con zonas comunes bien mantenidas y acceso adaptado.El inmueble se sitúa en una zona urbana, concretamente en la calle Sarria, del barrio de El Pilar, una ubicación estratégica al norte de la ciudad de Madrid. Dispone de excelentes accesos a través de la M- y la M así como la Avenida de la Ilustración, facilitando la conexión con el resto de la ciudad y salidas hacia la autovía A-1. En cuanto a transporte público, la se encuentra próxima a la estación de metro Barrio del Pilar (Línea 9), así como a diversas líneas de autobús urbano (49, 37, 147, N22) que comunican rápidamente con el centro y otros puntos de interés de Madrid.En el entorno inmediato se pueden encontrar todos los servicios necesarios para el día a día: supermercados, restaurantes, centros educativos, instalaciones deportivas y oficinas bancarias. Destaca la proximidad al Centro La Vaguada, uno de los más grandes y completos de Madrid, así como la cercanía al Hospital Universitario La Paz y al Centro de Salud El Pilar, que garantizan una atención sanitaria de calidad. Además, el barrio cuenta con amplias zonas verdes como el Parque de La Vaguada, ideales para el ocio el esparcimiento.Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtenc.",False,good,False,False,3600.0,False,False,False,False,[],False,False,198000.0,€,flat,"Pilar, Madrid",Piso en calle de Sarria,CL-01118-0001,,,,,,
108698694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/3c/53/1355409167.webp,9,2,225000.0,flat,sale,74.0,True,3,1,Barrio Parque Mayor,Madrid,Alcorcón,Centro,es,Parque Mayor,40.3410956,-3.8291202,False,https://www.idealista.com/inmueble/108698694/,"Inmobiliarias Encuentro vende VIVIENDA � ¡Oportunidad única en La Rivota, Alcorcón! – 3 dormitorios con terraza y aire acondicionado Presentamos esta fantástica vivienda situada en una segunda planta (sin ascensor) en la cotizada Calle de la Ribota, en pleno corazón del barrio de La Rivota. Una zona residencial tranquila, con todos los servicios a un paso, excelente comunicación y rodeada de zonas verdes.  Características principales:  3 dormitorios amplios y armario empotrado  Baño completo con plato de ducha y ventana exterior que aporta ventilación natural  Cocina independiente, ideal para el día a día, con acceso funcional  Terraza cerrada, perfecta como sala de relax, despacho o almacenaje adicional  Salón de paso acogedor, equipado con aire acondicionado Ventanas de aluminio en todas las estancias, mejorando el aislamiento  Suelos combinados de gres en zonas húmedas y tarima flotante en dormitorios  Finca consolidada, con estructura sólida, pocos vecinos y gastos de comunidad reducidos � Perfecta tanto para familias como para inversores: la distribución es cómoda y ofrece múltiples posibilidades de personalización. Disfruta de una vivienda luminosa, bien ventilada y ubicada en un entorno con excelentes colegios, parques, transporte público (líneas 1, 450, 512), supermercados y centro de salud a pocos metros. � Ubicación imbatible: junto a Parque de La Ribota, a 5 min de Renfe San José de Valderas y con fácil acceso a la A-5 y M-506. ¡No dejes escapar esta oportunidad!  �✨ Pídenos una visita y descubre todo el potencial que esta vivienda puede ofrecerte. Este diseño ha sido creado con inteligencia artificial como inspiración decorativa. No representa un producto en venta, sino una propuesta visual para ayudarte a imaginar nuevas formas de transformar tu espacio. En cuanto a la oferta comercial, la zona está rodeada de diversos comercios, supermercados, restaurantes y servicios, lo que asegura que tendrás todo lo que necesitas al alcance de la mano. Es una excelente opción para quienes buscan una vivienda cómoda, recatada y bien conectada. ¡Una verdadera oportunidad para comenzar una nueva etapa en este bonito hogar! En Inmobiliarias Encuentro intentamos mejorar cada día, simplificando los trámites relacionados con la compra de tu nueva vivienda. Ya puedes reservar cualquiera de nuestros inmuebles a través de la web, de una manera rápida y sencilla, mediante un proceso totalmente seguro y transparente. ¡No pierdas esta oportunidad y ven a visitarla cuanto antes! Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: “CAMBIA Y DESCANSA”. La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! ¡Sin complicaciones, sin esperas! ¡Contáctenos y comience el camino hacia su nuevo hogar!",False,good,False,False,3041.0,False,False,False,False,[],False,False,225000.0,€,flat,"Parque Mayor, Alcorcón",Piso,IE9-DARIB9,,,,,,
102609766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/e6/48/1313558370.webp,1,,241200.0,chalet,sale,150.0,,3,2,avenida del Aguila,Madrid,Collado Villalba,Fontenebro - Altavista,es,,40.6463166,-3.9684305,False,https://www.idealista.com/inmueble/102609766/,"Se vende Piso en la localidad de Collado Villalba, dentro de la provincia de Madrid. Localizado en la planta de altura media de un edificio de una planta sobre rasante, sin ascensor, este inmueble se compone de tres dormitorios, un baño, salón-comedor y cocina. La vivienda construida en el año 1992. Propiedad de tres dormitorios, un baño, salón-comedor y cocina, distribuidos en una superficie de 212.0 metros cuadrados construidos y 150.0 metros cuadrados útiles. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,,1608.0,False,False,False,False,[],False,False,241200.0,€,chalet,"Fontenebro - Altavista, Collado Villalba",Casa independiente en avenida del Aguila,CK-07110-0001,,,independantHouse,,,
108055016,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/29/d0/1332483795.webp,6,1,260000.0,flat,sale,63.0,True,3,1,Barrio Ventas,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4290466,-3.6470444,False,https://www.idealista.com/inmueble/108055016/,"¡Oportunidad en Ascao! VOLPINI REAL ESTATE pone a su disposición, piso con 63 m² construidos y 58 m² útiles, desde la cocina tiene acceso a un patio posterior de uso y disfrute. El piso se distribuye en hall de entrada, salón con salida a la terraza principal, tres dormitorios y un baño. La vivienda es exterior, lo que permite entrada de luz natural en la mayoría de las estancias. Además, cuenta con armarios empotrados que ofrecen gran capacidad de almacenamiento. Ubicado en la planta 1 de un edificio con ascensor, este piso se encuentra a escasos metros del metro de Ascao, facilitando el acceso a cualquier punto de la ciudad. La calefacción de gas natural aseguran un ambiente confortable durante todo el año. Con clase energética E, este inmueble combina eficiencia. Incluye trastero. Vivienda con inquilino, contrato hasta mayo 2026. No pierdas la oportunidad de vivir en un entorno tranquilo y bien comunicado. ¡Contacta con nosotros para más información y ven a visitarlo.",False,good,False,True,4127.0,False,False,False,False,[],False,False,260000.0,€,flat,"Ventas, Madrid",Piso,,,,,,,
106140338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/2b/43/1313333851.webp,1,bj,174500.0,flat,sale,63.0,,1,1,calle de Monroy,Madrid,Madrid,Latina,es,Águilas,40.3789987,-3.784386,False,https://www.idealista.com/inmueble/106140338/,"Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 63 m² en venta, situado en Madrid.Construido en 1968, este piso dispone de una superficie de 63 m² y se distribuye en varias estancias. La vivienda se localiza a pocos metros de la estación del tren, cuenta con paradas de autobús próximas con las líneas 39, 139 y N19 y mediante el acceso viario A-5 a pocos minutos. La zona dispone de equipamiento variado, bares, restaurante, colegio, centro comercial, instituto, etc. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.t Prioridad:t1Texto regla en castellano:tEl inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral e.",False,good,False,False,2770.0,False,False,False,False,[],False,False,174500.0,€,flat,"Águilas, Madrid",Piso en calle de Monroy,A0-02368-0001,,,,,,
