propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
107665276,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/53/1b/1332318428.webp,4929,13,1,820000.0,flat,sale,103.0,True,3,3,calle de San Vicente Ferrer,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4259323,-3.7030437,False,https://www.idealista.com/inmueble/107665276/,"Homely One pone a la venta Exclusiva Vivienda Exterior Ubicada en uno de los Barrios Más Vibrantes De Madrid, este Piso Exterior En Malasaña combina Historia Y Modernidad.  Rodeado De Cultura, Gastronomía Y Un Estilo De Vida Dinámico, Es La Oportunidad Ideal para quienes Buscan Una Vivienda Con Carácter Y Sofisticación. Salón con 2 Balcones al Exterior La Amplitud y Luminosidad del salón son inigualables gracias a sus 2 Balcones al Exterior.  Su diseño fusiona la Elegancia Contemporánea con detalles Clásicos, creando un Espacio Perfecto para el Descanso y la Convivencia con familia y amigos. Cocina de Ensueño con un Toque Acogedor Totalmente Equipada y con acabados de Alta Calidad, la cocina destaca por su carpintería blanca a medida y una Elegante Isla de Madera.  Este espacio se Integra de manera fluida con el comedor, favoreciendo la Funcionalidad y el Disfrute diario. Zona de Descanso con Lujo y Privacidad Este exclusivo piso cuenta con 3 dormitorios y 3 baños, dos de ellos en suite.  Cada habitación ha sido diseñada con un enfoque en la Comodidad y el Estilo, ofreciendo un Refugio Tranquilo en pleno Centro de la ciudad. Suite Principal con Balcón Privado El Dormitorio Principal es un verdadero Santuario: Amplio, con Acabados en Madera que aportan Calidez, 1 Balcón Privado que permite disfrutar del aire libre.    Incluye una Elegante Bañera, perfecta para momentos de relajación. Detalles que marcan la diferencia Los Baños cuentan con Mamparas de Vidrio y Acabados Premium, mientras que las habitaciones disponen de Armarios Empotrados Iluminados, resaltando el Diseño Sofisticado de cada espacio. No Dejes Pasar esta Oportunidad de adquirir una Propiedad Única en una de las Mejores Zonas de Madrid.  Contáctanos para más información y descubre cómo este piso puede convertirse en tu nuevo hogar.",True,good,False,True,7961.0,False,False,False,False,[],False,False,820000.0,€,835000.0,15000.0,2.0,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Vicente Ferrer,,,
107140455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/cd/ab/1304205038.webp,RB3,6,3,1380000.0,flat,sale,132.0,True,2,3,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4203213,-3.6947649,False,https://www.idealista.com/inmueble/107140455/,"Belton Real Estate ofrece una luminosa y amplia vivienda, con 132 metros cuadrados de superficie, en una tercera planta exterior con balcones a la calle. El inmueble para reformar se encuentra distribuido en dos zonas: La zona de noche con dos habitaciones y dos baños; la zona de día con una cocina, un salón - comedor, y un aseo de cortesía.  La propiedad se ubica en una finca clásica, con portero y ascensor. Su ubicación en la mejor zona de Justica, ofrece un ambiente privilegiado, sus calles llenas de historia y múltiples ofertas comerciales, gastronómicas y culturales; muy bien comunicada con el resto de la ciudad a través de líneas de metro y autobús.  Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,renew,False,True,10455.0,False,False,False,False,[],False,False,1380000.0,€,,,,flat,"Chueca-Justicia, Madrid",Piso,,,
104924585,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/c9/64/1236327170.webp,,19,5,1129000.0,flat,sale,97.0,True,3,3,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4274565,-3.677117,False,https://www.idealista.com/inmueble/104924585/,"Este apartamento en venta combina a la perfección el encanto clásico del Barrio de Salamanca con las comodidades modernas.  Al entrar, te sorprenderá la amplitud de las estancias, con techos altos y grandes ventanales que permiten la entrada de luz natural durante todo el día. La cocina, totalmente equipada, es ideal para los amantes de la gastronomía. Además, la terraza privada es perfecta para relajarte al aire libre.  El diseño contemporáneo y elegante se refleja en cada detalle, desde los acabados hasta los materiales de alta calidad utilizados en la reforma y la moderna distribución. La ubicación es inmejorable, con tiendas exclusivas, restaurantes de renombre y una vida cultural vibrante a pocos pasos. ¡No pierdas la oportunidad de vivir en este exclusivo apartamento en el corazón de Madrid!  Ubicación: Calle de Don Ramón de la Cruz, Barrio de Salamanca, Madrid. Superficie: 171 m². Habitaciones: 3 Baños: 3 Plaza de garaje en la misma finca. Totalmente reformado y a estrenar. Diseño interior de alta calidad. Portero físico para mayor seguridad. Terraza privada y trastero. Orientación: Sur (mucha luz natural). Excelente ubicación cerca de tiendas y restaurantes.",True,good,False,True,11639.0,False,False,False,False,[],False,False,1129000.0,€,,,,flat,"Lista, Madrid",Piso en calle de Don Ramón de la Cruz,True,True,
108546265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/20/44/1348103035.webp,,27,4,177999.0,flat,sale,79.0,True,3,1,"calle Jerusalén, 36",Madrid,Parla,Parque Inlasa,es,,40.2386643,-3.777088,True,https://www.idealista.com/inmueble/108546265/,"DREAM FUTURE HOUSE – ¡BIENVENIDO A TU NUEVO HOGAR! Te presentamos esta maravillosa vivienda de 79 m² construidos, una joya inmobiliaria que combina funcionalidad, confort y una excelente ubicación. Este piso ha sido diseñado pensando en las necesidades de una vida moderna, donde cada espacio está aprovechado al máximo para ofrecerte una experiencia de hogar única. Nada más entrar, serás recibido por un amplio y elegante recibidor, que distribuye de manera fluida el acceso a las distintas estancias del inmueble. Su distribución inteligente favorece la comodidad y privacidad, convirtiéndolo en el lugar perfecto para familias, parejas o personas que valoran el equilibrio entre funcionalidad y estilo. La cocina, completamente amueblada y de generosas dimensiones, se convierte en un espacio inspirador para dar rienda suelta a tus habilidades culinarias. Equipada con múltiples muebles de almacenaje y una excelente distribución de trabajo, es ideal tanto para el día a día como para ocasiones especiales. El salón-comedor es sin duda el corazón del hogar: un ambiente amplio, muy luminoso y acogedor, perfecto para relajarte, compartir momentos en familia o recibir a tus invitados. Desde aquí se accede a una fantástica terraza, un auténtico oasis al aire libre donde podrás disfrutar del sol, organizar comidas, leer o simplemente desconectar de la rutina. El piso cuenta con tres dormitorios, todos ellos con armarios empotrados, lo que garantiza una solución de almacenaje eficiente y discreta. Las estancias son amplias, luminosas y ofrecen un entorno perfecto para el descanso y la tranquilidad. El baño completo dispone de una cómoda bañera, un espacio funcional y bien mantenido, listo para adaptarse a las exigencias del día a día. El aire acondicionado con bomba de frío/calor instalado en el salón asegura un ambiente agradable durante todo el año, sin importar la estación. Además, la vivienda incluye un trastero privado, un valor añadido que proporciona espacio adicional para guardar enseres, bicicletas, maletas, herramientas y todo lo que necesites. La ubicación es otro de los puntos fuertes de esta propiedad. Situada en una zona residencial consolidada, rodeada de todos los servicios esenciales: colegios, supermercados, tiendas, centros de salud, zonas verdes, restaurantes, y mucho más, todo a pocos minutos caminando. Las conexiones de transporte son excelentes, tanto en transporte público como en vehículo privado, lo que facilita una movilidad cómoda y rápida hacia cualquier punto de la ciudad. En definitiva, esta vivienda lo tiene todo: espacio, luz, funcionalidad, confort y ubicación. Es una oportunidad ideal tanto si buscas tu hogar definitivo como si estás pensando en realizar una inversión inmobiliaria segura. ✨ No dejes pasar esta oportunidad única. Contacta con nosotros y solicita una visita hoy mismo. En Dream Future House estamos encantados de ayudarte a encontrar el hogar de tus sueños.",False,good,False,True,2253.0,False,False,False,False,[],False,False,177999.0,€,,,,flat,"Parque Inlasa, Parla","Piso en calle Jerusalén, 36",,,
108869677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/c1/c3/1357860358.webp,664665,29,,397000.0,chalet,sale,245.0,,4,2,Colmenar de Oreja,Madrid,Colmenar de Oreja,,es,,40.0702393,-3.5051078,False,https://www.idealista.com/inmueble/108869677/,"Una casa pensada para disfrutarla cada día Hay casas que simplemente se sienten bien desde el primer paso. Esta vivienda unifamiliar reúne todo lo que muchas familias buscan: espacio, calidez y un entorno que invita a quedarse. Nada más entrar, te recibe un gran salón-comedor con chimenea, lleno de luz natural y conectado con una cocina abierta que hace que cada comida y cada conversación fluyan con naturalidad. Es ese tipo de espacio donde ocurren las cosas importantes: desayunos tranquilos, celebraciones improvisadas, tardes de película junto al fuego. La casa cuenta con cuatro habitaciones amplias, perfectas para familias, para quienes teletrabajan o simplemente desean tener su rincón propio. Espacios versátiles que se adaptan a lo que necesites hoy y también mañana. Y fuera, el jardín: un espacio cuidado, con una piscina privada, zonas de sombra, árboles y suficiente terreno para crear tu propio huerto o disfrutar al aire libre sin salir de casa. Es ese plus que marca la diferencia entre una casa funcional y un hogar donde realmente apetece estar. Además, la vivienda incluye placas solares, estufa de pellets, garaje, buena orientación y se encuentra en una zona tranquila, pero con buen acceso y rodeada de naturaleza. Si estás buscando algo más que metros cuadrados, si quieres un hogar con alma y posibilidades, esta casa te está esperando NO cobramos honorarios al comprador.",False,good,False,,1620.0,False,False,False,False,[],False,False,397000.0,€,,,,chalet,Colmenar de Oreja,Chalet,True,True,
104952051,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/ee/62/1237191238.webp,,29,,115000.0,countryHouse,sale,131.0,,3,1,Diseminado Arroyo Moza,Madrid,Villa del Prado,,es,,40.2757288,-4.2649029,False,https://www.idealista.com/inmueble/104952051/,"**DONPISO VILLAVERDE VENDE MAGNIFICA FINCA RUSTICA** Maravillosa finca rustica a la venta. ¡OPORTUNIDAD! Se vende magnifica finca rustica a 5 minutos de Villa del Prado donde tendrás cubiertas todas las necesidades, ya que cuenta con colegios, centros de salud, farmacias, supermercados, polideportivos, etc. A 10 minutos en coche se encuentra el safari donde puedes disfrutar pasando el día en la naturaleza, dando de comer a todo tipo de Animales (Elefantes, jirafas, cebras, etc. ) La finca de la vivienda tiene, 685m2 donde se encuentra la vivienda de 100m2. , el garaje de unos 38m2, zona de descanso, de 80m2, donde hay una mesa para comer. La zona de piscina tiene unos 350m2, donde también hay una barbacoa, trastero-almacén, zona de herramientas, y una caseta con cocina pequeña. En frente de la vivienda hay un huerto de unos 700m2 ideal para plantar y cultivar. También se encuentra una caseta con bastante espacio, y 2 pozos de agua potable que suministra la zona de riego, vivienda y piscina. La vivienda consta de 3 habitaciones dobles muy amplias, cuarto de baño, cocina y un gran salón. Tiene una estufa y aire acondicionado bomba de frio calor. **POSIBILIDAD DE FINANCIACIÓN PARA FINCAS RUSTICAS** LLAME E INFORMESE SIN COMPROMISO.",False,renew,False,,878.0,False,False,False,False,[],False,False,115000.0,€,,,,countryHouse,Villa del Prado,Finca rústica en Diseminado Arroyo Moza,True,True,countryHouse
108350730,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/ab/35/1341499423.webp,JM02,9,2,1490000.0,flat,sale,125.0,True,3,3,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4339352,-3.6970499,False,https://www.idealista.com/inmueble/108350730/,"Belton Real Estate ofrece una propiedad en una segunda planta exterior con balcones que favorecen la luminosidad en cada espacio, y una superficie de 125 metros cuadrados.  Se trata de una vivienda reformada, distribuida funcionalmente en tres amplias habitaciones, tres baños, cocina, salón, comedor.  El edificio cuenta con ascensor.  Su ubicación en Chamberí - Almagro ofrece el privilegio de un ambiente residencial, tranquilo y rodeado de diversidad de servicios, tiendas, restaurantes, entretenimiento y excelentes conexiones con toda la ciudad mediante transporte público.  Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,11920.0,False,False,False,False,[],False,False,1490000.0,€,,,,flat,"Almagro, Madrid",Piso,,,
108746209,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/ea/df/1358511350.webp,NM-00843,21,2,310890.0,flat,sale,64.0,True,3,1,Barrio Casco Histórico de Barajas,Madrid,Madrid,Barajas,es,Casco Histórico de Barajas,40.4710149,-3.5755228,False,https://www.idealista.com/inmueble/108746209/,"¡Oportunidad única! Vivienda de 3 dormitorios con terraza en una de las zonas más tranquilas y mejor comunicadas de Barajas. Esta luminosa segunda planta sin ascensor cuenta con 60 m² útiles, distribuidos en 3 habitaciones exteriores, un baño con plato de ducha, salón con aire acondicionado nuevo (1 año de antigüedad) y acceso directo a una terraza privada. La cocina está amueblada y equipada con electrodomésticos prácticamente nuevos. ✔️ Totalmente exterior, con excelente ventilación natural. ✔️ Contraventanas instaladas para un mejor aislamiento. ✔️ Toldos en salón y terraza. ✔️ Calefacción y agua caliente eléctricas. ✔️ Situado a solo 6 minutos andando de la estación de metro “Barajas” (L5) y con varias líneas de autobús cercanas. ✔️ Aparcamiento público gratuito junto a la vivienda, con facilidad de estacionamiento a cualquier hora. ✔️ A pocos pasos del centro urbano de Barajas, con supermercados, colegios, parques, comercios y todos los servicios al alcance. Ideal tanto para familias como para inversión por su alta demanda en alquiler. � Código postal: 28042 Madrid � Superficie construida: 64 m² �️ 3 habitaciones | � 1 baño | � Terraza | ❄️ Aire acondicionado | � Metro a 6 min.",False,good,False,False,4858.0,False,False,False,False,[],False,False,310890.0,€,329963.0,19073.0,6.0,flat,"Casco Histórico de Barajas, Madrid",Piso,,,
108626517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/fa/1b/1350342031.webp,BHS-720,12,1,93000.0,flat,sale,93.0,True,2,1,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.3133477,-4.4651345,False,https://www.idealista.com/inmueble/108626517/,"¡FINANCIAMOS EL 100%!  B-home Inmobiliaria te presenta este precioso piso listo para convertirse en tu nuevo hogar. Ubicado en un encantador y tranquilo pueblecito de la Comunidad de Madrid, es perfecto para quienes buscan calidad de vida y bienestar familiar. Características del inmueble: 2 habitaciones amplias  Salón con cocina americana Baño completo Garaje incluido Trastero Piscina comunitaria Primera planta exterior con ascensor Este hogar reúne todo lo que necesitas para empezar una nueva etapa con total tranquilidad. Ideal para criar a una familia en un entorno seguro y sereno. �  Además, en B-home te ofrecemos:  Financiación del 100%  Asesoramiento financiero personalizado Acompañamiento completo durante todo el proceso de compraventa Comprar una vivienda es una decisión muy importante. Nosotros te ayudamos a hacerlo fácil, seguro y con las mejores condiciones del mercado. ¡Llámanos ahora y solicita más información! Tu nueva casa te está esperando.. . y puede ser tuya desde hoy mismo.",False,good,False,True,1000.0,True,False,False,False,[],False,False,93000.0,€,,,,flat,Cadalso de los Vidrios,Piso,True,True,
108823953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/68/ee/1356184898.webp,2-9307463,26,,150000.0,chalet,sale,180.0,,3,3,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.30363,-4.4449122,False,https://www.idealista.com/inmueble/108823953/,"Vivienda unifamiliar adosada de 151 m2 útiles, desarrollada en tres plantas, distribuida en planta de acceso con vestíbulo y acceso al garaje, salón-comedor, cocina independiente amueblada y un baño; planta primera con tres dormitorios con armarios empotrados, dos baños y terraza; planta segunda con una amplia terraza de 22,76 m2. A la vivienda le corresponde el uso privativo de la zona de patio/jardín a la que tiene acceso al fondo de la casa.",False,good,False,,833.0,True,False,False,False,[],False,False,150000.0,€,,,,chalet,Cadalso de los Vidrios,Chalet adosado,True,True,terracedHouse
