propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
107563156,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/b4/cf/1333392180.webp,M0782,15,4,399000.0,flat,sale,106.0,True,3,2,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4119511,-3.7118014,False,https://www.idealista.com/inmueble/107563156/,"� ¡Oportunidad única en el corazón de Madrid! � Si buscas una vivienda con encanto en una de las zonas más vibrantes de la ciudad, ¡este piso en La Latina es para ti! Con 106 m², cuenta con 3 amplias habitaciones dobles, 2 baños y una distribución que puedes reformar a tu gusto para convertirlo en el hogar de tus sueños. ✨ Características principales:  Espacioso y luminoso  Cocina equipada  Suelos de gres y carpintería exterior de aluminio  Edificio con ascensor  Calefacción y suministro de agua � Ubicación inmejorable: Situado en pleno centro, rodeado de todo lo que necesitas: metro, autobuses, tren, supermercados, colegios, universidades y centros médicos. Ideal tanto para vivir como para invertir. � No dejes pasar esta oportunidad! Contáctanos y ven a visitarlo. ��.",False,renew,False,True,3764.0,False,False,False,False,[],False,False,399000.0,€,450000.0,51000.0,11.0,flat,"Palacio, Madrid",Piso,,,
108827788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/6f/12/1356299124.webp,25V025,9,3,380000.0,flat,sale,40.0,True,1,1,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4169333,-3.7026557,False,https://www.idealista.com/inmueble/108827788/,"¿Buscas vivir o invertir en pleno centro de Madrid? Esta acogedora vivienda es ideal tanto para residencia habitual como para inversión segura con alta rentabilidad. ✨ Características destacadas: •Luminoso y funcional apartamento de 40 m² •Tercera planta en edificio con ascensor •Se vende completamente amueblado, listo para entrar a vivir •A escasos metros de Puerta del Sol, rodeado de cultura, gastronomía, ocio y transporte •Excelente comunicación: metro, tren, autobuses Una oportunidad única para disfrutar del corazón de Madrid o asegurar una propiedad con altísima demanda turística y residencial.  ¡Contáctanos y ven a verlo! Tu nueva vida en Madrid empieza aquí.",False,good,False,True,9500.0,False,False,False,False,[],False,False,380000.0,€,,,,flat,"Sol, Madrid",Piso,,,
108763671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/d9/33/1355178934.webp,,15,2,230000.0,flat,sale,80.0,True,2,1,Ciudad 70,Madrid,Coslada,Ciudad 70,es,,40.4211,-3.5416833,False,https://www.idealista.com/inmueble/108763671/,"REAL STAR ofrece piso exterior de 80 metros construidos (71 m² habitables) en la segunda planta de un edificio con ascensor en Ciudad 70, en una zona consolidada y céntrica.  El piso cuenta con: - 2 habitaciones amplias y luminosas (antes 3 Habitaciones) - 1 baño completo - Cocina  - Salón espacioso con acceso a una terraza exterior - Trastero para almacenar tus pertenencias - Aire acondicionado para disfrutar de un clima perfecto en cualquier época del año - Calefacción por gas natural para mantener el piso cálido y acogedor en invierno - Trastero Comunidad 80€ con agua incluida La zona es ideal, con paradas de bus cercanas y comercios a pocos pasos. ¡No te pierdas la oportunidad de vivir en este piso! Disponemos de departamento financiero, con posibilidad de el 100% de financiación. REAL STAR, LA TRANQUILIDAD DE ACERTAR.",False,good,False,True,2875.0,False,False,False,False,[],False,False,230000.0,€,,,,flat,"Ciudad 70, Coslada",Piso,,,
107243733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/fd/47/1313758108.webp,ALQ. GREGORIO ORTIZ SV,3,,70900.0,flat,sale,81.0,True,1,1,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3447171,-3.7069585,False,https://www.idealista.com/inmueble/107243733/,"******Oportunidad sólo para inversores. El activo se encuentra ocupado sin título legal en vigor: se trata de un alquiler vencido. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. [IW].",False,good,False,False,875.0,False,False,False,False,[],False,False,70900.0,€,,,,flat,"Villaverde Alto, Madrid",Piso,,,
108577348,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/76/00/1348947825.webp,,10,4,210000.0,flat,sale,51.0,True,3,1,calle de Mariano Benlliure,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3885918,-3.6704837,False,https://www.idealista.com/inmueble/108577348/,"¡Un Nuevo Hogar te Espera en Vallecas! tenemos el placer de presentarte esta fantástica vivienda lista para entrar a vivir, ubicada en la Calle de mariano benlliure, en el barrio de Vallecas. Esta propiedad, se encuentra en una 4ta planta de una buena finca  Tiene tres amplios y luminosos dormitorios y cuenta con aire acondicionado, maximizando el espacio y la organización. La vivienda tiene doble orientación. Todas las estancias tienen ventanas, unas al este y otras al oeste, garantizando la luz y el sol durante todo el dia. La cocina y el baño han sido reformados dando un estilo mas moderno, lista para que la disfrutes desde el primer dia. La vivienda está equipada con ventanas de aluminio en todas sus estancias. Además, podrás disfrutar de 1 práctica terraza, ideal como tendedero o para relajarte al aire libre. El inmueble se encuentra en excelente estado de conservación y dispone de calefacción individual por aire, asegurando un ambiente cálido y confortable durante todo el año. Ubicación Inmejorable en Vallecas Vivir en la Calle mariano benlliure te sitúa en una zona con excelentes comunicaciones de renfe, buses y metro con todos los servicios al alcance de tu mano. Tendrás a tu disposición: Centros educativos Supermercados Zonas verdes Centros de salud La estación de Renfe de Entrevías está a solo 6 minutos andando, conectándote directamente con el centro de Madrid y otras áreas clave de la ciudad. Si te desplazas en coche, disfrutarás de un fácil acceso a la M-30 y M-40. ¡No pierdas la oportunidad de visitar esta excelente propiedad!",False,good,False,False,4118.0,False,False,False,False,[],False,False,210000.0,€,,,,flat,"San Diego, Madrid",Piso en calle de Mariano Benlliure,,,
107633692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/bd/92/1318260057.webp,,5,,1800000.0,chalet,sale,260.0,,4,5,Barrio Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.4526814,-3.7766717,False,https://www.idealista.com/inmueble/107633692/,"ABSTNERSE AGENCIAS. Esta impresionante casa se encuentra en una de las zonas más exclusivas de Madrid, Aravaca, en la calle La Pinilla, y actualmente está en proceso de reforma. Con una superficie de 260 m² distribuidos en cuatro niveles, ofrece 3 dormitorios con baño en suite, un dormitorio de servicio con acceso a un patio inglés y baño para invitados. El inmueble cuenta con una zona de recepción que incluye un elegante hall, una cocina completamente equipada y un amplio salón que se abre a una gran terraza y jardín privado. Este jardín está dividido en un jardín de entrada y un amplio espacio ajardinado conectado directamente al salón, con una piscina privada. Con acabados de lujo y atención a cada detalle, la propiedad destaca por sus excepcionales calidades. Situada en una ubicación privilegiada, cerca de todos los servicios y comodidades, es una oportunidad única para quienes buscan vivir en una zona exclusiva de Madrid.",False,good,False,,6923.0,False,False,False,False,[],False,False,1800000.0,€,,,,chalet,"Aravaca, Madrid",Chalet pareado,True,True,semidetachedHouse
105754871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/7f/a5/1313451962.webp,CG-95803-0001,1,,625000.0,chalet,sale,389.0,,1,1,calle de las Encinas,Madrid,Alpedrete,,es,,40.6478513,-4.0335057,False,https://www.idealista.com/inmueble/105754871/,"Oportunidad sólo para inversores. El activo se encuentra ocupado. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Chalet aislado de segunda mano en venta en el municipio de Alpedrete, Madrid.Se trata de un chalet aislado de 390 m² desarrollados en planta sótano y 2 plantas sobre rasante y distribuidos en varias estancias. Construido sobre una parcela privada de 1000 m² donde podemos encontrar una piscina.La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren.En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor.El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble.La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga ases.",False,good,False,,1607.0,False,False,False,False,[],False,False,625000.0,€,,,,chalet,Alpedrete,Casa independiente en calle de las Encinas,,,independantHouse
108241768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/80/22/1338200114.webp,VL-39,7,4,159900.0,flat,sale,55.0,True,2,1,calle de Peña de la Atalaya,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3845602,-3.6661897,False,https://www.idealista.com/inmueble/108241768/,"¡OPORTUNIDAD EN ENTREVÍAS! Piso de 2 habitaciones en 4ª planta, bien comunicado y rodeado de servicios Se vende estupendo piso en Entrevías, ubicado en una cuarta planta sin ascensor, ideal tanto para vivir como para invertir. La vivienda cuenta con dos habitaciones (antes 3), un baño completo, salón luminoso y cocina independiente. El inmueble se encuentra en buen estado y con muchas posibilidades de personalización. Gracias a su altura, disfruta de una buena entrada de luz natural durante todo el día. Zona muy bien comunicada: a pocos minutos caminando de la estación de Renfe Asamblea de Madrid-Entrevías, con varias líneas de autobuses en las inmediaciones que conectan rápidamente con el centro de Madrid. Además, está rodeado de todo tipo de servicios: supermercados, colegios, centros médicos, farmacias, parques y zonas verdes. Una excelente opción para quienes buscan una vivienda funcional en una zona en crecimiento con todos los servicios a mano. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita.",False,renew,False,False,2907.0,False,False,False,False,[],False,False,159900.0,€,,,,flat,"San Diego, Madrid",Piso en calle de Peña de la Atalaya,,,
108427206,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/e2/ab/1344552582.webp,,1,4,1020000.0,flat,sale,107.0,True,2,1,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4344452,-3.678991,False,https://www.idealista.com/inmueble/108427206/,"Te presentamos este espectacular piso off market en el codiciado barrio de Lista, en el distrito de Salamanca. La propiedad cuenta con 2 habitaciones, 1 baño y una amplia terraza exterior, ideal para disfrutar del aire libre en pleno corazón de Madrid. Situado en una finca con servicio de portería, el piso destaca por su gran luminosidad, gracias a sus varias orientaciones, que permiten una excelente ventilación y entrada de luz natural durante todo el día. Es una opción con alto potencial de rentabilidad, especialmente para quienes buscan una inversión orientada a la mediana estancia. Una oportunidad única en una de las zonas más exclusivas de la ciudad. Contáctanos ahora y agenda tu visita.",False,good,False,True,9533.0,False,False,False,False,[],False,False,1020000.0,€,1070000.0,50000.0,5.0,flat,"Lista, Madrid",Piso,,,
108220214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/e2/7c/1337506616.webp,CAD2025CG,14,4,95000.0,flat,sale,91.0,True,3,1,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.3014902,-4.4429888,False,https://www.idealista.com/inmueble/108220214/,"Piso de cuarta planta sin ascensor en Cadalso de los Vidrios de 115m2. La vivienda está para reformar y consta de: 3 habitaciones amplias, salón independiente, un baño completo con bañera, cocina luminosa.  Ubicado en Cadalso de los Vidrios a 80 km de Madrid por la M-501 y a 10 minutos de San Martin de Valdeiglesias, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes.. . Destacar que Pelayos de la Presa y San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades outdoor. Puede visitarnos en nuestra oficina en la Corredera Baja Nº20 de San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,renew,False,False,1044.0,False,False,False,False,[],False,False,95000.0,€,,,,flat,Cadalso de los Vidrios,Piso,,,
