propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,hasLift,floor,exterior,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108668256,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/be/25/1351630047.webp,IE24SANCHEZPRECIADO2,13,250000.0,flat,sale,50.0,2,1,Barrio Valdezarza,Madrid,Madrid,es,40.4614629,-3.7093862,False,https://www.idealista.com/inmueble/108668256/,"Inmobiliarias Encuentro presenta en exclusiva excelente oportunidad en el barrio de Valdezarza.  Se trata de un piso de 50 m2, distribuido en 2 habitaciones, salón - comedor, cocina independiente y baño, totalmente exterior en una 7º planta con ascensor, en buen estado y con grandes oportunidades de reforma para crear un ambiente a gusto, en un sitio tranquilo, en una de las zonas más demandadas en la ciudad.  Ubicado en una zona comercial con todo a la alcance de la mano, centros comerciales, supermercados, colegios, centros médicos, zonas verdes, cercanía con Dehesa De La Villa en una de las zonas más demandadas de la ciudad.  Excelente conexión de transporte, paradas de autobuses a pocos minutos y cercanía con el metro de Francos Rodríguez: Santo Ángel De La Guarda – General Cadena Campos 0,103 km ( Parada de autobuses), Metro Francos Rodríguez a 0,239 km, Ofelia Nieto (parada de autobuses) Francos Rodríguez Numancia.  Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \”CAMBIA Y DESCANSA\”. La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el100% de financiación. ¡Consulta nuestras condiciones! Contamos con REFORTECA la única solución del mercado para 3 problemas frecuentes: COMPRA + REFORMA + HIPOTECA Desde nuestro equipo financiero unificamos el precio de la vivienda y el coste de la reforma en una sola hipoteca. • Sin empresas externas. • Sin pérdidas de tiempo. • Proyecto personalizado. • Equipos cualificados. • Con tipos de interés hipotecario. • Con el mejor presupuesto cerrado. Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva.",False,good,False,5000.0,False,False,False,False,[],False,False,250000.0,€,flat,,"Valdezarza, Madrid",Piso,Moncloa,True,7,True,Valdezarza,,,,,
108291170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/02/a3/1346566572.webp,1530/2691,6,220000.0,flat,sale,50.0,1,1,Barrio Tres Olivos - Valverde,Madrid,Madrid,es,40.4954467,-3.6902043,False,https://www.idealista.com/inmueble/108291170/,"SERVICIOS INMOBILIARIOS ALFA 3C PRESENTA.. . Fantástico Loft de diseño tipo industrial con mucha luz en zona Fuencarral. ¿Te gustaría vivir y trabajar en un loft lleno de luz con grandes espacios? Tenemos un inmueble completamente reformado con un diseño industrial decorado por un estudio de interiorismo. Con acceso desde la calle bajas unas escaleras de hierro forjado que te llevan a este maravilloso espacio, ideal para personas que trabajan en casa o autónomos.  Características: - Reformado integralmente con materiales de primera calidad - Distribución diáfana, suelos de cemento pulido blanco - Baño independiente - Climatización de aire acondicionado por conductos - Espectacular luz natural en todo el inmueble - No dispone de salida de humos pero permite ponerlo con una obra mínima. - Actualmente no dispone de cédula de habitabilidad. ¿Te interesa visitarlo? No dejes pasar esta oportunidad. ç Llámanos, estaremos encantados de atenderte ¡ OFRECEMOS SERVICIO DE FINANCIACIÓN!",False,good,False,4400.0,False,False,False,False,[],False,False,220000.0,€,flat,,"Tres Olivos - Valverde, Madrid",Piso,Fuencarral,False,ss,True,Tres Olivos - Valverde,,,,,
106707624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/d6/79/1343886354.webp,252,21,990000.0,chalet,sale,240.0,3,4,Sevilla la Nueva,Madrid,Sevilla la Nueva,es,40.3486802,-4.0234046,False,https://www.idealista.com/inmueble/106707624/,"Inmofloor les ofrece en exclusiva este maravilloso complejo de viviendas situada en la Hórreo, CABE LA POSIBILIDAD DE CONSTRUIR 6 CHALETS PAREADOS EN PARCELAS DE 500 M2 Y 318 DE ZONAS COMUNES. La parcela actualmente consta de tres viviendas y un amplísimo almacén con zona de garaje: La vivienda principal de 240 m2, otra vivienda más pequeña de 81 m2, el estudio (totalmente diáfano) de 81 m2 y el almacén de 188 m2. Descubre esta espectacular vivienda independiente, ideal para quienes buscan tranquilidad y calidad de vida en un entorno exclusivo. Características principales: -Ubicación privilegiada: situada en el casco urbano de Sevilla la Nueva, está a un paso de todas comodidades necesarias para el día a día. -Amplitud y diseño: Con una parcela de generosas dimensiones y un interior funcional, esta vivienda es perfecta para las familias que busque un estilo de vida cómodo y sin ruidos. -Zonas exteriores: Amplio jardín privado, ideal para disfrutar del aire libre, con espacio para una gran piscina de 78 m2, así como zonas de recreo. Una oportunidad única tanto como para grandes familias que quieran vivir en un entorno exclusivo y bohemio, como para constructores que deseen edificar en la urbanización más exclusiva de Sevilla la Nueva. Solicite una visita sin compromiso.",False,good,False,4125.0,False,False,False,False,[],False,False,990000.0,€,chalet,semidetachedHouse,Sevilla la Nueva,Chalet pareado,,,,,,True,True,,,
108312609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/89/20/1340385671.webp,25052801V,30,225000.0,duplex,sale,95.0,3,3,Villamantilla,Madrid,Villamantilla,es,40.341114,-4.1315388,False,https://www.idealista.com/inmueble/108312609/,"Dúplex de 95 m2, Salón- comedor con Split frio-calor, cocina equipada con lavavajillas, lavadora, frigorífico… y salida a patio de 6 metros. Aseo en planta principal. Planta de arriba con 3 habitaciones muy amplias con armarios empotrados, habitación principal en suite con Split frio- calor.  Calefacción por butano, plaza de garaje, se alquila amueblado, sólo dos vecinos en el edificio.",False,good,False,2368.0,False,False,False,False,[],False,False,225000.0,€,flat,duplex,Villamantilla,Dúplex,,False,1,True,,True,True,,,
102609766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/e6/48/1313558370.webp,CK-07110-0001,1,241200.0,chalet,sale,150.0,3,2,avenida del Aguila,Madrid,Collado Villalba,es,40.6463166,-3.9684305,False,https://www.idealista.com/inmueble/102609766/,"Se vende Piso en la localidad de Collado Villalba, dentro de la provincia de Madrid. Localizado en la planta de altura media de un edificio de una planta sobre rasante, sin ascensor, este inmueble se compone de tres dormitorios, un baño, salón-comedor y cocina. La vivienda construida en el año 1992. Propiedad de tres dormitorios, un baño, salón-comedor y cocina, distribuidos en una superficie de 212.0 metros cuadrados construidos y 150.0 metros cuadrados útiles. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,1608.0,False,False,False,False,[],False,False,241200.0,€,chalet,independantHouse,"Fontenebro - Altavista, Collado Villalba",Casa independiente en avenida del Aguila,Fontenebro - Altavista,,,,,,,,,
107793434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/9a/23/1332474505.webp,KH-AH-147582,7,5900000.0,penthouse,sale,1130.0,6,6,Barrio Palomas,Madrid,Madrid,es,40.4513239,-3.6242329,False,https://www.idealista.com/inmueble/107793434/,"Presentamos este espectacular ático de lujo en venta, ubicado en el exclusivo barrio de Conde de Orgaz, una de las zonas más privilegiadas de Madrid. Con un diseño contemporáneo y distribución impecable, este ático de 1.130 m² combina elegancia, confort y unas vistas panorámicas impresionantes, convirtiendo cada rincón en un lugar único. La propiedad dispone de 5 amplios dormitorios, todos con baño en suite y vestidor independiente, garantizando máxima privacidad y confort. Además, cuenta con 1 dormitorio adicional de servicio, ideal para el personal de apoyo. Incluye también 2 salones amplios, perfectos para el entretenimiento y la convivencia, y un salón adicional pequeño, ideal para relajarse mientras se disfrutan de las vistas de la ciudad. Una de las joyas de este ático es su increíble terraza de 400 m², que ofrece vistas inigualables de Madrid y cuenta con zona de barbacoa, perfecta para disfrutar de momentos al aire libre. La propiedad tiene su propia piscina privada, que puede cerrarse en invierno para usarla todo el año, y una cancha de fútbol, ideal para que los más pequeños jueguen mientras se refrescan en la piscina. La cocina, de amplias dimensiones, está equipada con lo último en tecnología y materiales de alta calidad, creando un espacio funcional y cómodo para disfrutar de la gastronomía. Entre las características destacadas de este ático se incluyen 3 chimeneas, que aportan calidez y sofisticación, un gimnasio privado y un spa con jacuzzi, pensados para ofrecer momentos de relax sin salir de casa. El ático cuenta con un sauna, para una experiencia de bienestar completa. Además, dispone de un despacho amplio, desde el cual se disfrutan vistas excepcionales de la ciudad, ideal para trabajar en un entorno privado. El ascensor sube directamente desde el garaje hasta la vivienda, garantizando acceso cómodo y exclusivo. La propiedad incluye 5 plazas de garaje y 3 trasteros adicionales, ofreciendo un espacio cómodo y funcional para almacenamiento y aparcamiento. La urbanización cuenta con seguridad privada permanente, asegurando máxima tranquilidad y exclusividad, además de acceso a una piscina comunitaria, ideal para momentos de descanso. Los materiales utilizados en la construcción son de la más alta calidad. El suelo de mármol en toda la propiedad aporta elegancia y sofisticación, y la calefacción por suelo radiante asegura confort térmico excepcional. Una exclusiva lámpara de Swarovski ilumina los espacios más importantes, añadiendo lujo. Este ático es una propiedad única en una ubicación privilegiada, ideal para quienes buscan vivir con máximo confort, privacidad y lujo en Madrid. Con características excepcionales, este ático representa lo mejor en exclusividad, calidad de vida y estilo. En caso de haber dos o más clientes interesados en la propiedad, se tendrá en cuenta la oferta económica más alta y condicionada a la aceptación de la propiedad, incluso si supera el precio fijado en el anuncio. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no contractual. El precio de venta no incluye los gastos de adquisición o cancelación (notario, registro, impuestos, etc.). El mobiliario y otros bienes muebles mostrados en las fotos NO están incluidos en el precio, salvo que se refleje expresamente en el anuncio. La disponibilidad y el precio del inmueble pueden variar sin previo aviso. Por favor, consulte con nosotros para información actualizada. MUCHAS DE NUESTRAS PROPIEDADES NO ESTÁN PUBLICADAS, CONSULTA CON NOSOTROS PARA VER MÁS PROPIEDADES EXCLUSIVAS.",False,good,False,5221.0,False,False,False,False,[],False,False,5900000.0,€,flat,penthouse,"Palomas, Madrid",Ático,Hortaleza,True,5,True,Palomas,True,True,,,
108448431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/d6/d4/1345195017.webp,,1,450000.0,flat,sale,200.0,2,2,paseo de los Jesuitas,Madrid,Madrid,es,40.4112757,-3.7302853,False,https://www.idealista.com/inmueble/108448431/,"¡Oportunidad perfecta para inversores! Se venden dos inmuebles junto con cinco trasteros, todos actualmente alquilados, lo que garantiza una rentabilidad atractiva. El conjunto incluye una planta baja con una vivienda tipo loft de 60 metros cuadrados, ideal para alquiler o uso personal. Además, cuenta con una planta sótano que alberga una oficina de 70 metros cuadrados, perfecta para negocios o espacios de trabajo. Como complemento, se incluyen cinco trasteros de aproximadamente 10 metros cuadrados cada uno, ideales para almacenamiento adicional. Todos los inmuebles están en régimen de alquiler, ofreciendo una inversión con alta rentabilidad y potencial de crecimiento. ¡No pierdas esta excelente oportunidad!",False,good,False,2250.0,False,False,False,False,[],False,False,450000.0,€,flat,,"Puerta del Ángel, Madrid",Piso en paseo de los Jesuitas,Latina,False,bj,True,Puerta del Ángel,,,,,
108728792,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/d2/5f/32/1353391731.webp,,12,184999.0,flat,sale,73.0,3,1,Barrio Valderas - Los Castillos,Madrid,Alcorcón,es,40.3549232,-3.8112683,False,https://www.idealista.com/inmueble/108728792/,"UNHOGAR VENDE; Descubre este acogedor bajo ideal para quienes buscan su primera vivienda. Con 73 m² construidos y 67 m² útiles, este piso ofrece una distribución óptima, transformando originalmente tres habitaciones en dos amplios dormitorios y un salón cómodo donde disfrutar de momentos inolvidables.  La cocina es funcional y luminosa, perfecta para, mientras que el baño ha sido actualizado con plato de ducha. La calefacción individual y los suelos de tarima añaden un toque de confort y calidez a cada rincón. Ubicado en una zona tranquila y bien conectada, tendrás todo lo que necesitas a tu alcance: metro, autobuses, supermercados, colegios y parques. Este piso exterior, orientado al oeste, también dispone de ascensor y un jardín comunitario donde relajarte al aire libre. No dejes pasar la oportunidad de hacer de este lugar tu nuevo hogar. ¡Ven a visitarlo y enamórate! También puedes visitarnos en C/san marcial 9 Móstoles.",False,good,False,2534.0,False,False,False,False,[],False,False,184999.0,€,flat,,"Valderas - Los Castillos, Alcorcón",Piso,Valderas - Los Castillos,False,bj,True,Valderas - Los Castillos,,,,,
108263679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/ee/1e/1338903207.webp,,1,1500000.0,flat,sale,118.0,2,2,calle de Don Ramón de la Cruz,Madrid,Madrid,es,40.4301849,-3.6773046,False,https://www.idealista.com/inmueble/108263679/,"AIRONOVA Group presenta, exclusiva vivienda de 118 m², completamente reformada con calidades de alto nivel y exquisitamente amueblada, lista para entrar a vivir. El piso combina elegancia y confort en un espacio amplio y luminoso, donde cada detalle ha sido cuidadosamente seleccionado para ofrecer una experiencia de hogar inigualable. Su distribución funcional y su ubicación privilegiada, rodeada de servicios, comercios selectos y excelente comunicación, hacen de esta propiedad una oportunidad única tanto para vivir como para invertir en una de las arterias más emblemáticas de Madrid.",False,good,False,12712.0,False,False,False,False,[],False,False,1500000.0,€,flat,,"Lista, Madrid",Piso en calle de Don Ramón de la Cruz,Barrio de Salamanca,True,2,True,Lista,,,,,
105966387,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/dd/1f/1313302511.webp,A0-95222-0001,1,120400.0,flat,sale,70.0,1,1,calle del Puerto de Lumbreras,Madrid,Madrid,es,40.3813821,-3.6185152,False,https://www.idealista.com/inmueble/105966387/,"Oportunidad sólo para inversores. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Piso de segunda mano en venta en Madrid.Se trata de un piso de 70m² distribuidos en varias estancias.La vivienda se sitúa en el distrito de Vallecas, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren.En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. A pocos metros del Hospital Virgen de la Torre.Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.t Prioridad:t1Texto regla en castellano:tEl inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adq.",False,good,False,1720.0,False,False,False,False,[],False,False,120400.0,€,flat,,"Casco Histórico de Vallecas, Madrid",Piso en calle del Puerto de Lumbreras,Villa de Vallecas,False,2,,Casco Histórico de Vallecas,,,,,
107220441,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/df/56/1306555123.webp,id: 194562,17,295000.0,chalet,sale,252.0,5,3,avenida de la Costa de Madrid,Madrid,San Martín de Valdeiglesias,es,40.3912105,-4.3741208,False,https://www.idealista.com/inmueble/107220441/,"id: 194562 Deberá introducir este código para poder atenderle telefónicamente. Chalet independiente en urbanización de San Martín de Valdeiglesias.  Situado en una ubicación privilegiada con preciosas vistas. La vivienda está compuesta por tres plantas: La planta principal cuenta con un amplio y luminoso salón que conecta con otra sala y estas dos a su vez con una gran terraza. La cocina está totalmente equipada y conecta con otra terraza que da al jardín trasero. La planta también cuenta con tres dormitorios, uno de ellos con baño en suite y vestidor, 2 baños. Hay un cuarto de baño adicional que da servicio a la otra habitación. La segunda planta cuenta con 3 dormitorios de gran tamaño, 2 baños completos. La planta baja tiene garaje con capacidad para dos/tres vehículos y trastero. La urbanización tiene una gran piscina y cuenta con otras instalaciones, como pistas de pádel y zonas de recreo para niños.",False,good,False,1171.0,False,False,False,False,[],False,False,295000.0,€,chalet,independantHouse,San Martín de Valdeiglesias,Casa independiente en avenida de la Costa de Madrid,,,,,,,,,,
104363003,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/9f/9b/1314347688.webp,CS-17750-0001,1,98600.0,chalet,sale,110.0,4,3,calle del Río Tormes,Madrid,El Álamo,es,40.2301174,-3.9855962,False,https://www.idealista.com/inmueble/104363003/,"Vivienda unifamiliar adosada situada en el municipio del Alamo, en la provincia de Madrid. - El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.t Prioridad:t1Texto regla en castellano:tEl inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrat.",False,good,False,896.0,False,False,False,False,[],False,False,98600.0,€,chalet,semidetachedHouse,El Álamo,Chalet pareado en calle del Río Tormes,,,,,,,,,,
105778337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/11/be/1314328828.webp,CS-18505-0001,1,76000.0,chalet,sale,146.0,1,1,calle Rio Tajo,Madrid,Villarejo de Salvanés,es,40.1098978,-3.2552114,False,https://www.idealista.com/inmueble/105778337/,"Chalet independiente de 1 dormitorio y de 1 baño en Villarejo de Salvanés. Cuenta con una superfície de 146 m2. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o ca.",False,good,False,521.0,False,False,False,False,[],False,False,76000.0,€,chalet,independantHouse,Villarejo de Salvanés,Casa independiente en calle Rio Tajo,,,,,,,,,,
