propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,externalReference,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
102547209,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/7b/e8/1353627362.webp,2,,142000.0,flat,sale,77.0,True,4,1,calle de Guadarrama,Madrid,Mejorada del Campo,,es,40.3947019,-3.4881786,False,https://www.idealista.com/inmueble/102547209/,"SOLO INVERSORES - INMUEBLE ALQUILADO Rentabilidad: 4,63% Inicio del contrato: 18/06/2020 Fin del contrato: 17/06/2027 Renta: 547,70 € Propiedad con inquilino construida en el 1978 en Mejorada del campo, Madrid. Es un piso en la planta baja, cuenta con 77m2 construidos. La información proporcionada en tiene diversas fuentes, entre ellas organismos oficiales o el propietario del inmueble con lo que a veces puede no ser del todo correcta o exacta. Inviertis no se hace legalmente responsable de los errores o inexactitudes que puedan existir, por favor consulta con uno de nuestros agentes para más información. Inviertis es la web de inversión inmobiliaria nº1 en España. En inviertispro. com puedes ver y comparar inmuebles en rentabilidad en todo el país. Todos los activos publicados son en EXCLUSIVA y están alquilados y al día de pago. Si entras en la web tendrás acceso al contrato de alquiler vigente, renta mensual, rentabilidad y un completo análisis financiero del comportamiento de ese inmueble a lo largo del tiempo. Se trata de inmuebles procedentes de propietarios y grandes fondos que no encontrarás en ningún otro sitio porque Inviertis solo trabaja con: Inmuebles en exclusiva Pisos y casas con contrato de alquiler vigente Inquilinos al día de pago Rentabilidades por encima del 5% En Inviertis nos encargamos de todo, para que el inversor solo tenga que comprar y rentar. Así de fácil.",False,good,False,False,1844.0,False,False,False,False,[],False,False,142000.0,€,flat,Mejorada del Campo,Piso en calle de Guadarrama,,,,,RD043,,,
107681667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/a4/cd/1319635626.webp,38,1,405000.0,flat,sale,152.0,True,3,2,Getafe Centro,Madrid,Getafe,Getafe Centro,es,40.3108065,-3.7292788,False,https://www.idealista.com/inmueble/107681667/,"¡Este moderno y luminoso piso de 3 dormitorios y 2 baños se encuentra en Getafe centro!  La vivienda cuenta con 152M2 construidos, y un amplio salón conectado de manera abierta a la cocina americana, lo que proporciona un espacio diáfano y luminoso, con una superficie de 50 metros, perfecto para disfrutar de reuniones familiares o con amigos, con un diseño moderno, amueblada y equipada con electrodomésticos panelados, con acceso a terraza exterior.  Los 3 dormitorios son espaciosos y cuentan con armarios empotrados, ofreciendo un entorno práctico y funcional. El principal tiene baño en suite con ducha de obra y mampara. Y el segundo baño con bañera.  Uno de los puntos destacados de este piso es su sistema de aerotermia centralizada para ACS y calefacción mediante suelo radiante y refrigerante, para el máximo confort tanto en invierno como en verano. Una tecnología avanzada que garantiza un rendimiento energético óptimo y respetuoso con el medio ambiente, asegurando calefacción y agua caliente sanitaria. La vivienda cuenta con calidades como: puertas blancas lacadas, siendo la principal blindada con mirilla digital, suelo porcelánico, paredes lisas-estuco, armarios empotrados, ventanas con cristal climalit y oscilobatientes.  En definitiva un piso sublime por tamaño, calidades, sin vecinos en la misma planta, exclusivo y muy representativo. Su ubicación es inmejorable, en pleno centro de Getafe a menos 200m de la estación de Renfe y Metro (Getafe Central), paradas de autobús, zona de supermercados y restauración.  No dejes pasar esta oportunidad única. ¡Contáctanos para más información y para agendar una visita! Si deseas más información y/o concertar una visita llámanos al o visítanos en Avenida Ingenioso Hidalgo Nº7, Los Molinos. Getafe. Este anuncio puede contener errores y el precio indicado puede sufrir variación sin previo aviso. Si tu preocupación es la hipoteca confía en nosotros; la gestionamos con todos los bancos y tú decides cuál deseas completamente gratis.",False,good,False,,2664.0,False,False,False,False,[],False,False,405000.0,€,flat,"Getafe Centro, Getafe",Piso,,,,,MP952025,,,
108336103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/cc/29/1341073654.webp,2,2,120000.0,flat,sale,92.0,True,3,2,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4776138,-3.3774863,False,https://www.idealista.com/inmueble/108336103/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,False,1304.0,False,False,False,False,[],False,False,120000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso,,,,,OKPMADRID334,,,
106798075,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/fb/ce/1294322112.webp,46,,300000.0,chalet,sale,432.0,,9,1,Talamanca de Jarama,Madrid,Talamanca de Jarama,,es,40.7462404,-3.509978,False,https://www.idealista.com/inmueble/106798075/,"Vivienda unifamiliar de gran tamaño en zona céntrica de Talamanca de Jarama. Distribuido en dos plantas, encontramos en la planta baja 4 habitaciones y salón de 40 metros, ademas de la cocina y un baño. La planta superior dispone de desván diáfano de 100 metros y 5 habitaciones mas. Cuenta con un patio de 215 metros y una zona de almacenaje. Esta propiedad ofrece muchas posibilidades, desde un posible hotel rural o alquiler por habitaciones hasta una división horizontal o vivienda unifamiliar excepcional. Contáctenos sin compromiso.",False,good,False,,694.0,False,False,False,False,[],False,False,300000.0,€,chalet,Talamanca de Jarama,Chalet,,,,,1027,,,
108857679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/d2/5e/1357172005.webp,13,4,188000.0,flat,sale,57.0,True,2,1,Barrio Flores,Madrid,Leganés,Centro,es,40.3296047,-3.7620823,False,https://www.idealista.com/inmueble/108857679/,"Piso alto y luminoso en edificio con ascensor. Vivienda de 57 metros cuadrados con hall, salón con terraza incorporada, dos dormitorios (principal ampliado al incorporarle la terraza) y baño con plato de ducha. El piso se reformó integralmente hace 15 años y tiene suelos de gres, ventanas de aluminio climalit oscilobatientes, puertas de roble, calefacción individual de gas natural (actualmente de baja), armarios en laterales de la terraza, baño con ventana,.. . Facilidades para la financiación: hipotecas a tipo variable, fijo desde el 1,95% y también hipotecas superiores al 80%.",False,good,False,True,3298.0,False,False,False,False,[],False,False,188000.0,€,flat,"Flores, Leganés",Piso,Flores,,,,R834,,,
108157570,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/50/1e/1335583662.webp,21,bj,139000.0,flat,sale,64.0,False,3,1,Camarma de Esteruelas,Madrid,Camarma de Esteruelas,,es,40.5515227,-3.3802335,False,https://www.idealista.com/inmueble/108157570/,"SOLO INVERSORES! INMUEBLE ALQUILADO, piso de tres dormitorios, salón cocina amueblada con electrodomésticos. Cuarto de baño completo, pequeño patio interior. En planta baja, acceso por portal. Pregúntanos y te informaremos.",False,good,False,False,2172.0,False,False,False,False,[],False,False,139000.0,€,flat,Camarma de Esteruelas,Piso,,150000.0,11000.0,7.0,PISO3D,,,
108711179,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/5b/66/1352854237.webp,1,1,238000.0,flat,sale,70.0,False,3,1,calle de Ferroviarios,Madrid,Madrid,Usera,es,40.3824394,-3.7028768,False,https://www.idealista.com/inmueble/108711179/,"Grupo Rein pone a su disposción este piso de 70 m2 situado en una 1ª planta sin ascensor.   La vivienda cuenta con 3 dormitorios, cuarto de baño completo, cocina independiente y salón.  Piso interior para reformar.",False,renew,False,True,3400.0,False,False,False,False,[],False,False,238000.0,€,flat,"Almendrales, Madrid",Piso en calle de Ferroviarios,Almendrales,,,,C2-03234-0001,,,
107871103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/fb/81/1326802170.webp,32,,295000.0,flat,sale,93.0,True,4,2,Parla Este,Madrid,Parla,Parla Este,es,40.2312798,-3.7573035,False,https://www.idealista.com/inmueble/107871103/,"PISO DE: 4 DORMITORIOS, 2 BAÑOS, 2 PLAZAS DE GARAJE, TRASTERO Y APROBADA LA INSTALACION DE LA PISCINA. NO COBRAMOS HONORARIOS AL COMPRADOR Te presentamos este maravilloso piso de 85m2 útiles en Parla Este. Este espacioso y luminoso piso de 4 dormitorios y 2 baños se encuentra en una tranquila urbanización con zonas ajardinadas. La vivienda se caracteriza por su amplitud y excelente distribución, que separa claramente la zona de día, compuesta por un salón y cocina independiente, de la zona de descanso.  Las cuatro habitaciones son generosas en tamaño, con armarios empotrados que maximizan el espacio de almacenamiento.  El dormitorio principal el cual cuenta con armario empotrado y con baño en suite, como puedes observar este baño cuenta con bañera equipada con mampara. Un segundo baño completamente equipado con ducha y mampara. La cocina es muy amplia, está equipada y amueblada y ofrece un espacio amplio para colocar una mesa. Además cuenta con acceso a un tendedero cubierto.  Su orientación sur llena cada rincón de luz natural.  La vivienda cuenta con un espacioso salón independiente. perfectamente separado en dos ambientes, con Split de aire acondicionado. A todo ello, debemos sumarle las inmejorables calidades con las que nos encontramos: Puertas de roble, paredes lisas, ventanas climalit, suelos de tarima, armarios empotrados y vestidos… La vivienda incluye dos plazas de garaje y trastero dentro del mismo edificio. LA COMUNIDAD TIENE APROBADA LA OBRA DE INSTALACION DE UNA NUEVA PISCINA. ACTUALMENTE LOS RESIDENTES INTERESADOS ESTAN CONTRIBUYENDO AL FONDO PARA LA FINANCIACION DEL PROYECTO. Ubicado en Parla Este, una zona residencial bien comunicada y con todos los servicios al alcance: colegios, supermercados, centros de salud y transporte público, así como un acceso rápido a las principales vías. No dejes pasar esta oportunidad única. ¡Contáctanos para más información y para agendar una visita! Si deseas más información y/o concertar una visita llámanos al o visítanos en Avenida Ingenioso Hidalgo Nº7, Los Molinos. Getafe. Este anuncio puede contener errores y el precio indicado puede sufrir variación sin previo aviso. Si tu preocupación es la hipoteca confía en nosotros; la gestionamos con todos los bancos y tú decides cuál deseas completamente gratis.",False,good,False,True,3172.0,False,False,False,False,[],False,False,295000.0,€,flat,"Parla Este, Parla",Piso,,,,,mp1072025,,True,True
108333295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/25/26/1340994378.webp,2,2,111500.0,flat,sale,87.0,True,2,2,Calle Pinto-San Roque,Madrid,Parla,Calle Pinto-San Roque,es,40.2390793,-3.7656094,False,https://www.idealista.com/inmueble/108333295/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW]. [IW].",False,good,False,False,1282.0,False,False,False,False,[],False,False,111500.0,€,flat,"Calle Pinto-San Roque, Parla",Piso,,,,,OK1PMADRID64,,,
108316500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/e7/23/1340480335.webp,2,5,170000.0,flat,sale,79.0,True,3,2,El Arroyo - La Fuente,Madrid,Fuenlabrada,El Arroyo - La Fuente,es,40.2793672,-3.7986752,False,https://www.idealista.com/inmueble/108316500/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,False,2152.0,False,False,False,False,[],False,False,170000.0,€,flat,"El Arroyo - La Fuente, Fuenlabrada",Piso,,,,,OKPMADRID325,,,
108279172,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/ca/5a/1339345813.webp,2,1,105000.0,flat,sale,46.0,True,2,1,Barrio San Diego,Madrid,Madrid,Puente de Vallecas,es,40.3853293,-3.6674228,False,https://www.idealista.com/inmueble/108279172/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,False,2283.0,False,False,False,False,[],False,False,105000.0,€,flat,"San Diego, Madrid",Piso,San Diego,,,,OK1PMADRID44,,,
108321208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/8c/8d/1340627114.webp,2,bj,161000.0,flat,sale,65.0,True,2,1,San Isidro - Los Almendros,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,40.48745,-3.3653442,False,https://www.idealista.com/inmueble/108321208/,"“Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogara al contrato de alquiler vigente y a las condiciones indicadas en el contrato de alquiler vigente. “La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ” “This property is rented. Cannot be visited. Not suitable for buyers requiring mortgage financing. The buyer will be subrogated to the current rental contract and to the conditions indicated in the current rental contract. “The information provided concerning the distribution and structure may not conform to reality, since its verification has not been possible. The distribution indicated has been taken in reference to the distribution of assets in the area. [IW].",False,good,False,False,2477.0,False,False,False,False,[],False,False,161000.0,€,flat,"San Isidro - Los Almendros, Alcalá de Henares",Piso,,,,,ALQMADRID67,,,
105936249,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/fc/e1/1267493717.webp,13,bj,185000.0,flat,sale,56.0,True,2,1,Barrio Lucero,Madrid,Madrid,Latina,es,40.4030019,-3.749963,False,https://www.idealista.com/inmueble/105936249/,"GALIANT VENDE FANTASTICO PISO EN MADRID. Fantástico piso exterior, se encuentra en una planta baja, son 56 m2 distribuidos en: 2 dormitorios luminosos, cocina independiente equipada, la vivienda cuenta con calefacción individual. La zona cuenta con todos los servicios necesarios para vivir cómodamente ( colegios, supermercados, centro de salud, autobuses ( 5, 66, 149, C2), metro lucero. ""El piso se encuentra con alquiler vigente con una renta de 800 euros al mes. Inquilino excepciona. Oportunidad para rentabilizar"".",False,good,False,False,3304.0,False,False,False,False,[],False,False,185000.0,€,flat,"Lucero, Madrid",Piso,Lucero,,,,PIS0023,,,
108696655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/d7/20/1353404633.webp,8,2,203000.0,flat,sale,55.0,True,2,1,Barrio Simancas,Madrid,Madrid,San Blas,es,40.4281615,-3.6255231,False,https://www.idealista.com/inmueble/108696655/,"Ref: MA05868 ¡Oportunidad para reformar a tu gusto junto al Parque El Paraíso! Vivienda con gran potencial situada junto al Parque El Paraíso, el mayor espacio verde del distrito de San Blas-Canillejas. Disfruta de amplias praderas, frondoso arbolado y completas instalaciones que ofrecen un entorno ideal para el ocio y el descanso. Ubicada en una 2ª planta con ascensor moderno, esta vivienda exterior destaca por su luminosidad natural. Distribución: Amplio salón 2 dormitorios Cuarto de baño con ducha Cocina independiente Excelente comunicación con transporte público: la estación de metro Simancas (Línea 7) está a solo 5 minutos, además de varias líneas de autobús en las inmediaciones. Zona consolidada con todos los servicios necesarios: comercios, colegios, centros de salud, zonas deportivas, etc. Honorarios de intermediación no incluidos en el precio.",False,renew,False,True,3691.0,False,False,False,False,[],False,False,203000.0,€,flat,"Simancas, Madrid",Piso,Simancas,,,,MA05868,,,
108408265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/0c/20/1344032979.webp,10,,109900.0,chalet,sale,113.0,,1,0,"calle Remolino, 16 -34",Madrid,El Molar,,es,40.7314544,-3.5805662,True,https://www.idealista.com/inmueble/108408265/,"Antiguo pajar de piedra con patio en El Molar cuenta con una superficie total de 113 m². Es una excelente oportunidad para inversores, ya que tiene edificabilidad de 80m2 por planta más buhardilla bajocubierta. Patio de 20m2 libre, para jardín, terraza, garaje o zona de ocio. Muchas posibilidades. Se encuentra en el centro del pueblo en zona tranquila pero cerca de todos los servicios. ¡No dejes pasar esta oportunidad de inversión en El Molar!",False,renew,False,,973.0,False,False,False,False,[],False,False,109900.0,€,chalet,El Molar,"Chalet adosado en calle Remolino, 16 -34",,,,,006123,terracedHouse,,
108812957,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/b8/fc/1355858010.webp,23,,1350000.0,chalet,sale,338.0,,6,5,Barrio Zona norte,Madrid,Pozuelo de Alarcón,Zona norte,es,40.4501863,-3.8125674,False,https://www.idealista.com/inmueble/108812957/,"100% Inmobiliaria presenta EN EXCLUSIVA esta espectacular Vivienda unifamiliar en una de las mejores ubicaciones de Pozuelo de Alarcón. Con 338 m² de superficie, 6 dormitorios y 5 baños. Características Destacadas: - Urbanización Cerrada - Piscina Comunitaria -Pista de Padel -Zona infantil -zonas comunes cubiertas Distribución de la Vivienda: - Planta principal: Hall de entrada, aseo de cortesía, Cocina amueblada y equipada con electrodomésticos, habitación que puede servir de invitados o a modo de despacho Amplio salón-comedor que se conecta a una terraza la cual tiene una puerta donde sales directamente a las zonas comunes. - Primera Planta: Dos luminosos dormitorios, compartiendo un baño. Amplio Dormitorio principal equipado con un baño en suite - Planta Ático: Sala de estar amplia que se puede usar de zona de cine y juegos con un dormitorio y con baño privado con bañera hidromasaje como para dos personas. - Planta Sótano: Dormitorio de servicio con grades armarios. Cuarto de baño con ducha, Sala de lavandería, Despensa. y acceso al garaje con espacio para tres coches y almacenamiento. Ubicado a solo 8 minutos de la Avenida de Europa, a 5 minutos de la estación de Renfe de Pozuelo, a 3 minutos de la M40, estarás cerca de todo lo que necesitas: parques, zonas verdes, colegios, tiendas, supermercados, farmacias, bancos y zonas deportivas.",False,good,False,,3994.0,False,False,False,False,[],False,False,1350000.0,€,chalet,"Zona norte, Pozuelo de Alarcón",Chalet pareado,Zona norte,,,,24V008,semidetachedHouse,True,True
108305048,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/0c/6e/1340137567.webp,2,1,270000.0,flat,sale,92.0,True,2,1,Campo Real,Madrid,Campo Real,,es,40.3413055,-3.3849761,False,https://www.idealista.com/inmueble/108305048/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: housing without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,False,2935.0,False,False,False,False,[],False,False,270000.0,€,flat,Campo Real,Piso,,,,,OKPMADRID322,,,
106429776,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/f5/74/1282702328.webp,1,,142000.0,flat,sale,72.0,True,3,1,Mejorada del Campo,Madrid,Mejorada del Campo,,es,40.3971484,-3.4884622,False,https://www.idealista.com/inmueble/106429776/,"No cobramos comisión al comprador. INMUEBLE OCUPADO. ¡Gran oportunidad PARA INVERSORES en Mejorada del Campo!  Piso de 72,55 m2 con 3 dormitorios y 1 baño.  El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite con ocupante/ocupantes.  Este inmueble se encuentra en pleno centro del casco urbano con todo tipo de servicios muy próximos.  Dispone de muy buenas conexiones por carretera con muy buen acceso a la R-3 y M-50 y a tan solo 30km del centro de Madrid.  ¡No dejes pasar esta oportunidad! Contáctanos ahora para obtener más información sobre este piso ideal para inversores. Recuerda, ¡no cobramos comisión al comprador!",False,good,False,False,1972.0,False,False,False,False,[],False,False,142000.0,€,flat,Mejorada del Campo,Piso,,,,,38645-1,,,
108561314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/ba/0c/1348504590.webp,13,4,218900.0,flat,sale,76.0,True,3,1,La Avanzada - La Cueva,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,40.2932897,-3.7833753,False,https://www.idealista.com/inmueble/108561314/,"Agencia inmobiliaria TECNOCASA de FUENLABRADA – LA AVANZADA, VENDE piso de 79m2 construidos. Compuesto por: entrada, salón, cocina, 3 dormitorios, 1 baño completos con ducha, cocina y terraza. ¡Descubre tu nuevo hogar en esta exclusiva zona! Este encantador piso de 75m² te ofrece todo lo que necesitas para vivir cómodamente.  La cocina está totalmente equipada y cuenta con tres amplios dormitorios y un baño completos con con ducha, uno de ellos en suite, perfectos para aliviar el estrés diario. Las calidades de este piso son excepcionales: suelos de baldosa, paredes pintadas con gotelet y puertas de madera en perfecto estado. FINCA CON ASCENSOR. El inmueble está situado en una zona ya consolidada con multitud de servicios alrededor, a escasos metros de colegios, supermercados, farmacias, bien comunicada por la red de transportes del municipio. Además, te ofrecemos asesoramiento financiero gratuito con Kìron y la posibilidad de financiar hasta el 100% del valor del inmueble. ¡No pierdas la oportunidad de visitar este piso y hacer de él tu nuevo hogar! No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,True,2880.0,False,False,False,False,[],False,False,218900.0,€,flat,"La Avanzada - La Cueva, Fuenlabrada",Piso,,,,,,,,
108303565,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/cb/13/1340094050.webp,14,,156000.0,flat,sale,70.0,True,1,2,San Martín de la Vega,Madrid,San Martín de la Vega,,es,40.2111236,-3.5690281,False,https://www.idealista.com/inmueble/108303565/,"¡ se vende local reconvertido en vivienda ideal para inversión! se vende apartamento para inversión dividido en dos plantas, en la planta baja contamos con salón amplio junto a cocina equipada, cuenta también con un aseo y patio de unos 15 metros cuadrados. La primera planta cuenta con habitación amplia y lumisosa con armario empotrado, también tiene un baño completo con plato de ducha. La vivienda es perfecta para un inversor sacando un 6% aproximadamente de rentabilidad. ¡ no dudes en solicitar visita! ¡ te ayudamos con la financiación! [iw].",False,good,False,False,2229.0,False,False,False,False,[],False,False,156000.0,€,flat,San Martín de la Vega,Piso,,,,,1834,,,
108798359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/10/10/1355450499.webp,15,bj,185000.0,flat,sale,53.0,True,2,1,El Mirador,Madrid,Colmenar Viejo,El Mirador,es,40.6655387,-3.7717319,False,https://www.idealista.com/inmueble/108798359/,"TECNOCASA COLMENAR NORTE Agencia inmobiliaria de COLMENAR VIEJO zona COLMENAR-NORTE vende piso en EL MIRADOR. Piso de dos dormitorios, salón, cocina y cuarto de baño con ducha. Reformado hace un año. La vivienda está ubicada cerca de mercado, colegio, restaurantes, paradas de autobús.. . Todos los servicios necesarios están a pocos minutos andando. A tan solo 5 minutos en coche de la estación de Renfe de Colmenar Viejo, 20 minutos de Madrid. Contamos con departamento FINANCIERO con posibilidad de HIPOTECAS hasta el 100%. CONSULTE SIN COMPROMISO. Si necesitas vender un inmueble, ponemos a su disposición la VALORACION GRATUITA del inmueble en la que le explicaremos todas las fases de la 'compra y venta' para su mayor tranquilidad y seguridad a la hora de llevar a cabo el cambio de vivienda. Contamos con 2 oficinas en Colmenar Viejo, 350 en la Comunidad de Madrid y más de 870 oficinas en el territorio nacional.",False,good,False,False,3491.0,False,False,False,False,[],False,False,185000.0,€,flat,"El Mirador, Colmenar Viejo",Piso,,,,,,,,
108733196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/84/b7/1353536020.webp,5,5,1695000.0,flat,sale,180.0,True,4,3,Barrio Nueva España,Madrid,Madrid,Chamartín,es,40.4607798,-3.6808021,False,https://www.idealista.com/inmueble/108733196/,"BOSS INMOBILIARIA vende piso totalmente exterior en urbanización con piscina, y zonas verdes comunitarias. Se distribuye en Hall, salón comedor con terraza de 8 m2, 4 dormitorios con 3 baños (el principal en suite), cocina con office. Para reformar. Plaza de garaje y trastero.",False,renew,False,True,9417.0,False,False,False,False,[],False,False,1695000.0,€,flat,"Nueva España, Madrid",Piso,Nueva España,,,,BS101633B,,True,True
107849384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/5b/76/1326157306.webp,9,2,200000.0,flat,sale,55.0,True,3,1,calle de Juan Navarro,Madrid,Madrid,Puente de Vallecas,es,40.3952462,-3.6683704,False,https://www.idealista.com/inmueble/107849384/,"Se vende piso de 55 m² construidos, situado en una segunda planta sin ascensor, ideal para inversión. La vivienda se encuentra en el barrio de Puente de Vallecas, con una excelente ubicación: - A solo 4 minutos andando del metro Puente de Vallecas - Y a 5 minutos de la estación de Nueva Numancia Consta de 3 habitaciones, 1 baño completo, salón comedor y cocina independiente. Se encuentra cerca de supermercados, paradas de autobuses y con muy buena conexión a la M-30, lo que la hace atractiva tanto para vivir como para alquilar. Honorario de agencia y gastos de compraventa no están incluidos en el precio! Para más información o concertar una visita, no dudes en contactarnos.",False,good,False,False,3636.0,False,False,False,False,[],False,False,200000.0,€,flat,"San Diego, Madrid",Piso en calle de Juan Navarro,San Diego,,,,,,,
108861415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/7f/9a/1357286878.webp,3,3,2600000.0,flat,sale,170.0,True,3,4,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4291555,-3.6920823,False,https://www.idealista.com/inmueble/108861415/,"The Well Come Home presenta un magnífico piso de 170 m² a estrenar, ubicado en una finca clásica de 1988 en una tercera planta exterior, en la prestigiosa zona de Almagro. Esta vivienda ha sido renovada con materiales de alta calidad, combinando elegancia y confort en una de las ubicaciones más exclusivas de Madrid. Al entrar, un amplio recibidor da la bienvenida y conduce al luminoso salón/comedor, un espacio ideal para relajarse y disfrutar de momentos en familia o con amigos. La cocina, independiente y equipada con una isla central, ha sido diseñada para satisfacer las necesidades de la vida moderna, ofreciendo un entorno funcional y estéticamente impecable. Además, el piso cuenta con un aseo de cortesía para mayor comodidad. La zona de descanso se compone de tres habitaciones, todas ellas en suite, garantizando el máximo confort y privacidad. Cada dormitorio ha sido diseñado con atención al detalle, ofreciendo un ambiente acogedor y exclusivo, con baños privados que aportan un toque de sofisticación a esta elegante vivienda.",False,good,False,True,15294.0,False,False,False,False,[],False,False,2600000.0,€,flat,"Almagro, Madrid",Piso,Almagro,,,,3141,,,
