propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
108660371,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/cb/d0/1351386778.webp,ODO26,43,6,2995000.0,flat,sale,289.0,True,4,5,"calle de O'Donnell, 26",Madrid,Madrid,Retiro,es,Ibiza,40.421367,-3.6756488,True,https://www.idealista.com/inmueble/108660371/,"Exclusiva propiedad en O’Donnell 26 — Lujo contemporáneo junto al Retiro En una de las ubicaciones más codiciadas de Madrid, entre el sofisticado Barrio de Salamanca y la vibrante oferta gastronómica del Barrio de Retiro, se alza esta joya inmobiliaria única en su clase. A tan solo dos manzanas del emblemático Parque del Retiro, esta vivienda representa el equilibrio perfecto entre elegancia, bienestar y estilo de vida cosmopolita. Situada en una sexta planta de un edificio señorial, la propiedad goza de una luz natural extraordinaria y de una terraza privada que invita al disfrute y la contemplación. Sus cerca de 300 m² acogen una distribución magistralmente diseñada: cuatro suites, un salón principal de generosas proporciones, una acogedora sala de estar, un cuarto de lavado, un aseo de invitados y una cocina de ensueño con isla central, pensada para quienes valoran tanto la estética como la funcionalidad. La vivienda ha sido íntegramente reformada a estrenar con calidades de altísima gama y materiales nobles seleccionados con esmero. El proyecto ha sido firmado por la reconocida arquitecta PilsFerrer, quien ha sabido combinar armoniosamente sofisticación, confort y una identidad atemporal. Completan esta propiedad una plaza de garaje de acceso directo en el propio edificio y un amplio trastero, añadiendo valor y comodidad a una residencia pensada para quienes lo exigen todo. Además, el edificio cuenta con portero que vive en la misma finca, algo muy útil para quien suele pasar temporadas fuera de la ciudad. Una oportunidad irrepetible para adquirir una pieza única en el corazón de Madrid.",True,good,False,True,10363.0,True,False,False,False,[],False,False,2995000.0,€,True,True,flat,"Ibiza, Madrid","Piso en calle de O'Donnell, 26",Destacado,,,,,
108729108,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/c9/4a/1353403374.webp,,27,1,640000.0,flat,sale,123.0,True,4,2,plaza de Lavapiés,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4098082,-3.700136,False,https://www.idealista.com/inmueble/108729108/,"Piso Amplio y Luminoso en Venta en la Plaza de Lavapiés – Ubicación Inmejorable en el Corazón de Madrid Te presentamos este magnífico piso de 123 m² situado en la emblemática Plaza de Lavapiés, una de las zonas más dinámicas y culturales de Madrid. Una oportunidad única para quienes desean vivir en el auténtico centro de la ciudad, rodeados de historia, arte, gastronomía y una excelente conexión con toda la capital. Espacios Amplios y Llenos de Luz: - 4 Dormitorios espaciosos, ideales para familias o quienes necesitan ambientes versátiles. - 2 Baños Completos con excelente distribución. - Salón-Comedor muy luminoso, perfecto para el día a día o para recibir invitados. - Cocina Independiente que permite aprovechar al máximo el espacio. - 2 Balcones con vistas abiertas, aportando ventilación y luz natural en todas las estancias. Detalles de Calidad: - Suelo de Parquet que aporta calidez y elegancia al ambiente. - Carpintería Interior de Madera, clásica y acogedora. - Ventanas Climalit de Aluminio para un buen aislamiento térmico y acústico. - Calefacción y Agua Caliente por Gas Natural, eficiente y confortable. - Trastero Incluido, un valor añadido para almacenamiento adicional. Vive en el Centro con Todo a Tu Alcance: La Plaza de Lavapiés es sinónimo de vida, cultura y diversidad. Vivir aquí significa tener a pocos pasos teatros, centros culturales, restaurantes de todo el mundo, mercados tradicionales y excelentes conexiones de transporte. Una zona ideal tanto para residencia habitual como para inversión. Contáctanos para más información o para concertar una visita. ¡Un piso con alma madrileña que te enamorará!",True,good,False,False,5203.0,True,True,False,False,[],False,False,640000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en plaza de Lavapiés,Destacado,650000.0,10000.0,2.0,,
108658379,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/a3/3d/1351340995.webp,,25,bj,240000.0,flat,sale,110.0,True,2,2,calle del Cerro,Madrid,Serranillos del Valle,,es,,40.2016889,-3.8789147,False,https://www.idealista.com/inmueble/108658379/,"CAPITAL HOME EL ALAMO VENDE EN EXCLUSIVA MARAVILLOSO PISO EN SERRANILLOS DEL VALLE. Próximo a todos los servicios que ofrece el municipio como colegio, centro de salud, farmacias, comercios, supermercados.. .  La vivienda se trata de un piso bajo en una de las mejores urbanizaciones de la zona.  Al entrar tenemos un amplio recibidor que da acceso al gran salón-comedor de la vivienda, el cual cuenta con entrada a una amplia terraza. Cocina independiente con terraza cerrada, perfecta como zona de lavandería o almacenamiento.  La vivienda cuenta con 2 grandes dormitorios con armario empotrado y 2 baños completos uno con plato de ducha y el otro con bañera.  El piso se vende con plaza de garaje y trastero. La urbanización ofrece todo lo que podemos pedir ya que cuenta con piscina, parques infantiles y parques activos con zonas deportivas, además de un ambiente tranquilo y familiar.  NO DUDES EN PONERTE EN CONTACTO CON NOSOTROS, disponemos de departamento financiero propio!",False,good,False,True,2182.0,True,True,False,False,[],False,False,240000.0,€,True,True,flat,Serranillos del Valle,Piso en calle del Cerro,Destacado,,,,,
108136919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/47/f1/1351828879.webp,3577-00298,123,,740000.0,chalet,sale,430.0,,5,4,calle Flor de los Almendros,Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.538973,-4.1052176,False,https://www.idealista.com/inmueble/108136919/,"¡CUANDO VISITES ESTE CHALET, TE DARÁS CUENTA QUE VALE MUCHO MÁS!  Desde que entras en este chalet, sientes que has llegado al hogar que siempre has deseado. Un lugar donde cada detalle ha sido cuidadosamente pensado para ofrecerte comodidad, estilo y eficiencia. Es un espacio que te permite tener el control de tu hogar al alcance de la mano, con tecnología avanzada pensada para facilitar tu vida, 430 m2 según informe de tasación. La domótica integrada te permite gestionar diferentes aspectos de la casa de forma sencilla, desde la temperatura hasta las luces, todo desde tu teléfono móvil. El videoportero, que te avisa directamente en tu móvil, y las puertas del garaje motorizadas, te ofrecen un nivel de conveniencia y seguridad que hace que cada día sea más fácil y placentero. En la cocina, los electrodomésticos SIEMENS de última generación, conectados a la red WiFi, hacen que cada tarea se vuelva más eficiente. Imagina poder gestionar la cocción de tu comida, encender el horno o la placa, todo desde tu teléfono, sin tener que estar físicamente en la cocina. Esto no solo simplifica tu vida, sino que te ofrece una comodidad que no sabías que necesitabas. Cada rincón de la casa está lleno de detalles que mejoran tu calidad de vida. Las ventanas oscilobatientes de PVC, con triple cristal y gas argón, garantizan una excelente eficiencia energética, manteniendo tu hogar cómodo durante todo el año. Las mosquiteras instaladas te permiten disfrutar de la brisa sin preocuparte por los insectos. La pintura lisa en las paredes y las puertas macizas lacadas en blanco aportan una sensación de luminosidad y amplitud, dando a tu hogar un aire moderno y sofisticado. Este chalet también está diseñado para que disfrutes de la vida sin preocupaciones. La instalación fotovoltaica de 6,5 Kw cubre tu consumo eléctrico, permitiéndote olvidarte de las facturas de luz todo el año. Es una forma de vivir más sostenible y económica, sabiendo que cada rincón de la casa está pensado para reducir tu huella y cuidar de tu bolsillo. El descuento del 50% del IBI hasta 2029 es otro de los beneficios que te harán sonreír cada año. La seguridad en esta casa es un aspecto fundamental. Cristales blindados en la planta baja y una puerta acorazada te ofrecen una protección extra, para que puedas descansar tranquilo sabiendo que tu hogar está bien resguardado. Además, el sistema de drenaje perimetral se encarga de canalizar el agua y evitar humedades, asegurando la durabilidad de la propiedad. Las tuberías de agua de la urbanización, recientemente cambiadas y gestionadas por Canal de Isabel II, garantizan un suministro de agua de alta calidad y sin interrupciones. Y en cuanto a los acabados, la tarima AC6 en toda la casa y los azulejos porcelánicos en los baños son la combinación perfecta de elegancia y durabilidad, pensados para resistir el paso del tiempo sin perder su belleza. La zona exterior es un verdadero paraíso. La piscina renovada, rodeada de césped artificial de 5,5 cm de altura y con riego automático en el jardín, es el lugar perfecto para relajarte, organizar eventos o simplemente disfrutar de un día de sol. Cada detalle en este espacio ha sido cuidado para ofrecerte el lugar ideal para desconectar y disfrutar con los tuyos. En el baño principal, la ducha de hidromasaje te invita a sumergirte en una experiencia de relajación total. Y dentro de la casa, los armarios empotrados, vestidos con puertas lacadas en blanco, ofrecen un almacenamiento amplio y organizado, mientras que el vestidor en el dormitorio principal se convierte en un lugar exclusivo donde todo está perfectamente ordenado y listo para ti. Este chalet es mucho más que una casa. Es el lugar donde podrás disfrutar de tu tiempo con los que más quieres, sin renunciar a la comodidad ni al estilo. Es un hogar donde cada detalle está pensado para hacerte la vida más fácil, cómoda y feliz.",True,good,False,,1721.0,True,False,True,False,[],False,False,740000.0,€,True,True,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente en calle Flor de los Almendros,Destacado,750000.0,10000.0,1.0,independantHouse,
108751778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/24/ea/1354067429.webp,9542 - CLARA,44,3,1300000.0,flat,sale,126.0,True,3,2,calle de Pelayo,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4250094,-3.6978063,False,https://www.idealista.com/inmueble/108751778/,"BIENVENIDO A ESTE EXCLUSIVO INMUEBLE CON BALCONES EN JUSTICIA. Se trata de un singular dúplex de 126m2 en una 3ª y 4a planta. Es muy especial, ya que es el ÚNICO DÚPLEX del edificio. La zona social tiene gran amplitud, con muchísima LUZ gracias a sus dos preciosos BALCONES y tragaluces en sus dormitorios, señoriales molduras, vigas vistas, y materiales de primera calidad lo caracterizan. Recién reformado a estrenar, EXTERIOR y una privilegiada UBICACIÓN.  Se distribuye en dos plantas; La planta de abajo cuenta con un hall recibidor con armarios empotrados, aprovechando cada ESPACIO de la vivienda, un gran salón-comedor con cocina integrada; posibilidad de aislamiento gracias a sus cristaleras correderas y un baño completo. La planta de arriba se distribuye en 3 dormitorios, 1 baño completo y 1 cuarto de lavandería. Todos los dormitorios tienen espacio de almacenaje, detalles de ladrillo y ESPECTACULARES TRAGALUCES que hacen que las estancias estén naturalmente iluminadas. El DISEÑO RÚSTICO y cottage crea un ambiente enlazado a la naturaleza; hogareño, cálido, mágico. La fachada y entrada del edificio está muy cuidada. Ascensor aprobado en la comunidad de vecinos para su instalación. La calefacción es individual por gas, y cuenta con aire acondicionado en salón y todos los dormitorios. Comunidad: 146,93 €/mes (incluye limpieza y mantenimiento del edifico). Tiene trastero en la misma vivienda. Ubicación inmejorable. Junto a JUSTICIA. Próximo a COLÓN, CASTELLANA, pasos de Plaza de Santa Bárbara, Gran Vía, Hortaleza y Fuencarral. Glamurosos restaurantes, bares, multitud de tiendas de moda, supermercados, farmacias, centros de salud, colegios La Merced, Isabel la Católica, Santa Isabel, entre otros, y todo lo que necesitas a pie de calle.  Buena comunicación con transporte: Autobuses: 126,27,28,45,46. Tren: C10, C3, C4A, C7. Metro: M10, M5, M4, M1, M2. Un barrio excelente, céntrico, seguro y con alta demanda.  ATRÉVETE A SUBIR DE NIVEL, MERECES LO MEJOR. Disponemos de las llaves de la propiedad. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h.  Atendemos también vía WhatsApp.",True,good,False,True,10317.0,True,False,True,False,[],False,False,1300000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Pelayo,Destacado,,,,,
107600380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/6c/00/1317249812.webp,MON LUIS,23,1,365000.0,flat,sale,111.0,True,4,2,avenida de Francia,Madrid,Leganés,El Carrascal,es,El Carrascal,40.3400627,-3.7433472,False,https://www.idealista.com/inmueble/107600380/,"HOGARES LEGANÉS pone a la venta en exclusiva esta FANTÁSTICA VIVIENDA en una de las mejores zonas del barrio de El Carrascal. Ubicado en una primera planta, considerada 2ª. La vivienda de 111 M2 dispone de un hall recibidor, que distribuye a todas las estancias de la vivienda. Su salón independiente con doble ventana que abre a una gran terraza, totalmente aislada, al igual que la vivienda. Incluye A/C y bomba de calor eficiente, un termo eléctrico y toma para gas natural. Dispone de 4 dormitorios totalmente independientes y 2 cuartos de baño, uno de ellos con columna hidromasaje.  Además tiene opción de una plaza de garaje en el bloque y un trastero independiente de 8m2. Destacar la gran luminosidad en la vivienda a lo largo del día. Dispone además de un portero durante 12 horas para la seguridad del bloque.  Si buscas una vivienda muy amplia, con mucha luz, en una ubicación inmejorable (estación de renfe a 2 min), próxima a toda clase de servicios y comercios; parada de metro El Carrascal (5 min), paradas de autobús, supermercados, colegios, bares y restaurantes. ¡ESTA ES TU CASA! ¡No pierdas la oportunidad de visitar esta vivienda! ¡FINANCIACIÓN HASTA EL 100%! tural.",True,good,False,True,3288.0,True,True,False,False,[],False,False,365000.0,€,True,False,flat,"El Carrascal, Leganés",Piso en avenida de Francia,Destacado,,,,,15000.0
107698725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/c9/68/1353210119.webp,Atico_Madrid_Prime,62,6,3400000.0,penthouse,sale,170.0,True,3,3,"calle de Núñez de Balboa, 8",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4225894,-3.6827915,True,https://www.idealista.com/inmueble/107698725/,"¿Buscas un ático de lujo en Madrid que combine elegancia, amplitud y ubicación privilegiada? Esta propiedad ubicada en la emblemática calle Núñez de Balboa, en pleno barrio de Salamanca, es una oportunidad única para vivir en lo más alto de una de las zonas más exclusivas de la capital. Con 170 m² construidos y una espectacular terraza de 22 m² con vistas despejadas, este ático ofrece un estilo de vida sofisticado y cómodo, ideal tanto para residencia habitual como para inversión inmobiliaria. � Características destacadas del ático Terraza y mirador: Espacio exterior privado con vistas abiertas, perfecto para disfrutar de atardeceres y momentos al aire libre. Amplio salón-comedor: Distribuido en dos estancias, ideal para reuniones, cenas o momentos de relax con familia y amigos. 3 dormitorios: Dos de ellos en suite, ofreciendo máxima comodidad y privacidad. 3 baños completos: Con plato de ducha y acabados de lujo. Cocina integrada: Moderna y funcional, equipada con electrodomésticos de alta gama. Suelos de madera natural: Elegancia, confort y calidez en cada espacio. Climatización integral: Calefacción individual por gas y aire acondicionado por conductos. Edificio histórico: Construido en 1922, con ascensor clásico, conserje y acceso adaptado. Orientación oeste: Luz natural garantizada durante todo el día. � Ubicación inmejorable Situado en una de las calles más cotizadas del distrito de Salamanca, este ático te coloca a solo unos pasos de la Milla de Oro, rodeado de tiendas de lujo, galerías de arte, restaurantes gourmet y todos los servicios esenciales. Además, cuenta con excelente conexión mediante transporte público y rápida salida hacia el aeropuerto. La presente publicación tiene carácter meramente informativo, orientativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial. Este anuncio puede contener errores, se muestra a título informativo de la información recibida, sin ser responsable la inmobiliaria de dichos errores.",True,good,False,True,20000.0,True,False,True,False,[],False,False,3400000.0,€,,,flat,"Recoletos, Madrid","Ático en calle de Núñez de Balboa, 8",Destacado,,,,penthouse,
107707874,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/cb/a2/1347613948.webp,3577-00293,52,1,545000.0,flat,sale,138.0,True,3,3,calle Menorca,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,El Pinar- Punta Galea,40.5350923,-3.8935307,False,https://www.idealista.com/inmueble/107707874/,"¡PARA INVERSORES O INTERESADOS QUE NO TENGAN PRISA EN HABITARLO! Se vende este piso con inquilinos.  La vivienda se entrega en el 2.027. Este encantador piso de 138 m² incluida la terraza y elementos comunes, ofrece una vida cómoda y tranquila en una preciosa urbanización cerrada y privada.  Idealmente comunicada, con acceso directo a la A-6, cerca de las estaciones del tren de cercanías del Pinar de Las Rozas y de Las Matas y muy cerca de las paradas de los autobuses que conectan con el intercambiador de Moncloa, en un instante.  El piso cuenta con 3 dormitorios luminosos ideales para el descanso y el estudio. Dispone de 2 baños, uno de ellos con ducha y un aseo adicional, para tu mayor comodidad.  El amplio salón comedor se llena de luz natural, comunicado directamente con una gran terraza cerrada, creando un ambiente acogedor perfecto para reuniones familiares o momentos de relax con cualquier tipo de climatología.  La cocina espaciosa invita a preparar deliciosas comidas. Dispone de una terraza actualmente utilizada como despensa, cuarto de lavadoras, tendedero y donde se ubica la caldera individual. que hará la vida mucho más cómoda. Todas las habitaciones constan de armarios empotrados, más otro adicional en el vestíbulo, para que no te falte el espacio para almacenaje. Su calefacción de gas natural y aire acondicionado, crearán el ambiente perfecto en cualquier época del año. Para tu comodidad, el inmueble consta de un espacioso trastero y 2 amplias plazas de parking de fácil acceso, todo ello incluido en el precio. La urbanización completamente cerrada y privada, con seguridad 24 horas, 2 piscinas para adultos y niños, 2 pistas de pádel, zona infantil y multitud de espacios ajardinados, conseguirán que te sientas en un oasis donde olvidarte del habitual ritmo frenético del día a día. Construido en 1999, este piso en buen estado es apto para personas con movilidad reducida gracias a sus rampas de acceso, elevador para personas con movilidad reducida y ascensor.  No pierdas la oportunidad de comprar con gran rentabilidad, en un entorno privilegiado con orientación sur y este, que garantiza luminosidad en todos los espacios.  ¡Llama ya para más información y haz de este piso tu soñada inversión!",True,good,False,True,3949.0,True,False,True,False,[],False,False,545000.0,€,True,True,flat,"El Pinar- Punta Galea, Las Rozas de Madrid",Piso en calle Menorca,Destacado,,,,,
107657432,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/a4/99/1318937495.webp,his223RE,31,,2750000.0,chalet,sale,200.0,,7,7,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4584724,-3.6663283,False,https://www.idealista.com/inmueble/107657432/,"Descubre con Olisson Club este impresionante chalet independiente en una de las zonas más prestigiosas de Madrid. Con aproximadamente 200 m² construidos sobre una parcela de 221 m², esta vivienda de 4 plantas ofrece una combinación perfecta de espacios amplios, privacidad y confort, ideal para quienes buscan una calidad de vida excepcional en plena capital. En la planta principal tenemos salón comedor con cocina independiente que nos da acceso a parte de la terraza exterior perfecta para zona de ocio y para recibir a los invitados. También tenemos un aseo de invitado. En las plantas superiores tenemos 3 dormitorios principales en suite y con terraza. La ultima planta también cuenta con terraza y bonitas vistas.  En la planta inferior encontramos otro gran salón, además de otras 3 habitaciones, baño completo y trastero.   La vivienda cuenta con sistema de calefacción a gas con radiadores y aire acondicionado en la habitaciones. La zona de Hispanoamérica, situada en el distrito de Chamartín en Madrid, es conocida por ser una de las áreas más exclusivas y cotizadas de la capital. Excelente red de transporte con varias líneas de metro, autobuses y cercanías, lo que la convierte en una zona muy accesible. La zona está caracterizada por edificios residenciales de alta gama, muchos de ellos con características modernas y servicios premium como piscinas, gimnasios y seguridad privada y también por colonias de chalets como es el caso de esta vivienda.  En resumen, la zona de Hispanoamérica en Madrid combina una ubicación privilegiada, excelentes servicios e infraestructura, seguridad y una alta calidad de vida, convirtiéndola en una de las áreas más deseadas para vivir y trabajar en la capital española. La zona de Hispanoamérica, situada en el distrito de Chamartín en Madrid, es conocida por ser una de las áreas más exclusivas y cotizadas de la capital. Excelente red de transporte con varias líneas de metro, autobuses y cercanías, lo que la convierte en una zona muy accesible. La zona está caracterizada por edificios residenciales de alta gama, muchos de ellos con características modernas y servicios premium como piscinas, gimnasios y seguridad privada y también por colonias de chalets como es el caso de esta vivienda.  En resumen, la zona de Hispanoamérica en Madrid combina una ubicación privilegiada, excelentes servicios e infraestructura, seguridad y una alta calidad de vida, convirtiéndola en una de las áreas más deseadas para vivir y trabajar en la capital española. [IW].",True,renew,False,,13750.0,False,False,False,False,[],False,False,2750000.0,€,True,True,chalet,"Bernabéu-Hispanoamérica, Madrid",Casa independiente,Destacado,,,,independantHouse,
108463336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/35/c5/1347661413.webp,,23,3,640000.0,penthouse,sale,68.0,True,1,1,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4240755,-3.6665065,False,https://www.idealista.com/inmueble/108463336/,"Exclusivo ático en venta en la calle Jorge Juan – Fuente del Berro Descubre este magnífico ático situado en una de las zonas más cotizadas de Madrid, en un moderno edificio de nueva construcción. La vivienda destaca por su espectacular terraza cuadrada de 16 m², ideal para disfrutar del aire libre, relajarse o recibir invitados. El interior combina diseño contemporáneo y funcionalidad, con grandes ventanales que inundan de luz natural todos los espacios. Dispone de una cocina moderna con electrodomésticos integrados, y un amplio salón con acceso directo a la terraza, creando un espacio fluido y confortable. Una oportunidad única para vivir con estilo en una ubicación privilegiada.  Gabrieli Patrimonial es una empresa de gestión inmobiliaria integral, especialista en inmuebles residenciales, oficinas y locales comerciales, en Madrid.  Realizamos fotos y videos profesionales de su propiedad, planos, consultas y todos los tramites necesarios para el cierre de la operación de alquiler y compraventa, facilitando la transacción a todas las partes implicadas.  Tanto para propietarios que buscan una gestión ágil de sus inmuebles, con la solución de todos los problemas técnicos y administrativos, como para compradores y arrendatarios que necesitan una selección profesional, con atención a sus necesidades específicas, somos su mejor elección en Madrid. Especialistas en clientes internacionales, no dude en ponerse en contacto con nosotros en inglés e italiano. En todos los caso le garantizamos la mejor atención y servicio.",False,good,False,True,9412.0,True,False,False,False,[],False,False,640000.0,€,,,flat,"Fuente del Berro, Madrid",Ático en calle de Jorge Juan,Destacado,650000.0,10000.0,2.0,penthouse,
