propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108916561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/c9/06/1358854680.webp,24,2,195000.0,flat,sale,55.0,True,2,1,Barrio Palomeras sureste,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3865385,-3.6393587,False,https://www.idealista.com/inmueble/108916561/,"� ¡ASCENSOR APROBADO POR LA COMUNIDAD! � A solo 2 calles del metro Miguel Hernández (L1) – Vallecas � 195.000 € | � 2 habitaciones | � 55 m² construidos / 51 m² útiles � Vivienda completamente reformada y lista para entrar a vivir, en segunda planta de finca sin ascensor, con proyecto aprobado y en marcha. La comunidad ya está gestionando subvenciones y haciendo provisión de fondos para instalar el ascensor con llegada a planta. ¡Gran oportunidad de compra antes de que suba su valor! � Distribución: Dormitorio principal con armario empotrado y aire acondicionado Segunda habitación actualmente usada como salon Salón luminoso con toldo domotizado y aire acondicionado actualmente usado como despacho Cocina independiente reformada con acabados modernos Baño con plato de ducha, cerámica efecto piedra en el suelo � Calidades: Ventanas Climalit Suelos de parquet excepto en cocina y baño (cerámica) Aire acondicionado en salón y dormitorio Toldo automático con mando Puertas nuevas Sistema de alarma � Doble orientación sureste y oeste: luz natural todo el día y ventilación cruzada. � Ubicación ideal: A 2 minutos andando del metro Miguel Hernández (L1) Rodeado de comercios, colegios, zonas verdes, supermercados, farmacias, centros de salud y todo tipo de servicios � Financiación: Te ayudamos a conseguir hasta el 100% de hipoteca con Kìron, intermediarios financieros del Grupo Tecnocasa. � Comunidad: 145 €/mes (incluye provisión de fondos para el futuro ascensor) � Contacta con nosotros: Estudio Nuevo Riojanos – Tecnocasa �  ¡Llama hoy mismo y agenda tu visita, seran programadas a partir del 18/08/2025!",True,good,False,False,3545.0,True,False,False,False,[],False,False,195000.0,€,flat,"Palomeras sureste, Madrid",Piso,,,,,,,,,
108665839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/9e/58/1351546750.webp,11,2,305900.0,flat,sale,102.0,True,3,2,"calle Aluminio, 6",Madrid,Madrid,Villaverde,es,Butarque,40.3527907,-3.6794802,True,https://www.idealista.com/obra-nueva/108665839/,"Presentamos la oportunidad de formar parte de un proyecto de viviendas libres de obra nueva en régimen de cooperativa en una de las zonas con mayor proyección de Madrid.  La futura cooperativa se desarrollará en el Barrio de Villaverde a pocos metros de la estación de Cercanías Villaverde Bajo y estará compuesta por 19 viviendas de 1, 2 y 3 dormitorios, donde la mayoría de ellas cuentan con unas estupendas terrazas.  Es un proyecto único que se ha diseñado como un nuevo concepto de vivienda uniendo vanguardia y modernidad con el objetivo de ser un referente en la renovación del barrio.  Disfruta de una vivienda con todas las comodidades manteniendo la ventaja de vivir en tu barrio de siempre y estando muy bien conectado a través de la red de Cercanías, que te trasportará en 15 minutos hasta el centro de Madrid (Atocha).  Este proyecto no solo busca beneficiar al propietario, sino también formar parte de un cambio hacia una forma de vivir más sostenible y eficiente. Por eso, las viviendas incluyen mejoras como aislamientos térmicos, de luz y de sonido, que ayudan a reducir el consumo de energía y a ahorrar en las facturas, haciendo que el hogar sea más cómodo y responsable con el medio ambiente.  Además, las viviendas están pensadas para adaptarse a cada persona. Se ofrecen diferentes opciones de acabados y distribución, para que cada comprador pueda elegir lo que mejor se ajusta a sus gustos y necesidades reales.  Si deseas obtener más información y pre-inscribirte con elección preferente de vivienda, no dudes en ponerte en contacto con nosotros.  INFOGRAFÍAS ILUSTRATIVAS, CORRESPONDIENTES A PROYECTOS DE CARACTERÍSTICAS Y CALIDADES SIMILARES.",False,newdevelopment,True,True,2999.0,True,False,False,False,[],False,False,305900.0,€,flat,"Butarque, Madrid","Piso en calle Aluminio, 6",2º C,False,,,,,,,
108665887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/d0/b0/1351546758.webp,11,4,315900.0,flat,sale,102.0,True,3,2,"calle Aluminio, 6",Madrid,Madrid,Villaverde,es,Butarque,40.3527907,-3.6794802,True,https://www.idealista.com/obra-nueva/108665887/,"Presentamos la oportunidad de formar parte de un proyecto de viviendas libres de obra nueva en régimen de cooperativa en una de las zonas con mayor proyección de Madrid.  La futura cooperativa se desarrollará en el Barrio de Villaverde a pocos metros de la estación de Cercanías Villaverde Bajo y estará compuesta por 19 viviendas de 1, 2 y 3 dormitorios, donde la mayoría de ellas cuentan con unas estupendas terrazas.  Es un proyecto único que se ha diseñado como un nuevo concepto de vivienda uniendo vanguardia y modernidad con el objetivo de ser un referente en la renovación del barrio.  Disfruta de una vivienda con todas las comodidades manteniendo la ventaja de vivir en tu barrio de siempre y estando muy bien conectado a través de la red de Cercanías, que te trasportará en 15 minutos hasta el centro de Madrid (Atocha).  Este proyecto no solo busca beneficiar al propietario, sino también formar parte de un cambio hacia una forma de vivir más sostenible y eficiente. Por eso, las viviendas incluyen mejoras como aislamientos térmicos, de luz y de sonido, que ayudan a reducir el consumo de energía y a ahorrar en las facturas, haciendo que el hogar sea más cómodo y responsable con el medio ambiente.  Además, las viviendas están pensadas para adaptarse a cada persona. Se ofrecen diferentes opciones de acabados y distribución, para que cada comprador pueda elegir lo que mejor se ajusta a sus gustos y necesidades reales.  Si deseas obtener más información y pre-inscribirte con elección preferente de vivienda, no dudes en ponerte en contacto con nosotros.  INFOGRAFÍAS ILUSTRATIVAS, CORRESPONDIENTES A PROYECTOS DE CARACTERÍSTICAS Y CALIDADES SIMILARES.",False,newdevelopment,True,True,3097.0,True,False,False,False,[],False,False,315900.0,€,flat,"Butarque, Madrid","Piso en calle Aluminio, 6",4º C,False,,,,,,,
108570162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/3b/ac/1349171861.webp,48,4,650000.0,flat,sale,78.0,True,3,1,calle de la Santísima Trinidad,Madrid,Madrid,Chamberí,es,Trafalgar,40.4365012,-3.7018025,False,https://www.idealista.com/inmueble/108570162/,"GLOBALPISO CHAMBERI VENDE EN EXCLUSIVA. ¡Piso con encanto para reformar en una de las esquinas más tranquilas de Chamberí! Ubicado en la calle Santísima Trinidad, esquina con Viriato, te presentamos esta vivienda con gran potencial, situada en una finca representativa de 1930 con ascensor y salva escaleras. Se trata de una cuarta planta con 78 m² construidos, distribuida actualmente en tres dormitorios, salón, baño, cocina independiente, recibidor con pasillo de distribución y trastero dentro de la propia vivienda. La vivienda está para reformar integralmente, lo que permite una redistribución total al gusto del comprador.  Destaca por su luz natural y ventilación cruzada, ya que todas las estancias cuentan con ventana y dispone de cuatro ventanales a la calle, lo que le aporta una orientación muy luminosa. Conserva los suelos de parquet y cuenta con calefacción individual por gas natural. Los gastos de IBI anual son de 435€. El gasto mensual de comunidad de propietarios es de 62€ mensuales  La finca alberga solo cuatro vecinos por planta, lo que garantiza tranquilidad y buen vecindario, en una ubicación inmejorable del distrito de Chamberí, con todo tipo de servicios, comercios, colegios, metro y autobuses a un paso. A tan solo dos minutos caminando se encuentra el metro de Iglesias (Línea 1), y a escasos metros también están Alonso Cano (Línea 7), y Canal (Línea 2 y 7). Una oportunidad para diseñar tu hogar ideal o invertir en una de las zonas con mayor demanda de Madrid. ¡No dejes pasar esta oportunidad! Contáctanos en GLOBALPISO CHAMBERÍ para más información o para agendar tu visita. ¡Tu nuevo hogar te espera! ⚠ Globalpiso nunca solicita documentación ni dinero sin visitar la vivienda. Financiación 100% a través del departamento financiero de Globalpiso (H2B Hipotecas). La obtención de la financiación está sujeta a las condiciones de la entidad financiera y tendrá en cuenta el perfil y solvencia del cliente. A tenor del Art. 6 del RD 515/1989, de 21 de abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",True,renew,False,True,8333.0,True,False,True,True,[],False,False,650000.0,€,flat,"Trafalgar, Madrid",Piso en calle de la Santísima Trinidad,ENC2814,,670000.0,20000.0,3.0,,,,
106403808,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/fb/49/1281841046.webp,33,2,385000.0,duplex,sale,101.0,True,3,2,Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Madrid,El Escorial,Centro,es,,40.5882875,-4.1217031,True,https://www.idealista.com/obra-nueva/106403808/,"Obra Nueva promoción de 42 viviendas con garaje y trastero en un entorno privilegiado. 26 chalet de 3 dormitorios más ático y cuarto de instalaciones. Dos plazas de garaje.  16 viviendas bajos de 2 dormitorios con patio y dúplex de 2 y 3 dormitorios más despacho y terraza. Plaza de garaje y trastero. Diseño actual adecuado al entorno privilegiado.  Urbanización con control de acceso, conjunto residencial vallado, piscina de adultos y niños así como zonas ajardinadas. Puerta de Abantos supone un nuevo concepto de fusión sostenible entre la arquitectura y el paisaje. Este proyecto se encuentra en una ubicación inmejorable, ofreciendo espectaculares vistas tanto al histórico Monasterio de San Lorenzo de El Escorial como al majestuoso Monte Abantos. El proyecto se integra perfectamente con la naturaleza circundante, proporcionando un entorno de tranquilidad y paz que invita al descanso y la reflexión. El diseño de las edificaciones ha sido cuidadosamente pensado para respetar y complementar el entorno natural, creando una simbiosis perfecta entre arquitectura y paisaje. Promueve RESIDENCIAL MONASTERIO, S. Coop. Mad. WWW. PUERTADEABANTOS. COM.",True,newdevelopment,True,True,3812.0,True,False,False,False,[],False,False,385000.0,€,flat,"Centro, El Escorial",Dúplex en Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Bloque T-03,False,,,,True,True,duplex,
107966120,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/80/27/1329700227.webp,23,,2512500.0,chalet,sale,397.0,,5,4," del Santo Ángel, 79",Madrid,Madrid,Hortaleza,es,Canillas,40.461621,-3.6549925,True,https://www.idealista.com/obra-nueva/107966120/,"ICON Arturo Soria: 8 chalets exclusivos en el corazón de Madrid ICON Arturo Soria es una promoción sublime compuesta por 8 chalets de alto standing, ubicados en una de las zonas más prestigiosas de Madrid. Un enclave que combina la serenidad de un entorno residencial con la cercanía al vibrante centro de la ciudad. Situada entre Arturo Soria y López de Hoyos, esta urbanización privada redefine el concepto de exclusividad y bienestar urbano. Aquí no solo encontrarás una vivienda, sino un estilo de vida. Cada chalet ha sido concebido como un refugio contemporáneo, donde diseño, funcionalidad y naturaleza conviven en perfecta armonía. Con parcelas ajardinadas, piscina privada, tres plazas de garaje ascensor, rooftop… ICON Arturo Soria es sinónimo de elegancia, intimidad y confort.   Diseño arquitectónico y personalización. Diseñados por el prestigioso estudio Cano y Escario, estos hogares destacan por su arquitectura de líneas limpias, volúmenes escalonados y materiales nobles como la piedra natural. Las fachadas se integran con el paisaje urbano y la vegetación, ofreciendo una estética sobria, atemporal y sofisticada.  Cada vivienda es única. La versatilidad de la distribución interior permite adaptar el espacio a las necesidades de cada familia, con múltiples opciones de personalización. Grandes ventanales, terrazas y espacios abiertos que conectan interior y exterior logran una experiencia residencial envolvente, donde la luz natural es protagonista. Eficiencia energética y tecnología sostenible. ICON Arturo Soria ha sido concebido bajo los principios de la arquitectura bioclimática, con soluciones sostenibles que permiten alcanzar un consumo energético casi nulo. El sistema de climatización mediante aerotermia y suelo radiante-refrescante, el doble acristalamiento, y la ventilación de doble flujo garantizan un confort térmico y acústico excepcional durante todo el año, además de un ahorro energético considerable. Un entorno privilegiado. Vivir en ICON Arturo Soria es estar conectado con lo mejor de Madrid. La promoción disfruta de una localización estratégica, con acceso inmediato a las principales vías de comunicación (M-30, M-40, A-2), al aeropuerto y a estaciones de transporte público. Además, se encuentra rodeada de servicios premium: colegios internacionales, centros comerciales como Arturo Soria Plaza o Palacio de Hielo o parques como Juan Carlos I o Felipe VI. Este entorno residencial combina lo mejor de dos mundos: la tranquilidad de un barrio consolidado y seguro, con la cercanía y accesibilidad al dinamismo del centro financiero, Paseo de la Castellana, AZCA y el Estadio Santiago Bernabéu. ICON Arturo Soria es el lugar donde el tiempo se detiene y empieza lo que de verdad importa. Gestiona SERPROCOL. ***Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,,True,,6329.0,True,False,False,False,[],False,False,2512500.0,€,chalet,"Canillas, Madrid","Chalet pareado en  del Santo Ángel, 79",Chalet 8,False,,,,True,True,semidetachedHouse,
106403310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/21/2d/1281841146.webp,33,bj,285000.0,flat,sale,83.0,True,2,1,Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Madrid,El Escorial,Centro,es,,40.5882875,-4.1217031,True,https://www.idealista.com/obra-nueva/106403310/,"Obra Nueva promoción de 42 viviendas con garaje y trastero en un entorno privilegiado. 26 chalet de 3 dormitorios más ático y cuarto de instalaciones. Dos plazas de garaje.  16 viviendas bajos de 2 dormitorios con patio y dúplex de 2 y 3 dormitorios más despacho y terraza. Plaza de garaje y trastero. Diseño actual adecuado al entorno privilegiado.  Urbanización con control de acceso, conjunto residencial vallado, piscina de adultos y niños así como zonas ajardinadas. Puerta de Abantos supone un nuevo concepto de fusión sostenible entre la arquitectura y el paisaje. Este proyecto se encuentra en una ubicación inmejorable, ofreciendo espectaculares vistas tanto al histórico Monasterio de San Lorenzo de El Escorial como al majestuoso Monte Abantos. El proyecto se integra perfectamente con la naturaleza circundante, proporcionando un entorno de tranquilidad y paz que invita al descanso y la reflexión. El diseño de las edificaciones ha sido cuidadosamente pensado para respetar y complementar el entorno natural, creando una simbiosis perfecta entre arquitectura y paisaje. Promueve RESIDENCIAL MONASTERIO, S. Coop. Mad. WWW. PUERTADEABANTOS. COM.",True,newdevelopment,True,True,3434.0,True,False,False,False,[],False,False,285000.0,€,flat,"Centro, El Escorial",Piso en Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Bloque T-01,False,,,,True,True,,
106403816,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/2e/48/1281841216.webp,33,2,455000.0,duplex,sale,123.0,True,4,2,Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Madrid,El Escorial,Centro,es,,40.5882875,-4.1217031,True,https://www.idealista.com/obra-nueva/106403816/,"Obra Nueva promoción de 42 viviendas con garaje y trastero en un entorno privilegiado. 26 chalet de 3 dormitorios más ático y cuarto de instalaciones. Dos plazas de garaje.  16 viviendas bajos de 2 dormitorios con patio y dúplex de 2 y 3 dormitorios más despacho y terraza. Plaza de garaje y trastero. Diseño actual adecuado al entorno privilegiado.  Urbanización con control de acceso, conjunto residencial vallado, piscina de adultos y niños así como zonas ajardinadas. Puerta de Abantos supone un nuevo concepto de fusión sostenible entre la arquitectura y el paisaje. Este proyecto se encuentra en una ubicación inmejorable, ofreciendo espectaculares vistas tanto al histórico Monasterio de San Lorenzo de El Escorial como al majestuoso Monte Abantos. El proyecto se integra perfectamente con la naturaleza circundante, proporcionando un entorno de tranquilidad y paz que invita al descanso y la reflexión. El diseño de las edificaciones ha sido cuidadosamente pensado para respetar y complementar el entorno natural, creando una simbiosis perfecta entre arquitectura y paisaje. Promueve RESIDENCIAL MONASTERIO, S. Coop. Mad. WWW. PUERTADEABANTOS. COM.",True,newdevelopment,True,True,3699.0,True,False,False,False,[],False,False,455000.0,€,flat,"Centro, El Escorial",Dúplex en Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Bloque T-04,False,,,,True,True,duplex,
107966103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/98/6b/1329700213.webp,23,,2087500.0,chalet,sale,390.0,,5,4," del Santo Ángel, 79",Madrid,Madrid,Hortaleza,es,Canillas,40.461621,-3.6549925,True,https://www.idealista.com/obra-nueva/107966103/,"ICON Arturo Soria: 8 chalets exclusivos en el corazón de Madrid ICON Arturo Soria es una promoción sublime compuesta por 8 chalets de alto standing, ubicados en una de las zonas más prestigiosas de Madrid. Un enclave que combina la serenidad de un entorno residencial con la cercanía al vibrante centro de la ciudad. Situada entre Arturo Soria y López de Hoyos, esta urbanización privada redefine el concepto de exclusividad y bienestar urbano. Aquí no solo encontrarás una vivienda, sino un estilo de vida. Cada chalet ha sido concebido como un refugio contemporáneo, donde diseño, funcionalidad y naturaleza conviven en perfecta armonía. Con parcelas ajardinadas, piscina privada, tres plazas de garaje ascensor, rooftop… ICON Arturo Soria es sinónimo de elegancia, intimidad y confort.   Diseño arquitectónico y personalización. Diseñados por el prestigioso estudio Cano y Escario, estos hogares destacan por su arquitectura de líneas limpias, volúmenes escalonados y materiales nobles como la piedra natural. Las fachadas se integran con el paisaje urbano y la vegetación, ofreciendo una estética sobria, atemporal y sofisticada.  Cada vivienda es única. La versatilidad de la distribución interior permite adaptar el espacio a las necesidades de cada familia, con múltiples opciones de personalización. Grandes ventanales, terrazas y espacios abiertos que conectan interior y exterior logran una experiencia residencial envolvente, donde la luz natural es protagonista. Eficiencia energética y tecnología sostenible. ICON Arturo Soria ha sido concebido bajo los principios de la arquitectura bioclimática, con soluciones sostenibles que permiten alcanzar un consumo energético casi nulo. El sistema de climatización mediante aerotermia y suelo radiante-refrescante, el doble acristalamiento, y la ventilación de doble flujo garantizan un confort térmico y acústico excepcional durante todo el año, además de un ahorro energético considerable. Un entorno privilegiado. Vivir en ICON Arturo Soria es estar conectado con lo mejor de Madrid.  La promoción disfruta de una localización estratégica, con acceso inmediato a las principales vías de comunicación (M-30, M-40, A-2), al aeropuerto y a estaciones de transporte público. Además, se encuentra rodeada de servicios premium: colegios internacionales, centros comerciales como Arturo Soria Plaza o Palacio de Hielo o parques como Juan Carlos I o Felipe VI. Este entorno residencial combina lo mejor de dos mundos: la tranquilidad de un barrio consolidado y seguro, con la cercanía y accesibilidad al dinamismo del centro financiero, Paseo de la Castellana, AZCA y el Estadio Santiago Bernabéu. ICON Arturo Soria es el lugar donde el tiempo se detiene y empieza lo que de verdad importa. Gestiona SERPROCOL. ***Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,,True,,5353.0,True,False,False,False,[],False,False,2087500.0,€,chalet,"Canillas, Madrid","Chalet adosado en  del Santo Ángel, 79",Chalet 3,False,,,,True,True,terracedHouse,
107966113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/80/27/1329700227.webp,23,,2357500.0,chalet,sale,397.0,,5,4," del Santo Ángel, 79",Madrid,Madrid,Hortaleza,es,Canillas,40.461621,-3.6549925,True,https://www.idealista.com/obra-nueva/107966113/,"ICON Arturo Soria: 8 chalets exclusivos en el corazón de Madrid ICON Arturo Soria es una promoción sublime compuesta por 8 chalets de alto standing, ubicados en una de las zonas más prestigiosas de Madrid. Un enclave que combina la serenidad de un entorno residencial con la cercanía al vibrante centro de la ciudad. Situada entre Arturo Soria y López de Hoyos, esta urbanización privada redefine el concepto de exclusividad y bienestar urbano. Aquí no solo encontrarás una vivienda, sino un estilo de vida. Cada chalet ha sido concebido como un refugio contemporáneo, donde diseño, funcionalidad y naturaleza conviven en perfecta armonía. Con parcelas ajardinadas, piscina privada, tres plazas de garaje ascensor, rooftop… ICON Arturo Soria es sinónimo de elegancia, intimidad y confort. Diseño arquitectónico y personalización. Diseñados por el prestigioso estudio Cano y Escario, estos hogares destacan por su arquitectura de líneas limpias, volúmenes escalonados y materiales nobles como la piedra natural. Las fachadas se integran con el paisaje urbano y la vegetación, ofreciendo una estética sobria, atemporal y sofisticada. Cada vivienda es única. La versatilidad de la distribución interior permite adaptar el espacio a las necesidades de cada familia, con múltiples opciones de personalización. Grandes ventanales, terrazas y espacios abiertos que conectan interior y exterior logran una experiencia residencial envolvente, donde la luz natural es protagonista. Eficiencia energética y tecnología sostenible. ICON Arturo Soria ha sido concebido bajo los principios de la arquitectura bioclimática, con soluciones sostenibles que permiten alcanzar un consumo energético casi nulo. El sistema de climatización mediante aerotermia y suelo radiante-refrescante, el doble acristalamiento, y la ventilación de doble flujo garantizan un confort térmico y acústico excepcional durante todo el año, además de un ahorro energético considerable. Un entorno privilegiado. Vivir en ICON Arturo Soria es estar conectado con lo mejor de Madrid. La promoción disfruta de una localización estratégica, con acceso inmediato a las principales vías de comunicación (M-30, M-40, A-2), al aeropuerto y a estaciones de transporte público. Además, se encuentra rodeada de servicios premium: colegios internacionales, centros comerciales como Arturo Soria Plaza o Palacio de Hielo o parques como Juan Carlos I o Felipe VI. Este entorno residencial combina lo mejor de dos mundos: la tranquilidad de un barrio consolidado y seguro, con la cercanía y accesibilidad al dinamismo del centro financiero, Paseo de la Castellana, AZCA y el Estadio Santiago Bernabéu. ICON Arturo Soria es el lugar donde el tiempo se detiene y empieza lo que de verdad importa. Gestiona SERPROCOL. ***Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,newdevelopment,True,,5938.0,True,False,False,False,[],False,False,2357500.0,€,chalet,"Canillas, Madrid","Chalet pareado en  del Santo Ángel, 79",Chalet 1,False,,,,True,True,semidetachedHouse,
