propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference
108621478,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/d0/70/1350204915.webp,15,3,149900.0,flat,sale,75.0,True,3,1,calle de Vicente Aleixandre,Madrid,Humanes de Madrid,es,40.2555524,-3.8216938,False,https://www.idealista.com/inmueble/108621478/,"'agencia inmobiliaria humanes- zona humanes de madrid- oficina tecnocasa vende piso piso alquilado, operación condicionada a una preacuerdo de alquiler con el actual arrendatario 'fantástico piso ubicado en humanes de madrid, compuesto por: salón, cocina, 3 dormitorios y 1 baños y terraza. Para solicitar mas información llame al teléfono está situado en una zona en expansión pero ya consolidada con fácil acceso a colegios, institutos, parques, comercios, supermercados, centros médicos y a la red de transportes del municipio. No dude en llamarnos para concertar su cita.",False,good,False,True,1999.0,False,False,False,False,[],False,False,149900.0,€,flat,Humanes de Madrid,Piso en calle de Vicente Aleixandre,,,,,,,,,
107110223,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/d1/33/1316762758.webp,3,bj,130000.0,flat,sale,62.0,True,3,1,Barrio Aluche,Madrid,Madrid,es,40.3909779,-3.7622405,False,https://www.idealista.com/inmueble/107110223/,Vivienda ocupada. Imposibilidad de visita interior.,False,good,False,False,2097.0,False,False,False,False,[],False,False,130000.0,€,flat,"Aluche, Madrid",Piso,Latina,Aluche,134000.0,4000.0,3.0,,,,
107258130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/95/6a/1307742264.webp,7,2,159000.0,flat,sale,50.0,True,2,1,ZUBIETA,Madrid,Madrid,es,40.4313642,-3.6263846,False,https://www.idealista.com/inmueble/107258130/,"Esta vivienda de 50 m², ubicado en una finca con ascensor, te ofrece comodidad y una gran oportunidad de inversión ya que se esta alquilada en 682 € en rentabilidad y mediante una garantía de pago como es la cobertura de seguros de impagos. Cuenta con un salón independiente junto con aire acondicionado. La cocina está completamente equipada con frigorífico, vitrocerámica y termoeléctrico. El piso dispone de dos acogedores dormitorios y un baño moderno con plato de ducha, perfectos para garantizar tu confort. Construido en 1960, este inmueble ha sido cuidadosamente mantenido en buen estado, ofreciendo una excelente oportunidad para quienes buscan una vivienda de segunda mano.  Situado en la planta 2 y con orientación exterior, disfrutarás de una ubicación inmejorable a pocos metros de la estación de metro ""Simancas"", facilitando tus desplazamientos por la ciudad. No pierdas la oportunidad de vivir en un lugar que combina comodidad, accesibilidad y una excelente ubicación. ¡Contáctanos para más información.",False,good,False,True,3180.0,False,False,False,False,[],False,False,159000.0,€,flat,"Simancas, Madrid",Piso en Zubieta,San Blas,Simancas,,,,,,,
108322945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/1c/ed/1340674139.webp,28,,7000000.0,chalet,sale,700.0,,6,5,La Moraleja urbanización,Madrid,La Moraleja,es,40.5133686,-3.6490722,False,https://www.idealista.com/inmueble/108322945/,"M&M Real Estate vende ESPECTACULAR parcela de 10.000m2, situada en el corazón de la prestigiosa urbanización de La Moraleja. Cuenta con vistas privilegiadas y gran privacidad. Contamos con un equipo de arquitectos expertos en la zona que podrán diseñar la casa de sus sueños en un entorno incomparable. Damos presupuesto gratuito! No dude en contactarnos para más información, estaremos encantadas de ayudarle.",False,renew,False,,10000.0,False,False,False,False,[],False,False,7000000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,La Moraleja urbanización,,,,,True,True,independantHouse,
108825484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/54/cd/1356230980.webp,1,5,349000.0,duplex,sale,95.0,True,2,2,calle Copenhague,Madrid,Alcorcón,es,40.3445657,-3.8479623,False,https://www.idealista.com/inmueble/108825484/,"¡TU HOGAR IDEAL COMERCIALIZA! MAGNÍFICO ATICO DE 2 HABITACIONES Y 2 BAÑOS COMPLETOS. La vivienda cuenta con una superficie construida de gran amplitud y se distribuye de forma funcional en dos plantas. Urbanización privada y exclusiva, con servicio de conserjería. Plaza de garaje y trastero incluidos en el precio. Situado en una zona residencial moderna y consolidada, rodeado de zonas verdes, centros educativos, supermercados, instalaciones deportivas y transporte público.  La cercanía con la estación de Cercanías y múltiples líneas de autobús permite acceder al centro de Madrid, lo que lo convierte en una opción excelente para quienes trabajan en la capital pero desean vivir en un entorno más tranquilo y familiar. Una vivienda que combina espacio, luminosidad, diseño y ubicación, ideal para familias que buscan un hogar de calidad en una de las mejores zonas de Alcorcón. vivienda no visitable.  ¡Además, los compradores podrán beneficiarse del servicio de nuestro departamento financiero.",False,good,False,True,3674.0,False,False,False,False,[],False,False,349000.0,€,flat,"Parque oeste - Fuente Cisneros, Alcorcón",Dúplex en calle Copenhague,Parque oeste - Fuente Cisneros,Parque oeste - Fuente Cisneros,,,,True,True,duplex,
108662826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/87/56/1351459050.webp,5,,3975000.0,chalet,sale,650.0,,6,6,La Moraleja urbanización,Madrid,La Moraleja,es,40.5216941,-3.6162405,False,https://www.idealista.com/inmueble/108662826/,"Sotomora Real Estate ofrece en EXCLUSIVA excelente vivienda de Alta Representación en una de las mejores urbanizaciones de La Moraleja, con seguridad 24 horas, zonas infantiles y piscina comunitaria, ofrecemos una propiedad única de más de 600 m² distribuidos en tres plantas, con 6 dormitorios en suite y piscina privada. Una vivienda imponente, luminosa y con gran potencial de inversión, actualmente pendiente de reportaje fotográfico. Sólo para compradores exigentes. Más información bajo solicitud.",False,good,False,,6115.0,False,False,False,False,[],False,False,3975000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,La Moraleja urbanización,,,,,True,True,independantHouse,
108222931,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/9c/fe/1351136786.webp,19,,350000.0,chalet,sale,109.0,,4,1,Cercedilla,Madrid,Cercedilla,es,40.7423411,-4.0492964,False,https://www.idealista.com/inmueble/108222931/,"¡Descubre tu nuevo hogar en este encantador chalet de piedra independiente!  Situado en una zona residencial muy tranquila, este inmueble ofrece la paz y la privacidad que siempre has deseado. Con una distribución en una única planta, proporciona comodidad y funcionalidad. Con 109 m² construidos y 93 m² útiles, este chalet tiene un gran potencial para convertirse en la casa de tus sueños. La parcela de 374 m² te brinda la oportunidad de disfrutar del aire libre y crear un jardín a tu medida. Aunque el interior necesita reforma, esto te da la libertad de personalizar cada rincón a tu estilo. Construido en 1960, este chalet combina el encanto clásico con la posibilidad de modernizarlo a tu gusto.  No dejes pasar la oportunidad de transformar este espacio en el hogar perfecto para ti y tu familia. ¡Ven a verlo y empieza a imaginar todas las posibilidades que te ofrece! NO COBRAMOS COMISIÓN AL COMPRADOR.",True,renew,False,,3211.0,False,False,False,False,[],False,False,350000.0,€,chalet,Cercedilla,Casa independiente,,,,,,,,independantHouse,CER1238
107664725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/2d/25/1319152852.webp,15,,186500.0,chalet,sale,85.0,,3,1,Humanes de Madrid,Madrid,Humanes de Madrid,es,40.2474158,-3.825954,False,https://www.idealista.com/inmueble/107664725/,"¡Oportunidad única en el corazón de la localidad!  Esta encantadora casa de pueblo, construida en 1960, te espera para ser transformada en el hogar de tus sueños. Con 85 m² construidos y 80 m² útiles, esta vivienda ofrece un sinfín de posibilidades. La casa principal cuenta con hall de entrada, comedor, cocina, despensa, dos dormitorios y un baño. Además, dispone de un salón cerrado con chimenea en el patio exterior- El exterior incluye un patio de aproximadamente 15 m² y dos dependencias adicionales. Aunque necesita una reforma integral, su ubicación privilegiada en el centro del pueblo y su orientación este aseguran una excelente inversión. No pierdas la oportunidad de adquirir por 186.500 euros y convertirla en tu refugio perfecto.  ¡Ven a visitarla y descubre todo su potencial!",False,renew,False,,2194.0,False,False,False,False,[],False,False,186500.0,€,chalet,Humanes de Madrid,Chalet pareado,,,,,,,,semidetachedHouse,CASA-HU-13
108353095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/de/ce/1350671046.webp,15,,40000.0,chalet,sale,38.0,,1,1,Loeches,Madrid,Loeches,es,40.381259,-3.4122131,False,https://www.idealista.com/inmueble/108353095/,"ESTUDIO LOECHES-TORRES DE LA ALAMEDA vende casa para reformar en Loeches, una oportunidad única para diseñar tu hogar ideal. Ubicada en el encantador municipio de Loeches, esta vivienda construida en el año 1900 ofrece una superficie de 25 m² distribuidos en un dormitorio, un baño y una zona de salón-comedor. Es una propiedad ideal para quienes buscan un proyecto de reforma total, con la posibilidad de diseñar y personalizar cada rincón desde cero. Con una estructura que permite múltiples opciones de redistribución, esta casa representa una excelente oportunidad para inversores o particulares que deseen crear un espacio acogedor y funcional a su medida. ¡Haz realidad tu proyecto de vivienda en un entorno tranquilo y con gran proyección!",False,renew,False,,1053.0,False,False,False,False,[],False,False,40000.0,€,chalet,Loeches,Chalet adosado,,,,,,,,terracedHouse,
108336558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/f3/99/1350586733.webp,14,4,175000.0,flat,sale,69.0,,2,1,Rinconada,Madrid,Alcalá de Henares,es,40.4773618,-3.3683831,False,https://www.idealista.com/inmueble/108336558/,"¡PARA ENTRAR A VIVIR, FANTÁSTICO PISO EN LA RINCONADA! Iad España, les presenta este fantástico y luminoso piso en el barrio de la Rinconada, Alcalá de Henares. Con una excelente ubicación a tan solo 5 min andando del Casco Histórico de Alcalá de Henares, Ciudad Patrimonio de la Humanidad. Reformado, este amplio cuarto sin ascensor, se ha conseguido una mayor amplitud en el salón y habitaciones. Se compone de salón, cocina, cuarto de baño con bañera, 2 habitaciones y una amplia terraza toda ella acristalada. La habitación principal dispone de armario de obra y de una gran amplitud en todo su conjunto. La segunda habitación también muy amplia donde se puede poner cama de 1,35 si se precisa y seguir disponiendo de una buena amplitud. Calefacción, la vivienda tiene caldera de gas y radiadores en todas las habitaciones incluida la terraza. Split de calor y frio, en el salón y las 2 habitaciones. En la zona podemos encontrar a un paso todo lo que necesitamos, centro médico Luis Vives, farmacias, supermercados, ocio y grandes parques para toda la familia. Muy buena comunicación de acceso y salida a autovías y carreteras de circunvalación. Autobús directo a Madrid, y a tan solo 10 minutos de Renfe La Garena. Sigueme en Face e Insta para ver el video.",False,good,False,False,2536.0,False,False,False,False,[],False,False,175000.0,€,flat,"Rinconada, Alcalá de Henares",Piso,Rinconada,,,,,,,,143081
