propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,hasLift,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108219207,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/f5/53/1346707901.webp,,16,1250000.0,chalet,sale,360.0,7,3,avenida de Viñuelas s/n,Madrid,Fuente del Fresno,es,40.5946024,-3.6046841,True,https://www.idealista.com/inmueble/108219207/,"¡ ****OPORTUNIDAD UNICA DE INVERSION****descubre tu nuevo hogar en la exclusiva urbanización Fuente del Fresno! Este impresionante chalet independiente, situado en una de las zonas más tranquilas y privilegiadas, ofrece un estilo de vida inigualable a solo 15 minutos de Madrid. Con una superficie construida de 360 m² y una parcela de 1.937 m², este inmueble es perfecto para disfrutar de la naturaleza sin renunciar a la comodidad de la ciudad. La planta baja cuenta con cinco amplios dormitorios, dos cuartos de baño, una cocina funcional y un gran salón con chimenea, ideal para crear momentos inolvidables en familia. En el sótano, encontrarás dos dormitorios adicionales, un baño, una oficina y un salón de juegos, perfecto para el entretenimiento. Además, el garaje y trastero ofrecen el espacio extra que necesitas. El exterior es un verdadero oasis: un jardín exuberante con zona de piscina y merendero rodeado de árboles y vegetación que te brindarán privacidad y tranquilidad. La urbanización cuenta con seguridad privada las 24 horas y control de acceso, lo que garantiza un entorno seguro para ti y tu familia. ¡No dejes pasar esta oportunidad única de vivir en un chalet que lo tiene todo!",False,good,False,3472.0,False,False,False,False,[],False,False,1250000.0,€,1270000.0,20000.0,2.0,chalet,independantHouse,Fuente del Fresno,Casa independiente en avenida de Viñuelas s/n,,,,,,True,True,
108089392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/79/64/1344809055.webp,REAL-0144,19,389000.0,flat,sale,63.0,2,1,calle de la Carnicería,Madrid,Las Rozas de Madrid,es,40.4928258,-3.8753971,False,https://www.idealista.com/inmueble/108089392/,"Presentamos esta magnífica vivienda de 55 m² útiles, ubicada en una de las zonas más cotizadas de Las Rozas: a escasos metros de la Calle Real y situada dentro de un tranquilo y cuidado conjunto residencial de 31 viviendas con zonas comunes y piscina. El inmueble, que ha sido íntegramente reformado con materiales de alta calidad, se distribuye de manera funcional y confortable: - Espacioso hall de entrada abierto, que actúa como eje central conectando con todas las estancias. - Luminoso salón-comedor con cocina americana integrada, gran ventanal y acceso directo a un agradable balcón/terraza. - Dormitorio principal con armario empotrado de gran capacidad y aire acondicionado. - Segunda habitación con armario, actualmente habilitada como despacho, ideal para teletrabajo o zona de estudio. - Baño completo con plato de ducha moderno, radiador toallero y excelentes acabados. Entre las calidades destacan las puertas lacadas en blanco, suelos porcelánicos imitación madera, paredes lisas, ventanas de PVC con aislamiento térmico Climalit, y una orientación excelente que proporciona luz natural durante todo el día. La vivienda incluye una plaza de garaje y un trastero, lo que añade un plus de comodidad y almacenamiento. Su ubicación es inmejorable: próxima a todo tipo de comercios, colegios, restaurantes, bancos, centros de salud y con acceso inmediato a transporte público (Cercanías Renfe y autobuses). ¿Quieres que esta sea tu próxima casa? No dudes en contactarme para más información o agendar una visita. ¡Estaré encantada de mostrártela!",False,good,False,6175.0,False,False,False,False,[],False,False,389000.0,€,,,,flat,,"Zona Estación, Las Rozas de Madrid",Piso en calle de la Carnicería,2,True,Rozas Centro,True,Zona Estación,True,True,
108623264,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/bd/69/1350246468.webp,,73,399000.0,chalet,sale,150.0,3,3,"calle del Tomillar, 3",Madrid,Cerceda,es,40.6991598,-3.9378885,True,https://www.idealista.com/inmueble/108623264/,"¡SIN HONORARIOS PARA EL COMPRADOR! Amplio chalet en urbanización muy tranquila y con acceso restringido. Zonas comunes con piscina, zonas ajardinadas, mesa ping pong, pista de fútbol y parque infantil.",False,good,False,2660.0,True,False,False,False,[],False,False,399000.0,€,,,,chalet,semidetachedHouse,Cerceda,"Chalet pareado en calle del Tomillar, 3",,,,,,True,True,
108651304,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/1e/f1/3b/1351088914.webp,,46,475000.0,chalet,sale,276.0,4,1,Guadarrama,Madrid,Guadarrama,es,40.6610549,-4.0586055,False,https://www.idealista.com/inmueble/108651304/,"Se vende chalet independiente en Guadarrama Consta de 4 habitaciones con armarios empotrados, 1 baños con plato de ducha, salón muy amplio, luminoso y con vistas espectaculares con salida a terraza acristalada, cocina con salida a jardín donde hay una barbacoa y un horno de leña. Parcela de 1.356 m2 y vivienda 276 m2 En planta baja hay un garaje muy amplio de 138 m2 Suelos de tarima Calefacción eléctrica con placas solares Piscina privada con zona de barbacoa, baño y espacio para maquinaria de piscina y muy buenas vistas Zonas de jardín en diferentes estancias con sus correspondientes puntos de agua y luz Cascada de agua con estanque para peces Mejor ver!",False,good,False,1721.0,True,False,False,False,[],False,False,475000.0,€,,,,chalet,independantHouse,Guadarrama,Casa independiente,,,,,,True,True,
107523391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/7a/eb/1351376598.webp,,23,335000.0,flat,sale,50.0,1,1,calle de Manuela Malasaña,Madrid,Madrid,es,40.4297764,-3.7046374,False,https://www.idealista.com/inmueble/107523391/,"En la principal calle de Manuela Malasaña, a pocos pasos de la emblemática calle Fuencarral y Glorieta de Bilbao encontramos este acogedor estudio de reciente reforma y decoración exquisita. La vivienda se reformó de forma integral con altísimas calidades a finales de 2024. Si estás interesado en una vivienda para invertir o tener una vivienda reformada íntegramente, decorada con mucho gusto, silenciosa y muy cómoda, no dudes en ponerte en contacto con nosotros y te informaremos. En alquiler nos reportó más de un 6 % de rentabilidad por lo que si eres inversor, esta es tu oportunidad. VyG Gestión Inmobiliaria.",False,good,False,6700.0,False,False,False,False,[],False,False,335000.0,€,345000.0,10000.0,3.0,flat,,"Malasaña-Universidad, Madrid",Piso en calle de Manuela Malasaña,bj,False,Centro,True,Malasaña-Universidad,,,
104279638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/ee/9b/1215340841.webp,,17,999000.0,flat,sale,120.0,3,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.413632,-3.7059263,False,https://www.idealista.com/inmueble/104279638/,"Finca situada en pleno barrio de Lavapiés, el barrio más castizo y bohemio de Madrid, con todo tipo de servicios, transportes y una amplia oferta de ocio. A la venta piso exterior completamente reformado, 120 m2 distribuidos en recibidor, salón con cocina incorporada, tres dormitorios y dos baños, el dormitorio principal está en suite con uno de los baños. Cuenta con buenos armarios empotrados en habitaciones y vestíbulo, ventanas grandes en todas las habitaciones y una distribución actual con diseño minimalista. La fecha prevista de terminación de obras es a finales de julio.",False,good,False,8325.0,True,False,False,False,[],False,False,999000.0,€,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso,1,False,Centro,False,Lavapiés-Embajadores,,,
100719277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/3c/6c/1294844893.webp,,41,1380000.0,chalet,sale,375.0,6,5,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,es,40.5849795,-4.1656435,False,https://www.idealista.com/inmueble/100719277/,"DREAM-HOMES OFRECE FANTÁSTICO CHALET EN ABANTOS, SAN LORENZO DE EL ESCORIAL.  La casa se encuentra en un enclave privilegiado con magníficas vistas al Monasterio, al bosque de La Herrería y Madrid. La parcela es de 2.050 m2 con piscina de 9*5 metros y un bonito jardín consolidado con arbolado variado: 2 grandes tilos, 1 cedro, ciprés, tuyas y setos. La casa consta de 2 plantas y un sótano. En la 1ª PLANTA encontramos un vestíbulo de entrada con armario gabanero, y aseo de invitados, desde el vestíbulo se accede a un gran salón -comedor con techos de 3,70m de altura y una enorme chimenea. El salón tiene dos puertas que dan acceso al jardín dando a 2 porches, creando así diferentes ambientes. La cocina está equipada con todos los electrodomésticos, cuenta con lavadero, cuarto de plancha, y dormitorio de servicio con cuarto de baño. Tiene puerta de acceso directo al jardín. En la 2ª PLANTA hay 5 dormitorios. El dormitorio principal con cuarto de baño completo en suite y una pequeña terraza con magníficas vistas; otro dormitorio doble también con baño en suite y otros 3 dormitorios dobles que comparten cuarto de baño. En el sótano se encuentra el cuarto de caldera, un amplio trastero y un aljibe de agua con capacidad de 15m3. La calefacción es de gasóleo doméstico. Cuenta con 2 plazas de aparcamiento bajo techado, así como un cuarto de herramientas de jardinería de 4m2. Resaltar que en el tejado hay pararrayos. El portón de entrada de vehículos está motorizado con mando a distancia. Cuenta con fibra óptica. En resumen, esta bonita casa se encuentra en una ubicación fantástica de la que se disfruta del entorno paisajístico que ofrecen el pinar de Abantos, la zona de La Herrería y el Conjunto Histórico-Artístico de San Lorenzo de El Escorial..",False,good,False,3680.0,True,False,False,False,[],False,False,1380000.0,€,,,,chalet,independantHouse,"Abantos - Carmelitas, San Lorenzo de El Escorial",Casa independiente,,,Abantos - Carmelitas,,,True,True,
108212622,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/e8/26/1337858559.webp,050307,33,850000.0,chalet,sale,482.0,8,3,Guadarrama,Madrid,Guadarrama,es,40.6833446,-4.104906,False,https://www.idealista.com/inmueble/108212622/,"Grupo Casa 10 vende en exclusiva impresionante chalet de 485m2 con 9 habitaciones, 3 cuartos de baño, garaje, almacén, pozo y piscina, sobre parcela segregable de 1855m2. Y gran terraza con horno! La casa está distribuida en dos plantas más garaje. La planta principal, con 4 habitaciones y 2 cuartos de baño Planta superior 4 habitaciones, salón y cuarto de baño Planta baja, gran garaje para 3 coches y una estancia contigua para almacenaje. También dispone de una caseta, cercana a la piscina, para guardar las hamacas de verano por ejemplo. La casa podría tener dos entradas totalmente independientes pudiendo vivir dos familias numerosas en cada planta. Según accedes a la casa te encuentras un gran salón y estupendo comedor claramente divididos en dos ambientes definidos y separados por un tabique donde los techos se distinguen por unas preciosas vigas de madera y parte del salón llama la atención por su pared de ladrillo, donde hay una magnífica chimenea. Los detalles rústicos del salón dotan al espacio de una atmósfera única. La casa tiene alrededor en la planta principal una maravillosa terraza, con vistas a la montaña, que bordea parcialmente el perímetro de la vivienda, accesible desde la cocina, el salón y la entrada principal. En esta misma terraza hay un horno de barro de obra espectacular para disfrutar en familia cualquier tarde del año. El salón y la cocina están muy próximos. La cocina es bastante cómoda por su forma y amplios espacios. Cuando se realizó esta casa se pensó en la distribución para que fuera bonita y cómoda. En el otro lado de la casa en esta planta, nos encontramos 4 amplios dormitorios y 2 cuartos de baño, uno de ellos en suite. Desde el salón unas preciosas escaleras de madera dan paso a la planta superior donde no dejan de sorprender la amplitud de las habitaciones. 4 dormitorios más, un gran salón y un cuarto de baño. El jardín, totalmente consolidado con diversos árboles, envuelve el espacio en una atmósfera de calma y serenidad. Disfruta de una gran piscina vallada y solada alrededor y cómo no también hay una barbacoa para esos amigos que saben traer un buen chuletón a casa, esos serán siempre invitados. Esta casa a demás tiene un pozo con agua. Ubicada en un entorno natural y tranquilo a 20 minutos andando del centro de Guadarrama. Una casa espectacular para los amantes de la naturaleza.",False,good,False,1763.0,False,True,False,False,[],False,False,850000.0,€,900000.0,50000.0,6.0,chalet,independantHouse,Guadarrama,Casa independiente,,,,,,True,True,
108494430,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/37/1e/1346582283.webp,C105,24,449000.0,chalet,sale,135.0,3,2,Pinosol - El Alcor - Peralejo,Madrid,El Escorial,es,40.5477089,-4.108784,False,https://www.idealista.com/inmueble/108494430/,"Chalet en El Alcor, con 135 m² construidos, 700 metros de jardín, 3 dormitorios, 2 baños, 2 garaje/s, reformado, trastero, portero, piscina privada, 1 plantas del edificio, calefacción individual, combustible eléctrico, aire acondicionado frío/calor, agua caliente individual, energía agua eléctrica. ¡Increíble oportunidad en El Alcor 2, El Escorial! Ponemos a la venta este chalet independiente de tres dormitorios, completamente reformado y listo para entrar a vivir. Características destacadas:  Dormitorio principal de ensueño: Amplio y luminoso, con un fabuloso vestidor y baño en suite para tu máxima comodidad.  Dos dormitorios adicionales: Ambos equipados con armarios empotrados, perfectos para invitados o familia, y comparten un baño completo con plato de ducha.  Salón acogedor: Disfruta de las tardes junto a la chimenea de casete y mantén una temperatura ideal gracias al aire acondicionado. Un gran ventanal inunda de luz este espacio.  Cocina moderna y funcional: Completamente nueva, con una distribución pensada para el día a día. Se integra con un comedor contiguo y tiene acceso directo al jardín, ideal para tus reuniones. Toda la casa dispone de contraventanas de seguridad.  Garaje espacioso: Con una generosa superficie, aunque con un techo bajo, ofrece múltiples posibilidades de uso.  Parcela de 700 m²: Un oasis privado con una pequeña piscina para refrescarte en verano y una pérgola para disfrutar de momentos al aire libre. Este chalet representa la combinación perfecta de confort, diseño moderno y una ubicación privilegiada en El Escorial. ¡No dejes pasar estaoportunidad!",False,good,False,3326.0,False,False,False,False,[],False,False,449000.0,€,490000.0,41000.0,8.0,chalet,independantHouse,"Pinosol - El Alcor - Peralejo, El Escorial",Casa independiente,,,Pinosol - El Alcor - Peralejo,,,True,True,
108189234,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/4b/64/1336548937.webp,,26,399000.0,flat,sale,57.0,2,1,calle de Bravo Murillo,Madrid,Madrid,es,40.4659153,-3.6916732,False,https://www.idealista.com/inmueble/108189234/,"Oficina Pinos Alta del grupo Tecnocasa, VENDE en exclusiva apartamento en C/ Bravo Murillo. Cuenta con muy buena comunicación a través del transporte público, teniendo las paradas de Metro Valdeacederas, Ventilla y Plaza Castillas cerca. También está muy próximo Chamartín y Paseo de La Castellana, en plena zona financiera de Madrid. La vivienda se distribuye en 2 dormitorios, baño independiente, salón luminoso con cocina francesa, con ascensor La vivienda cuenta con bastantes posibilidades de modificación. Para más información no dude en contactarnos.",False,good,False,7000.0,False,False,False,False,[],False,False,399000.0,€,420000.0,21000.0,5.0,flat,,"Cuzco-Castillejos, Madrid",Piso en calle de Bravo Murillo,2,True,Tetuán,True,Cuzco-Castillejos,,,
102517150,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/94/ff/1354445967.webp,VMF14 - Olivo,32,250000.0,flat,sale,98.0,3,2,calle Olivo,Madrid,Getafe,es,40.3030082,-3.7291679,False,https://www.idealista.com/inmueble/102517150/,"Se vende con el inquilino. (quedan 2 años de contrato) La vivienda está ubicada en la zona de San Isidro (a 3 minutos del ayuntamiento), cercana a todo tipo de servicios como colegios, supermercados, parques, centro de salud, etc. Bien comunicada a través de diversos tipos de transporte, tales como Renfe (Getafe Central), Metro Sur (L 12) Getafe Central y autobuses tanto urbanos (1, 6) como interurbanos (441), comunicándonos con Madrid capital en apenas 15 minutos, así como por carretera, a través de la A-42, A-4 Y M-406. Se encuentra en una SEGUNDA PLANTA CON ASCENSOR Y EXTERIOR. La vivienda dispone de 3 dormitorios y cuenta con una superficie construida de 98 m2. La distribución de la vivienda es: Recibidor Cocina independiente Salón-comedor ampliado a terraza. 1 Baño completo con ventana y bañera. 1 Baño con plato de ducha. 3 dormitorios. La vivienda se encuentra para entrar a vivir.  Cuenta con calidades como: Suelos son de gres. Ventanas son de aluminio blanco climalit (en algunas estancias son oscilobatientes) Paredes en gotelé. Dispone de calefacción de gas natural (dado de baja) Dispone de aire acondicionado con bomba de calor.   Vivienda Madrid inmobiliaria oficina de Getafe cuenta con la experiencia y mejor servicio para todos nuestros clientes. Disponemos de 26 oficinas en toda la Comunidad de Madrid y nos avalan más de 22 años de experiencia en el sector inmobiliario. Estamos especializados en compraventas, alquileres, trámites de herencias y cambios de domicilios. Valoraciones gratuitas y sin compromiso de inmuebles, asesorando a nuestros clientes de forma personalizada. Le esperamos en la avenida de España 47 de Getafe o recibir más información en el teléfono  Horario comercial de lunes a viernes por la mañana de 9:30 a 14:00, y por la tarde de 17:00 a 20:30. Sábados de 10:00 a 14:00.",True,good,False,2551.0,False,False,False,False,[],False,False,250000.0,€,,,,flat,,"Getafe Centro, Getafe",Piso en calle Olivo,2,True,Getafe Centro,True,,,,
108903167,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/9a/e8/1358444629.webp,45617,13,220000.0,flat,sale,74.0,3,1,avenida Rey Juan Carlos I,Madrid,Leganés,es,40.3333544,-3.7543012,False,https://www.idealista.com/inmueble/108903167/,"¡Tu nuevo hogar te espera! ¡Oportunidad única para vivir en un piso amplio, luminoso y lleno de comodidades! Esta encantadora vivienda de 74 m², construida en 1974, ofrece el espacio ideal para familias o personas que buscan confort y funcionalidad en cada rincón. Cuenta con tres dormitorios amplios y un baño completo, adaptándose perfectamente a tus necesidades diarias. El piso se encuentra en excelente estado de conservación, ha sido cuidadosamente mantenido y está totalmente amueblado. Disfruta de la luz natural durante todo el día gracias a su orientación exterior, balcón y terraza privada, ideales para relajarte, leer o compartir momentos con amigos y familia. Características destacadas: Cocina moderna y equipada Armarios empotrados Puertas de seguridad Aire acondicionado y calefacción individual de gas natural Acceso adaptado para personas con movilidad reducida Ascensor en el edificio Ubicada en una finca en buen estado, esta vivienda combina la tranquilidad de un hogar cálido con la funcionalidad que necesitas para tu día a día. � Contacta ahora para más información o concertar tu visita sin compromiso. Asesor inmobiliario  �.",True,good,False,2973.0,False,False,False,False,[],False,False,220000.0,€,,,,flat,,"Zarzaquemada, Leganés",Piso en avenida Rey Juan Carlos i,4,True,Zarzaquemada,True,Zarzaquemada,,,
106376880,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/21/c7/1281008046.webp,106376880,34,230000.0,flat,sale,53.0,2,1,calle de Ángel Múgica,Madrid,Madrid,es,40.4839971,-3.684602,False,https://www.idealista.com/inmueble/106376880/,"**IDEAL INVERSORES** VIVIENDA ACTUALMENTE ALQUILADA. NO SE PUEDE VISITAR Acogedora y luminosa vivienda en un entorno tranquilo rodeado de zonas verdes.  A doscientos metros de la estación de metro Begoña (L10) y parada de autobús en la puerta  Cuarta planta sin ascensor, encontramos esta vivienda de 53 m2, distribuidos en: - salón-comedor - 2 dormitorios - cocina con tendedero - cuarto de baño Todas las estancias tienen ventana al exterior, incluido el baño y son independientes. Suelos de parquet, pintura gotelé, ventanas de climalit, puertas de paso en sapelly y puerta de entrada blindada. Calefacción y agua caliente individual eléctrica. Actualmente se encuentra alquilada. Finaliza el contrato el 31 de julio del 2028. La vivienda se encuentra en un barrio consolidado con todos los servicios en el entorno, zonas verdes, colegios, supermercados. *POSIBILIDAD DE FINANCIACIÓN HASTA EL 100%* Si deseas más información, llámanos sin compromiso. FERPRA, tu inmobiliaria de confianza desde 1995 *La información, fotos o cualquiera de los datos detallados en este anuncio pueden sufrir modificaciones/actualizaciones por mandato expreso de la propiedad o por exigencias comerciales*.",False,good,False,4340.0,False,False,False,False,[],False,False,230000.0,€,,,,flat,,"Tres Olivos - Valverde, Madrid",Piso en calle de Ángel Múgica,4,True,Fuencarral,False,Tres Olivos - Valverde,,,
108199873,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/e3/42/1336910146.webp,11/12,32,758000.0,duplex,sale,145.0,3,2,"calle de la Genciana, 61",Madrid,Madrid,es,40.4663796,-3.7029737,True,https://www.idealista.com/inmueble/108199873/,"******Precioso ático con una gran terraza de 25 metros**** y plaza de garaje incluida en el precio. Vivienda de lujo, a 10 minutos de Plaza Castilla, Cuatro Caminos. 145 M2 Construidos en 2 plantas. Primera planta - Salón con acceso directo a la terraza (25m) MUY SOLEADA. Cocina con salida a otra terraza, con muy buenas vistas (tendedero ) y armario empotrado Baño completo. En la planta alta, la vivienda dispone de una puerta de servicio independiente. Segunda planta- 2 dormitorios, con capacidad para camas de matrimonio ( se puede observar en las fotos), armarios a medida empotrados Baño completo con ducha. Ascensor, aire acondicionado, y plaza de garaje con entrada desde la misma finca. LUJO.",True,good,False,5228.0,False,False,False,False,[],False,False,758000.0,€,,,,flat,duplex,"Valdeacederas, Madrid","Dúplex en calle de la Genciana, 61",3,True,Tetuán,True,Valdeacederas,True,True,
106393815,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/cf/a2/1281523376.webp,TGA 001124,13,959000.0,flat,sale,104.0,3,3,calle de Fernán González,Madrid,Madrid,es,40.4198319,-3.6758156,False,https://www.idealista.com/inmueble/106393815/,"EXCLUSIVA VIVIENDA DE 3 DORMITORIOS y 3 BAÑOS EN FINCA SEÑORIAL PRÓXIMA AL RETIRO.  TGA CONSULTING presenta esta impresionante vivienda totalmente reformada en Fernán González casi a la altura de la Calle O´Donnell en el barrio de Ibiza (Retiro), Madrid.  Este elegante piso interior en una entreplanta tiene 104 m².  La propiedad incluye tres amplias habitaciones y tres baños (2 de ellos en suite), proporcionando un espacio cómodo y funcional. La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño, ofreciendo un ambiente moderno y acogedor.  Características generales: - Suelos tarima y porcelánicos. - Carpintería exterior PVC blanca. - Carpintería interior madera blanca. - Calefacción central. - Armarios Empotrados - Aire Acondicionado - Portero Físico. - Ascensor - IBI 574€ A pocos pasos del emblemático Parque del Retiro y rodeado de tiendas de lujo, restaurantes gourmet y prestigiosas galerías de arte, vivir en esta zona significa disfrutar de lo mejor que Madrid tiene para ofrecer.  Esta propiedad no solo representa una vivienda de lujo, sino también una inversión segura en una de las áreas más codiciadas de la capital, combinando modernidad, comodidad y una ubicación inmejorable. Para concertar visitas directamente en el telf. /WhatsApp. +34 624 40 92 03.",True,good,False,9221.0,True,False,False,False,[],False,False,959000.0,€,,,,flat,,"Ibiza, Madrid",Piso en calle de Fernán González,en,False,Retiro,True,Ibiza,,,
108665098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/6e/94/1351531462.webp,PIS002,17,338000.0,flat,sale,74.0,3,1,calle de Costanilla de los Ciegos,Madrid,Alcobendas,es,40.5424935,-3.6319279,False,https://www.idealista.com/inmueble/108665098/,"Descubre este excelente piso, ubicado en pleno corazón de Alcobendas. Con una superficie construida de 74 m² y orientado al Este-Oeste, esta propiedad destaca por su luminosidad natural durante todo el día. El inmueble cuenta con un dormitorio doble y otro espacio adicional que puede ser utilizado como habitación sencilla o estudio, ideal para adaptarse a tus necesidades. Además, ofrece un baño completo perfectamente equipado y con opción de incluir una o dos plazas de garaje para mayor comodidad de los nuevos propietarios. La ubicación es inmejorable: cercana a colegios reconocidos así como diversas líneas del metro que facilitan tu movilidad por la ciudad. Vivir aquí significa disfrutar no solo del confort del hogar sino también tener acceso rápido a todos los servicios necesarios para tu día a día; tiendas locales, restaurantes selectos e instalaciones recreativas están apenas unos pasos fuera de tu puerta. No pierdas la oportunidad única de adquirir este magnífico piso donde cada rincón ha sido pensado para ofrecerte calidad vida.",False,good,False,4568.0,False,False,False,False,[],False,False,338000.0,€,,,,flat,,"Alcobendas Centro, Alcobendas",Piso en calle de Costanilla de los Ciegos,1,True,Alcobendas Centro,False,,,,
108787120,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/f1/51/1355104455.webp,,11,350000.0,studio,sale,65.0,0,1,calle de Matías Turrión,Madrid,Madrid,es,40.4620714,-3.65814,False,https://www.idealista.com/inmueble/108787120/,"ESTUDIO CANILLAS OESTE 2024 S. L VENDE EN EXCLUSIVA este encantador loft dúplex en la calle Matías Turrión! Con un diseño moderno y funcional, este estudio de 70 m² construidos y 34 m² útiles es perfecto para quienes buscan comodidad y estilo. La propiedad cuenta con una acogedora habitación, un baño reformado y un luminoso salón con cocina americana, ideal para disfrutar de momentos inolvidables. Ubicado en Aruto Soria en la Calle Matias Turrion, este loft ha sido cuidadosamente reformado y está listo para entrar a vivir. Disfruta de la comodidad de los armarios empotrados y la calefacción eléctrica con bomba de frío/calor, que aseguran un ambiente agradable durante todo el año. Además, al ser un bajo exterior, gozarás de fácil acceso y luminosidad. Si estás buscando una vivienda adaptada y con buen estado, este piso es perfecto para ti. No dudes en contactarnos para concertar una visita y recibir asesoramiento gratuito de nuestro departamento financiero KÌRON. Además, ofrecemos financiación del 100%. ¡No pierdas la oportunidad de tener la casa de tus sueños!",False,good,False,5385.0,False,False,False,False,[],False,False,350000.0,€,367000.0,17000.0,5.0,flat,studio,"Colina, Madrid",Estudio en calle de Matías Turrión,bj,True,Ciudad Lineal,False,Colina,,,
95689198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/2f/af/925566164.webp,casa- solar pozuelo,33,350000.0,chalet,sale,378.0,7,2,"Virgen de la cabeza, 15",Madrid,Pozuelo del Rey,es,40.3673497,-3.3211275,True,https://www.idealista.com/inmueble/95689198/,"Casa de pueblo con 1.070 metros cuadrados de terreno a 50 metros de la plaza del pueblo. Con fachada a dos calles y posibilidad de fachada a tres calles. Con cueva subterránea de piedra de 80 m2. Media casa reformada y la otra media para reformar. Posibilidad de terreno para edificar más de 15 viviendas. Hipótesis del producto inmobiliario a desarrollar sobre el terreno:  La hipótesis para la parcela es:  Superficie del solar: 1070 m²  Edificabilidad máxima: 1070 m² x 1,1 m²/m² = 1.177 m² Número de viviendas: No dice las ordenanzas. Se considera 80 m² /vivienda.  1.177m²/80 m² = 14,71 viviendas = 14 o 15 viviendas.  Número de plazas mínimo: 14 o 15 plazas (1 plaza/vivienda) superficie ocupada 25 m² x 14 = 350 m² Ocupación Máxima: 60%  Fondo máximo: No dice.  Se plantea la construcción de dos edificios con fachadas a las calles Virgen de la Cabeza y la Ermita de formas dispares y ajustándose a la alineación de las fachadas existentes, con doble crujía y patios interiores. El resto de la parcela no ocupada por la edificación se destina a plazas de aparcamiento.",True,renew,False,926.0,False,False,False,False,[],False,False,350000.0,€,,,,chalet,independantHouse,Pozuelo del Rey,"Casa independiente en Virgen de la cabeza, 15",,,,,,True,True,
