propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,hasLift,externalReference,neighborhood
107405443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/7b/15/1321262792.webp,55,354900.0,chalet,sale,187.0,4,3,calle Gloria Fuertes,Madrid,Miraflores de la Sierra,es,40.8015475,-3.7633307,False,https://www.idealista.com/inmueble/107405443/,"¡HOGARES MIRAFLORES VENDE EN EXCLUSIVA FANTÁSTICO PAREADO! Este inmueble es una propiedad de 187 m² construidos, distribuida en dos plantas y ubicada en una parcela de casi 500 m². Fue construida en 2004, lo que garantiza una estructura moderna y bien mantenida. La vivienda cuenta con 4 habitaciones y 3 baños, ofreciendo amplios espacios para una familia. Está equipada con gas natural en toda la casa, lo que asegura una calefacción y suministro de agua caliente eficientes. La ubicación es privilegiada dentro de la urbanización, ya que es uno de los chalets con las mejores vistas, con un parque natural protegido justo enfrente. Al ser un área protegida, no se puede construir, lo que garantiza que las vistas no se verán alteradas. La propiedad está en perfecto estado, lista para entrar a vivir de inmediato sin necesidad de reformas. Además, dispone de plaza de garaje, lo que añade comodidad y seguridad al inmueble. ¡CONSEGUIMOS MEJORES CONDICIONES DE FINANCIACIÓN, NO DUDE EN CONSULTARNOS SIN NINGÚN COMPROMISO!",True,good,False,1898.0,True,False,False,False,[],False,False,354900.0,€,369900.0,15000.0,4.0,True,True,chalet,semidetachedHouse,Miraflores de la Sierra,Chalet pareado en calle Gloria Fuertes,Destacado,,,,,,
108773304,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/ac/87/1356336378.webp,21,420000.0,flat,sale,117.0,4,2,calle de Carlos V,Madrid,San Sebastián de los Reyes,es,40.5472298,-3.6251502,False,https://www.idealista.com/inmueble/108773304/,"“Grupo Hogares” presenta en EXCLUSIVA este AMPLIO PISO EN PRIMERA PLANTA CON GARAJE Y TRASTERO, ubicado en la céntrica Calle Carlos V, en el corazón de San Sebastián de los Reyes. Una vivienda con excelente distribución, reforma parcial reciente y espacios amplios, ideal tanto para familias como para quienes buscan una buena inversión en el centro del municipio. DISTRIBUCIÓN INTERIOR: • Salón comedor amplio • Tres dormitorios, antes cuatro dormitorios • Un aseo y un baño completo en el pasillo, uno integrado en el dormitorio principal • Cocina independiente, cómoda y funcional • Terraza privada, ideal para disfrutar del aire libre • Armarios empotrados con cristalera, que aportan elegancia y capacidad de almacenaje  REFORMA PARCIAL REALIZADA: • Parquet acuchillado • Ventanas nuevas con buen aislamiento • Pintura reciente • Persianas renovadas  EXTRAS Y COMODIDADES: • Plaza de garaje incluida • Trastero privado • Primera planta con excelente distribución • Mucha luz natural y ventilación cruzada • Ubicación tranquila, en pleno centro, pero sin ruidos  UBICACIÓN – CALLE CARLOS V, CENTRO: Situado en una zona consolidada con todos los servicios a pie de calle: supermercados, farmacias, bancos, hostelería, zonas de ocio y transporte público.  COLEGIOS Y EDUCACIÓN CERCANA: • CEIP Antonio Machado • IES Juan de Mairena • Guarderías, centros de apoyo y academias en la zona CONEXIONES Y TRANSPORTE: • Metro Baunatal y Reyes Católicos (L10) a pocos minutos • Cercanías Renfe (Alcobendas – S. S. de los Reyes) • Múltiples líneas de autobuses a Madrid y alrededores • Fácil acceso a A-1 y M-50 DEPARTAMENTO FINANCIERO – FINANHOGAR: Con FinanHogar, nuestro departamento financiero propio, te ayudamos a encontrar la financiación que mejor se adapte a ti: • Estudio financiero gratuito • Hasta el 100% de hipoteca disponible • Condiciones exclusivas negociadas con entidades bancarias • Asesoramiento personalizado durante todo el proceso ✨ CARACTERÍSTICAS DESTACADAS DEL INMUEBLE: • 3 habitaciones (antes 4)  • 1 baño y un aseo  • Cocina independiente • Terraza • Reforma parcial: ventanas, persianas, pintura y parquet • Armarios empotrados con cristal • Plaza de garaje incluida • Trastero • Primera planta – Calle Carlos V, zona centro de San Sebastián de los Reyes  ¡NO PIERDAS ESTA OPORTUNIDAD EN EL CENTRO! Contacta con nosotros para más información o una visita personalizada. Grupo Hogares Tu inmobiliaria de confianza en San Sebastián de los Reyes.",True,good,False,3590.0,True,True,False,False,[],False,False,420000.0,€,,,,True,True,flat,,"Centro Urbano, San Sebastián de los Reyes",Piso en calle de Carlos v,Destacado,1,True,Centro Urbano,True,,
107618662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/94/ed/1326740341.webp,78,390000.0,chalet,sale,148.0,3,2,"avenida Kiel, 106",Madrid,Eurovillas,es,40.3544386,-3.2609556,True,https://www.idealista.com/inmueble/107618662/,"ACTUALIZACION FOTOS - Estado OBRA 15 de JULIO de 2025 ************ Fecha estimada de TERMINAR LA OBRA: NOVIEMBRE DE 2025********************************* CHALET DE OBRA NUEVA A ESTRENAR - CONSTRUCIÓN TRADICIONAL - EN URBANIZACIÓN EUROVILLAS, NUEVO BAZTÁN, MADRID Esta vivienda SE ENCUENTRA EN FASE DE CONSTRUCCIÓN ***** Las primeras imágenes disponibles son renders realizados según la memoria de calidades del proyecto. Además, se incluyen fotografías actualizadas que reflejan el estado de la obra a fecha del *** 2 de abril de 2025. Diseño Moderno en un Entorno Natural Esta vivienda de obra nueva, en construcción en la prestigiosa Urbanización Eurovillas, ofrece un diseño contemporáneo en una sola planta, ideal para familias que buscan confort y exclusividad.  Ubicada en Avenida Kiel, 106, se encuentra en una amplia parcela de 974,1 m², con una distribución optimizada para el máximo aprovechamiento del espacio y un entorno natural inigualable. La vivienda se sitúa en la parte trasera de la parcela, dejando un gran espacio de jardín y ocio en la parte delantera, donde se encuentra una piscina privada de 35 m², perfecta para disfrutar del aire libre y la tranquilidad de la zona. DISTRIBUCIÓN INTELIGENTE Y ESPACIOS LUMINOSOS •Superficie construida: 113,19 m² •Cocina-salón: 43,4 m², un espacio diáfano con grandes ventanales que favorecen la entrada de luz natural. •Habitación principal: 14,7 m² con baño en suite (3,9 m²) y zona de vestidor. •Dos habitaciones adicionales: 11,4 m² cada una. •Segundo baño: 4,3 m² con ducha. •Cuarto de lavadora: 3,4 m². MATERIALES Y EQUIPAMIENTO DE ALTA CALIDAD **Carpintería Exterior •Ventanas y balconeras de PVC imitación madera, con vidrio de cámara 4/16/4. •Sistema de apertura oscilobatiente o corredera. **Carpintería Interior •Puertas interiores DM lacadas en blanco. •No incluye armarios empotrados o vestidores. **Cocina •No está incluida en el precio, pero se puede realizar un presupuesto específico. **Ventilación y Fontanería •Ventilación natural mediante rejillas y conductos de ventilación. •Instalación de fontanería con tubería multicapa para agua fría y caliente. •Circuito de recirculación para ACS, garantizando agua caliente instantánea. •Sanitarios y grifería de la marca Sesea o similar. •Platos de ducha de resina (mamparas no incluidas). **Instalación de Calefacción •Caldera de pellets GreenHeiss Termoboiler Classic 22 kW o similar. •Radiadores de aluminio Mithos Verona Evolution 500 y radiador toallero en baños. •Termostato digital programable. ** Personalización y Extras También existe la posibilidad de añadir un porche delantero, como se muestra en las infografías. No está incluido en el precio, pero se puede realizar un presupuesto específico a petición del nuevo propietario. Gastos Asociados •Comunidad Urbanización: 139,20 EUR/trimestre •IBI: 242 EUR/año •Tasa de Basuras: 50 EUR/año UBICACIÓN PRIVILEGIADA EN EUROVILLAS La Urbanización Eurovillas, una de las más demandadas de la Comunidad de Madrid, ofrece tranquilidad, amplias zonas verdes y servicios cercanos: •Colegios: oColegio Internacional Eurovillas: 4 minutos en coche. oColegio Público Juan de Goyeneche: 4 minutos en coche. •Supermercados: oCarrefour Eurovillas: 6 minutos andando. •Centros Comerciales: oCentro Comercial Los Hueros (Villalbilla): 15 minutos en coche. oCentro Comercial Alcalá Magna (Alcalá de Henares): 25 minutos en coche. •Centro de Madrid: Aprox. 45 minutos en coche •Aeropuerto: Inmejorables conexiones a 35-40 minutos en coche GASTOS & IMPUESTOS COMPRA: IVA: Para obra nueva, se aplica un 10% del precio de venta. Gastos de notaría y registro: Aproximadamente el 1% del precio de la vivienda. OPORTUNIDAD ÚNICA Esta vivienda SE ENCUENTRA EN FASE DE CONSTRUCCIÓN: - Fecha estimada de TERMINAR LA OBRA: NOVIEMBRE DE 2025 - Fecha estimada d.",True,good,False,2635.0,True,True,False,False,[],False,False,390000.0,€,,,,,,chalet,independantHouse,Eurovillas,"Casa independiente en avenida Kiel, 106",Destacado,,,,,N02-AO1-14332,
108261418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/30/07/1338823796.webp,32,499900.0,chalet,sale,350.0,6,5,calle Mármol,Madrid,Soto del Real,es,40.7492232,-3.7892283,False,https://www.idealista.com/inmueble/108261418/,"¡VENDE EN EXCLUSIVA HOGARES SOTO DEL REAL CHALET INDEPENDIENTE! Con una generosa superficie de 350 m² construidos y 300 m² útiles, esta vivienda es perfecta para disfrutar en familia. Cuenta con 6 amplias habitaciones y 5 baños, ofreciendo comodidad y privacidad para todos los miembros del hogar. La distribución es ideal, permitiendo que cada rincón sea aprovechado al máximo. La parcela de 400 m² es un espacio idóneo para compartir momentos inolvidables con amigos y seres queridos. Imagina las tardes de verano en la terraza o las reuniones familiares en el jardín. Además, el chalet dispone de un garaje con capacidad para varios vehículos, brindando total comodidad. Construido en 1973, esta vivienda de segunda mano ofrece la oportunidad de personalizarla a tu gusto, convirtiéndola en el hogar de tus sueños. También es apta para personas con movilidad reducida, lo que la hace accesible para todos. Con armarios empotrados y trastero este chalet combina funcionalidad y confort. La ubicación de esta casa es inmejorable, a dos minutos andando del Centro de salud de Soto del real, 8 minutos de la plaza del pueblo y 10 minutos de Colmenar Viejo. No dejes pasar la oportunidad de adquirir esta joya en Soto del Real. La orientación sur, este y oeste garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. ¡Ven a visitarlo y empieza a imaginar tu nueva vida aquí! ¡PODEMOS CONSEGUIR FINANCIACIÓN DE HASTA 100%, NO DUDES EN CONSULTAR CONDICIONES!",True,renew,False,1428.0,True,True,False,False,[],False,False,499900.0,€,574900.0,75000.0,13.0,True,True,chalet,independantHouse,Soto del Real,Casa independiente en calle Mármol,Destacado,,,,,,
108772127,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/d8/71/1354864912.webp,22,509900.0,flat,sale,119.0,3,2,pasaje Villagarcia de Arosa,Madrid,San Sebastián de los Reyes,es,40.5612189,-3.6285218,False,https://www.idealista.com/inmueble/108772127/,"“Grupo Hogares” presenta en EXCLUSIVA este MAGNÍFICO PISO BAJO CON ALTURA DE PRIMERO, ubicado en la tranquila zona residencial de Los Arroyos, en San Sebastián de los Reyes. Una vivienda luminosa, moderna y lista para entrar a vivir, ideal para familias que buscan comodidad, amplitud y excelentes conexiones. DISTRIBUCIÓN INTERIOR: La vivienda se compone de: •Salón amplio y luminoso, perfecto para reuniones y momentos en familia •Cocina independiente de diseño funcional •Tres dormitorios, uno de ellos principal con baño en suite •Dos baños completos, uno reformado en 2019 •Terraza y patio privado, ideales para disfrutar al aire libre sin salir de casa Aunque es un bajo, tiene altura equivalente a un primero, lo que garantiza privacidad y buena entrada de luz natural. ZONAS COMUNES: •Piscina comunitaria •Ascensor en el edificio •Plaza de garaje privada y cubierta incluida en el precio ENTORNO Y CONEXIONES: Situado en una zona residencial muy bien comunicada, con fácil acceso a la A1 y a pocos minutos del centro urbano de San Sebastián de los Reyes. Excelente conexión con transporte público. COLEGIOS Y EDUCACIÓN CERCANA: •CEIP Príncipe Felipe •IES Atenea •Colegio Trinity College San Sebastián de los Reyes Todos con buena reputación y opciones bilingües. CENTROS COMERCIALES PRÓXIMOS: •Centro Comercial Plaza Norte 2: tiendas de moda, restauración y cines •MegaPark / Alegra: IKEA, MediaMarkt, Decathlon, El Corte Inglés Outlet, etc. CARACTERÍSTICAS DESTACADAS DEL INMUEBLE: •3 dormitorios | 2 baños (uno en suite, reforma 2019) •Patio y terraza privada •Altura de primero •Piscina comunitaria •Garaje privado y cubierto •Ascensor •Ubicación tranquila en Los Arroyos DEPARTAMENTO FINANCIERO – FINANHOGAR: En Grupo Hogares contamos con el respaldo de FinanHogar, nuestro departamento financiero propio, que ofrece: •Estudios financieros gratuitos y personalizados •Gestión completa de hipotecas •Posibilidad de hasta el 100% de financiación •Condiciones preferentes con bancos líderes ¡Te ayudamos a encontrar la mejor solución para tu compra sin complicaciones! ¡RESERVA TU VISITA YA! Solicita más información o concierta una cita personalizada con nuestros asesores. Llámanos o escríbenos sin compromiso. ¡Estamos para ayudarte! Grupo Hogares Tu inmobiliaria de confianza en San Sebastián de los Reyes.",True,good,False,4285.0,True,True,False,False,[],False,False,509900.0,€,,,,True,True,flat,,"Los Arroyos, San Sebastián de los Reyes",Piso en pasaje Villagarcia de Arosa,Destacado,bj,True,Los Arroyos,True,,
107475526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/ba/e5/1313904618.webp,42,579900.0,chalet,sale,452.0,5,3,calle Miguel de Cervantes,Madrid,Arroyomolinos,es,40.2649406,-3.9142797,False,https://www.idealista.com/inmueble/107475526/,"INMOBILIARIA CAPITAL HOME ARROYOMOLINOS VENDE EN EXCLUSIVA ESPECTACULAR CHALET INDEPENDIENTE CON HABITACIÓN EN PLANTA EN ARROYOMOLINOS. Magnífico chalet independiente en venta en una de las mejores zonas de Arroyomolinos. Este inmueble cuenta con una ubicación privilegiada, cerca de colegios, comercios, parques y polideportivos, ideal para disfrutar de una vida cómoda y activa. Además, ofrece una rápida salida tanto a la N-V como a la R-5, facilitando los desplazamientos. El chalet está distribuido en cuatro plantas y cuenta con todas las comodidades necesarias. En la planta noble encontramos un amplio hall-recibidor que distribuye un DORMITORIO EN PLANTA, baño completo de cortesía, maravillosa cocina totalmente equipada con office, salón-comedor muy luminoso y amplio con chimenea de cassette y salida directa al patio. El patio dispone de una fantástica piscina con escaleras de obra y un cenador que hacen del jardín un espacio privado muy agradable. En la planta primera contamos con dos dormitorios secundarios, ambos de gran tamaño con armario empotrado y uno de ellos con terraza privada. Encontramos un baño secundario para dar servicio a estos dormitorios con bañera. El dormitorio principal de gran tamaño cuenta con un enorme armario empotrado, baño en suite con bañera hidromasaje y terraza privada. En la segunda planta disponemos de una buhardilla diáfana con dos fantásticas ventanas velux. En la planta sótano tenemos el garaje con capacidad para 3 coches, puertas automáticas y una bodega dividida en dos estancias, un salón de buen tamaño y un cuarto secundario para diferentes usos. - Aire acondicionado. - Caldera gas natural. - Puertas motorizadas. - Patio privado. - Piscina. - Rejas. - Buhardilla. - 14 Placas solares No pierdas la oportunidad de visitar este maravilloso chalet independiente y descubrir todas las ventajas que ofrece. ¡Contacta con nosotros para concertar una visita! ¡100% Financiación!",True,good,False,1283.0,True,True,False,False,[],False,False,579900.0,€,,,,True,True,chalet,independantHouse,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos",Casa independiente en calle Miguel de Cervantes,Destacado,,,La Cárcaba - El Encinar - Montemolinos,,,
108531567,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/12/83/1347666539.webp,26,270000.0,flat,sale,108.0,2,2,paseo de la Convivencia,Madrid,Torrejón de Ardoz,es,40.4541066,-3.4491179,False,https://www.idealista.com/inmueble/108531567/,"""Grupo Hogares"" vende en exclusiva magnífica vivienda, en el Soto del Henares, una de las mejores zonas de Torrejón de Ardoz. Este acogedor piso, ofrece un ambiente moderno y funcional, presenta una distribución lógica, con formas geométricas que hacen fácil su amueblado. Al entrar, encontramos un hall distribuidor. Una amplía cocina totalmente amueblada y equipada con horno, vitro y campana. Además cuenta con espacio suficiente para poner una mesa o mobiliario para ampliar el almacenaje.  El salón cuenta con un amplio ventanal, que recibe luz prácticamente todo el día y se puede dividir cómodamente en diferentes ambientes al tener forma rectangular. Dos amplias habitaciones y dos baños completos, uno plato de ducha y el otro con bañera siendo este baño en suite; ideal para parejas, familias o aquellos que buscan mayor comodidad. Gracias a su excelente orientación suroeste, la luz natural entra en todas las estancias del piso, aportando una sensación de amplitud y confort, además del buen aislamiento que ofrece la vivienda. Cuenta con aire acondicionado, gas natural con caldera comunitaria y contador individual. Se completa el inmueble con una cómoda PLAZA DE GARAJE y un amplio TRASTERO. Piso en urbanización muy cuidada, que cuenta con todas las comodidades que podrías desear, con amplias zonas comunes, parque infantil, piscinas, sala multiusos y servicio de portería. El piso se encuentra en una de las mejores zonas de la ciudad, teniendo todos los servicios que necesitas a pie de calle: supermercados, transporte público, colegios, fácil y rápida incorporación a la A2, farmacias…. y más, lo que te garantiza una gran comodidad en tu día a día. Nuestro departamento financiero ""FinanHogar"" puede conseguir hasta el 100% de FINANCIACIÓN. Pregunte para hacer un estudio financiero sin compromiso. ¡NO PIERDA LA OPORTUNIDAD DE VISTAR ESTA EXCLUSIVA VIVIENDA! l.",False,good,False,2500.0,True,False,False,False,[],False,False,270000.0,€,,,,True,True,flat,,"Sureste, Torrejón de Ardoz",Piso en paseo de la Convivencia,Destacado,1,True,Sureste,True,,
105411380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/fa/57/1251352559.webp,11,245000.0,flat,sale,63.0,2,1,Venecia - Nueva Alcalá,Madrid,Alcalá de Henares,es,40.4783189,-3.3618367,False,https://www.idealista.com/inmueble/105411380/,"   **¡Oportunidad Única! Acogedor Piso en Venta en Alcalá de Henares, Barrio Venecia**  Presentamos una excelente oportunidad de adquisición en una de las zonas más emblemáticas y solicitadas de Alcalá de Henares. Este impecable piso, ubicado en el Barrio Venecia, ofrece no solo un espacio cómodo y bien distribuido, sino también la ventaja de estar situado en una localización privilegiada con excelentes conexiones de transporte.  Este encantador piso en venta cuenta con una superficie útil de 52.81 metros cuadrados, distribuidos inteligentemente para aprovechar cada rincón del espacio disponible. A nivel constructivo, la propiedad tiene 63.41 metros cuadrados, lo que garantiza una estructura sólida y duradera. :La vivienda dispone de una acogedora habitación, diseñada para ofrecer el máximo confort y funcionalidad. Ideal para parejas o personas que busquen un espacio tranquilo y bien ubicado, este inmueble se convierte en una excelente opción tanto para vivir como para invertir.  El Barrio Venecia es conocido por su ambiente tranquilo y acogedor. En sus alrededores, encontrarás una variedad de servicios que incluyen supermercados, tiendas locales, centros educativos y espacios de ocio. Esta comodidad asegura que no tengas que desplazarte lejos para cubrir tus necesidades diarias.  El piso tiene una disposición que maximiza la entrada de luz natural, creando un ambiente cálido y acogedor durante todo el día. Los materiales y acabados son de alta calidad, reflejando un diseño moderno y funcional que seguramente impresionará a aquellos que valoren la estética y el confort.  Este inmueble no solo es una excelente opción para quienes busquen un lugar donde vivir, sino también una inversión acertada. La demanda de viviendas en esta zona está en constante crecimiento, lo que asegura una posible apreciación del valor de la propiedad a lo largo del tiempo.  No cobramos comisión al comprador.  Nos encargamos de toda la gestión de la compra.  Y además ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado.  ¿Quieres saber cuánto se te quedaría la letra al mes?  ¿Quieres saber qué impuestos conlleva una compra-venta?  Llámanos sin compromiso y programaremos una visita.  Los metros de la vivienda están contrastados según catastro/registro.  Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos.  Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.   En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,3889.0,True,False,False,False,[],False,False,245000.0,€,,,,,,flat,,"Venecia - Nueva Alcalá, Alcalá de Henares",Piso,Destacado,,True,Venecia - Nueva Alcalá,True,EG6114,
108719143,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/4d/3b/1353854781.webp,20,240000.0,flat,sale,80.0,3,1,travesía Cervantes,Madrid,Collado Villalba,es,40.6293748,-4.0096538,False,https://www.idealista.com/inmueble/108719143/,"¡Excelente oportunidad en Collado Villalba! Este espacioso piso de 80 metros cuadrados combina comodidad y funcionalidad en una ubicación privilegiada. Cuenta con tres habitaciones amplias y luminosas, La vivienda dispone de un baño reformado hace cinco años, con acabados modernos y prácticos, y una cocina reformada en 2009. Además, las instalaciones eléctricas y de fontanería han sido renovadas, garantizando seguridad y eficiencia. Para mayor comodidad, el piso cuenta con ascensor, facilitando el acceso a todas las plantas, y una terraza. También incluye una plaza de garaje, lo que añade comodidad en la vida diaria. Este hogar es ideal para quienes buscan un espacio bien cuidado, con mejoras recientes y en una zona tranquila y bien comunicada de Collado Villalba.",True,good,False,3000.0,True,True,False,False,[],False,False,240000.0,€,,,,True,True,flat,,"Carlos Ruiz, Collado Villalba",Piso en travesía Cervantes,Destacado,3,True,Carlos Ruiz,True,,
107513013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/03/23/1314680477.webp,40,479900.0,chalet,sale,166.0,4,3,avenida del Cantábrico,Madrid,Arroyomolinos,es,40.292391,-3.9122331,False,https://www.idealista.com/inmueble/107513013/,"CAPITAL HOME ARROYOMOLINOS VENDE ESPECTACULAR CHALET EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS. La vivienda se distribuye en dos cómodas plantas, compuestas por cuatro dormitorios una de ellas en planta, tres baños, dos de ellos completos. En la PLANTA BAJA encontramos con un aseo que da servicio a toda la planta; una luminosa cocina office de diseño con salida al jardín, un espacioso salón comedor que se caracteriza por su gran entrada de luz a través de un gran ventanal y una puerta acristalada que da paso al jardín y el detalle más importante, una habitación en planta de buen tamaño con un armario empotrado que da comodidad a la planta principal. Además contamos con un gran armario empotrado bajo la escalera. La PRIMERA PLANTA se distribuye en dos espaciosos dormitorios secundarios ambos con armarios empotrados. Un baño completo con bañera y ventana que da servicio a los dormitorios secundarios y una habitación principal con salida a terraza, zona de vestidor y baño completo en suite con plato de ducha. En cuanto a la PARCELA nos encontramos con 2 zonas diferenciadas; un garaje aéreo con dos plazas de aparcamiento, junto a un espacio ajardinado con césped artificial, cenador y barbacoa. NO PIERDAS LA OPORTUNIDAD Y VEN A VISITAR ESTE INMUEBLE DE LUJO SITUADO EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS. FINANCIACIÓN 100%.",True,good,False,2891.0,True,True,False,False,[],False,False,479900.0,€,,,,True,True,chalet,semidetachedHouse,"Las Castañeras - Bulevar, Arroyomolinos",Chalet pareado en avenida del Cantábrico,Destacado,,,Las Castañeras - Bulevar,,,
