propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,externalReference,newDevelopmentFinished
106960028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/d1/22/1298811343.webp,26,1,1700000.0,flat,sale,175.0,True,2,3,calle del Príncipe de Vergara,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4212027,-3.6799912,False,https://www.idealista.com/inmueble/106960028/,"Presentamos un exclusivo piso exterior la zona Salamanca-Recoletos, calle Príncipe de Vergara, reformado íntegramente, que destaca por su luminosidad y acogedoras estancias.  Se encuentra en una primera planta, y consta de un salón-comedor muy amplio y luminoso, reformado con un estilo impecable y materiales de primera calidad. Posee una cocina diseñada con una elegancia exquisita y electrodomésticos de alta gama. Tiene dos amplios dormitorios, uno con un magnífico vestidor y otro con armarios empotrados, ambos con baño en suite y, además, un aseo de cortesía, que dotan la vivienda de una gran comodidad. Cuenta con dos balcones, aislados tanto térmica como acústicamente, con orientación oeste y vistas a una de las principales calles de Madrid, como es Príncipe de Vergara. Aire acondicionado y calefacción regulables a través del móvil, hacen que el piso tenga una alta eficiencia energética y garanticen el confort durante todo el año. La suma de buenas calidades y materiales eficientes son el resultado de esta espectacular vivienda.   El edificio histórico donde se encuentra el piso, cuenta con ascensor. Ubicado en una zona de las más exclusivas de Madrid, dotan al piso de un valor añadido. A pocos pasos del emblemático parque del Retiro, hacen que la vivienda se encuentre en una zona única, tanto por su amplia oferta de servicios y cultura, como por su buena comunicación. No pierdas la oportunidad de vivir en un lugar que combina comodidad, servicios y una ubicación inmejorable.",False,good,False,True,9714.0,True,False,False,False,[],False,False,1700000.0,€,flat,"Goya, Madrid",Piso en calle del Príncipe de Vergara,,,,,,,,
105993858,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/fc/f4/1269292286.webp,48,3,1610000.0,flat,sale,155.0,True,3,4,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4266726,-3.6791039,False,https://www.idealista.com/inmueble/105993858/,"Nos complace presentar esta espectacular propiedad de 143 metros cuadrados, en 3º planta exterior con amplia terraza, ubicada en una de las calles más emblemáticas de la zona Goya, próxima a Conde de Peñalver, Ortega y Gasset, Alcántara, Alcalá, Goya, donde encontrar todo tipo de servicios y zonas de ocio, convirtiéndola en una oportunidad única para vivir en pleno Barrio de Salamanca, o como inversión por su alta rentabilidad. La vivienda se distribuye en un amplio, moderno y funcional salón con salida a una amplia y soleada terraza, seguido de la zona de comedor, desde donde se accede a una cocina americana con isla, completamente amueblada con armarios hechos a medida y electrodomésticos de gama alta. En la zona de descanso encontramos tres amplios y cómodos dormitorios, cada uno de ellos con baño en suite y armarios empotrados, y un aseo de cortesía. Cuenta con calefacción central con medidores individualizados, aire acondicionado por conducto, persianas eléctricas, una zona de lavandería, desde la que se accede por la cocina y un amplio trastero de 12 m2. Cabe resaltar la gran calidad de la reforma y el cuidado en cada detalle, la vivienda es muy luminosa por su orientación, por su altura y terraza y por contar con numerosas ventanas. Edificio moderno con ascensor y portero físico. Me encantaría acompañarte a visitarlo, no dudes en llamarme.  DISPONEMOS DE MÁS INMUEBLES QUE NO SE PUBLICAN POR EXPRESO DESEO DE LOS  PROPIETARIOS.",True,good,False,True,10387.0,True,False,False,False,[],False,False,1610000.0,€,flat,"Goya, Madrid",Piso en calle de Hermosilla,,,,,,,,
108747426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/33/af/1353935261.webp,25,bj,262000.0,duplex,sale,120.0,True,2,2,"calle de Nuestra Señora de la Antigua, 34",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3769292,-3.7423091,True,https://www.idealista.com/inmueble/108747426/,"Particular VENDE estupendo local con ""trámite solicitado de cambio de uso a vivienda"" de 2 plantas (planta de calle y 1º) en una buena zona de Carabanchel de fácil aparcamiento y acceso desde M30 y M40. El local-piso tiene 2 plantas, una planta de calle y primera planta de unos 60 m2 cada una, comunicadas con buena escalera interior. Tiene 2 baños, uno de ellos con ducha. Zona de almacén-trastero Ventanas con doble acristalamiento Suelos de gres Aire acondicionado en las 2 plantas Caldera de Saunier Duval para agua caliente y calefacción con radiadores en ambas plantas Varias estanterías de obra para archivo o biblioteca Local-piso con trámite en curso para cambio de uso a vivienda con todos los servicios en zona muy tranquila de Puerta Bonita (Carabanchel) y de cómodo acceso a M30 y M40. Junto a la conocida Colonia de la Prensa y el parque de Eugenia de Montijo.  Todos los servicios, farmacias, colegios, estupendo mercado de toda la vida, autobuses hasta Atocha y metro a 5 minutos andando a la parada de San Francisco, línea verde.",False,good,False,False,2183.0,True,False,False,False,[],False,False,262000.0,€,flat,"Puerta Bonita, Madrid","Dúplex en calle de Nuestra Señora de la Antigua, 34",duplex,,,,,,,
108606161,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/87/f3/1349787924.webp,84,,495000.0,chalet,sale,303.0,,2,2,avenida Felix Rodriguez de la Fuente,Madrid,Valdemorillo,Pino Alto - Navarredonda,es,,40.4853089,-4.0344948,False,https://www.idealista.com/inmueble/108606161/,"**Chalet Independiente en Venta en Valdemorillo - Urbanización Mirador de Romero**    Descubre este espectacular chalet independiente en la exclusiva urbanización Mirador de Romero, ubicado en el encantador distrito de Valdemorillo. Con una amplia parcela de 1,300 m², esta propiedad está rodeada de un hermoso jardín vallado con plantas verdes que brindan privacidad y tranquilidad. La casa, que se encuentra en proceso de reforma y se entregará completamente terminada, cuenta con una construcción de 303 m² distribuidos y consta de: - Planta primera, con doble entrada, una por las escaleras de un lado y la otra por la puerta de la cocina que da al patio de detrás. Cuenta con el gran salón, la cocina, que dentro de pocos tiempos terminaran con la instalación de mobiliarios y tener la cocina totalmente amueblada. Un baño nuevo, y dos dormitorios amplios, cada uno con armario empotrado. - Planta segunda, está la buhardilla, como una habitación, ideal para el teletrabajo o zona de juego de los niños, y un baño con bañera, ideal para un baño agradable. - Planta baja, donde es el garaje amplio para entrar dos coches, pero al ser muy espacio afuera, recomendable dejar el coche por el patio, dentro del recinto por su puesto, y así aprovechar el garaje para una bodega, zona de ocio familiar, el plan de reforma actual es hacer allí un baño y una habitación si fuera necesario. Imagina disfrutar de días soleados junto a la piscina, relajarte en la fuente de agua o compartir momentos inolvidables en la zona de barbacoa y el merenguero. Para los más pequeños, hay una zona infantil ideal para el juego. Además, los amantes del golf podrán aprovechar la zona de entrenamiento que ofrece la urbanización. La propiedad también dispone de un garaje en la planta baja y una buhardilla en la planta superior, perfecta para crear un espacio adicional. Con un diseño atractivo que incluye paredes de roca y tejas, ventanas de climalit y suelos de gres, este chalet combina estilo y funcionalidad. La orientación sur, este y oeste asegura luz natural durante todo el día. La urbanización cuenta con portero las 24 horas, garantizando seguridad y comodidad.  No pierdas la oportunidad de visitar este hogar único, las visitas disponibles solo los sábados por la mañana.  ¡Tu nuevo hogar te espera! Cuota de Comunidad: 102€ Cuota de IBI: 600€ aprox. Tasa de Basura: 60€ Tasa de Poda: 75€, incluye recogida en la puerta semanal y 2 veces al año de puesta y recogida de contenedor de 3metros cúbicos.",True,good,False,,1634.0,True,False,False,False,[],False,False,495000.0,€,chalet,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente en avenida Felix Rodriguez de la Fuente,independantHouse,True,True,,,,,
109101674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/78/ba/1364385643.webp,17,1,489000.0,flat,sale,168.0,True,3,2,calle de Suecia,Madrid,Madrid,San Blas,es,Rosas,40.4267126,-3.6058509,False,https://www.idealista.com/inmueble/109101674/,"ZARBAY CONSULTING PRESENTA: Luminoso piso de 3 dormitorios en Las Rosas (Madrid), con garaje y trastero Se vende vivienda situada en un entorno residencial muy tranquilo, rodeado de zonas verdes, en la zona de Las Rosas (Madrid). Ubicada en un primer piso alto de un edificio de finales de los años 90, la vivienda se encuentra en buen estado de conservación, aunque con posibilidades de actualización, ofreciendo múltiples opciones de personalización.  La vivienda se distribuye en: Hall recibidor. Salón-comedor amplio, muy luminoso con grandes ventanas a la calle. Cocina espaciosa con tendedero. Distribuidor que da acceso a la zona de descanso. 3 dormitorios, siendo el principal con armarios empotrados y cuarto de baño en suite con bañera. 2 baños completos. Toda la vivienda cuenta con gran cantidad de armarios empotrados, en su mayoría vestidos. Dispone de zona de tendedero en la cubierta del edificio. Además, dispone de una magnífica plaza de garaje (PARA COCHE GRANDE) con acceso directo desde el ascensor y cuarto trastero, aportando comodidad y valor añadido. La finca ofrece amplias zonas comunes, que garantizan un entorno agradable y tranquilo para los residentes. La vivienda destaca por su luminosidad natural, su entorno tranquilo y su excelente ubicación, con rápido acceso a las principales carreteras de Madrid y magnífica comunicación mediante metro y autobuses. También aunque esta ubicada en un ambiente residencial dispone de diversos comercios como supermercados, farmacias etc. Una oportunidad ideal para familias que buscan amplitud, tranquilidad y buena conexión con el centro de Madrid.",False,good,False,True,2911.0,False,False,False,False,[],False,False,489000.0,€,flat,"Rosas, Madrid",Piso en calle de Suecia,,True,True,509000.0,20000.0,4.0,,
108904474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/00/18/1358482603.webp,16,bj,180000.0,flat,sale,40.0,True,1,1,calle del Manzanares s/n,Madrid,Alcobendas,Alcobendas Centro,es,,40.5440116,-3.6382951,True,https://www.idealista.com/inmueble/108904474/,"IMPERIO INMOBILIARIO ofrece POR SEPARADO 2 increíbles lofts en la calle del Manzanares, Alcobendas, donde la comodidad y el estilo se unen en un espacio de 40 m². Cada loft cuenta con un dormitorio acogedor, equipado con armarios empotrados que maximizan el espacio y ofrecen un almacenamiento práctico. La cocina, completamente equipada, es perfecta para los amantes de la gastronomía, mientras que el baño completo, con mamparas y muebles, añade un toque de elegancia. La climatización mediante bomba de frío y calor garantiza un ambiente agradable durante todo el año, y si lo deseas, puedes optar por aerotermia con un suplemento en el precio. La entrega está prevista para marzo de 2026, así que no pierdas la oportunidad de ser el primero en disfrutar de este moderno hogar. Además, el edificio cuenta con orientación oeste, lo que proporciona una excelente iluminación natural. Estos lofts son ideales tanto para inversores como para quienes buscan su primer hogar. ¡No dejes pasar esta oportunidad única en Alcobendas! LAS FOTOS SON ILUSTRATIVAS DE PROYECTOS SIMILARES Y NO SE CORRESPONDEN CON LA REALIDAD, pero te aseguran que la calidad y diseño serán excepcionales. ¡Contáctanos y asegura tu visita hoy mismo, estaremos encantados de atenderte.",False,good,False,False,4500.0,True,False,False,False,[],False,False,180000.0,€,flat,"Alcobendas Centro, Alcobendas",Piso en calle del Manzanares s/n,,,,,,,manzanares,
108248266,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/15/b0/1360269537.webp,76,,1350000.0,chalet,sale,239.0,,4,5,calle Alegría de Oria,Madrid,Madrid,San Blas,es,Salvador,40.4468774,-3.63399,False,https://www.idealista.com/inmueble/108248266/,"**Chalet Pareado en El Salvador, Madrid - Tu nuevo hogar te espera** Descubre este encantador chalet pareado en El Salvador, Madrid, construido en 1996 y con una superficie total de 239 m². Este hogar se distribuye en tres plantas más un sótano, ofreciendo un amplio espacio para disfrutar en familia. La planta baja cuenta con un acogedor hall de entrada, un aseo de cortesía, una moderna cocina y un luminoso salón con zona de comedor que se conecta a una terraza que da acceso al jardín privado, perfecto para disfrutar de momentos al aire libre. En la primera planta, encontrarás el dormitorio principal con vestidor y baño en suite, además de dos dormitorios dobles y un baño completo con bañera. La segunda planta ofrece una habitación multiusos, ideal como dormitorio adicional, estudio o sala de juegos, junto con otro baño completo con ducha y un vestidor o almacén para maximizar el espacio. Este chalet destaca por sus acabados de calidad, como paredes lisas de estuco, suelos de parqué de madera y mármol en los baños. La calefacción individual de gas natural y el aire acondicionado por conductos aseguran un ambiente confortable durante todo el año. Además, cuenta con un amplio garaje con puerta automática con capacidad para hasta tres coches, lavandería y trastero. Ubicado cerca del parque de la Quinta de los Molinos, este inmueble está en excelente estado y listo para habitar. Con un IBI de 981€ y sin los gastos de comunidad, es la oportunidad perfecta para establecerte en una zona tranquila y bien comunicada. ¡No dejes pasar esta oportunidad!",True,good,False,,5649.0,True,False,True,False,[],False,False,1350000.0,€,chalet,"Salvador, Madrid",Chalet pareado en calle Alegría de Oria,semidetachedHouse,True,True,,,,,
109120538,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/07/f3/1364925391.webp,17,bj,83761.0,flat,sale,35.0,True,1,1,"CL MENDIVIL, 60",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3989742,-3.6623014,True,https://www.idealista.com/inmueble/109120538/,"**Piso en Venta - Oportunidad Única** Inmueble procedente de Fondo de Inversión, en periodo de puja hasta el 11/09/2025, el precio de salida es el indicado en el anuncio, ganará la oferta más alta. ¡No dejes pasar esta increíble oportunidad! Este piso en planta baja, con una superficie construida de 35 m², es una joya en el mercado inmobiliario. Con 2 dormitorios y un salón con cocina americana, ofrece un espacio ideal para personalizar a tu gusto. Aunque necesita reforma, su potencial es enorme, convirtiéndose en una estupenda inversión para aquellos que buscan un proyecto emocionante. Ubicado en un edificio de 1927, este inmueble exterior cuenta con ascensor y se encuentra en un barrio con encanto. El baño está listo para ser renovado y la distribución permite aprovechar al máximo cada rincón. La vivienda se vende sin amueblar, lo que te da la libertad de crear un hogar a medida. Recuerda que el periodo de puja está abierto hasta el 11 de septiembre, así que no pierdas tiempo y aprovecha esta oportunidad de adquirir un piso que puedes transformar en tu refugio ideal. ¡Ven a visitarlo y descubre todo lo que puede ofrecerte!",True,renew,False,False,2393.0,False,False,False,False,[],False,False,83761.0,€,flat,"Numancia, Madrid","Piso en CL Mendivil, 60",,,,,,,,
108038247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/f7/33/1331987835.webp,31,bj,568400.0,flat,sale,98.0,True,3,2,"calle de Caleruega, 29",Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4785311,-3.6709346,True,https://www.idealista.com/inmueble/108038247/,"Vivienda recién reformada de 98 m² construidos. Cuenta con 3 dormitorios, 2 baños completos, amplio salón-comedor con cocina abierta y con electrodomésticos incluidos. Zona de lavandería con lavadora y secadora nuevas incluida. AACC de conducir no split. Destaca por su luminosidad, excelentes calidades y una distribución muy funcional. Dispone de una gran capacidad de almacenaje con muchos armarios empotrados. Acceso a zonas comunes ajardinadas. Situada en planta baja, ideal para familias o personas que buscan comodidad y estilo moderno.",False,good,False,True,5800.0,True,False,False,False,[],False,False,568400.0,€,flat,"Costillares, Madrid","Piso en calle de Caleruega, 29",,,,,,,Ref. CAL0525,
108549188,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/48/48/1348171430.webp,146,2,2250000.0,flat,sale,158.0,True,3,3,"calle de Claudio Coello, 126",Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4371344,-3.684954,True,https://www.idealista.com/inmueble/108549188/,"Bienvenidos a Gara (Somos propietarios) Gara Singular, Casa de bienes raíces que ofrece fincas singulares, minuciosamente seleccionadas en el alma y esencia de Madrid. Calle Claudio Coello, corazón del Barrio de Salamanca. Gara ofrece en venta esta exclusiva propiedad con unas vistas únicas: Los jardines del museo Lázaro Galdiano. La propiedad, a la que se accede a través de un jardín presidido por un gran frutal, fuentes ornamentales y plantas que parecen transportarnos a un Riad árabe o a un patio andaluz, se sitúa en una segunda planta que rebosa luminosidad y buen gusto.   Gracias a la profundidad del patio que tiene a sus pies, estamos ante una segunda planta que nos da, desde sus grandes ventanales, la sensación de estar en un 5 o 6 piso. Nada más entrar, encontramos un generoso vestíbulo que da paso a dos espacios divisibles, gracias a una majestuosa puerta corredera hecha a medida por maestros carpinteros. El primero de estos espacios da forma un pasillo de acceso a la zona descanso y aseo de cortesía, y el segundo a un gran salón comedor con cocina integrada. Todo con vistas a los jardines del museo. Así mismo la propiedad disfruta de tres dormitorios de matrimonio, el principal de ellos en suite con un tamaño aproximado de 30 m2 y tres áreas de armarios o closets diferentes. Los otros dos comparten un tercer baño completo.  La vivienda dispone de zona de lavandería independiente totalmente preparada para lavado, planchado y almacenaje Cocina completamente equipada con electrodomésticos de alta gama, incluida campana downfrat de Siemens.  Esta propiedad se ha desarrollado por profesionales interioristas para dotarla del más alto confort. Materiales de máxima calidad en la madera natural de los suelos, aislamiento térmico y sonoro de su carpintería, molduras clásicas, climatización centralizada y un sinfín de comodidades. Gastos de comunidad: 185 euros IBI: 787 Euros En el precio se incluyen los electrodomésticos, pero no el mobiliario.",False,good,False,True,14241.0,True,False,False,False,[],False,False,2250000.0,€,flat,"Castellana, Madrid","Piso en calle de Claudio Coello, 126",,,,,,,,
