propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108832658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/55/01/1356449728.webp,34,6,1400000.0,duplex,sale,134.0,True,3,2,CL SANTISIMA TRINIDAD,Madrid,Madrid,Chamberí,es,Trafalgar,40.4386164,-3.6998341,False,https://www.idealista.com/inmueble/108832658/,"Ubicado en una de las zonas más elegantes y residenciales de Madrid, este impresionante dúplex reformado y completamente amueblado ofrece una combinación perfecta entre diseño contemporáneo, funcionalidad y confort. Situado en la sexta planta de un edificio clásico con ascensor, se encuentra en el prestigioso barrio de Almagro, en el distrito de Chamberí. Distribución: El inmueble se organiza en dos plantas con una distribución inteligente y luminosa: Primera planta: - Espacioso salón-comedor con grandes ventanales y excelente luz natural. - Cocina independiente, totalmente equipada con electrodomésticos de alta gama. - Un dormitorio ideal como habitación principal, de invitados o despacho. - Baño completo. Segunda planta: - Dos dormitorios dobles, ambos con armarios empotrados. - Baño completo. Características destacadas: - 134 m² construidos totalmente reformados. - Sistema de domótica avanzada: controla climatización e iluminación. - Calefacción individual por gas natural y aire acondicionado. Se entrega totalmente amueblado. Ubicación inmejorable: En pleno barrio de Almagro, rodeado de embajadas, edificios señoriales y centros culturales como el Museo del Romanticismo. A escasos minutos del Paseo de la Castellana, Museo Sorolla y el Parque del Retiro. Todo ello acompañado de una amplia oferta de restaurantes de autor, tiendas boutique, gimnasios exclusivos y servicios premium. Excelente comunicación: Metro: Rubén Darío (L5) y Alonso Martínez (L4, L5, L10). Varias líneas de autobús conectan con el centro y otros barrios clave. Fácil acceso a las principales vías de Madrid. Ponte en contacto con nosotros para conocer esta espectacular vivienda y descubrir todo lo que puede ofrecerte. Una oportunidad única de vivir con estilo en una de las zonas más exclusivas de Madrid.",True,good,False,True,10448.0,True,False,False,False,[],False,False,1400000.0,€,flat,duplex,"Trafalgar, Madrid",Dúplex en CL Santisima Trinidad,,,,,,,
108965669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/5f/39/1360288265.webp,5,4,1210000.0,penthouse,sale,145.0,True,3,2,Barrio Legazpi,Madrid,Madrid,Arganzuela,es,Legazpi,40.3862941,-3.6935369,False,https://www.idealista.com/inmueble/108965669/,"**Piso en Venta en Legazpi, Arganzuela, Madrid** ¡Descubre este exclusivo ático en el corazón de Legazpi! Este moderno y funcional hogar cuenta con tres amplias habitaciones y dos baños, ideal para disfrutar de la comodidad y el espacio que siempre has deseado. La luminosidad inunda cada rincón gracias a sus grandes ventanales, que ofrecen vistas espectaculares y acceso a una gran terraza y balcón privado, perfectos para relajarte al aire libre. El edificio ofrece una serie de comodidades que elevarán tu calidad de vida. Disfruta de una refrescante piscina compartida y un jardín donde podrás desconectar del bullicio urbano. Además, cuenta con un servicio de conserjería y acceso adaptado para sillas de ruedas, asegurando que todos se sientan bienvenidos. Ubicado en un entorno privilegiado, estarás a pocos minutos del Madrid Río y Matadero Madrid, rodeado de una vibrante oferta de restaurantes, comercios y servicios. La excelente conectividad con varias líneas de metro y autobús, así como la rápida conexión a la M-30 y Atocha, hacen de este lugar un punto estratégico para moverte por la ciudad. Este ático es una oportunidad única para adquirir un hogar contemporáneo en un barrio dinámico y moderno ¡No dejes pasar esta ocasión y ven a visitarlo!",False,good,False,True,8345.0,False,False,False,False,[],False,False,1210000.0,€,flat,penthouse,"Legazpi, Madrid",Ático,4f666db0-c6a3-4451-abdf-93392467e9f0-0,,,,,,
107488724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/fa/5f/1314191632.webp,45,2,790000.0,flat,sale,75.0,True,2,2,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,Trafalgar,40.4360603,-3.700223,False,https://www.idealista.com/inmueble/107488724/,"ALTOR ASESORES OFRECE EN VENTA Presentamos este magnífico piso ubicado en una de las zonas más demandadas de Madrid. La vivienda se encuentra en excelente estado, con un diseño moderno y elegante, ideal para quienes buscan comodidad y estilo en pleno corazón de la ciudad. El piso cuenta con dos habitaciones, incluyendo una amplia suite con baño privado, además de un segundo baño completo. Su distribución ha sido diseñada para aprovechar al máximo el espacio, ofreciendo estancias luminosas y bien ventiladas. Destacan sus balcones, que permiten la entrada de luz natural y brindan un agradable espacio al aire libre. Además, el edificio dispone de ascensor, asegurando accesibilidad y confort. Ubicación y entorno Situado en Chamberí, una de las zonas más codiciadas de Madrid, este piso goza de una ubicación privilegiada. Santa Engracia es una calle emblemática del distrito, conocida por su ambiente residencial y señorial, con una gran oferta de servicios, comercios, restaurantes y zonas de ocio. A pocos minutos se encuentran importantes conexiones de transporte público, como metro y autobuses, lo que permite un fácil acceso a cualquier punto de la ciudad. Además, en los alrededores hay prestigiosos colegios, centros de salud, parques y espacios culturales, haciendo de este piso una opción ideal tanto para familias como para profesionales que buscan calidad de vida en una de las mejores zonas de Madrid. No pierdas la oportunidad de visitar esta vivienda única. Contáctanos para más información y agenda tu visita.",True,good,False,True,10533.0,False,False,False,False,[],False,False,790000.0,€,flat,,"Trafalgar, Madrid",Piso en calle de Santa Engracia,4154,,,,,,
108850357,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/e5/54/1361439612.webp,39,,369000.0,chalet,sale,112.0,,4,2,calle Ajalvir,Madrid,Cobeña,,es,,40.5681388,-3.5045251,False,https://www.idealista.com/inmueble/108850357/,"Presentamos esta excepcional vivienda unifamiliar ubicada en el exclusivo Residencial La Iglesia, adosada y con acceso a piscina y zonas comunes. Esta propiedad se distribuye en dos plantas, ofreciendo una distribución funcional y espacios luminosos. En la planta baja encontramos dos terrazas ideales para disfrutar del aire libre; al ingresar nos recibe un hall de acceso que conecta con un amplio salón-comedor dotado de chimenea tipo casette, ideal para los días más fríos.  Además, cuenta con aseo de cortesía y una cocina moderna reformada recientemente que dispone de ventana hacia el patio privado, lo cual ilumina generosamente este espacio culinario. En la primera planta se ubican cuatro acogedoras habitaciones: una principal equipada con armario empotrado y balcón particular; además hay tres habitaciones adicionales donde destacan las unidades de aire acondicionado instaladas por comodidad durante los meses cálidos. También incluye baño completo actualizado equipado con ducha y bidé.  Cabe mencionar características como calefacción eficiente, ventanas climalit que aseguran aislamiento térmico adecuado e instalaciones renovadas tanto en baños como cocina. Esta atractiva opción no solo resalta sus comodidades internas sino también su ubicación estratégica pues está rodeada por todos los servicios esenciales accesibles a pie tales como supermercados, colegios, centros médicos, iglesias, etc. , sin renunciar a estar inmersa entre naturaleza pura. Una oportunidad única si busca calidad vida familiar! Contáctanos ahora y agenda tu visita.",True,good,False,,3295.0,True,False,False,False,[],False,False,369000.0,€,chalet,terracedHouse,Cobeña,Chalet adosado en calle Ajalvir,01809,,,,,,
108721179,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/64/c3/1353147901.webp,7,3,1700000.0,flat,sale,151.0,True,4,2,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4517475,-3.689811,False,https://www.idealista.com/inmueble/108721179/,"**Piso en Venta en Zona Residencial de Alto Nivel** Descubre este amplio y funcional piso, ideal para familias que buscan comodidad y estilo. Con cuatro dormitorios y dos baños completos, este hogar ofrece el espacio perfecto para disfrutar de la vida cotidiana. La cocina y las zonas comunes están en excelente estado, completamente equipadas y listas para ser utilizadas. Además, el piso se vende totalmente amueblado, lo que facilita la mudanza. El sistema de aire acondicionado y la calefacción central aseguran un ambiente agradable durante todo el año. Los armarios empotrados brindan un amplio espacio de almacenamiento, manteniendo todo en orden y a la mano. El edificio, de estilo clásico y bien conservado, cuenta con ascensor y servicio de portería, garantizando una experiencia de vida cómoda y segura. Ubicado en una zona residencial tranquila y segura, este piso está rodeado de servicios esenciales, colegios y áreas verdes, perfectas para disfrutar del aire libre. La buena comunicación mediante transporte público facilita el acceso a otras partes de la ciudad. Además, el acceso adaptado para personas con movilidad reducida asegura que todos puedan disfrutar de este maravilloso hogar. No pierdas la oportunidad de vivir en un entorno privilegiado. ¡Contáctanos para más información y ven a conocer tu nuevo hogar!",False,good,False,True,11258.0,False,False,False,False,[],False,False,1700000.0,€,flat,,"El Viso, Madrid",Piso,99466a88-fcc8-4909-b96f-85d6b5ae1f8d-0,,,,,,
108395514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/1d/d3/1342907533.webp,4,1,1300000.0,flat,sale,120.0,False,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4285276,-3.6741663,False,https://www.idealista.com/inmueble/108395514/,"Apartamento de Obra Nueva con Diseño Moderno y Elegancia Clásica Te presentamos esta magnífica vivienda en proceso de reforma integral, que ofrece un equilibrio perfecto entre funcionalidad, diseño y confort. Con una superficie generosa, el inmueble cuenta con tres dormitorios amplios y tres baños completos, ideales para adaptarse al ritmo de vida familiar o de quienes valoran los espacios bien distribuidos. Ubicada en un edificio clásico con ascensor, la propiedad conserva el encanto arquitectónico tradicional al tiempo que incorpora acabados modernos. Entre sus características destacan el aire acondicionado, calefacción a gas, armarios empotrados, cocina equipada y un encantador balcón que aporta luz y conexión con el exterior. Este hogar está situado en una de las áreas residenciales más demandadas de la ciudad, conocida por su ambiente elegante, calles tranquilas y una excelente calidad de vida. El entorno ofrece una cuidada combinación de tradición y modernidad, con numerosos servicios de proximidad, comercios exclusivos, restaurantes reconocidos, colegios, centros médicos y espacios verdes. Perfectamente conectada con el resto de la ciudad mediante transporte público y con fácil acceso a zonas comerciales y culturales, esta ubicación es ideal para quienes desean disfrutar de una vida tranquila sin renunciar a las ventajas del entorno urbano. Una oportunidad única para estrenar vivienda en una de las zonas más privilegiadas. ¡Contáctanos para más información!",False,good,False,True,10833.0,False,False,False,False,[],False,False,1300000.0,€,flat,,"Lista, Madrid",Piso,b12d56ec-e248-44e7-b6af-e6430edbd705-0,,,,,,
108790850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/eb/52/1355213652.webp,23,6,509000.0,penthouse,sale,160.0,True,3,2,calle de Fuentespina,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3809021,-3.6070694,False,https://www.idealista.com/inmueble/108790850/,"Inmobiliaria Tecnocasa Santa Eugenia presenta en exclusiva este magnífico semi-ático ideal para familias, ubicado en una tranquila zona residencial de la calle Fuentespina. La vivienda, originalmente de 4 dormitorios, ha sido reformada para ofrecer 3 amplios dormitorios, ganando espacio y funcionalidad. Cuenta con 2 baños completos, una gran cocina independiente y un salón-comedor muy luminoso. Dispone de dos amplias terrazas: Una de ellas conecta con el salón y la cocina, e incluye una zona cerrada perfecta como trastero o espacio de almacenaje. La otra, con acceso desde los dormitorios, ofrece preciosas vistas despejadas al barrio de Santa Eugenia, ideal para disfrutar de la tranquilidad y la luz natural. La vivienda se encuentra en una finca cerrada con portero físico, lo que aporta mayor seguridad y comodidad. Además, incluye plaza de garaje en la misma finca. Ubicación privilegiada, en un entorno familiar y consolidado, rodeado de todos los servicios: colegios, centros de salud, supermercados, parques, zonas verdes, centros deportivos y una excelente comunicación en transporte público (Renfe Cercanías y varias líneas de autobús) y con rápido acceso a la M-40 y A-3. ¡Una oportunidad única para vivir con calidad, espacio y todas las comodidades en Santa Eugenia!",False,good,False,True,3181.0,False,False,False,False,[],False,False,509000.0,€,flat,penthouse,"Santa Eugenia, Madrid",Ático en calle de Fuentespina,,529000.0,20000.0,4.0,True,True,
108695626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/22/c4/1352402796.webp,35,,359900.0,chalet,sale,190.0,,3,3,calle el Pez,Madrid,Torrejón de Velasco,,es,,40.1886059,-3.7795627,False,https://www.idealista.com/inmueble/108695626/,"ALFA INMOBILIARIA VENDE: Espectacular chalet, situado en Torrejón de Velasco. Acceso a la vivienda, nos encontramos con un cerramiento acristalado, este nos viene muy bien tanto para aislar del calor como del frio.  Al entrar a la casa, nos encontramos con un recibidor de buen tamaño con amplitud, que da acceso a mano derecha al garaje, este con espacio suficiente para un coche. A mano izquierda tendríamos las escaleras para acceder a plantas superiores, de frente tenemos el acceso a un aseo en planta, cocina y salón muy bien distribuido. Salón, es un espacio amplio y luminoso, desde el podríamos acceder al pario trasero, actualmente con rejas. Cocina de buen tamaño, tenemos acceso también al patio trasero, tiene un porche de madera y también acristalado y el terreno con bastantes metros, cuenta con césped artificial rodeando la piscina.  En la primera planta, nos encontramos con un primer dormitorio principal muy grande que tiene un vestidor de doble armario y un baño en suite completo. Segunda habitación a mano izquierda, tiene el armario empotrado y buen tamaño. Tercera habitación al fondo, también armario empotrado y es un buen espacio. Cuenta con otro baño en la primera planta para dar servicio a las otras dos habitaciones, también esta completo. Terminamos con la buhardilla, que actualmente esta reformada y lista para disfrutar, esta acristalado el acceso y cuenta con un cuarto.  Si tienes alguna duda o consulta, llámanos estaremos encantados de atenderles. CON HASTA EL 100% DE FINANCIACIÓN, nuestros asesores financieros consiguen las mejores condiciones y la posibilidad de financiar hasta el 100% de la operación con los gastos incluidos. Pregúntenos por nuestro asesoramiento financiero GRATUITO Y SIN COMPROMISO.",False,good,False,,1894.0,True,False,False,False,[],False,False,359900.0,€,chalet,terracedHouse,Torrejón de Velasco,Chalet adosado en calle el Pez,280725,,,,True,True,
108552483,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/d0/20/1348248385.webp,45,5,1200000.0,flat,sale,136.0,True,3,2,CL PRINCIPE DE VERGARA,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4478287,-3.6779996,False,https://www.idealista.com/inmueble/108552483/,"Ventanales que dan directamente al parque de Berlín, luz, silencio y un gran potencial respecto a la distribución, es lo que nos ofrece esta vivienda exclusiva situada en la avenida del Príncipe de Vergara, entre el auditorio Nacional y la calle Concha Espina, donde se sitúa el estadio Santiago Bernabéu, muy cercana a la zona del Viso y calles tan principales como Velázquez, Ramón y Cajal, Marcenado o el propio Paseo de la Castellana. Al edificio accedemos por un portal señorial, adaptado para personas con movilidad reducida y con portero presencial a demás de cámaras de vigilancia. Un rellano elegante y diferente a los demás rellanos del edificio, nos recibe en la quinta planta a la salida de uno de los dos ascensores que hay por planta en la cual, se sitúa la vivienda entrando por un distribuidor, chapado en madera noble y de gran espacio, nos conduce a las diferentes estancias. Dando directamente al parque tenemos un amplio a la vez que acogedor salón-comedor con la terraza de origen integrada en las dos estancias. Ambas estancias muy bien diferenciadas por unas puertas correderas, permitiendo que las dos, si se lo desea, sean independientes la una de la otra.  La habitación principal también con la terraza integrada dispone de un gran tamaño, armarios empotrados y mucha luz, con vistas al parque y ventanas exteriores de PVC imitación madera oscilobatientes y climalit. El baño principal dispone de todos los elementos, bañera, lavabo, bidé e inodoro.  En el otro lado del pasillo distribuidor, tenemos una gran cocina cuadrada, donde la zona de cocina está bien retirada da la zona de comer, entra una mesa para varios comensales y ampliable ya que el espacio es muy amplio. otros dos dormitorios y un baño. La cocina dispone de muchos muebles de almacenaje, una gran encimera y espacio para todo tipo de electrodomésticos, tanto de gran tamaño como pequeños. Desde esta cocina se puede acceder al otro baño. Los otros dos dormitorios, son habitaciones dobles que dan a un patio de luces bastante grande y como la planta de la vivienda es una quinta, podemos llegar a tener luz solar los días soleados. Ambas habitaciones disponen de armarios empotrados. La casa posee techos altos y mucha capacidad de almacenamiento gracias al a cantidad de armarios empotrados. Pero, por si fuera poco, espacio, la vivienda cuenta con un trastero en la misma finca. Estamos en un enclave privilegiado de la ciudad con excelentes comunicaciones en bus o en metro que está situado en la misma puerta del edificio y con fácil acceso A la M30.  Hispanoamérica es un barrio del Distrito de Chamartín, situado en la zona noreste de Madrid. Limita al norte la avenida de Alberto Alcocer y la avenida de Costa Rica, al sur con la avenida de Concha Espina, al oeste el paseo de la Castellana y al este con la avenida de la Paz (M-30). Podemos decir que estamos rodeados de naturaleza por un lado con un gran parque y con una gran oferta de servicios por otra: hospitales, clínicas, colegios, farmacias, instalaciones deportivas, supermercados y una gran oferta de restauración. De hecho, esta zona es muy agradable con sus terrazas y grandes espacios para pasear.",True,good,False,True,8824.0,True,False,True,False,[],False,False,1200000.0,€,flat,,"Ciudad Jardín, Madrid",Piso en CL Principe De Vergara,,,,,,,
108884977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/bf/4e/1357913279.webp,33,3,299000.0,flat,sale,133.0,True,4,2,ronda de la Pescadería,Madrid,Alcalá de Henares,Venecia - Nueva Alcalá,es,,40.4773805,-3.3641395,False,https://www.idealista.com/inmueble/108884977/,"Descubre este espacioso y luminoso piso de 110 m² útiles, ubicado en Alcalá de Henares (Madrid) se trata de un piso en tercera planta de un edificio de seis alturas con ascensor. Su distribución destaca por la amplitud de cada estancia, ofreciendo un salón acogedor con acceso a una terraza perfecta para disfrutar de la luz natural gracias a su orientación suroeste. La cocina, también de gran tamaño, cuenta con una práctica terraza adicional que aporta aún más espacio y funcionalidad. La vivienda dispone de cuatro habitaciones amplias, ideales para adaptarlas a diferentes necesidades, ya sea como dormitorios, despacho o zona de ocio. Además, cuenta con un baño completo y un aseo que aportan comodidad extra para la vida diaria. La calefacción de gas natural y el aire acondicionado en el salón garantizan confort en cualquier época del año. El piso requiere ciertas actualizaciones, lo que brinda una excelente oportunidad para reformarlo a tu gusto y diseñar el hogar que siempre has imaginado. Situado en una zona céntrica y bien conectada de Alcalá de Henares, la vivienda cuenta con todos los servicios esenciales a pocos minutos, como supermercados, colegios, centros de salud y transporte público, facilitando tanto la vida diaria como los desplazamientos. Las imágenes 1, 14, 20 y 28 son infografías de como podría quedar la vivienda con otra decoración.",False,renew,False,True,2248.0,True,False,False,False,[],False,False,299000.0,€,flat,,"Venecia - Nueva Alcalá, Alcalá de Henares",Piso en ronda de la Pescadería,,,,,True,False,30000.0
