propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
106971677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/3f/1a/1335111474.webp,LF204718	,37,935000.0,chalet,sale,310.0,5,5,avenida de las Rozuelas,Madrid,Torrelodones,Casco Antiguo,es,40.5769074,-3.9181689,False,https://www.idealista.com/inmueble/106971677/,"Descubre esta magnífica oportunidad de adquirir un chalet pareado de obra nueva en Torrelodones. Ubicado en una tranquila área residencial pero a escasos minutos del centro y con excelentes conexiones de transporte, este inmueble combina perfectamente privacidad, comodidad y cercanía a todos los servicios. La vivienda, construida sobre una parcela de 400 m², cuenta con una superficie construida de 310 m² distribuidos de forma funcional para adaptarse a las necesidades de cualquier familia: -Planta baja: Amplio salón comedor con grandes ventanales que aportan abundante luz natural y acceso directo al jardín. Moderna cocina americana abierta al salón, ideal para diseñar a medida, también con salida al exterior. Completa esta planta un dormitorio/despacho y un baño completo. -Primera planta: Cuatro dormitorios, dos de ellos en suite. El dormitorio principal dispone de vestidor y acceso a una acogedora terraza privada. Además, incluye un tercer baño completo para dar servicio al resto de las habitaciones. -Planta semisótano: Dos estancias con luz natural gracias a patios ingleses, ideales como dormitorios, zona de juegos o estudio. También encontramos un cuarto de baño, cuarto de lavandería, sala de calderas y una amplia zona de almacenamiento. Este chalet se entrega con acabados de primera calidad, incluyendo: Ventanas con acristalamiento Climalit Suelo radiante porcelánico Persianas motorizadas  Sistema de climatización por aerotermia  Instalación de paneles solares fotovoltaicos según normativa CTE El exterior ofrece un jardín privado con piscina individual. Además, no tendrás que preocuparte por gastos de comunidad. � Ubicación privilegiada: Cercano a colegios de prestigio, zonas verdes, comercios, restaurantes, y con fácil acceso a líneas de autobús y la estación de tren de Torrelodones. No dejes pasar esta oportunidad única de vivir en una vivienda de obra nueva que combina diseño contemporáneo, eficiencia energética y una excelente localización. Gilmar te ofrece este exclusivo inmueble con la garantía de una empresa con más de 40 años de experiencia en el sector inmobiliario. � Visítanos en nuestra oficina de Villalba: C/ Rincón de las Heras 3 (Centro Comercial Los Valles) � Llámanos para más información y no olvides facilitarnos la referencia del inmueble para una atención más ágil y personalizada. Estaremos encantados de ayudarte a encontrar la casa de tus sueños.",True,good,False,3016.0,True,False,False,False,[],False,False,935000.0,€,True,True,chalet,semidetachedHouse,"Casco Antiguo, Torrelodones",Chalet pareado en avenida de las Rozuelas,Top,,,,,,,,
104071408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/f4/53/1208842392.webp,82592640,33,1350000.0,flat,sale,137.0,2,2,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,40.4234202,-3.6844848,False,https://www.idealista.com/inmueble/104071408/,"BARNES Madrid presenta este piso en una ubicación privilegiada en la zona de Recoletos, en un entorno elegante y exclusivo. Ha sido completamente reformado y amueblado con muebles de la más alta calidad, proporcionando un ambiente confortable y sofisticado. Consta de 2 dormitorios, cada uno con su propio baño en suite. Además, cuenta con un aseo de invitados adicional. La cocina ha sido integrada con un diseño moderno y equipada con electrodomésticos de última generación. Además, dispone de un patio interior que puede proporcionar un espacio tranquilo.  La vivienda está equipada con tecnología domótica para facilitar el control y la gestión de diversas funciones, lo que aumenta la comodidad y la eficiencia energética. Además, cuenta con aire acondicionado por conductos y calefacción individual por gas para adaptarse a las necesidades climáticas durante todo el año. Se encuentra ubicada en una planta baja/entreplanta exterior en finca representativa y clásica.  Cuenta con un portero físico, lo que garantiza seguridad y atención a los residentes. En resumen, este apartamento ofrece una combinación perfecta de comodidad, estilo y funcionalidad en una de las zonas más exclusivas de la ciudad. Desde BARNES le invitamos a visitar nuestra web para conocer los inmuebles más exclusivos de la capital.",False,good,False,9854.0,True,False,True,False,[],False,False,1350000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle de Lagasca,Top,bj,False,Recoletos,True,,,,
105642431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/22/c7/1258567167.webp,85093510,21,3100000.0,penthouse,sale,137.0,2,2,calle de Valverde,Madrid,Madrid,Centro,es,40.420716,-3.7033871,False,https://www.idealista.com/inmueble/105642431/,"Atico-Estrenar-2 terrazas Amueblado-Centro BARNES presenta este ático para estrenar totalmente amueblado con dos terrazas y vista panorámica a la Gran Via una verdadera joya en términos de lujo, comodidad y ubicación privilegiada en Madrid que ofrece una experiencia de vida excepcional. Totalmente amueblado y equipado para entrar a vivir, este ático se encuentra listo para habitar, con una decoración exclusiva y todo lo necesario para tu comodidad diaria. Sus dos habitaciones y dos terrazas proporcionan un espacio confortable. Las dos terrazas están conectada a la zona social con vista panoramica a la Gran Via. Sus techos altos y la domótica integrada en todas las áreas del piso brindan modernidad y confort. Además, el suelo radiante añade una sensación de calidez. El edificio clásico reformado en su totalidad en 2022 ofrece seguridad las 24 horas del día con un portero físico, un gimnasio, una zona de solarium y una amplia terraza comunitaria para el disfrute de los residentes. Se ofrece la posibilidad de alquilar por meses o adaptar la estadía según las necesidades del interesado, ya sea para estancias cortas de minimo 6 meses o largas estancias. En resumen, este ático exclusivo proporciona un estilo de vida de alto nivel con todas las comodidades modernas y una ubicación privilegiada para disfrutar de todo lo que la ciudad de Madrid tiene para ofrecer. Si estás interesado en obtener más detalles o realizar una visita, te invitamos a contactarnos para ampliar la información y satisfacer tus necesidades específicas.",False,good,False,22628.0,True,False,True,False,[],False,False,3100000.0,€,,,flat,penthouse,"Malasaña-Universidad, Madrid",Ático en calle de Valverde,Top,10,True,Malasaña-Universidad,True,,,,
99449824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/e2/2a/1269438230.webp,CO-C148,34,580000.0,penthouse,sale,109.0,2,1,avenida de la Ciudad de Barcelona,Madrid,Madrid,Retiro,es,40.397278,-3.6702099,False,https://www.idealista.com/inmueble/99449824/,"Grupo EXTRA vende ático con estupenda terraza de casi 30 m2, solo para INVERSORES ya que la vivienda se encuentra actualmente alquilada. Consta de un salón de gran tamaño con chimenea, dormitorio principal, baño, cocina y dormitorio individual. Todo es exterior a la terraza, la cual es de esquina y tiene vistas totalmente despejadas. Tiene buen tamaño donde se puede disfrutar del sol de las mañanas y de barbacoas con los amigos. Trastero incluido en el precio. Buena finca con amplio portal, acceso para personas de movilidad reducida, 2 ascensores y conserje.   Adelfas es un barrio del distrito Retiro, por lo cual es muy céntrico, a 5 minutos de Atocha en transporte o 20 minutos andando. Muy bien comunicada, con paradas de autobuses, Metro Pacífico (líneas 1 y 6) y a 10 minutos andando de Renfe Méndez Álvaro y estación sur de autobuses y con salida a M-30. Zona dotada de todos los servicios básicos (colegios privados y públicos, supermercados, farmacias, centro de salud, entre otros).",True,good,False,5321.0,True,False,True,False,[],False,False,580000.0,€,,,flat,penthouse,"Adelfas, Madrid",Ático en avenida de la Ciudad de Barcelona,Top,7,True,Adelfas,True,,,,
107185799,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/6b/5e/1305548402.webp,85610846,63,1395000.0,penthouse,sale,218.0,3,3,calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,40.487508,-3.6681874,False,https://www.idealista.com/inmueble/107185799/,"Le presentamos este ático triplex, que fusiona a la perfección elegancia y confort en un entorno exclusivo. Con una amplia terraza de 35 metros cuadrados y piscina privada, esta propiedad se encuentra en una urbanización de alto nivel, que ofrece seguridad 24 horas, zonas comunes de lujo, jardines paisajísticos, piscina y gimnasio totalmente equipados. Cuenta con un elegante hall recibidor que conduce a un salón-comedor de amplias dimensiones, diseñado para ofrecer varios ambientes y máxima comodidad. Desde esta área, se puede disfrutar de vistas panorámicas que aportan luminosidad y un toque único al espacio. La cocina, completamente equipada, además cuenta con un tendero cubierto. Para mayor comodidad, en esta planta se encuentra un aseo de cortesía, ideal para visitas. Esta planta alberga un despacho. También dispone de una habitación secundaria de gran tamaño, un baño completo de amplias proporciones con ventana exterior, y un dormitorio principal de enormes dimensiones que ha sido adaptada a partir de la unión de dos dormitorios. Este generoso espacio actúa como un refugio privado de lujo, con un vestidor y un cuarto de baño en suite. Cabe destacar que existe la posibilidad de reconvertir esta habitación en dos dormitorios adicionales, según las necesidades. En la planta superior se encuentra un espacio polivalente, ideal para un despacho o una sala de estar, que ofrece acceso directo a la terraza privada, que cuenta con su propia piscina y ofrece vistas panorámicas incomparables. Calefacción por suelo radiante en las plantas principales, asegurando una temperatura agradable y constante durante todo el año. Esta propiedad se presenta como una ocasión única para quienes buscan lo mejor en confort, elegancia y exclusividad, todo ello en una de las mejores ubicaciones. La vivienda cuenta con dos plazas de garaje de acceso directo y un práctico trastero, garantizando la máxima comodidad y exclusividad para sus residentes. El ático destaca por sus suelos de madera de nogal elemento que aporta una atmósfera de sofisticación y distinción. Además, dispone de amplios espacios de almacenamiento distribuidos por toda la vivienda. Todas las estancias son exteriores, lo que potencia aún más la sensación de amplitud y conexión con el entorno. Las vistas desde esta propiedad son simplemente espectaculares, con panorámicas totalmente despejadas que proporcionan un ambiente de privacidad y serenidad. La abundante luz natural, que inunda cada rincón de la vivienda, es uno de sus mayores atractivos, gracias a su triple orientación, lo que asegura una luminosidad constante a lo largo del día. Desde BARNES Madrid le invitamos a visitar nuestra web para conocer los inmuebles mas exclusivos de la capital.",True,good,False,6399.0,True,False,True,False,[],False,False,1395000.0,€,True,True,flat,penthouse,"Virgen del Cortijo - Manoteras, Madrid",Ático en calle de Dulce Chacón,Top,3,True,Virgen del Cortijo - Manoteras,True,,,,
107679786,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/73/00/1319674949.webp,426393,31,850000.0,flat,sale,99.0,3,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4378639,-3.6783456,False,https://www.idealista.com/inmueble/107679786/,"ÚNICA INMOBILIARIA les ofrece esta bonita vivienda reformada con estupendas calidades. Un diseño práctico, acogedor y una gran oportunidad para adquirir un piso en Lista.  Este inmueble destaca por su estratégica ubicación, ideal para quienes desean vivir en un área bien conectada, llena de vida y con todos los servicios necesarios a su alcance. Dispone de una superficie útil de 99m² distribuidos inteligentemente para maximizar cada espacio del hogar. La zona de salón-comedor invita a disfrutar de momentos de tranquilidad o a reunirse con amigos y familiares. Cocina independiente con desayunador, completamente equipada con electrodomésticos de alta gama.  Dos dormitorios dobles exteriores dotados de luz natural, un dormitorio individual y dos baños completos ofreciendo máxima comodidad, privacidad y funcionalidad para el día a día. Además, destacamos que esta reformado con acabados de primera calidad, armarios empotrados, sistema de climatización y ventanas de doble acristalamiento.  El piso, listo para habitar, se encuentra amueblado y con electrodomésticos incluidos, lo que facilita una mudanza rápida y sin complicaciones. Está situado en la tercera planta de un edificio construido en el año 1922, que, además de estar muy bien conservado también cuenta con un cómodo ascensor para facilitar el acceso. Uno de los principales atractivos de este piso es su excelente conexión mediante transporte público, Intercambiador avenida de América a unos minutos andando, varias paradas de autobús a escasos metros, ideal para quienes desean vivir en un área bien conectada, llena de vida y con todos los servicios necesarios a su alcance.  Esta característica lo convierte en una opción perfecta tanto para quienes trabajan en la ciudad como para aquellos que tienen actividades diarias en distintas partes de la urbe. Destacamos su ambiente acogedor y la amplia variedad de servicios disponibles cerca de centros educativos, tiendas, supermercados, instalaciones deportivas y centros de salud, todo está al alcance de la mano, asegurando una calidad de vida excepcional. No deje pasar esta oportunidad, es una inversión segura, tanto para compradores primerizos como para aquellos que buscan expandir su patrimonio inmobiliario.   Le invitamos a visitarlo y a descubrir todo lo que este piso tiene para ofrecer. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,8586.0,True,False,True,False,[],False,False,850000.0,€,,,flat,,"Lista, Madrid",Piso,Top,3,True,Lista,True,,,,
105235991,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/3e/60/1246277087.webp,CH-426127,31,2350000.0,flat,sale,360.0,5,4,Barrio Cuatro Caminos,Madrid,Madrid,Tetuán,es,40.4503943,-3.6969059,False,https://www.idealista.com/inmueble/105235991/,"ÚNICA Inmobiliaria presenta gran oportunidad de inversión en la prestigiosa Avenida General Perón de Madrid. Este impresionante piso de 360 metros cuadrados ha sido completamente reformado para ofrecer el máximo confort y estilo. Con una orientación oeste, disfrutarás de una luminosidad excepcional y de hermosas puestas de sol desde la comodidad de tu hogar. Con un total de 5 amplias habitaciones, este piso es ideal para familias numerosas o para aquellos que buscan espacios adicionales para oficinas o salas de estar. Además, cuenta con 4 baños completos, garantizando la privacidad y comodidad de todos los residentes. La propiedad incluye 2 trasteros y una plaza de garaje incluidos en el precio. Esta propiedad de lujo es la simbiosis perfecta entre elegancia, funcionalidad y comodidad, con una privilegiada ubicación en zona con todos los servicios y excelente comunicación de transporte.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,6528.0,True,False,True,False,[],False,False,2350000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso,Top,6,True,Cuatro Caminos,True,,,,
108569812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/db/57/1348738249.webp,8878PV-M,35,160000.0,flat,sale,64.0,3,1,calle de Pablo VI,Madrid,Parla,Pintores-Ferial,es,40.2392269,-3.7619966,False,https://www.idealista.com/inmueble/108569812/,"Mr. House Real Estate vende PISO PARA ENTRAR A VIVIR en pleno corazón de Parla ¡CON HONORARIOS INCLUIDOS! En esta ocasión, Mr. House Real Estate te ofrece la posibilidad de adquirir un bonito pisito en el barrio de Pintores. Se trata de una vivienda de unos 60m2 distribuidos en 3 dormitorios, baño completo con reciente plato de ducha, cocina con office (la zona de cocina se trasladó a la terracita cerrada y la estancia de cocina se dejó como comedor) y salón con salida a terraza cerrada. La vivienda está equipada con ventanas de aluminio, calefacción por acumuladores eléctricos, suelos de gres en su mayoría, maletero aprovechando el techo del pasillo, etc. Este inmueble está ubicado junto a todo tipo de servicios, ya que es perpendicular a la C/ Pinto, teniendo a menos de 5 minutos a pie numerosos comercios, centros educativos, Centro Comercial, paradas de autobús urbanos e interurbanos, RENFE, etc. SOLICITA MÁS INFORMACIÓN SIN COMPROMISO! En Mr. House Real Estate TE OFRECEMOS LAS MEJORES SOLUCIONES.",False,good,False,2500.0,False,False,True,True,[],False,False,160000.0,€,,,flat,,"Pintores-Ferial, Parla",Piso en calle de Pablo VI,Top,2,True,,False,164500.0,4500.0,3.0,
107592979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/eb/53/1317043071.webp,8705PV-M,40,159500.0,chalet,sale,69.0,3,1,Pintores-Ferial,Madrid,Parla,Pintores-Ferial,es,40.2397795,-3.7630193,False,https://www.idealista.com/inmueble/107592979/,"Mr. House Real Estate vende ECONÓMICA CASITA BAJA en el Parleño Barrio de San Ramón. ¡CON HONORARIOS INCLUIDOS! Se trata de una encantadora casita baja en uno de los barrios más característicos de Parla, San Ramón. Se trata de una vivienda en una sola planta de algo más de 60m2 con 3 dormitorios, salón, cocina y baño. También dispone de una subida a TERRAZA. La casa se encuentra a REFORMAR, aunque se han cambiado ventanas, instalación eléctrica y fontanería. Lo que más necesidad tiene de reforma es el tejado y terminar de enlucir las estancias principales. Esta vivienda está ubicada en pleno centro del municipio, junto a todo tipo de servicios tales como centros educativos, ambulatorio, paradas de autobús, comercios, etc. SOLICITA MÁS INFORMACIÓN SIN COMPROMISO! En Mr. House Real Estate ESTAREMOS ENCANTADOS DE ATENDERTE!",False,renew,False,2312.0,True,False,True,True,[],False,False,159500.0,€,,,chalet,independantHouse,"Pintores-Ferial, Parla",Casa independiente,Top,,,,,,,,
109214848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/62/18/1367675303.webp,14267,56,2590000.0,chalet,sale,460.0,5,6,Barrio Aravaca,Madrid,Madrid,Moncloa,es,40.4612178,-3.777429,False,https://www.idealista.com/inmueble/109214848/,"Alejandra López de GV | ARAVACA comercializa la siguiente propiedad: Magnífico adosado de 460 metros cuadrados en una de las mejores zonas de Aravaca, muy cerca del pueblo, en una parcela de 437 metros cuadrados. La casa está dividida en dos plantas y un estupendo jardín con piscina.  La vivienda se caracteriza por sus amplias estancias y luminosidad. Reforma integral en 2.012. Orientación Sur. Aire acondicionado frio/calor. Caldera de gas. Placas solares. 3 Plazas de garaje, una interior y dos exteriores. Cuarto de Bicicletas  Distribución:  Planta principal: Hall, cuarto de baño de invitados, dos salones, uno de los salones con salida al porche y el otro salón con chimenea. Comedor anexo con salida al porche. Cocina con office, despensa y cuarto de lavado. Habitación de servicio con baño. Cuarto de calderas. Primera planta: Cuarto de dormir principal en suite con dos vestidores con salida a una terraza, además de una presala utilizada como despacho. Tres cuartos de dormir en suite. Terraza independiente. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,5630.0,False,False,False,False,[],False,False,2590000.0,€,True,True,chalet,terracedHouse,"Aravaca, Madrid",Chalet adosado,Top,,,Aravaca,,,,,
