propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
98710568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/34/2d/1286832862.webp,30,1,720000.0,flat,sale,135.0,True,3,2,avenida de la Vega,Madrid,La Moraleja,Arroyo de la Vega,es,40.536455,-3.6261283,False,https://www.idealista.com/inmueble/98710568/,"Amplia y luminosa vivienda exterior en exclusiva urbanización junto a los jardines de Arroyo De la Vega, con 135 m2 (de los cuales 26 m2 son zonas comunes), con 3 habitaciones y 2 baños.  Se encuentra muy cerca de los prestigiosos colegios San Patricio, Aldobea, Liceo Francés, Brains, Kings College, etc, y muy próximo a supermercados y centros comerciales.  Se trata de urbanización muy familiar, muy mona y discreta, con muy pocos vecinos; ideal para familias con niños. Las zonas comunes cuentan con una preciosa piscina exterior y un jardín muy cuidado con infantil.  Destaca en la vivienda la gran luminosidad de la misma, ya que todas las estancias son exteriores, no existiendo patios interiores. Es una casa muy soleciosa, debido a la orientación al precioso y cuidado jardín de la urbanización. Entramos a la vivienda a través de hall recibidor con puerta blindada de seguridad, y accedemos a la zona de día, compuesta por un amplio y luminoso salón comedor exterior con orientación sur con vistas al jardín y la piscina. Respecto a la cocina, amplia y luminosa también, cuenta con sala de lavandería y electrodomésticos incluidos. Respecto a la zona de noche, la vivienda cuenta con tres amplios dormitorios, todos ellos exteriores.  El dormitorio principal, con orientación Sur (hacia el jardin de la urbanización), cuenta con baño en suite y grandes armarios con gran capacidad de almacenaje.  Los otros dos dormitorios, con orientación Norte, comparten un baño completo. Contamos con amplios armarios empotrados en todos dormitorios con gran capacidad de almacenaje.  Se incluye en el precio un amplio y cómodo trastero, y una buena y amplia plaza de garaje (ambos con acceso directo en ascensor, justo al lado del acceso al mismo) Calefacción individual por caldera de gas.   Aire acondicionado en toda la casa por conductos. Portero físico en horario de mañana y tarde de lunes a viernes. Aparcamiento exterior adicional (dentro de la urbanización) con 17 plazas de uso compartido (adicionales a la plaza privada del garaje interior).  230€/mes de gastos de comunidad vivienda.  23€/mes gastos de comunidad del garaje.  IBI anual: 529€.",True,good,False,True,5333.0,True,False,False,False,[],False,False,720000.0,€,True,True,flat,"Arroyo de la Vega, La Moraleja",Piso en avenida de la Vega,,,,,,,
109198572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/e8/39/1367213345.webp,5,4,2600000.0,flat,sale,230.0,True,3,2,calle de José Abascal,Madrid,Madrid,Chamberí,es,40.4368731,-3.7047117,False,https://www.idealista.com/inmueble/109198572/,"Magnífica vivienda en excelente ubicación, actualmente en proceso de reforma integral con las máximas calidades. Se trata de un amplio piso de tres dormitorios, dos baños completos y un aseo de cortesía, diseñado para ofrecer comodidad y funcionalidad en cada rincón. La zona social, luminosa y espaciosa, cuenta con grandes ventanales exteriores que aportan calidez y una agradable sensación de amplitud. La cocina es independiente, con una práctica zona de lavandería anexa, y se entrega completamente equipada con electrodomésticos de última generación.  La finca se encuentra en perfecto estado de conservación, dispone de servicio de portería y acceso adaptado para personas con movilidad reducida, garantizando confort y seguridad. Una oportunidad única de estrenar un hogar moderno, funcional y elegante, en una ubicación privilegiada y con todas las comodidades. * Existe además la posibilidad de amueblar la vivienda según las necesidades del comprador.",False,good,False,True,11304.0,True,False,False,False,[],False,False,2600000.0,€,,,flat,"Trafalgar, Madrid",Piso en calle de José Abascal,JA-AH-002,Trafalgar,,,,,
106667526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/68/40/1338741330.webp,38,,580000.0,chalet,sale,265.0,,4,3,calle Marqués de Santillana,Madrid,Villalbilla,,es,40.4356415,-3.3627054,False,https://www.idealista.com/inmueble/106667526/,"¡Descubre esta impresionante casa pareada en Villalbilla, en la codiciada zona de El Viso! Con una superficie construida de 265 m² y un terreno de 403 m², este hogar es ideal para disfrutar del espacio y la comodidad. La vivienda cuenta con 4 amplias habitaciones, una de ellas en planta baja, perfectas para adaptarse a tus necesidades. El salón comedor, de 34 m², es el lugar perfecto para compartir momentos inolvidables con familiares y amigos. La cocina independiente está equipada para satisfacer a los amantes de la gastronomía, mientras que los 3 baños garantizan la privacidad y comodidad de todos los residentes. La propiedad, construida en 2022, se encuentra en un estado impecable y totalmente amueblada, lista para entrar a vivir. Disfruta de su suelo de porcelana y armarios empotrados que aportan funcionalidad y estilo. El exterior no se queda atrás: un jardín encantador, piscina propia y una terraza orientada al sur te permitirán disfrutar del sol y el aire libre. Además, la calefacción por suelo radiante con aerotermia asegura un hogar cálido y eficiente. Con carpintería exterior climalit y oscilo batiente, el confort está garantizado. ¡No pierdas la oportunidad de hacer de esta casa tu nuevo hogar! La entrega es inmediata y el parking está incluido. ¡Ven a visitarla y enamórate!",False,good,False,,2189.0,True,False,False,False,[],False,False,580000.0,€,True,True,chalet,Villalbilla,Chalet pareado en calle Marqués de Santillana,VL2222,,semidetachedHouse,,,,
108602196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/5b/c1/1349681765.webp,21,bj,180000.0,flat,sale,58.0,True,2,1,calle del Parque de la Paloma,Madrid,Madrid,Usera,es,40.3798589,-3.7151305,False,https://www.idealista.com/inmueble/108602196/,"¡Oportunidad única en el barrio de Zofio! Tecnocasa Estudio Zofio pone a la venta una fantástica vivienda de 58 m² construidos, lista para entrar a vivir y con todas las comodidades que buscas. La propiedad cuenta con dos dormitorios, un baño completo, un luminoso salón y una moderna cocina abierta, ideal para disfrutar del día a día con confort y funcionalidad. Situada en planta baja, ofrece total accesibilidad, perfecta para personas con movilidad reducida o quienes prefieren evitar escaleras. Además, el piso se encuentra rodeado de jardines, lo que garantiza privacidad y tranquilidad. � Ubicación y entorno: La zona ofrece una excelente calidad de vida, con todos los servicios al alcance: colegios, institutos, biblioteca, instalaciones deportivas y una excelente conexión con transporte público (autobuses y metro). � Amplio horario de visitas: Lunes a viernes: 9:30 a 14:00 y 17:00 a 21:00 Sábados: 10:00 a 14:00 Confía en Tecnocasa Con más de 30 años de experiencia y una red de más de 3.100 oficinas en todo el mundo, en Tecnocasa te ayudamos a encontrar el hogar ideal o a vender tu propiedad con las máximas garantías. Disponemos de una amplia cartera de pisos, casas, estudios, áticos, locales, plazas de garaje y opciones de alquiler. ¿Estás pensando en vender? Con Tecnocasa conseguirás la máxima rentabilidad en el menor tiempo posible. Nuestro equipo te acompaña en todo el proceso: desde la tasación inicial hasta la gestión hipotecaria de los compradores. ¡Solicita tu visita y ven a descubrir esta vivienda que te encantará!",False,good,False,False,3103.0,False,False,False,False,[],False,False,180000.0,€,,,flat,"Zofío, Madrid",Piso en calle del Parque de la Paloma,,Zofío,,189000.0,9000.0,5.0,
109173692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/03/cf/1366442905.webp,31,2,240000.0,flat,sale,84.0,True,2,2,CL VALLE DE NOCITO,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4742554,-3.3734579,False,https://www.idealista.com/inmueble/109173692/,"Agencia inmobiliaria de ALCALÁ DE HENARES zona RINCONADA – NUEVA ALCALÁ Oficina Tecnocasa ¡Descubre tu nuevo hogar en esta espectacular urbanización privada! Este piso exterior, ubicado en una segunda planta con ascensor, ofrece un amplio y luminoso salón que invita a disfrutar de momentos inolvidables. Con 84 m² construidos, cuenta con dos acogedores dormitorios equipados con armarios empotrados, ideales para maximizar el espacio y la comodidad. La cocina, que incluye una terraza tendedero, es perfecta para los amantes de la gastronomía. Cuenta con dos baños completos uno de ellos en suite. Además, el piso cuenta con suelos de parque que aportan calidez y confort. La calefacción de gas natural garantiza un ambiente agradable durante todo el año. La seguridad está asegurada con una puerta exterior blindada y la urbanización ofrece conserje y zonas comunes para disfrutar al aire libre. Incluye una plaza de garaje y un trastero, añadiendo aún más valor a esta propiedad. La ubicación es inmejorable, con fácil acceso a la A-2 y múltiples paradas de autobús, lo que facilita la movilidad. A pocos pasos encontrarás tiendas de ultramarinos, supermercados, colegios e institutos, así como una variada oferta de bares y restaurantes. Esta vivienda es apta para personas con movilidad reducida, lo que la convierte en una opción ideal para todos. No dejes pasar la oportunidad de vivir en un lugar que combina comodidad, estilo y una excelente ubicación. ¡Ven a visitarlo y enamórate! INFÓRMESE DE LA VIVIENDA SIN NINGÚN TIPO DE COMPROMISO, AL IGUAL QUE DE LA FINANCIACIÓN 100% QUE TE PUEDE PROPORCIONAR NUESTROS COMPAÑEROS DEL DEPARTAMENTO FINANCIERO KIRON.",False,renew,False,True,2857.0,False,False,False,False,[],False,False,240000.0,€,True,True,flat,"Reyes Católicos, Alcalá de Henares",Piso en CL Valle De Nocito,,,,,,,
107841586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/f4/c2/1325954950.webp,68,,425000.0,chalet,sale,222.0,,3,4,plaza de Campo Real,Madrid,Getafe,Perales del Rio,es,40.3201693,-3.6400877,False,https://www.idealista.com/inmueble/107841586/,"Agencia inmobiliaria Tecnocasa de Getafe - zona Norte - vende CHALET EN EXCELENTE ESTADO en PERALES DEL RÍO con PISCINA COMUNITARIA. La vivienda se distribuye en cuatro plantas. Una planta sótano con garaje para TRES vehículos, almacén y lavandería. En la planta baja se encuentra un aseo en la entrada, amplio salón independiente con aire acondicionado, cocina en buen estado de origen con comedor, el cual da acceso a el patio exterior. En la primera planta tenemos tres dormitorios, en el principal con aire acondicionado, en dos de ellos con armarios empotrados, dos cuartos de baño completos con plato de ducha, uno de ellos en suite. Por último, la vivienda cuenta con una buhardilla de 45m2 con aire acondicionado, con armarios empotrados a ambos lados y un aseo. Ventanas de aluminio con cristal climalit correderas con rejas, suelos en tarima y parquet. Cuenta con calefacción por gas natural con la caldera cambiada. En la zona encontrarás todo tipo de servicios, colegios, transporte público (líneas de autobuses), centro comercial, supermercado y fácil acceso a carreteras M-45 y M-50.",False,good,False,,1914.0,True,False,True,False,[],False,False,425000.0,€,True,True,chalet,"Perales del Rio, Getafe",Chalet pareado en plaza de Campo Real,PERALES DEL RÍO - 132,,semidetachedHouse,,,,
109072366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/54/78/1363556360.webp,56,,990000.0,chalet,sale,448.0,,8,6,carretera de Villanueva del Pardillo,Madrid,Colmenarejo,,es,40.5570653,-4.0143924,False,https://www.idealista.com/inmueble/109072366/,"SOMOS HOME PRESENTA OPORTUNIDAD ÚNICA EN COLMENAREJO. *ASESORAMIENTO Y ESTUDIO FINANCIERO GRATUITOS Y SIN COMPROMISO*  Se trata de una construcción independiente del año 2008 que reúne dos amplios chalets en una misma finca, ideales para grandes familias, inversión o como vivienda con opción de alquiler. Cada vivienda cuenta con 3 plantas: sótano, planta principal y segunda planta con accesos independientes tanto por la planta principal, como por el sótano. A su vez, ambas cuentan con su propia zona ajardinada. Al ser muy similares, describimos una de ellas: En la planta principal, un acogedor hall nos da la bienvenida y paso a las distintas estancias de esta planta. A mano derecha encontramos un salón–comedor muy luminoso, con espacio para una amplia mesa y zona de descanso.  A la izquierda, cocina independiente totalmente equipada y con espacio para comer a diario. La cocina cuenta con salida directa a las zonas exteriores de la vivienda.  En esta planta también hay un dormitorio doble con armario empotrado y un baño completo con ducha y ventana. Primera planta, enfocada principalmente como zona de descanso, encontramos un total de 3 dormitorios, dos dormitorios dobles, ambos con armarios empotrados. Un dormitorio principal, muy amplio y bien equipado: cuenta con un funcional vestidor y con baño en suite con ventana y plato de ducha. Además, un baño adicional da servicio al resto de habitaciones. Por último, en el sótano con una espectacular bodega con barra de bar, amplia zona multiusos y un garaje con capacidad para dos coches.  En el exterior, la parcela de 1.350 m² ofrece todo lo necesario para disfrutar en familia o con amigos: piscina, dos barbacoas de obra, zona de césped natural y un amplio espacio trasero perfecto para celebraciones y eventos. Su emplazamiento le otorga la comodidad de tener, en un radio muy reducido, todas las comunicaciones y los servicios esenciales como pudieran ser: La Universidad Carlos III de Madrid, ambulatorio médico, farmacia, comercio, ocio y restauración, complejos deportivos, servicio regular de tren y autobús... Con la ventaja añadida de vivir en la una de las mejores y más importantes localidades de la Sierra de Madrid. Así mismo, su enclave sirve como núcleo de inter-conexión tanto con las principales localidades del área Noroeste de Madrid, tales como: Galapagar, Collado Villalba, Las Rozas..., como con la propia Capital a través de la A-6. ¿A qué esperas? CONTÁCTANOS PARA CONCERTAR UNA VISITA O RESOLVER TUS DUDAS.",True,good,False,,2210.0,True,True,False,False,[],False,False,990000.0,€,True,True,chalet,Colmenarejo,Casa independiente en carretera de Villanueva del Pardillo,,,independantHouse,,,,
108395514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/1d/d3/1342907533.webp,4,1,1300000.0,flat,sale,120.0,False,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4285276,-3.6741663,False,https://www.idealista.com/inmueble/108395514/,"Apartamento de Obra Nueva con Diseño Moderno y Elegancia Clásica Te presentamos esta magnífica vivienda en proceso de reforma integral, que ofrece un equilibrio perfecto entre funcionalidad, diseño y confort. Con una superficie generosa, el inmueble cuenta con tres dormitorios amplios y tres baños completos, ideales para adaptarse al ritmo de vida familiar o de quienes valoran los espacios bien distribuidos. Ubicada en un edificio clásico con ascensor, la propiedad conserva el encanto arquitectónico tradicional al tiempo que incorpora acabados modernos. Entre sus características destacan el aire acondicionado, calefacción a gas, armarios empotrados, cocina equipada y un encantador balcón que aporta luz y conexión con el exterior. Este hogar está situado en una de las áreas residenciales más demandadas de la ciudad, conocida por su ambiente elegante, calles tranquilas y una excelente calidad de vida. El entorno ofrece una cuidada combinación de tradición y modernidad, con numerosos servicios de proximidad, comercios exclusivos, restaurantes reconocidos, colegios, centros médicos y espacios verdes. Perfectamente conectada con el resto de la ciudad mediante transporte público y con fácil acceso a zonas comerciales y culturales, esta ubicación es ideal para quienes desean disfrutar de una vida tranquila sin renunciar a las ventajas del entorno urbano. Una oportunidad única para estrenar vivienda en una de las zonas más privilegiadas. ¡Contáctanos para más información!",False,good,False,True,10833.0,False,False,False,False,[],False,False,1300000.0,€,,,flat,"Lista, Madrid",Piso,b12d56ec-e248-44e7-b6af-e6430edbd705-0,Lista,,,,,
109207035,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/6f/f2/1367477059.webp,20,4,389000.0,flat,sale,40.0,True,1,1,calle de Barcelona,Madrid,Madrid,Centro,es,40.4157754,-3.7037208,False,https://www.idealista.com/inmueble/109207035/,"'Agencia inmobiliaria de Madrid zona Huertas-Cortes Tecnocasa Estudio Huertas-Cortes Slu. ¡VENDE! En una de las zonas más emblemáticas y con mayor encanto de Madrid, se encuentra esta LUMINOSA VIVIENDA EXTERIOR, situada en una 4º PLANTA de una finca con ASCENSOR construida en 1995. Descubre esta magnífica vivienda situada a menos de cinco minutos a pie de Puerta del Sol, en una de las zonas más codiciadas y con mayor vitalidad de la ciudad. Esta propiedad destaca por su excelente distribución, su luminosidad y su inmejorable ubicación. La vivienda cuenta con 40 m² perfectamente aprovechados, que ofrecen funcionalidad y comodidad desde el primer momento. El salón, amplio y muy luminoso gracias a su orientación sur, se convierte en el corazón del hogar, ideal para relajarse o disfrutar de la vida urbana con toda la luz natural que entra durante todo el día. El dormitorio, con vista exterior, ofrece un espacio tranquilo y acogedor, con capacidad para cama doble y muy buena ventilación. La cocina, de estilo lineal y totalmente equipada, está pensada para aprovechar al máximo el espacio y facilitar el día a día. El baño, completo y con gran capacidad de almacenaje, combina funcionalidad y comodidad. La vivienda cuenta con calefacción individual y aire acondicionado por split tanto en el salón como en el dormitorio, lo que garantiza el máximo confort en cualquier época del año. Su ubicación es, sin duda, uno de sus mayores atractivos: en pleno centro histórico de Madrid, con acceso inmediato a transporte público, comercios, restaurantes, zonas culturales y todos los servicios que ofrece la ciudad. Ideal para quienes buscan vivir con estilo y comodidad en el corazón de la capital. ¡NO PIERDAS ESTA OPORTUNIDAD, AGENDA TU VISITA! Muy bien comunicado: a tan solo 5 minutos andando de Puerta del Sol y 10 minutos de la Gran Vía. ¡EXCELENTE ZONA! El barrio de Las Letras es una de las zonas más antiguas de Madrid, emblemática para la cultura de la ciudad ya que, además de haber sido cuna de grandes figuras del ámbito literario y teatral, acoge varios de sus teatros y museos más importantes. Además de una gran variedad de opciones de ocio y cultura, encontramos una amplia y peculiar oferta de tiendas, bares y restaurantes. ¡Gracias por confiar en nosotros! Nos avalan 15 años de experiencia en la zona, formando parte de esta gran empresa, líder en España y Europa en el sector de la intermediación inmobiliaria. ¿Quiere conocer el valor real de su inmueble? Ofrecemos a nuestros vecinos VALORACIONES GRATUITAS y sin ningún compromiso de viviendas, locales y plazas de garaje. Asesoramiento y gestión en: COMPRAVENTA, ARRENDAMIENTO, CAMBIO de VIVIENDA, HERENCIAS, CAMBIO de USO, CERTIFICADO ENERGÉTICO. Nuestro departamento KIRON, expertos en intermediación financiera, le ayudarán a encontrar la solución hipotecaria que mejor se adapte a sus necesidades. Estamos a su disposición para cualquier consulta.",False,good,False,True,9725.0,False,False,False,False,[],False,False,389000.0,€,,,flat,"Sol, Madrid",Piso en calle de Barcelona,,Sol,,,,,
104743710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/81/07/1230305397.webp,33,3,1100000.0,flat,sale,180.0,True,3,3,calle de Valverde,Madrid,Madrid,Centro,es,40.4229349,-3.7004629,False,https://www.idealista.com/inmueble/104743710/,"Zona Centro Gran Vía 180 m2 Exclusivo, 180 m2 construidos reales medidos en plano técnico, 160 m2 útiles, piso totalmente reformado con altas calidades, distribuyéndose en gran salón, tres dormitorios con tres baños, tres de ellos en suite, ideal para familias o para inversores que busquen rentabilidad. Muy bien comunicado y disponiendo de todos los servicios. Finca clásica con fachada muy representativa protegida, portal señorial. La cocina office y el salón comedor hacen un espacio de aproximadamente 50 m2, con mucha luz. La vivienda es muy luminosa con los techos altos, amplios dormitorios dobles, gran capacidad de almacenaje con grandes armarios en cada habitación. Muy luminoso y con techos altos, la finca dispone de ascensor nuevo y está muy bien conservada. La zona es muy tranquila habiéndose reformado todas las aceras y generales, convirtiéndose en una zona exclusiva, la vivienda se está revalorizando por las distintas actuaciones que se están realizando en la zona. Plaza de Garaje en alquiler en edificio cercano.",True,good,False,True,6111.0,True,False,False,False,[],False,False,1100000.0,€,True,False,flat,"Malasaña-Universidad, Madrid",Piso en calle de Valverde,,Malasaña-Universidad,,,,,150.0
