propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108808632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/3e/c4/1360469233.webp,13,bj,151000.0,flat,sale,48.0,True,2,1,calle de Felipe Castro s/n,Madrid,Madrid,Usera,es,Pradolongo,40.3843234,-3.7083692,True,https://www.idealista.com/inmueble/108808632/,"Usera, buena oportunidad de vivienda en venta. Zona con todos los servicios.. . Actualmente cuenta con 2 habitaciones y un salón, y requiere reforma. Aunque está en la planta baja, tiene buena iluminación natural. Los gastos de comunidad son bajos y la zona ofrece gran comodidad para la vida diaria. Interesados pueden contactarnos para más información y detalles. ***imágenes creadas con inteligencia artificial como posible reforma. No vinculante con la realidad.",False,renew,False,False,3146.0,True,False,False,False,[],False,False,151000.0,€,157000.0,6000.0,4.0,flat,"Pradolongo, Madrid",Piso en calle de Felipe Castro s/n,,,,,,
108687939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/49/21/1352175179.webp,21,3,390000.0,duplex,sale,65.0,True,2,1,calle de Robledo,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4658004,-3.7045355,False,https://www.idealista.com/inmueble/108687939/,"¡Descubre tu nuevo hogar en este encantador dúplex de 60 m²!  Situado en una zona con gran proyección del distrito de Tetuán, este acogedor espacio cuenta con dos habitaciones luminosas y un baño completo.  La cocina americana se integra  perfectamente con el salón, creando un ambiente ideal para disfrutar de momentos en familia o con amigos.  Además, la terraza ofrece un rincón perfecto para relajarse al aire libre. La vivienda, ubicada a escasos metros de la calle Marqués de Viana y muy cerca del Paseo de La Castellana y la calle Orense, garantiza un acceso fácil a diversas líneas de bus y metro.  En la zona, encontrarás una variada oferta de restaurantes con deliciosa gastronomía mediterránea, así como colegios, un centro de salud y supermercados, lo que la convierte en una opción inmejorable para vivir. Este dúplex, en segunda mano pero en excelente estado, incluye armarios empotrados. Con calefacción y aire acondicionado mediante bomba de frío/calor, disfrutarás de un clima perfecto durante todo el año.  Además, cuenta con una plaza de garaje de 28 m² incluida en el precio.  No pierdas la oportunidad de visitar este inmueble sin compromiso y hacer de este dúplex tu nuevo hogar.  ¡Te encantará!",False,good,False,True,6000.0,True,False,False,False,[],False,False,390000.0,€,,,,flat,"Valdeacederas, Madrid",Dúplex en calle de Robledo,3373,True,True,duplex,,
107300095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/79/4b/1308861516.webp,7,3,760000.0,flat,sale,84.0,True,2,2,calle del Barco,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4226357,-3.7011022,False,https://www.idealista.com/inmueble/107300095/,"¡Descubre tu nuevo hogar en el corazón de Malasaña, a tan sólo dos manzanas del Barrio Justicia! Este piso se encuentra en obras y se entregará totalmente reformado y equipado sea para entrar a vivir ó bien para inversores que quieran conseguir rentabilidad de manera inmediata. Combina diseño y funcionalidad en una de las zonas más vibrantes de Madrid. Situado en la tercera planta de un edificio con ascensor, ofrece una distribución optimizada que maximiza cada rincón para crear un ambiente acogedor y bien aprovechado. Con 84 m² construidos y 70 m² útiles, la vivienda cuenta con dos dormitorios, dos baños, armarios empotrados y calefacción eléctrica a gas natural.  Totalmente amueblado y con cocina equipada, este piso es perfecto para quienes buscan un estilo de vida cosmopolita o una inversión en una zona demandada de la capital. Malasaña es sinónimo de cultura, creatividad y vida urbana, con calles que combinan la esencia tradicional madrileña con un aire moderno y dinámico. Disfruta de una amplia variedad de cafés, restaurantes, boutiques independientes y espacios culturales a solo unos pasos de tu puerta. Además, la excelente conectividad y oferta de ocio y servicios hacen de este piso una oportunidad única. ¡No te lo pierdas! Llámanos para coordinar una visita.",False,good,False,True,9048.0,True,False,False,False,[],False,False,760000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Barco,VHM119-BF,,,,,
108626094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/88/fa/1350329230.webp,17,bj,170000.0,studio,sale,27.0,True,0,1,calle de Istúriz,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4468111,-3.7012286,False,https://www.idealista.com/inmueble/108626094/,". Vivienda muy luminosa tipo estudio ubicada a 100 metros del famoso Mercado de las Maravillas y a 200 metros de la glorieta de Cuatro Caminos. La vivienda está distribuida en salón y cocina americana y cuarto de baño. Cerca tiene todos los servicios como la parada de metro, restaurantes y farmacias. El inmueble se localiza en la zona de Cuatro caminos, con muy buenas comunicaciones tales como paradas de Autobús (Líneas 149, C1, C2.3, 37,45, N23) y parada de metro (Línea 1,2, 6 y Nuevos ministerios). Financiación de hasta el 100% con nuestro departamento financiero, Kiron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos. 30 años en Madrid, ¡Gracias por la confianza!",False,good,False,False,6296.0,True,False,False,False,[],False,False,170000.0,€,,,,flat,"Cuatro Caminos, Madrid",Estudio en calle de Istúriz,,,,studio,,
109205272,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/4f/95/1367435947.webp,39,2,1355000.0,duplex,sale,271.0,True,4,4,CL ARDALES,Madrid,Madrid,Moncloa,es,Aravaca,40.4628332,-3.7846171,False,https://www.idealista.com/inmueble/109205272/,"My Home Properties vende en EXCLUSIVA ático duplex en Aravaca de 271 m2 * construidos, con 4 dormitorios, 4 baños, en urbanización cerrada con seguridad 24 horas, conserje, piscina comunitaria y consolidados jardines. Se incluyen 2 plazas de garaje y trastero.  Ubicación excepcional, junto al Hospital de La Zarzuela y al centro de Aravaca donde encontramos todo tipo de comercios, servicios y colegios. Rápida conexión con Madrid vía A-6, con autobús en la puerta. Para visitas contactar con Laura Molina en el 6 7 6 0 9 9 4 3 9, vía WhatsApp si lo prefieren.  La vivienda con 271 metros construidos, se distribuye en 2 cómodas plantas: - Planta principal:  Hall de entrada Amplia cocina con office y tendedero - cuarto de lavandería Salón - comedor con chimenea y mirador Dormitorio principal con gran frente de armarios y baño exterior en suite.  Dos dormitorios cada uno con su baño en suite y armarios empotrados.  Todas las estancias tienen luz natural. El pasillo cuenta con gran lineal de armarios.  -Planta ático:  Salón - zona de estar, ideal como cuarto de juegos para niños, con salida a la terraza que rodea esta planta ático.  Dormitorio con baño en suite.  Desde ambas estancias se accede a la terraza de 66 m2, con impresionantes vistas.  Destaca la luminosidad de la vivienda al ser toda exterior, incluidos los cuartos de baño.  Ubicación inmejorable por sus vistas y la proximidad al centro de Aravaca. La vivienda dispone de dos plazas de garaje y trastero en el mismo edificio. *Datos aportados por la propiedad, no vinculantes ni contractuales. *Metros totales construidos incluyendo terraza.",False,good,False,True,5000.0,False,False,False,False,[],False,False,1355000.0,€,,,,flat,"Aravaca, Madrid",Dúplex en CL Ardales,C0023216,True,True,duplex,,
109120070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/ee/25/1364911878.webp,29,2,430000.0,flat,sale,105.0,True,3,2,calle de la Sierra de Palomeras,Madrid,Madrid,Villa de Vallecas,es,Casco Histórico de Vallecas,40.3775238,-3.6252571,False,https://www.idealista.com/inmueble/109120070/,"¡Descubre tu nuevo hogar en el corazón de Vallecas! Con una superficie de 90 m², este inmueble del año 2003 se encuentra en una ubicación inmejorable, rodeado de todos los servicios que necesitas. A solo 4 minutos a pie del Metro Villa de Vallecas (Línea 1) y a menos de 10 minutos de la estación de Renfe (Líneas C2 y C7), tendrás una excelente comunicación que facilitará tus desplazamientos. En unos 30min puedes estar en la Puerta del Sol. Además, la cercanía a la M-40, M-45 y A-3 te permitirá acceder rápidamente en coche. El piso cuenta con un hall de entrada acogedor, una amplia cocina con tendedero y un salón independiente perfecto para disfrutar de momentos en familia. Con tres dormitorios equipados con armarios empotrados y dos cuartos de baño completos (uno en suite), este hogar combina comodidad y funcionalidad. Las ventanas climalit, las persianas eléctricas y los toldos eléctricos garantizan un ambiente agradable durante todo el año. La calefacción y el agua caliente son por gas natural, asegurando un consumo eficiente. Además, la plaza de garaje directa en ascensor y el trastero son un gran añadido que facilita tu día a día. La vivienda es apta para personas con movilidad reducida, lo que la convierte en una opción ideal para todos. No dejes pasar la oportunidad de vivir en un lugar donde la comodidad y la accesibilidad se unen.  ¡RESERVE SU VISITA! Con MÁS DE 20 AÑOS DE EXPERIENCIA en el sector inmobiliario, te ofrecemos asesoramiento personalizado para que esta vivienda se convierta en tu nuevo hogar. ¡No pierdas esta oportunidad y contáctanos para más información!",False,good,False,True,4095.0,False,False,False,False,[],False,False,430000.0,€,,,,flat,"Casco Histórico de Vallecas, Madrid",Piso en calle de la Sierra de Palomeras,,True,True,,,
108231537,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/c2/af/1337847562.webp,35,bj,385000.0,flat,sale,108.0,True,3,2,plaza de Parejas,Madrid,Aranjuez,Centro,es,,40.0364258,-3.6088552,False,https://www.idealista.com/inmueble/108231537/,"En la emblemática y turística ciudad de Aranjuez se vende espectacular vivienda frente al Palacio Real, su ubicación privilegiada la hace única.  Entramos a la vivienda con acceso directo desde la calle y nos encontramos con un gran y luminoso salón con vistas a Palacio, el salón cuenta con cocina americana en Isla con salida de humo de extractor integrado en placa. A continuación baño con plato ducha, a la izquierda desde la entrada las 3 habitaciones, un de ellas con baño en suite y todas con amplios armarios empotrados. La vivienda cuenta con reforma integral y con materiales de carpintería y cerámica de primera calidad, ventanas de Kömmerling y puerta acorazada en la entrada de la vivienda. La climatización de toda la casa va por conductos y tiene salida en todas las estancias de la casa.    La vivienda es ideal para vivir como Reyes y como negocio para alquiler turístico. La zona es inmejorable junto al Palacio y los jardines y está tan solo a 5 minutos andando del ayuntamiento y casco histórico de la ciudad, igualmente está a pocos metros de la estación de Renfe. SOLICITA UNA VISITA!",True,good,False,False,3565.0,False,False,False,False,[],False,False,385000.0,€,390000.0,5000.0,1.0,flat,"Centro, Aranjuez",Piso en plaza de Parejas,,,,,,
109123070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/0e/e2/1365077712.webp,24,,155000.0,chalet,sale,74.0,,3,1,Urbanización Jirfa,Madrid,Villamanta,,es,,40.3005786,-4.0970813,False,https://www.idealista.com/inmueble/109123070/,"Inmorenta presenta esta estupenda vivienda adosada en la Urbanización Jirfa, una zona residencial tranquila, ideal para familias o quienes buscan desconectar rodeados de naturaleza, sin renunciar a la comodidad. La casa, en perfecto estado y lista para entrar a vivir, cuenta con tres dormitorios con armarios empotrados, un baño completo, salón con aire acondicionado y una cocina equipada y funcional. En el exterior, la vivienda dispone de un jardín privado muy cuidado, con zona verde y un porche cubierto perfecto para comidas o momentos de relax al aire libre. Además, en el patio se encuentra un trastero independiente, ideal para almacenaje adicional. Como parte de la urbanización, la casa tiene acceso a una piscina comunitaria, un espacio perfecto para disfrutar del verano con comodidad y seguridad. La Urbanización Jirfa está bien comunicada, a pocos minutos del centro de Villamanta, con servicios cercanos y fácil acceso por carretera. Una vivienda completa, cómoda y lista para disfrutar todo el año o como segunda residencia.",False,good,False,,2095.0,False,False,True,False,[],False,False,155000.0,€,,,,chalet,Villamanta,Chalet adosado en Urbanización Jirfa,Jirfa1,,,terracedHouse,,
109126298,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/b0/ac/1365113651.webp,18,1,250000.0,flat,sale,73.0,True,3,1,calle de Nuestra Señora de la Luz,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3830896,-3.7449353,False,https://www.idealista.com/inmueble/109126298/,"Inmobiliarias Encuentro vende en el estupendo barrio de Vista Alegre se encuentra esta magnífica oportunidad: una primera planta exterior de 73 m², con infinitas posibilidades de reforma para adaptarla a tu gusto y estilo de vida. La vivienda está distribuida de manera práctica y cómoda. Dispone de un dormitorio doble espacioso y luminoso, perfecto como habitación principal, y dos dormitorios simples, ideales como cuartos juveniles, despacho o zona de invitados. El baño cuenta con ventilación y amplitud suficiente para una actualización moderna. La cocina independiente ofrece un espacio funcional y bien delimitado, que puede convertirse en un lugar perfecto para los amantes de la gastronomía. El salón destaca por su amplitud y luminosidad, con acceso directo a una terraza generosa, perfecta para disfrutar de momentos de relax, comidas al aire libre o simplemente contemplar el ambiente tranquilo de la zona. Entre sus calidades, cabe mencionar los suelos de parquet, que aportan calidez y elegancia, así como las ventanas de aluminio, que garantizan buen aislamiento y mucha luz natural durante todo el día. El inmueble se ubica en Vista Alegre, uno de los barrios más valorados de la ciudad, conocido por su ambiente familiar, seguro y tranquilo, además de contar con una amplia oferta de comercios, colegios, zonas verdes y todos los servicios a mano. Sus excelentes conexiones mediante transporte público y vías principales hacen que desplazarse al centro o a cualquier punto de la ciudad sea rápido y cómodo. Una vivienda con gran potencial, en un barrio privilegiado, lista para convertirse en el hogar de tus sueños. Si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con FINMOO tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones.",False,renew,False,False,3425.0,False,False,False,False,[],False,False,250000.0,€,,,,flat,"Vista Alegre, Madrid",Piso en calle de Nuestra Señora de la Luz,IE07-AZULAZUL9,,,,,
109175622,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/27/a3/1366504286.webp,10,3,293000.0,studio,sale,50.0,False,0,1,calle General Velarde,Madrid,Madrid,Retiro,es,Pacífico,40.4030853,-3.6797466,False,https://www.idealista.com/inmueble/109175622/," Estudio reformado a estrenar. Es muy céntrico y cuenta con portero físico y video portero. Es interior, luminoso y en el hall tiene 2 armarios empotrados, baño completo con plato de ducha. Salón con cocina americana. Tiene puerta blindada. La instalación eléctrica y las tuberías están recién cambiadas. La cocina está a estrenar. La ubicación es inmejorable, a 5 minutos de Atocha, 10 de Méndez Álvaro y entre los metros de Pacífico y Menéndez Pelayo.  Hay posibilidad de plaza de garaje en el edificio. ¿Agendamos una visita?",False,good,False,True,5860.0,False,False,False,False,[],False,False,293000.0,€,,,,flat,"Pacífico, Madrid",Estudio en calle General Velarde,1251V701,,,studio,,
