propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
105043514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/a2/fb/1316613584.webp,W-02VWL1,72,1550000.0,chalet,sale,1081.0,7,5,Navalagamella,Madrid,Navalagamella,es,40.4595483,-4.1163365,False,https://www.idealista.com/inmueble/105043514/,"Complejo Finca en Navalagamella Engel & Völkers, presenta esta fantástica propiedad de 10.000m2 de parcela aproximadamente que consta de cinco construcciones independientes. Accedemos a ella a través de un portón rústico que nos guía al edificio principal, donde encontramos un doble hall de bienvenida, dos amplísimos salones en diferentes alturas, despacho, zona de cocinas, cuartos de baño con cabinas individuales.  Todo ello cuidado al detalle y perfectamente acondicionado, con altos techos y numerosos ventanales que inundan de luz las estancias. Totalmente climatizada frio/calor, montacargas, luces de emergencia en todo el edificio  El complejo tiene instalación eléctrica y cuenta con el apoyo de un grupo electrógeno de 250 KVA lo que asegura la estabilidad eléctrica en cualquier condición a toda el complejo  Además cuenta con construcciones independientes de diferentes tamaños con un encantador toque rústico tanto en su interior como exteriormente. Casa 1 Casa con salón en dos alturas, cocina, dormitorio y cuarto de baño. Casa 2 Casa con habitación, baño completo y gran salón Casa 3 Casa con dormitorio y baño completo en suite Casa 4 Casa con un dormitorio, baño completo, y gran salón Casa 5 Sala o almacén  Todas las construcciones han sido actualizadas respetando el entorno y adaptándose al estilo rústico de la zona: paredes de piedra original, vigas de madera, suelos de barro... Cuenta la propiedad, además, con cuadras con cuatro amplios boxes y pista de monta  Toda la finca esta vallada con piedra Parking de capacidad para 60 coches Toda la propiedad está rodeada de cuidadísimos jardines y encantadores rincones dotados de una estudiada iluminación nocturna.  Pérgolas, fuentes, caminos, carpas hacen de este conjunto rural un lugar perfecto para reuniones y celebración de eventos, disfrutar de temporadas de descanso y relax, o bien vivir en un entorno idílico alejado del estrés de la ciudad pero muy cerca de ella. La FINCA ENCINASOLA dista un kilómetro escaso del municipio de Navalagamella, situado en la zona de la cuenca del río Guadarrama, a 50 km de la capital de la Comunidad Autónoma de Madrid, en dirección oeste. Pertenece a la zona de turismo de Madrid de la Sierra Oeste. El río Perales, afluente del Alberche, bordea el término municipal. A lo largo del río encontramos cinco antiguos molinos harineros y el puente medieval de El Pasadero. El pantano de Cerro Alarcón embalsa las aguas del río con un objetivo meramente recreativo.  En el entorno de la localidad encontramos encinares, enebros y fresnos, además de abundantes conejos y algunos zorros; pero también veremos una serie de fortines que recuerdan la dura batalla de Brunete de 1937. La iglesia de Nuestra Señora de la Estrella, comenzada en el siglo XV es su principal elemento arquitectónico. Son dignas de mención sus tres ermitas y su torre del Reloj de la plaza de España. También podemos contemplar dos vestigios señoriales del pueblo, los dos arcos, uno de medio punto y otro escarzano. Navalagamella cuenta con tres líneas de autobús, conectando con Madrid capital dos de ellas en el Intercambiador de Moncloa. Estas líneas son:  Línea 642: Madrid (Moncloa) - Colmenar del Arroyo  Línea 645: Madrid (Moncloa) - Robledo de Chavela - Cebreros  Línea 669A: San Lorenzo de El Escorial - Fresnedillas - Navalagamella  La finca también se encuentra muy cerca de los municipios de Quijorna, Villanueva de la Cañada, Valdemorillo o El Escorial.",False,good,False,1434.0,False,False,False,False,[],False,False,1550000.0,€,chalet,independantHouse,Navalagamella,Casa independiente,Destacado,,,,,,,,,,,,
107392017,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/67/06/1319111896.webp,W-02YGS9,43,1675000.0,chalet,sale,550.0,5,6,Zona Carretera del Plantío,Madrid,Majadahonda,es,40.4812471,-3.8619535,False,https://www.idealista.com/inmueble/107392017/,"Exclusiva vivienda unifamiliar Engel & Völkers presenta esta exclusiva vivienda unifamiliar con vistas al Monte de el Pilar, que cuenta con 5 dormitorios, 5 baños y un garaje con capacidad para hasta 4 vehículos en la planta semisótano. Esta propiedad destaca por su amplio jardín y una piscina privada con borde infinito, donde diseño, calidad y naturaleza se unen en perfecta armonía. La excelente orientación sureste de la vivienda ofrece impresionantes vistas del Monte del Pilar, el principal pulmón verde del municipio, garantizando una total privacidad para disfrutar del entorno. La distribución moderna y versátil de la casa proporciona confort en sus amplias estancias, todas diseñadas con grandes ventanales que favorecen la conexión entre el interior y el exterior, manteniendo una alta eficiencia energética. Ubicada en una exclusiva colonia de chalets, esta vivienda cuenta con un acceso seguro y privado, destinado únicamente a propietarios. Se encuentra en un enclave privilegiado, rodeada de parques, zonas verdes, instalaciones deportivas y colegios, en un entorno tranquilo y muy bien comunicado, tanto por transporte público con paradas de autobús, como por su fácil acceso a las principales carreteras como la A-6, Carretera del Plantío y M-515. La vivienda tiene una superficie construida que supera los 550 m², distribuidos en tres cómodas plantas: Planta Principal: Aquí se encuentran las estancias más importantes, incluyendo un salón amplio y comedor independiente, cocina, aseo de cortesía y un dormitorio con baño en suite. Todo esto suma más de 150 m², con vistas hacia el jardín y la piscina. Planta Alta: Con más de 140 m², esta planta alberga la Master Suite, que incluye un amplio vestidor y baño en suite, así como dos dormitorios más, también con baño en suite. Además, cuenta con un espacio versátil de gran tamaño, ideal para una sala de lectura, televisión, despacho o cualquier otra función que desees. Planta Semisótano: Esta planta, de más de 150 m², incluye el garaje con capacidad para 4 vehículos y una estancia polivalente con baño, que puede servir como dormitorio, sala de estar, cuarto de juegos o gimnasio, todo con luz natural y ventilación. La vivienda está equipada con un sistema de climatización mediante aerotermia domotizada. El suelo radiante/refrigerante y la red de conductos ocultos en los falsos techos mejoran tanto la estética como las posibilidades de amueblar los espacios. Enclave privilegiado, rodeada de parques, zonas verdes, instalaciones deportivas y colegios, en un entorno tranquilo y muy bien comunicado, tanto por transporte público con paradas de autobús, como por su fácil acceso a las principales carreteras como la A-6, Carretera del Plantío y M-515.",False,good,False,3045.0,False,False,False,False,[],False,False,1675000.0,€,chalet,semidetachedHouse,"Zona Carretera del Plantío, Majadahonda",Chalet pareado,Destacado,Zona Carretera del Plantío,True,True,,,,,,,,,
108115898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/66/ff/1334314989.webp,07df257a-8ec2-4188-a0fb-da4262145aec,42,380000.0,flat,sale,160.0,4,2,Barrio Canillejas,Madrid,Madrid,es,40.4433641,-3.6095629,False,https://www.idealista.com/inmueble/108115898/,"Huspy presenta esta excelente oportunidad de adquirir dos pisos completamente reformados, con una superficie total de 160 m², ubicados en pleno corazón del barrio de Canillejas, en el distrito de San Blas-Canillejas, Madrid. Ambos espacios han sido renovados con un diseño moderno y funcional. El primero de 59m², cuenta con dos habitaciones, un baño completo y cocina totalmente equipada, ideal para quienes buscan comodidad y estilo. El segundo de 70m² dispone también de dos habitaciones, un baño completo, un aseo adicional y zona de lavado, lo que lo convierte en una opción perfecta tanto para familias como para compartir entre amigos. Gracias a su reforma integral, estas viviendas están listas para entrar a vivir o ser alquiladas de inmediato, lo que las convierte en una opción muy atractiva como inversión inmobiliaria. Situados en una zona vibrante y consolidada, estos estudios se encuentran junto a un parque y a pocos minutos del centro comercial Plenilunio. Además, ofrecen excelente conexión con el resto de la ciudad gracias al fácil acceso a la M-40 y la A2, así como a una completa red de transporte público. No dejes pasar esta oportunidad de vivir o invertir en una de las zonas con mayor proyección de Madrid. ¡Contáctanos para más información o concertar una visita!",False,good,False,2375.0,False,False,False,False,[],False,False,380000.0,€,flat,,"Canillejas, Madrid",Piso,Destacado,San Blas,,,bj,True,Canillejas,False,,,,,
98733731,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/7a/47/1351434771.webp,W-02A5FX,39,1545000.0,chalet,sale,750.0,8,9,Villafranca del Castillo,Madrid,Villanueva de la Cañada,es,40.4679262,-3.9555451,False,https://www.idealista.com/inmueble/98733731/,"Elegante casa de estilo inglés en Villafranca Elegante casa distribuida en dos plantas: la principal 500m2 y planta baja 230m2. Construida en 1987 y reformada en 2010,con suelo radiante y entrega de proyecto para la instalación de aerotermia, la vivienda está en buen estado de conservación con necesidad de actualización. PLANTA PRINCIPAL: accedemos por un amplio hall con acceso al despacho, salón, aseo de cortesía, zona de servicio y dormitorios. El despacho con chimenea y librería de obra tiene un gran ventanal con salida al jardín y orientación Este. El magnífico salón, de unos 60m2, chimenea y ventanales con salida al jardín. Contiguo al salón está el comedor, prácticamente cuadrado y con grandes ventanales por los que se puede también salir al porche de la casa. La amplia zona de servicio está distribuida en cuarto de lavandería, cocina, office, comedor de diario y cuarto de servicio con cuarto de baño. Desde la zona de servicio tenemos acceso a un bonito apartamento con entrada independiente. Se distribuye en cuarto de estar, dormitorio, cocina completa y cuarto de baño (unos 60m2). En la parte izquierda de la casa hay tres amplios dormitorios cada uno de ellos con su baño en Suite. El dormitorio principal con zona de vestidor y estupendo cuarto de baño. PLANTA BAJA: apartamento completamente exterior y salida directa al jardín. Tiene dos amplios salones, dos dormitorios, vestidor, 2 cuartos de baño en Suite y dos trasteros. Parcela de 2.285m2 de esquina, en alto con vistas despejadas. La piscina es de 72m2 y de 12 metros de largo y está acompañada de zona de cenador, vestuario y baño.  Garaje de 90m2 para 3 coches y zona de parking para otros 7 coches. En la puerta de la casa parada Bus directo a Madrid. Aislamiento de cubierta recién hecho. Villafranca del Castillo es una de las urbanizaciones de lujo más bonitas de Madrid por sus amplias zonas verdes y viviendas unifamiliares. Tiene un parque en el centro de la urbanización de más de 2km de largo para dar agradables paseos y disfrutar de la naturaleza. Es una antigua finca de caza y se pueden hacer rutas por lo que es ahora el parque natural del río Guadarrama, que está protegido y no se pueden construir más viviendas. Cuenta con dos colegios, Zola y el colegio Internacional SEK El Castillo y la conocida universidad Camilo José Cela. En las mismas instalaciones de la universidad se puede disfrutar de un magnífico club privado con espectaculares instalaciones: piscina cubierta de 25 metros, gimnasio, sauna, pistas de tenis y pádel y escuela de equitación. El excelente Campo de Golf la Dehesa se encuentra en el municipio, y se tardan unos 15 minutos en llegar. A la misma distancia se encuentra la Universidad Alfonso X el Sabio, no lejos está también la Universidad Francisco de Vitoria en Majadahonda.  En la misma urbanización hay un centro comercial con todos los servicios: farmacia, supermercado, veterinario, restaurantes. Parroquia y Centro Cultural, Centro de salud de la seguridad social y centro médico privado. Esta urbanización está a escasos 10 minutos en coche de Majadahonda y Las Rozas y el centro comercial Gran Plaza 2. Buenas comunicaciones de autobuses a Madrid. Pasan dos autovías por los dos extremos por donde se accede a la urbanización: M-503 y M-509. Esto le da un atractivo especial para fluidez del tráfico. A 5 minutos se encuentra el Hospital Universitario Puerta de Hierro, uno de los más grandes y modernos de España.",True,good,False,2060.0,False,False,False,False,[],False,False,1545000.0,€,chalet,independantHouse,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente,Destacado,Villafranca del Castillo,True,True,,,,,,,,,
109066786,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/c1/96/1363390504.webp,AP0270,32,490000.0,flat,sale,61.0,1,1,calle de Echegaray,Madrid,Madrid,es,40.4161183,-3.6979925,False,https://www.idealista.com/inmueble/109066786/,"Este espectacular piso de 60 metros cuadrados construidos está ubicado en pleno corazón de Madrid, a pocos pasos de la emblemática Puerta del Sol y la animada Plaza Santa Ana. Situado en la cuarta planta de un edificio moderno con ascensor, construido en 2001, esta vivienda ofrece un ambiente acogedor y contemporáneo, ideal para quienes buscan vivir en una de las zonas más vibrantes de la ciudad. Con 56 metros cuadrados útiles, el apartamento cuenta con un amplio y luminoso salón-comedor que se integra perfectamente con la cocina abierta, creando un espacio ideal para disfrutar de reuniones con amigos o momentos de relax.  El dormitorio es espacioso y está equipado con armarios empotrados, proporcionando un excelente espacio de almacenamiento. El baño, amplio y bien distribuido, completa esta vivienda funcional y cómoda.  El piso dispone de calefacción eléctrica y aire acondicionado, garantizando el confort durante todas las estaciones del año. Además, se entrega completamente amueblado con mobiliario de calidad, listo para entrar a vivir sin preocupaciones. Su ubicación privilegiada permite disfrutar de todos los encantos del centro de Madrid: una amplia oferta gastronómica, cultural y de ocio, con excelentes conexiones de transporte público. No pierdas la oportunidad de vivir en uno de los lugares más icónicos de la ciudad. ¡Ven a visitarlo y enamórate de tu próximo hogar! [IW].",True,good,False,8033.0,True,False,False,False,[],False,False,490000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle de Echegaray,Destacado,Centro,,,4,True,Huertas-Cortes,True,,,,,
97689059,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/6c/14/1316524801.webp,W-02MYJH,69,2600000.0,chalet,sale,1386.0,9,13,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,es,40.5923253,-4.1465424,False,https://www.idealista.com/inmueble/97689059/,"Magnifica villa en San Lorenzo del Escorial ¡Descubre esta espectacular villa situada en una de las zonas más privilegiadas de San Lorenzo de El Escorial! Con una superficie construida de 1.386 metros cuadrados sobre una parcela de 3.122 metros, esta propiedad de tres plantas te invita a vivir rodeado de naturaleza, belleza y tranquilidad. Al entrar en la parcela, te recibe un amplio jardín consolidado con riego automático, que crea un entorno bucólico y lleno de vida. La planta principal alberga una luminosa entrada que da paso a un espacioso salón de 95 m², equipado con chimenea y grandes balcones que ofrecen vistas impresionantes a las cúpulas del Real Monasterio y a la Sierra de Madrid. Desde aquí, podrás disfrutar de vistas panorámicas mientras te relajas en un ambiente de confort y elegancia. La cocina, moderna y completamente amueblada con acabados de lujo, cuenta con un office ideal para el día a día. La planta superior acoge una magnífica biblioteca de 122 m², habitaciones en suite y un vestidor de 40 m², además de un ascensor que conecta las tres plantas enlazadas por una majestuosa escalera con paredes de mármol travertino dignas del lujo que caracteriza toda la propiedad. En la planta baja, de 412 m² y que podría ser una segunda vivienda totalmente independiente encontramos un segundo salón-comedor, una cocina moderna y totalmente equipada, acceso directo a la piscina climatizada, perfecta para disfrutar en cualquier estación. Completan esta joya cinco habitaciones en suite, amplios armarios empotrados y una zona de lavandería. Una propiedad que combina lujo, confort y vistas espectaculares en un entorno natural incomparable. La propiedad se encuentra ubicada muy próxima al casco urbano de San Lorenzo de El Escorial, a 5 minutos andando al Real Club de Golf de la Herrería. Localidad situada en el noroeste de la región, en la vertiente suroriental de la sierra de Guadarrama, al pie del monte Abantos y Las Machotas. Está ubicada muy próxima a todos los servicios necesarios, en una zona tranquila. Muy bien comunicada con la capital por medio de autobuses directos a Moncloa, el servicio de cercanías de RENFE y con salida a la autopista A-6. La localidad de San Lorenzo de El Escorial está situada a 45 Km del norte de Madrid, en un entorno serrano que tradicionalmente ha sido lugar de veraneo y cada vez más localidad de primera residencia, gracias a su buena comunicación y los servicios de los que dispone: colegios, supermercados, hospital, farmacias, centros deportivos, centro cultural, teatro.  Dentro de su término municipal se encuentran el Monasterio de El Escorial y el Valle de los Caídos. Los enclaves naturales El Parque Natural del Río Guadarrama, Parque Natural de Hoyo Manzanares, El Pardo, La Pedriza, Sierra de Guadarrama y Navacerrada destacan en los alrededores del pueblo.",False,good,False,1876.0,False,False,False,False,[],False,False,2600000.0,€,chalet,independantHouse,"Centro - Casco Histórico, San Lorenzo de El Escorial",Casa independiente,Destacado,Centro - Casco Histórico,True,True,,,,,,,,,
107724388,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/92/d1/1320926183.webp,W-02Z3EW,18,425000.0,flat,sale,93.0,2,1,Barrio Ventilla-Almenara,Madrid,Madrid,es,40.4683278,-3.6987679,False,https://www.idealista.com/inmueble/107724388/,"Moderno piso en Almenara Bienvenido a un este apartamento, refugio,en el corazón de Madrid, Engel & Völkers inmobiliaria de lujo comercializa esta vivienda en pleno barrio de Almenara. Al entrar, se despliega el salón con cocina integrada muy confortable y luminoso. La habitación principal de buen tamaño con lindas vistas, la segunda habitación puede utizarse para despacho o cuarto de niños. El piso dispone de 1 baño completo y armarios empotrados. Todos los espacios han sido muy bien aprovechados para disfutar de una vida tranquila y cómoda. Un lindo suelo de parquet aporta calidez.  El edificio de solo cuatro plantas comparte una terraza en la azotea, para tomar el sol en verano, con vistas espectaculares a las cuatro torres y a la variedad de pequeños edificios que rodean la calle, cuenta a su vez con un patio de desahogo para barbacoas. Se vende con muebles y electrodomésticos. Este apartamento es una rara oportunidad de vivir en un entorno que combina la historia y la modernidad en pleno Madrid, con ubicación estratégica. No deje pasar la oportunidad de hacer suyo este refugio confortable y funcional en una de las capitales más dinámicas del mundo. Almenara, en Tetuán, Madrid, es un barrio que susurra historias de transformación, es donde el viejo encanto de Madrid se encuentra con lo nuevo, creando un tapiz de riqueza cultural y renovación urbana. La zona ha experimentado una revitalización significativa, mezclando su arquitectura tradicional de baja altura con diseños más contemporáneos. Uno de los aspectos más notables es su proximidad a la emblemática Cuatro Torres Business Area, además, el Instituto de Empresa (IE), situado cerca de las torres, aporta un alumnado internacional. A 20 minutos andando se encuentra Caleido, la plataforma de vanguardia de la ciudad que aglutina las últimas experiencias en los sectores de la moda, el ocio, la gastronomía, la cultura y la innovación y que transforma e inspira la sociedad madrileña del futuro. El piso se ubica a pocos metros de la Estación Ventilla, y la Avenida Asturias, con sus mercados de domingo. En una calle tranquila con todas las posibilidades de conseguir una plaza donde parquear en minutos. Próximo al intercambiador de la Plaza de Castilla, y de la estación de tren de Chamartín, terminal de la mayoría de trenes de media y larga distancia hacia el norte de España, incluido el AVE; dotado de aparcamiento público y Zona SER 64.  Ofrece una amplia gama de farmacias, colegios, iglesias, polideportivos, hoteles, el Centro Cultural Eduardo Úrculo, el nuevo Centro Gastronómico de Madrid Norte, el Mercado San Leopoldo. Son de destacar los Hospitales Carlos III y el Universitario La Paz, las Torres KIO y los Juzgados de Plaza Castilla, y el Museo Centro de Exposiciones Arte Canal, los Parques Agustín Rodríguez Sahagún y la Ventilla.",True,good,False,4570.0,False,False,False,False,[],False,False,425000.0,€,flat,,"Ventilla-Almenara, Madrid",Piso,Destacado,Tetuán,,,1,True,Ventilla-Almenara,True,,,,,
104311322,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/2d/61/1216337605.webp,LAGASCA 142 - VENTA ,19,500000.0,flat,sale,66.0,1,1,calle de Lagasca,Madrid,Madrid,es,40.4389415,-3.6855753,False,https://www.idealista.com/inmueble/104311322/,"• 66 metros cuadrados catastrales: 61 de vivienda y 5 de zonas comunes • Completamente amueblado y equipado para entrada inmediata • 1 dormitorio • 1 cuarto de baño completo • 2 patios de uso privativo de la propiedad • Aire acondicionado tipo split • Edificio del año 1920 • IBI: 487,73€/año • Gastos de Comunidad: 100€/mes • Alquilado hasta el 8 de agosto por 1.495€/mes Esta tranquila vivienda interior de 1 dormitorio y 1 cuarto de baño está ubicada en el demandado Barrio de Salamanca. Concretamente, se sitúa entre las conocidas calles Velázquez y Claudio Coello.  La zona social, distribuida en un espacio abierto, la conforman el salón, que cuenta con un sofá-cama; una barra-comedor y la cocina. El dormitorio disfruta de gran espacio de almacenaje y acceso directo a uno de los patios. El cuarto de baño se encuentra separado, sirviendo posibles visitas, lo cual asegura la intimidad y privacidad del dormitorio.  Especial mención merecen los dos patios privados de los que dispone la propiedad, que contribuyen a su ambiente sereno y calmado.  Sin duda alguna, la ubicación del apartamento es inmejorable, al estar rodeado de una amplia oferta de comercios, restaurantes y bares, contar con un fácil acceso a calles estratégicas. En cuanto a conexiones de medios de transporte, posee numerosas líneas de autobús circundantes, así como las estaciones de metro cercanas Núñez de Balboa o Gregorio Marañón y el intercambiador de Avenida de América, lo cual facilitará el desplazamiento por el resto de la ciudad.",True,good,False,7576.0,True,False,False,False,[],False,False,500000.0,€,flat,,"Castellana, Madrid",Piso en calle de Lagasca,Destacado,Barrio de Salamanca,,,st,False,Castellana,False,,,,,
109027581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/e1/77/1362789040.webp,JO31,25,269000.0,flat,sale,96.0,3,1,avenida Carlos V s/n,Madrid,Móstoles,es,40.3163235,-3.8536346,True,https://www.idealista.com/inmueble/109027581/,"**Piso en Venta en Excelente Ubicación - Con ascensor** Descubre este encantador piso en la primera planta en esquina, que le aporta luminosidad y amplitud. Con 96 m² construidos y 86 m² útiles, este hogar cuenta con 3 habitaciones perfectas para adaptarse a tus necesidades. La amplia cocina equipada es ideal para los amantes de la gastronomía, y el práctico tendero cerrado añade un toque de funcionalidad. (Cocina alicatada de suelo al techo) La reforma integral de tuberías y electricidad (INCLUIDO EL TRAMO HASTA EL CUARTO DE CONTADORES Y BOLETIN NUEVO) garantiza que todo esté en perfecto estado.  El salón espacioso perfecto para disfrutar de momentos de relax. Baño amplio con mueble de dos senos y cuenta con un moderno plato de ducha.  Este inmueble, con calefacción central y suelo de tarima, paredes en liso puerta de la entrada blindada, es un lugar acogedor donde cada detalle ha sido cuidado. Las ventanas climalit oscilobatiente aseguran un buen aislamiento y confort. La comunidad tiene un coste de 135€, que incluye calefacción central (agua no incluida). Ubicado a tan solo 10 minutos del metro de Manuela Malasaña y muy cerca del Hospital Universitario Puerta del Sur, tendrás acceso fácil a servicios sanitarios y comerciales. No dejes pasar esta oportunidad; ¡este piso está listo para recibir a su nuevo propietario!",True,good,False,2802.0,True,False,False,False,[],False,False,269000.0,€,flat,,"Sur, Móstoles",Piso en avenida Carlos V s/n,Destacado,Sur,,,1,True,,True,,,,,
108878757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/77/5a/1357733515.webp,Morales,32,564900.0,chalet,sale,260.0,4,3,Colmenarejo,Madrid,Colmenarejo,es,40.5625859,-4.0215666,False,https://www.idealista.com/inmueble/108878757/,"Agencia inmobiliaria de GALAPAGAR-COLMENAREJO zona GALAPAGAR-COLMENAREJO Oficina HOGARES GALAPAGAR-COLMENAREJO: EN VENTA: ESPECTACULAR CASA EN LA MEJOR ZONA DE COLMENAREJO, cercano a zonas verdes, colegios, parada de autobús, etc… Te presentamos esta magnífica vivienda unifamiliar de 260 m² construidos, ubicada sobre una parcela de 500 m², ideal para quienes buscan confort, espacio y tranquilidad en un entorno natural privilegiado. El chalet cuenta con 4 amplias habitaciones, todas con excelente luminosidad natural, y 3 baños completos, uno de ellos en suite, que aportan comodidad y funcionalidad a toda la familia. La cocina, de generosas dimensiones, es perfecta tanto para el uso diario como para disfrutar en reuniones con familiares y amigos. El salón-comedor destaca por su amplitud y grandes ventanales, que llenan de luz cada rincón. Destaca también su bodega, un espacio adicional ideal para reuniones, almacenamiento o para acondicionarlo como sala de ocio. En el exterior, la vivienda ofrece un gran porche a la entrada, ideal para disfrutar de los atardeceres con vistas despejadas a la zona noroeste de la Sierra de Madrid. Además, dispone de plaza de garaje, caseta de almacenamiento para herramientas de jardín y un trastero situado bajo el porche. La parcela está perfectamente acondicionada con una zona solada y ajardinada, piscina privada, barbacoa y un acogedor espacio chill out, pensado para relajarse al aire libre. Disfruta de unas inmejorables vistas a la zona noroeste de la Sierra de Madrid, en un entorno tranquilo pero bien comunicado. Una oportunidad única para vivir rodeado de naturaleza, con todas las comodidades de un chalet moderno y espacioso. No dudes en ponerte en contacto con nosotros para poder ver la vivienda y ver condiciones de FINANCIACIÓN 100%. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,2173.0,True,True,False,False,[],False,False,564900.0,€,chalet,independantHouse,Colmenarejo,Casa independiente,Destacado,,True,True,,,,,,,,,
