propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
106539161,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/78/e3/1285979104.webp,1068,32,1545000.0,chalet,sale,547.0,5,6,paseo del Embajador,Madrid,Ciudalcampo,es,40.6172982,-3.6145883,False,https://www.idealista.com/inmueble/106539161/,"AMENA HOMES ofrece en venta este chalet único, de diseño contemporáneo, totalmente reformado hace nueve años, con 547m2 construidos sobre una parcela de 2.649m2. La propiedad se distingue por sus amplios espacios y su luminosidad en cada rincón, creando un ambiente acogedor y sofisticado. La vivienda nos recibe con un gran hall de entrada que nos invita a pasar hacia las distintas estancias. El salón principal, con techos de doble altura y múltiples ventanales orientados al sur, ofrece una increíble entrada de luz natural y vistas al jardín. Tambien con salida a porche de gran tamaño, jardin y piscina. El salon dispone de una moderna chimenea de gas con control remoto que separa el salón del área de comedor, aportando un toque de elegancia y comodidad. La cocina, amplia y funcional, con dos accesos desde el exterior, y con una habitacion y baño de servicio, o zona de lavanderia. En la misma planta principal también encontramos el dormitorio principal en suite, que dispone de dos vestidores y un baño completo de diseño, con salida al porche. Además, hay un dormitorio con baño en suite para invitados y un aseo de cortesía. La planta superior consta de dos dormitorios muy amplios, cada uno con su vestidor y baño en suite. Uno de ellos cuenta además con una acogedora chimenea. En el exterior, encontrarás una construcción independiente, ideal como casita de invitados o espacio adicional para un miembro de la familia, equipada con chimenea, aire acondicionado frío/calor, cocina abierta y baño completo. El jardín consolidado, rodeado de árboles maduros y cuidados, invita a relajarse y disfrutar de la naturaleza. Además, cuenta con un amplio porche de madera y una piscina para refrescarte en los días cálidos. Una casa excepcional para quienes buscan amplitud, tranquilidad y diseño en un entorno natural dentro de una urbanizacion exclusiva como Ciudalcampo. Ciudalcampo es un lugar para vivir en plena naturaleza sin renunciar a la seguridad y a los servicios de la ciudad. La urbanización de Ciudalcampo es una de las mejores zonas residenciales de Madrid. Y tiene un cómodo y rápido acceso en el Km 28 de la N-1. Próxima al aeropuerto de Madrid Barajas, IFEMA y a parque empresarial con múltiples empresas multinacionales.  La urbanización dispone de distintas dotaciones y servicios, como: Club deportivo RACE (Golf, Paddle, Tenis, Piscina, Gimnasio, Hípica, Fútbol), Colegio internacional SEK, Servicio regular de autobuses a Madrid e interno dentro de la propia urbanización, Oficina de correos y Centro Comercial Santo Domingo.  Dispone de un sistema de cámaras y vallado perimetral. Servicio de seguridad 24 horas con patrullas de vigilancia y control de barrera a la entrada.  Puedes disfrutar de 6,5Km de circuito físico para la práctica de deporte al aire libre y 41km de viales con tráfico limitado a la propia urbanización, ideales para los amantes de paseos en plena naturaleza.  Contactanos si deseas concertar una visita para esta casa. Te invitamos a entrar a nuestra pagina web para mas opciones de tu preferencia. En AMENA HOMES nos preocupamos por ayudarte a encontrar tu. futuro hogar!",False,good,False,2824.0,True,False,True,False,[],False,False,1545000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Embajador,,,,,,,,,
109185967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/78/74/1367682602.webp,80240edc-2906-415e-bc75-b8c7ad926139,33,240000.0,flat,sale,82.0,3,1,calle de Ribadesella,Madrid,Madrid,es,40.4293176,-3.629223,False,https://www.idealista.com/inmueble/109185967/,"HUSPY ofrece en exclusiva este tranquilo y acogedor piso situado en la primera planta( sin ascensor). Cuenta con un salón amplio y luminoso, 3 dormitorios y terraza, situado en el barrio de Simancas. Con cocina independiente y un baño completo, este hogar ofrece espacio y funcionalidad para familias en una de las zonas con mejor calidad de vida de la ciudad. Entorno y servicios: El barrio de Simancas forma parte del distrito de San Blas‑Canillejas. Es una zona residencial muy valorada por su ambiente tranquilo, su amplia oferta de comercios, supermercados, farmacias, bares y restaurantes, y porque es percibida como segura por sus vecinos. Educación: Cerca tienes varios centros educativos públicos: el Colegio República de Chile (C/ Castillo de Uclés, 28) para educación infantil y primaria, y el IES Barrio Simancas (C/ Zaratán, 6) que ofrece ESO, Bachillerato y FP, con un enfoque inclusivo y metodologías activas. Zonas verdes y cultura: El barrio dispone de parques y zonas verdes donde pasear y hacer deporte, además de contar con una biblioteca, centro cultural y espacios de actividad social. � Excelente comunicación en transporte público: •Metro García Noblejas (Línea 7) a tan solo 2 minutos andando. •Metro Simancas (Línea 7) a 7 minutos andando. •Metro San Blas (Línea 7) a 22 minutos andando. � Además, varias líneas de autobús pasan muy cerca de la vivienda: •Línea 70 con conexión directa a Plaza Castilla. •Líneas 38 y 48 con conexión directa a Manuel Becerra. Línea 109 (EMT): Enlace entre Plaza de Ciudad Lineal y la calle Castillo de Uclés en Simancas. Recorrido útil para desplazamientos locales dentro del barrio ￼. Líneas de EMT adicionales cerca: 28, 105, 153, 1 89, y la nocturna N5 ￼. Una ubicación estratégica que asegura una movilidad rápida y cómoda hacia distintos puntos clave de Madrid. Resumen atractivo: Gran oportunidad para familias o parejas que busquen un hogar funcional en una zona bien comunicada, con colegios cercanos, servicios de proximidad, zonas verdes y excelente acceso al transporte público.",True,renew,False,2927.0,True,True,False,False,[],False,False,240000.0,€,,,flat,,"Simancas, Madrid",Piso en calle de Ribadesella,1,True,San Blas,Simancas,False,,,,
108321151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/85/aa/1340625243.webp,,25,415000.0,flat,sale,115.0,4,2,"calle Nueva, 2",Madrid,Boadilla del Monte,es,40.406803,-3.8788135,True,https://www.idealista.com/inmueble/108321151/,"Agencia inmobiliaria en Boadilla del Monte INMOBILIARIA HOGARES BOADILLA DEL MONTE PRESENTA MAGNIFICO PISO DE CUATRO DORMITORIOS en el casco antiguo de Boadilla del Monte. La vivienda se distribuye en un recibidor desde donde accedemos a un amplio pasillo que da paso a todas las estancias de la vivienda. Cocina con tendedero, un luminoso salón con terraza, cuatro dormitorios y dos baños. La finca cuenta con ascensor. Se encuentra en un entrono inmejorable junto al Palacio del Infante Don Luis, cerca de todo tipo de comercios, colegios, medios de transporte y zonas verdes. ¡NO PERDAIS LA OPORTUNIDAD DE VENIR A VISITAR!",True,renew,False,3609.0,True,True,False,False,[],False,False,415000.0,€,,,flat,,"Casco Antiguo, Boadilla del Monte","Piso en calle Nueva, 2",3,True,Casco Antiguo,,True,430000.0,15000.0,3.0,
109191024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/2f/3e/1367436929.webp,c6e0da63-6a1b-4007-b363-05333e56928c,44,520000.0,flat,sale,99.0,3,2,calle de Embajadores,Madrid,Madrid,es,40.3911554,-3.6914814,False,https://www.idealista.com/inmueble/109191024/,"Luz, espacio y la posibilidad de crear el hogar que siempre soñaste en Arganzuela. Imagina un piso donde la luz natural es la gran protagonista y cada rincón está lleno de posibilidades. Con sus 99 m² construidos, esta vivienda ofrece la oportunidad de diseñar un hogar a tu medida: 3 dormitorios, 2 baños, un salón amplio y una cocina independiente. Originalmente contaba con una terraza unida al salón, y existe la opción de recuperarla. Hoy en día, disponer de un espacio exterior es un auténtico lujo y un valor añadido para disfrutar de momentos de desconexión sin salir de casa. La vivienda necesita reforma, pero esa es precisamente su mayor virtud: podrás personalizarla completamente y transformarla en el espacio que siempre has imaginado, manteniendo además la comodidad de contar con calefacción central y Gas Natural para agua caliente y cocina. La finca dispone de ascensor y está adaptada a personas con movilidad reducida, garantizando accesibilidad y confort. Y si hablamos de la ubicación, Arganzuela es sinónimo de calidad de vida. Este barrio, cada vez más demandado, combina lo mejor de Madrid: - La naturaleza de Madrid Río y el Parque Enrique Tierno Galván. - La vida cultural del Matadero y el Planetario. - El ambiente vibrante de la Plaza de Legazpi, con restaurantes, mercados y espacios de ocio. Un entorno dinámico, en constante crecimiento, con excelentes conexiones y servicios para vivir el día a día con todas las comodidades. Más que un piso, es una gran oportunidad para dar forma al hogar de tus sueños en una de las zonas con más vida y proyección de Madrid. ¿Lo vas a dejar escapar?",True,renew,False,5253.0,True,True,False,False,[],False,False,520000.0,€,,,flat,,"Legazpi, Madrid",Piso en calle de Embajadores,3,True,Arganzuela,Legazpi,True,,,,
105482015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/74/79/1253747173.webp,1725/936,65,865000.0,chalet,sale,230.0,5,3,Barrio Rejas,Madrid,Madrid,es,40.4468388,-3.5698017,False,https://www.idealista.com/inmueble/105482015/,"NO COBRAMOS HONORARIOS AL COMPRADOR. TRATO DIRECTO CON LA PROPIEDAD, TOTAL TRANSPARENCIA. IMPUESTOS Y GASTOS NO INCLUIDOS. ¡Descubre tu nuevo hogar en este impresionante chalet pareado! Situado en una parcela de 400 m², este inmueble combina comodidad y elegancia con un toque natural. Disfruta de un cerezo que no solo proporciona sombra, sino que también te regala deliciosas cerezas cada temporada. Además, cuenta con un invernadero perfecto para tu huerto urbano y zonas con jardineras que añaden un toque de verde a tu vida diaria. El suelo de la parcela está solado en gran parte, facilitando el mantenimiento y creando un espacio ideal para reuniones al aire libre bajo los 4 toldos que protegen del calor. Al entrar, serás recibido por un amplio recibidor que te lleva a un salón de más de 30m² con grandes ventanas que inundan el espacio de luz natural. El porche acristalado es el lugar perfecto para disfrutar de las vistas al jardín durante todo el año. La cocina es un sueño para cualquier chef, con espacio suficiente para una mesa grande y una despensa que conecta con el garaje doble y la zona de lavandería. En la planta baja también encontrarás un cuarto de baño con ducha y una habitación con armario empotrado. Subiendo a la primera planta, descubrirás 4 dormitorios dobles, todos con armarios empotrados y vestidos. El dormitorio principal es un refugio de lujo con vestidor y baño en suite. Los otros dormitorios comparten un cuarto de baño con doble lavabo y bañera, ideal para familias. Además, el sótano de unos 100m² con ventilación natural ofrece un espacio adicional para tus necesidades, ya sea como trastero, sala de juegos o gimnasio. Construido en 1999, este chalet de 230 m² construidos y 300 m² útiles se encuentra en excelente estado. Equipada con calefacción de gasoil, doble ventana, rejas de seguridad, suelos de cerámica, paredes lisas y puertas de madera barnizada, esta propiedad está lista para convertirse en tu nuevo hogar. No pierdas la oportunidad de vivir en este oasis urbano con orientación Este y plaza de garaje incluida.  ¡Contáctanos para más información y agenda tu visita hoy mismo!",True,good,False,3761.0,True,False,True,False,[],False,False,865000.0,€,True,True,chalet,semidetachedHouse,"Rejas, Madrid",Chalet pareado,,,San Blas,Rejas,,,,,
109171463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/0d/64/1366408704.webp,,19,115000.0,chalet,sale,138.0,3,3,"calle Fragua, 12",Madrid,Guadalix de la Sierra,es,40.7854462,-3.6927149,True,https://www.idealista.com/inmueble/109171463/,"**Casa Pareada en Venta en Guadalix de la Sierra ** ¡Descubre la oportunidad de construir la casa de tus sueños en el encantador Guadalix de la Sierra! Esta parcela urbana, ubicada en el corazón del pueblo, cuenta con licencias aprobadas para una edificación inmediata. Imagina un diseño moderno y funcional en una vivienda unifamiliar de 138 m² construidos, distribuidos en dos plantas, con 3 amplios dormitorios y 3 baños, perfectos para disfrutar de la comodidad y el espacio que mereces. La propiedad actual está incluida en el plan de obra autorizado para demolición, lo que significa que puedes comenzar tu proyecto sin esperas administrativas. Además, contarás con una plaza de garaje y un acogedor patio interior, ideal para relajarte o disfrutar de momentos al aire libre. La ubicación es inmejorable, en una zona tranquila y residencial, con todos los servicios a tu alcance y una excelente comunicación con Madrid. No dejes pasar esta ocasión única para evitar la tramitación de licencias y comenzar a construir directamente. Con una orientación perfecta y calefacción por bomba de frío/calor a gas natural, esta casa pareada será un hogar confortable y acogedor. ¡Contáctanos y da el primer paso hacia tu nuevo hogar!",False,renew,False,833.0,True,False,True,False,[],False,False,115000.0,€,True,True,chalet,semidetachedHouse,Guadalix de la Sierra,"Chalet pareado en calle Fragua, 12",,,,,,,,,
109218717,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/3e/2d/1367799148.webp,2040V,19,320000.0,flat,sale,85.0,3,1,CL URANO,Madrid,Madrid,es,40.4735298,-3.5817927,False,https://www.idealista.com/inmueble/109218717/,"** A&J Presenta este amplio piso, en el Encantador Casco Histórico de Barajas** Descubre este amplio piso de 85 m², situado en pleno corazón del casco histórico de Barajas. Cuenta con 3 dormitorios generosos, este hogar es perfecto para familias que buscan comodidad y espacio. El salón-comedor, luminoso y acogedor, cuenta con acceso a una terracita cerrada acristalada. La cocina es amplia y funcional, ofreciendo un sinfín de posibilidades para los amantes de la gastronomía. Además, el baño está equipado con un práctico plato de ducha. Al entrar, te recibirán un hall espacioso que invita a la creatividad y a la posibilidad de realizar una reforma a tu gusto. La calefacción de gas natural individual garantiza un ambiente cálido y acogedor durante los meses más fríos. La excelente iluminación natural que inunda cada rincón del piso crea un ambiente agradable y acogedor. Ubicado en una zona con gran vida, tendrás a tu disposición una variedad de restaurantes, tiendas y parques, así como fácil acceso al transporte público.  Este piso es una oportunidad única para vivir en un entorno lleno de historia y encanto. ¡No dejes pasar la oportunidad de visitarlo!",False,renew,False,3765.0,False,False,False,False,[],False,False,320000.0,€,,,flat,,"Casco Histórico de Barajas, Madrid",Piso en CL Urano,1,True,Barajas,Casco Histórico de Barajas,False,,,,
108827190,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/54/96/1356960215.webp,,50,1295000.0,flat,sale,188.0,4,2,"plaza Manuel Rodrigo, 1",Madrid,Madrid,es,40.4603534,-3.6320821,True,https://www.idealista.com/inmueble/108827190/,"Exclusiva vivienda de lujo en Plaza Manuel Rodrigo, Madrid Presentamos esta magnífica vivienda de alto standing ubicada en una de las urbanizaciones más exclusivas y modernas de Madrid, en Plaza Manuel Rodrigo. Construida en 2017, esta propiedad combina a la perfección diseño contemporáneo, eficiencia energética y tecnología avanzada, en un entorno residencial tranquilo, seguro y rodeado de zonas verdes. La vivienda cuenta con una superficie generosa y una distribución funcional que maximiza el confort y la luminosidad. Dispone de 4 amplios dormitorios y 2 baños completos, uno de ellos equipado con bañera, todos diseñados con materiales de alta calidad y acabados cuidados al detalle. La cocina independiente es uno de los grandes atractivos del inmueble: totalmente equipada con electrodomésticos premium de marcas reconocidas como Siemens y NEFF, ofrece un espacio moderno, cómodo y práctico para el día a día, ideal para los amantes de la gastronomía. En cuanto a climatización y eficiencia, la caldera es comunitaria y la vivienda incorpora suelo radiante y bomba de frío/calor en todas las estancias, garantizando una temperatura agradable durante todo el año. Además, cuenta con un sistema de domótica de última generación que permite controlar, la temperatura y otras funciones del hogar de forma remota o automatizada, proporcionando un plus de comodidad y eficiencia energética. Gracias a su excelente orientación y sus vistas totalmente despejadas, la vivienda recibe abundante luz natural durante todo el día, aportando una sensación de amplitud y bienestar en cada rincón. El inmueble se encuentra dentro de una urbanización privada con servicio de conserjería y zonas comunes de primer nivel, pensadas para disfrutar al máximo del tiempo libre sin salir de casa: -Piscina exterior -Gimnasio completamente equipado -Spa y zona de relax -Pistas de pádel -Áreas de juego infantil Amplias zonas verdes y de ocio, tanto exteriores como cubiertas La propiedad incluye tres plazas de garaje de gran tamaño, con acceso directo desde el ascensor, lo que proporciona máxima comodidad y seguridad para el día a día. Una oportunidad única para quienes buscan una vivienda exclusiva, con todas las comodidades, en una zona residencial de alto nivel, perfectamente comunicada con el centro de Madrid y rodeada de servicios, colegios, zonas comerciales y transporte público.",False,good,False,6888.0,True,False,True,False,[],False,False,1295000.0,€,True,True,flat,,"Conde Orgaz-Piovera, Madrid","Piso en plaza Manuel Rodrigo, 1",5,True,Hortaleza,Conde Orgaz-Piovera,True,,,,
108634388,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/39/7a/1350571097.webp,001398,23,170000.0,chalet,sale,116.0,3,1,calle Zaragoza,Madrid,Colmenar de Oreja,es,40.0820291,-3.4935917,False,https://www.idealista.com/inmueble/108634388/,"� Encanto de chalet con mucho espacio en Colmenar de Oreja ¿Buscas tranquilidad, naturaleza y un hogar acogedor? Esta preciosa casa de madera es perfecta para ti. Situada en una zona tranquila de Colmenar de Oreja, cuenta con un solar amplio que te ofrece infinitas posibilidades: jardín, huerto, piscina, zona de juegos, espacio para animales.. . ¡lo que imagines! Al entrar en la vivienda te recibe un salón muy soleado, ideal para relajarte en cualquier época del año, y que en invierno se convierte en un refugio cálido gracias a su acogedora chimenea. La cocina está completamente amueblada, lista para que empieces a disfrutarla desde el primer día. Dispone de 3 habitaciones con armarios empotrados, lo que aporta funcionalidad y espacio de almacenaje, y un baño con plato de ducha cómodo y práctico. � Si te gusta vivir rodeado de naturaleza, tener espacio para crear y desconectar del ritmo urbano, esta casa es una oportunidad única.",True,good,False,1466.0,True,False,True,False,[],False,False,170000.0,€,,,chalet,,Colmenar de Oreja,Chalet en calle Zaragoza,,,,,,,,,
108927989,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/d4/3e/1359207702.webp,C898,27,265000.0,chalet,sale,280.0,4,2,plaza de la Villa,Madrid,Rascafría,es,40.9044667,-3.8808559,False,https://www.idealista.com/inmueble/108927989/,"Casa histórica en el centro de Rascafría – 280 m² construidos, fachada rústica y muchas posibilidades En pleno centro urbano de Rascafría, junto al árbol más emblemático de la zona y a pocos metros del Ayuntamiento, se encuentra esta vivienda tradicional con gran presencia y personalidad. Se trata de una construcción de referencia en el municipio, reconocible por su fachada con recercados de ladrillo rústico, que se conserva en muy buen estado gracias a renovaciones recientes en la cubierta y el sistema de evacuación de aguas. El edificio se levanta sobre una parcela de 115 m² y cuenta con un total de 280 m² distribuidos en tres plantas: - Planta baja: vivienda de 98 m² + almacén o trastero de 16 m² ( salón, comedor, cocina, despensa y baño) - Planta primera: segunda vivienda de 98 m² + terraza de 16 m² ( 4 dormitorios, baño y sala de distribución) - Planta buhardilla: 98 m² con altura útil superior a 1,50 m La estructura está en perfecto estado de conservación, sin humedades ni daños visibles, y con muchas posibilidades de actualización o redistribución. Su uso puede ser tanto residencial como comercial o mixto, lo que la convierte en una opción excelente para desarrollar un proyecto de hostelería, alojamiento rural o vivienda con encanto. Ideal para quienes buscan una casa con carácter, en un entorno natural privilegiado y con todos los servicios del pueblo a mano. La propiedad se puede visitar cualquier día con cita previa. Ubicación destacada: Rascafría es la cabecera del Valle del Lozoya y uno de los municipios más extensos de la Comunidad de Madrid. Cuenta con buena comunicación por carretera y autobús, y acceso próximo a escuelas, centro de salud, comercios y restaurantes. Atractivos cercanos: Valdesquí, Valcotos, el Monasterio de El Paular, la Laguna de Peñalara o el Bosque de Finlandia… Y, por supuesto, el majestuoso Tejo de Barondillo, considerado el árbol más antiguo de Madrid, con más de 1.500 años de historia. Una joya viva en plena sierra, símbolo natural del entorno.",False,renew,False,946.0,False,False,True,False,[],False,False,265000.0,€,,,chalet,independantHouse,Rascafría,Casa independiente en plaza de la Villa,,,,,,,,,
