propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
109185631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/3d/9d/1366803477.webp,4664-3,12,595000.0,chalet,sale,200.0,4,3,calle Gregorio Ordóñez,Madrid,Algete,es,40.6128293,-3.5438703,False,https://www.idealista.com/inmueble/109185631/,"¡EXCLUSIVAS VIVIENDAS EN URBANIZACIÓN PRIVADA – RESIDENCIAL CAELUM! Tenemos el placer de presentar Residencial Caelum, una promoción única de cinco exclusivas viviendas de alto nivel, situadas en la prestigiosa urbanización Prado Norte (Algete). Con una cuidada distribución y una arquitectura moderna, estas viviendas han sido proyectada sobre una parcela privada de 380 m² en esquina, ofreciendo espacios amplios, funcionales y llenos de luz natural, con hasta cuatro dormitorios (dos de ellos en planta baja), pensadas para adaptarse a diferentes estilos de vida. Además, están diseñadas para poder vivir cómodamente en una sola planta, sin necesidad de subir y bajar escaleras si no se desea. Diseño, calidad y eficiencia energética Cada vivienda de Residencial Caelum está diseñada con una misma filosofía: máximo confort, tecnología avanzada y acabados premium. Entre sus características destacan: • Fachadas de estilo contemporáneo con aislamiento térmico y acústico de alta eficiencia. • Carpintería exterior con rotura de puente térmico y vidrios bajo emisivos con control solar. • Sistema de domótica inteligente, para gestionar iluminación, climatización, persianas y consumos. • Climatización por aerotermia con suelo radiante y refrescante, controlado mediante termostatos digitales individuales en cada estancia. Interiores con estilo • Pavimentos porcelánicos de alta resistencia y diseño actual. • Cocinas con encimera porcelánica, equipadas con muebles altos y bajos, vitrocerámica, horno y campana extractora. • Baños modernos con platos de ducha extraplanos, grifería monomando y sanitarios de porcelana vitrificada. • Puertas lacadas en blanco, armarios empotrados y acabados cuidados al detalle. Exteriores y zonas comunes para vivir al aire libre • Patios privados con acceso directo desde salón y cocina, ideales para disfrutar del exterior en privacidad. • Zona delantera de aparcamiento, acabada en hormigón impreso. • Espacios comunes con más de 200 m² ajardinados y una espectacular piscina comunitaria de 50 m² con solárium. Ubicación privilegiada Situado en la consolidada urbanización Prado Norte, dentro del término municipal de Algete, este enclave residencial ofrece tranquilidad, seguridad y excelentes conexiones: • Accesos directos a Madrid por la A-1 y M-50. • Amplia red de autobuses interurbanos. • A pocos minutos de La Moraleja, Las Tablas, Ciudad de Telefónica y BBVA “La Vela”. Imagina tu vida en Residencial Caelum (Puedes acompañar aquí una galería de imágenes con vistas de las viviendas, patios, piscina y entorno.) Un nuevo concepto de hogar, listo para ti Residencial Caelum combina calidad, diseño y ubicación para ofrecerte una oportunidad irrepetible. Diferentes tipologías, la misma excelencia. ¡Contáctanos ahora y descubre tu próxima vivienda!",False,good,False,2975.0,True,False,False,False,[],False,False,595000.0,€,True,True,chalet,terracedHouse,Algete,Chalet adosado en calle Gregorio Ordóñez,Destacado,,,,,,,,,,
108831650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/1f/98/1357895586.webp,e336dd02-e58e-4726-8463-9a24d01a84c0,40,320000.0,flat,sale,47.0,1,1,calle Colios,Madrid,Madrid,es,40.4526892,-3.6164229,False,https://www.idealista.com/inmueble/108831650/,"Descubre este encantador estudio de 47 m² en Palomas, Hortaleza, Madrid. Ideal para quienes buscan comodidad y funcionalidad, esta residencia ofrece un dormitorio acogedor y un baño moderno. La cocina equipada invita a preparar deliciosas comidas, mientras que los armarios empotrados proporcionan un espacio de almacenamiento eficiente. Disfruta de confort durante todo el año con aire acondicionado y calefacción central. El estudio está en buen estado, listo para entrar a vivir. Además, cuenta con un jardín privado, perfecto para relajarte al aire libre. El edificio ofrece una piscina compartida, ideal para refrescarse durante los días calurosos de verano. Ubicado en un barrio tranquilo y bien comunicado, este piso es una oportunidad única para quienes desean vivir en Madrid con todas las comodidades al alcance. ¡No dejes pasar esta oportunidad!",True,good,False,6809.0,True,True,False,False,[],False,False,320000.0,€,,,flat,,"Palomas, Madrid",Piso en calle Colios,Destacado,1,True,Hortaleza,Palomas,False,,,,,
108840142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/ac/67/1356648323.webp,Gallegos 2,22,160000.0,chalet,sale,127.0,3,1,Urbanizacion Umbria de los Gallegos,Madrid,Santa María de la Alameda,es,40.559449,-4.2607896,False,https://www.idealista.com/inmueble/108840142/,"INMOBILIARIA HOGARES San Lorenzo de El Escorial vende, en exclusiva, este agradable chalet independiente, ubicado en la tranquila zona de La Umbría de los Gallegos, en Santa María de la Alameda, cerca del sendero de las juntas. Situado en un entorno natural y en alza. Con magnificas vistas a las Juntas, lugar donde convergen el rio Cofio Y el rio Aceña. La vivienda de 127 m2 se asienta sobre una parcela con espacio exterior y cuenta con los siguientes elementos: 3 habitaciones, 1 baño completo, salón con chimenea y estufa ademas de cocina independiente con acceso propio a amplia terraza con vistas. Trastero anexo, perfecto como zona de almacenamiento. Aljibe de gran capacidad que garantizan el suministro y almacenamiento de agua, una ventaja clave en este tipo de viviendas rurales. Fosa séptica instalada de gran capacidad, lo que asegura el sistema de saneamiento necesario para una vivienda rural autosuficiente. La fontaneria de la vivienda se cambio en el 2019 al igual que la electricidad.  Su ubicación en una zona de escaso tránsito, pero bien comunicada, ya que tiene acceso a la M-505 a escasos metros de la puerta de acceso a la vivienda. Un chalet con enorme encanto rual, rodeado de paisajes naturales, ideal para disfrutar del campo, el senderismo y la vida al aire libre. HOGARES SAN LORENZO también ofrece financiación al 100% de su préstamo hipotecario, a través de nuestro departamento de intermediación financiera ""FINANHOGAR"", para hacer su compra aún más accesible. No dude en contactar para organizar una visita.   Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,1260.0,True,False,False,False,[],False,False,160000.0,€,,,chalet,independantHouse,Santa María de la Alameda,Casa independiente en Urbanizacion Umbria de los Gallegos,Destacado,,,,,,170000.0,10000.0,6.0,,
105703140,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/2b/a0/1261072758.webp,3248-24053,72,715000.0,chalet,sale,523.0,6,5,de las Acacias,Madrid,Guadarrama,es,40.6819335,-4.1030513,False,https://www.idealista.com/inmueble/105703140/,"¡Vive la vida que siempre soñaste en Guadarrama! Visite el virtual tour 360 en la pestaña debajo de la foto principal del anuncio. Descubre esta espectacular casa independiente ubicada en la zona más bonita y exclusiva de Guadarrama. Rodeada de pinares, zonas verdes y un parque, esta vivienda ofrece un entorno tranquilo y natural, ideal para disfrutar de una calidad de vida inigualable y unas preciosas vistas al levantarte. Todo un lujo para vivir, a 35 minutos de Madrid por la A6, y a menos de media hora del Puerto de Navacerrada y de Valdesquí. Próximo al Hospital de Guadarrama, casco urbano y Centro de Salud y con muchas actividades deportivas a las que apuntarte. Entorno Natural y Exclusivo: Situada en una colonia de chalés independientes de grandes dimensiones y parcelas amplias, esta casa se encuentra en un entorno privilegiado, muy próximo al casco urbano y cerca de la parada de autobuses. La vivienda, distribuida en tres plantas es muy acogedora, ofrece amplios espacios tanto interiores como exteriores. Cuenta con seis dormitorios, todos ellos con armarios empotrados vestidos, y cinco baños. Calefacción en toda la casa por gasóleo.  Medidas catastrales construidas: 523 m2 en parcela de 1.668m2. Medidas registrales de la vivienda: 360 m2 construidos en 1689 m2 de parcela. La primera planta; Entramos por un recibidor con armarios empotrados, cuenta con un gran salón distribuido en dos alturas, con un acogedor techo de madera y caset de chimenea. Ventanas de madera con doble cristal de climalit. Un dormitorio de servicio con baño. A la derecha de la entrada dispone de un aseo y de una enorme cocina con una gran despensa, lavadero independiente y salida a la zona de barbacoa y piscina. La segunda planta: consta de 4 amplias habitaciones con unas preciosas vistas. La habitación principal con baño en suite y un baño para compartir por los demás dormitorios. Toda la planta tiene suelos de madera, aportando calidez a la vivienda.  La planta inferior: dispone de un amplio trastero, un aseo, una habitación y una gran bodega con barra de bar de madera maciza y chimenea, ideal para reuniones y celebraciones. La bodega está decorada con azulejos sevillanos. Además, la casa cuenta con un garaje para dos vehículos, motos, bicicletas, etc. La parcela cuenta con árboles frutales, un pozo de agua para tener agua para el riego, piscina, etc, una piscina con un sistema de calentamiento del agua por tubería aprovechando el calor solar para templar. Además, dispone de un amplio y elegante espacio de entrada para vehículos, con dos accesos, uno por la calle Acacias y otro por la calle Antonio Machado, éste mediante una entrada con puerta automática ¡No pierdas la oportunidad de vivir en el hogar de tus sueños en Guadarrama! Contáctanos por teléfono para más información y para poder programar una visita. TRANSPORTES: desde Moncloa BUS con una buena frecuencia de paso. No cobramos honorarios profesionales a los compradores.",True,good,False,1367.0,True,False,True,False,[],False,False,715000.0,€,True,True,chalet,independantHouse,Guadarrama,Casa independiente en de las Acacias,Destacado,,,,,,,,,,
109169078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/10/3b/1366320235.webp,,60,988500.0,chalet,sale,527.0,5,4,calle de los Fresnos,Madrid,Móstoles,es,40.306894,-3.9327086,False,https://www.idealista.com/inmueble/109169078/,"**CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA Chalet Independiente en Parque Coímbra, Móstoles - ¡Tu nuevo hogar te espera! ** Descubre este espectacular chalet independiente en Parque Coímbra, una joya en Móstoles que combina lujo y comodidad. Con una parcela de 1.500 m², esta propiedad se encuentra en perfecto estado de conservación y es ideal para disfrutar de la vida en familia. La ubicación es inmejorable, cerca de comercios y colegios, con fácil acceso a la A5 y una parada de autobús a pocos pasos. Este impresionante chalet cuenta con un amplio hall en la planta baja que da paso a un salón luminoso con dos zonas diferenciadas, perfecto para relajarse o recibir visitas. La cocina, equipada con una gran isla, es un sueño para los amantes de la gastronomía, y tiene acceso directo al patio trasero, donde se encuentra un patio totalmente solado con fuente y plantas, ideal para disfrutar del aire libre. Además, la gran piscina exterior con jacuzzi promete momentos de diversión y relax. En la planta baja también hay dos habitaciones de buen tamaño y un baño completo. En la primera planta, se encuentran tres dormitorios, incluyendo una habitación principal con baño ensuite, vestidor y terraza privada. Los dos dormitorios juveniles cuentan con armarios empotrados y acceso a una terraza compartida. Un baño completo adicional completa esta planta. La planta subterránea es un verdadero lujo: ofrece otro salón, una sala para caldera, un aseo y lo mejor de todo, una piscina interior climatizada con sauna y gimnasio. Perfecto para mantenerte en forma sin salir de casa. El garaje tiene espacio para dos coches y el amplio porche trasero es ideal para disfrutar de barbacoas y reuniones familiares. Con todas las estancias equipadas con splits de aire acondicionado y calefacción por bomba de frío/calor, este chalet no solo es espacioso sino también cómodo durante todo el año. No pierdas la oportunidad de vivir en este maravilloso hogar que lo tiene todo. ¡Contáctanos para más información y ven a verlo!",False,good,False,1876.0,True,False,False,False,[],False,False,988500.0,€,True,True,chalet,independantHouse,"Coimbra - Guadarrama, Móstoles",Casa independiente en calle de los Fresnos,Destacado,,,Coimbra - Guadarrama,,,,,,,
102976367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/0d/a2/1173767714.webp,Bloque 3 1º B,49,2026500.0,flat,sale,227.0,4,4,"calle Ana Teresa, 1",Madrid,Madrid,es,40.460485,-3.7804196,True,https://www.idealista.com/obra-nueva/102976367/,"Inicio de obra en febrero de 2024 y fin de obra prevista en otoño de 2026. Próximo proyecto de Single Home, segunda fase, El Bosque de Aravaca II, ubicado en la calle Ana Teresa, número 1, Aravaca. Madrid. Promoción de 45 viviendas distribuidas en 8 bloques, de diferentes tipologías: apartamentos de 1 habitación con una superficie cerrada de desde 83m2, viviendas de 2 habitaciones +1 de servicio desde 138m2, 3+1 desde 180m2 y 4+1 desde 210m2. Disponemos de un bloque de viviendas de un 3+1 especial desde 295m2. Bajos con porches y jardín, primeros con porche y terraza y segundos con terrazas en planta y además una terraza diáfana superior con pérgola en ático. Parcela cerrada y vallada, con vigilancia de 24 h. con jardines y piscina privada, garajes y trasteros ubicada en frente del parque del Paseo de la Ermita de Aravaca. Está ubicada en el centro de una zona residencial del distrito Aravaca, salida 10 de la A-6. Accesible por la A-6, la M-40 y la estación de tren ""El Barrial-Centro Comercial Pozuelo”. Solicite una cita previa por teléfono o correo electrónico para visitar nuestra oficina de ventas de Madrid ubicada en la calle Pléyades, 6, Aravaca. Madrid.",False,,True,8927.0,True,False,False,False,[],False,False,2026500.0,€,True,True,flat,,"Aravaca, Madrid","Piso en calle Ana Teresa, 1",Destacado,1,True,Moncloa,Aravaca,True,,,,False,
108356121,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/e3/46/1344389072.webp,PR99559395,53,895000.0,flat,sale,140.0,4,2,paseo de la Virgen del Puerto,Madrid,Madrid,es,40.4099019,-3.7219005,False,https://www.idealista.com/inmueble/108356121/,"^**^FANTÁSTICO PISO REFORMADO DE 140 M² CON 4 DORMITORIOS Y 2 BAÑOS EN ARGANZUELA^**^ Presentamos esta espectacular vivienda de 140 m² situada en una finca con ascensor en una de las zonas más demandadas del distrito de Arganzuela, ideal tanto para familias como para quienes buscan amplitud, comodidad y una ubicación privilegiada en Madrid. La vivienda ha sido completamente reformada con materiales de alta calidad y está lista para entrar a vivir. Cuenta con cuatro amplios dormitorios y dos baños completos, equipados con sanitarios de la reconocida marca Roca. El salón, la cocina y el comedor se integran en un único espacio abierto de gran tamaño, de esquina y muy luminoso gracias a su excelente orientación y a sus grandes ventanales de alta eficiencia Kommerling, que aportan aislamiento térmico y acústico. La cocina está diseñada con un estilo moderno y funcional, equipada con encimeras de piedra natural y electrodomésticos Siemens de alta gama, pensada para el uso diario y para disfrutar en familia o con invitados. El suelo porcelánico de toda la vivienda garantiza durabilidad, elegancia y fácil mantenimiento. Dispone de aire acondicionado por conductos en todas las estancias, además de calefacción central, lo que asegura el máximo confort durante todo el año. La vivienda cuenta con un certificado de eficiencia energética tipo B, lo que garantiza un menor consumo y una mayor sostenibilidad. Además, existe la posibilidad de alquilar una plaza de garaje en la calle de al lado por tan solo 120 euros al mes, lo que añade un plus de comodidad para los residentes. Ubicación inmejorable en Arganzuela El piso se encuentra en el distrito de Arganzuela, una de las zonas residenciales más consolidadas, tranquilas y bien comunicadas de Madrid. A un paso del centro histórico, Arganzuela combina la cercanía a los puntos neurálgicos de la ciudad con un entorno residencial lleno de vida. Muy próxima a zonas emblemáticas como el Parque Madrid Río, Matadero Madrid o el Paseo de las Delicias, la zona cuenta con una excelente oferta de servicios: supermercados, centros de salud, colegios, guarderías, centros culturales, instalaciones deportivas y una gran variedad de comercios de proximidad. Las conexiones de transporte son excepcionales, con varias líneas de metro, autobuses y cercanías que permiten moverse cómodamente por toda la ciudad. Además, su cercanía a Atocha y el fácil acceso a la M-30 y otras vías principales hacen de esta ubicación un enclave estratégico tanto para vivir como para invertir. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.",True,good,False,6393.0,True,False,True,False,[],False,False,895000.0,€,True,False,flat,,"Imperial, Madrid",Piso en paseo de la Virgen del Puerto,Destacado,4,True,Arganzuela,Imperial,True,,,,,120.0
108174493,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/10/01/1336170845.webp,,32,4500000.0,chalet,sale,545.0,4,5,"calle Pleyades - Ana Teresa, 8",Madrid,Madrid,es,40.460145,-3.7838509,True,https://www.idealista.com/obra-nueva/108174493/,"Nuevo proyecto exclusivo de Single Home: La Reserva, donde se construirán 10 viviendas unifamiliares aisladas sobre parcelas individuales de 930m2 a 1.200m2, con piscina individual. Las viviendas están proyectadas por el arquitecto Rafael de la Hoz y con una magnífica ubicación en el centro de Aravaca, parcela M1, en la calle Pléyades, calle Ana Teresa y la calle Ardales, próxima al Hospital de la Zarzuela y la salida de la A6 en el km. 10. Cada una de las viviendas dispone de un paquete de opcionales valorado que se lo presentamos en la Oficina de Ventas junto a un dossier personalizado de cada una de las parcelas. ""Estos renders, video y planos no tienen valor contractual. Todo el mobiliario es meramente decorativo"". Viviendas exclusivas proyectadas por el prestigioso arquitecto Rafael de La-Hoz Castanys. Solicite una cita previa por teléfono o correo electrónico para visitar la vivienda piloto de la Reserva ubicada en nuestra oficina de ventas de Madrid, en la calle Pléyades, 6, Aravaca.",False,newdevelopment,True,8257.0,True,False,False,False,[],False,False,4500000.0,€,,,chalet,independantHouse,"Aravaca, Madrid","Casa independiente en calle Pleyades - Ana Teresa, 8",Destacado,,,Moncloa,Aravaca,,,,,False,
109187062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/70/05/1366852545.webp,4664-2,12,645000.0,chalet,sale,300.0,4,3,calle Gregorio Ordóñez,Madrid,Algete,es,40.6124575,-3.5395192,False,https://www.idealista.com/inmueble/109187062/,"¡EXCLUSIVAS VIVIENDAS EN URBANIZACIÓN PRIVADA – RESIDENCIAL CAELUM! Tenemos el placer de presentar Residencial Caelum, una promoción única de cinco exclusivas viviendas de alto nivel, situadas en la prestigiosa urbanización Prado Norte (Algete). Con una cuidada distribución y una arquitectura moderna, esta vivienda han sido proyectada sobre una parcela privada de hasta 412 m² en esquina, ofreciendo espacios amplios, funcionales y llena de luz natural, con cuatro dormitorios (tres de ellos en planta baja), pensada para adaptarse a diferentes estilos de vida. Además, está diseñada para poder vivir cómodamente en una sola planta, sin necesidad de subir y bajar escaleras si no se desea. La vivienda cuenta también con sótano privado, ideal para ampliar el espacio útil ya que cuenta con dos amplias estancias adicionales que podrás adaptarlo a tus necesidades: zona de juegos, trastero, gimnasio, sala de cine o almacenamiento adicional. Diseño, calidad y eficiencia energética Cada vivienda de Residencial Caelum está diseñada con una misma filosofía: máximo confort, tecnología avanzada y acabados premium. Entre sus características destacan: • Fachadas de estilo contemporáneo con aislamiento térmico y acústico de alta eficiencia. • Carpintería exterior con rotura de puente térmico y vidrios bajo emisivos con control solar. • Sistema de domótica inteligente, para gestionar iluminación, climatización, persianas y consumos. • Climatización por aerotermia con suelo radiante y refrescante, controlado mediante termostatos digitales individuales en cada estancia. Interiores con estilo • Pavimentos porcelánicos de alta resistencia y diseño actual. • Cocinas con encimera porcelánica, equipadas con muebles altos y bajos, vitrocerámica, horno y campana extractora. • Baños modernos con platos de ducha extraplanos, grifería monomando y sanitarios de porcelana vitrificada. • Puertas lacadas en blanco, armarios empotrados y acabados cuidados al detalle. Exteriores y zonas comunes para vivir al aire libre • Patios privados con acceso directo desde salón y cocina, ideales para disfrutar del exterior en privacidad. • Zona delantera de aparcamiento, acabada en hormigón impreso. • Espacios comunes con más de 200 m² ajardinados y una espectacular piscina comunitaria de 50 m² con solárium. Ubicación privilegiada Situado en la consolidada urbanización Prado Norte, dentro del término municipal de Algete, este enclave residencial ofrece tranquilidad, seguridad y excelentes conexiones: • Accesos directos a Madrid por la A-1 y M-50. • Amplia red de autobuses interurbanos. • A pocos minutos de La Moraleja, Las Tablas, Ciudad de Telefónica y BBVA “La Vela”. Imagina tu vida en Residencial Caelum (Puedes acompañar aquí una galería de imágenes con vistas de las viviendas, patios, piscina y entorno.) Un nuevo concepto de hogar, listo para ti Residencial Caelum combina calidad, diseño y ubicación para ofrecerte una oportunidad irrepetible. Diferentes tipologías, la misma excelencia. ¡Contáctanos ahora y descubre tu próxima vivienda!",False,good,False,2150.0,True,False,False,False,[],False,False,645000.0,€,True,True,chalet,terracedHouse,Algete,Chalet adosado en calle Gregorio Ordóñez,Destacado,,,,,,,,,,
109213421,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/32/f2/1367625733.webp,,15,187000.0,flat,sale,70.0,3,1,calle Río Manzanares,Madrid,Leganés,es,40.3353529,-3.7699741,False,https://www.idealista.com/inmueble/109213421/,"INMOBILIARIA EN SAN NICASIO - TECNOCASA ESTUDIO RÍO DUERO S. L ¡PLANTA BAJA, EN SAN NICASIO! Esta situado en muy buena zona, cerca de Metrosur San Nicasio, Renfe Leganés-Central, universidad Carlos III y centro de Leganés. El piso consta de entrada, salón, cocina, baño y 3 dormitorios. Está situado en muy buena zona siendo un piso muy luminiso, soleado con muy buena distribución con estancias muy amplias. Asesoramiento financiero sin compromiso, te ayudamos a conseguir las mejores condiciones con las entidades bancarias.",False,renew,False,2671.0,False,False,False,False,[],False,False,187000.0,€,,,flat,,"San Nicasio, Leganés",Piso en calle Río Manzanares,Destacado,bj,True,San Nicasio - Campo de Tiro - Solagua,San Nicasio,False,,,,,
