propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108966713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/ed/01/1363890223.webp,003.6393,28,59900.0,countryHouse,sale,155.0,5,1,calle Corrinche,Madrid,Ambite,es,40.3308037,-3.1833417,False,https://www.idealista.com/inmueble/108966713/,"Ferrari pone a la venta una encantadora casa de pueblo ubicada en el núcleo urbano de Ambite, una localidad del sureste de la Comunidad de Madrid, perteneciente a la comarca natural de La Alcarria. También forma parte de la madrileña comarca de Las Vegas. Distribuida en dos plantas, con una superficie construida total de 155 m² (51 m² en planta baja y 104 m² en planta alta), ubicada en una zona tranquila con vistas a la sierra. La vivienda cuenta con 5 dormitorios, ideal para grandes familias o para quienes buscan espacio adicional para despacho, sala de juegos o invitados. Dispone de 1 baño completo. Uno de los grandes atractivos de esta propiedad es su amplio terreno de aproximadamente 363 m², perfecto para disfrutar del aire libre, crear un jardín, huerto, instalar una piscina, un cenador o zona de barbacoa. Una casa con mucha personalidad, que aunque necesita reforma, conserva detalles originales como las vigas de madera. Ideal para quien quiera darle una nueva vida respetando su esencia, en un entorno tranquilo y con espacio exterior para disfrutar. Ideal también si buscas una propiedad para reformar, con carácter, con opciones de convertirlo en alojamiento turístico. Si quieres mas informacion no dudes en ponerte en contacto con nosotros, en nuestro numero de telefono o nuestra web.",False,renew,False,386.0,False,False,False,True,[],False,False,59900.0,€,countryHouse,casaDePueblo,Ambite,Casa de pueblo en calle Corrinche,,,,,,,,,,,
108249304,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/8e/fc/1142850638.webp,V-1712,61,629000.0,chalet,sale,319.0,5,3,calle San Antonio s/n,Madrid,Collado Villalba,es,40.616757,-4.0103633,True,https://www.idealista.com/inmueble/108249304/,"Luminoso y cómodo chalet independiente en una de las zonas mas tranquilas  de Parque De La Coruña  ( Collado Villalba), con una superficie de 320m2 sobre una superficie solar de 1.050m2, todo distribuido en 2 cómodas plantas. La planta principal consta de hall-recibidor con armario empotrado, amplio salón-comedor de aproximadamente unos 40m2 con salida directa a la terraza y chimenea de leña, gran cocina con office y equipada con electrodomésticos y salida directa al jardín, aseo de cortesía y habitación. La entreplanta superior consta de 4 dormitorios muy amplios y luminosos con armarios empotrados en cada uno de ellos, cuarto de baño completo y la suite principal con su baño completo. La vivienda cuenta con un garaje de gran capacidad para 3 coches y zona de almacenaje. El jardín de la vivienda es precioso, con gran extensión y unas impresionantes vistas hacia La Cañada y la Sierra de Guadarrama, donde los atardeceres son realmente mágicos. Calefacción y agua caliente sanitaria mediante Gas Natural con caldera totalmente nueva de condensación. La vivienda se encuentra en una situación privilegiada, rodeada de naturaleza y con unas vistas espectaculares despejadas hacia la Sierra de Guadarrama y El Escorial.",False,good,False,1972.0,False,False,False,True,[],False,False,629000.0,€,chalet,independantHouse,"Parque de la Coruña - Las Suertes, Collado Villalba",Casa independiente en calle San Antonio s/n,Parque de la Coruña - Las Suertes,True,True,,,,,,,,
108374437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/b8/4a/1342204835.webp,,25,450000.0,studio,sale,58.0,0,1,"calle de Roma, 21",Madrid,Madrid,es,40.4312134,-3.6649333,True,https://www.idealista.com/inmueble/108374437/,"OPORTUNIDAD! Magnifico piso moderno y funcional ubicado dentro de una finca construida en 2007, finca que cuenta con zonas ajardinadas, servicio exclusivo de portería todos los días de la semana, garaje dentro del edificio y trastero. Zona muy bien comunicada tanto por metro como por autobuses. Zona con todos los servicios tanto de primera necesidad como de ocio. Segunda planta. Nos encontramos al entrar con un amplio y acogedor salón dormitorio con cocina completamente integrada en el espacio, completamente equipada y baño. Dentro del salón tenemos la escalera semicircular privada que nos lleva a la estupenda terraza donde disfrutar de un oasis privado. Vivienda que cuetna con calefacción y aire por conductos  Vivienda que cuenta con plaza de garaje y trastero dentro del edificio,  MERECE LA PENA VISITARLO.",False,good,False,7759.0,True,False,False,False,[],False,False,450000.0,€,flat,studio,"Guindalera, Madrid","Estudio en calle de Roma, 21",Barrio de Salamanca,True,True,2,True,Guindalera,True,,,,
109147209,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/9d/11/1365679142.webp,,20,399000.0,flat,sale,117.0,2,1,calle de la República Eslovaca,Madrid,Madrid,es,40.4177698,-3.6142013,False,https://www.idealista.com/inmueble/109147209/,"ClickHaus vende piso en buen estado, luminoso, exterior con ascensor y garaje incluido muy cerca del centro comercial de Las Rosas. Se encuentra en una zona muy bien comunicada, teniendo fácil acceso a la m-40 y metro directo con el centro (linea 2), además disponemos de un centro comercial a escasos 5 minutos. Se trata de una segunda planta con ascensor en una de las zonas mas nuevas de la capital. La vivienda se distribuye en: - Amplio salón con terraza a jardín y gran ventanal - Dormitorio principal con armario empotrado - Dormitorio de invitados - Amplia cocina con acceso a terraza - Amplio hall - Baño completo - Garaje para coche grande incluido La finca a la que pertenece dispone de un amplio jardín ideal para niños.  Dispone de aire acondicionado y calefacción individual a gas natural. Para mas información no dude en contactarnos.",False,good,False,3410.0,True,False,False,False,[],False,False,399000.0,€,flat,,"Arcos, Madrid",Piso en calle de la República Eslovaca,San Blas,True,True,2,True,Arcos,True,,,,
107408881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/d6/c4/47067270.webp,,32,720000.0,flat,sale,130.0,4,1,"calle Luna, 16",Madrid,Madrid,es,40.4222682,-3.7059025,True,https://www.idealista.com/inmueble/107408881/,"Amplio piso en el centro de Madrid Se alquila espacioso piso exterior, con dos balcones a la calle, en pleno centro de Madrid. 4 habitaciones, 2 sin ventana, cocina independiente equipada con horno, vitrocerámica, campana, nevera y lavadora, la cocina incluye una pequeña despensa, la vivienda esta semi-amueblada, ideal familias, compartir u oficina. Muy bien comunicado, con la líneas 2,3 y 5 de metro, a menos de 5 minutos de Gran Vía zona Callo, con múltiples líneas de autobuses. Zona muy comercial, tiendas, restaurantes, ocio. La vivienda se vende con contrato de alquiler el vigor.",False,good,False,5538.0,True,False,False,False,[],False,False,720000.0,€,flat,,"Malasaña-Universidad, Madrid","Piso en calle Luna, 16",Centro,,,3,True,Malasaña-Universidad,False,,,,
108735032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/06/f1/1353597818.webp,050-25,16,198000.0,flat,sale,48.0,1,1,calle de Vicente Martín Arias,Madrid,Madrid,es,40.3952566,-3.7145719,False,https://www.idealista.com/inmueble/108735032/,"*VIVIENDA ALQUILADA HASTA 2029* ¡Descubre tu nuevo hogar en Madrid Río! Este encantador piso de 48 m² te ofrece la combinación perfecta de comodidad y estilo. Al entrar, te recibe un acogedor recibidor que te guía hacia un amplio salón comedor, ideal para disfrutar de momentos inolvidables. La cocina, completamente equipada, es perfecta para los amantes de la gastronomía.  El dormitorio, luminoso y tranquilo, garantiza un descanso reparador. Además, cuenta con un baño completo con plato de ducha, diseñado para tu comodidad. La calefacción por gas natural y el aire acondicionado aseguran un ambiente agradable durante todo el año. Situado en una segunda planta con orientación norte, este inmueble se encuentra en buen estado y listo para entrar a vivir. No dejes pasar esta oportunidad única en una de las zonas más solicitadas de Madrid. Recuerda que se requiere firma en la ficha de visita y los honorarios de intermediación son del 3% más IVA del precio de venta final. ¡Contáctanos y ven a verlo!",False,good,False,4125.0,True,False,False,False,[],False,False,198000.0,€,flat,,"Comillas, Madrid",Piso en calle de Vicente Martín Arias,Carabanchel,,,2,True,Comillas,False,,,,
108478590,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/d9/7f/1356833940.webp,DW-BAT-001-013,58,249900.0,flat,sale,52.0,1,1,CL MAR DE OMAN,Madrid,Madrid,es,40.474615,-3.6392837,False,https://www.idealista.com/inmueble/108478590/,"FONDGEST Asesores Inmobiliarios S. L. pone EN VENTA este amplio y soleado piso vacío de 1 Dormitorio en primera planta con ascensor ubicado en la popular barrio de Pinar del Rey, dentro del distrito de Hortaleza junto a la boca de Metro de San Lorenzo ( línea 4), en inmejorable ubicación y comunicación.  El inmueble necesita reforma y forma parte de un edificio de 3 alturas. Se distribuye en hall de entrada con pequeño armario empotrado en pasillo de acceso a la cocina independiente con tendedero cubierto propio, salón comedor separado de la cocina por puerta corredera de madera para poder aislarla mientras se cocina, baño completo con bañera y un dormitorio independiente con armario empotrado.  Se vende a cuerpo cierto, al día de impuestos, cargas y tributos y al 6% de ITP al ser segunda transmisión. Ubicado en barrio consolidado y rodeado de servicios de todo tipo, alimentación, farmacias, bancos, gimnasio, colegios, etc. y con muy buenas comunicaciones y transporte público. Solicite visita sin compromiso y le informaremos de más detalles y condiciones económicas.",True,renew,False,4806.0,True,False,False,False,[],False,False,249900.0,€,flat,,"Pinar del Rey, Madrid",Piso en CL Mar De Oman,Hortaleza,,,1,True,Pinar del Rey,True,,,,
109107691,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/4e/d5/1364569752.webp,,41,434900.0,chalet,sale,225.0,3,2,calle Joaquín Fernández Cuervo,Madrid,Torrejón de la Calzada,es,40.2012898,-3.7971807,False,https://www.idealista.com/inmueble/109107691/,"Alfa Inmobiliaria vende espectacular chalet pareado en Torrejón de la Calzada! Chalet amplio y luminoso en una de las mejores zonas del pueblo, con excelente comunicación a la A-42 y todos los servicios a mano: colegio, supermercados, farmacia y centro de salud. Según entras a la vivienda tenemos un recibidor bastante grande, a mano izquierda nos encontramos el baño que tenemos en planta, a la derecha accedemos al salón que tiene buenas dimensiones, y de frente tenemos la cocina amplia con mucha luz natural y tiene acceso al patio directamente. En la primera planta de la vivienda, nos vamos a encontrar 4 dormitorios, todos con buen tamaño también nos encontramos un cuarto de baño muy grande con ventana. La ultima planta cuenta con una buhardilla bastante grande y habilitada, tiene terraza.  El garaje es grande, capacidad para dos vehículos aproximadamente  En el exterior, un gran patio completamente solado, trasero y lateral con piscina privada cenador y zona de chill out. Una casa pensada para quienes buscan comodidad, espacio y calidad de vida. Si tienes alguna duda o consulta, llámanos estaremos encantados de atenderles. CON HASTA EL 100% DE FINANCIACIÓN, nuestros asesores financieros consiguen las mejores condiciones y la posibilidad de financiar hasta el 100% de la operación con los gastos incluidos. Pregúntenos por nuestro asesoramiento financiero GRATUITO Y SIN COMPROMISO. AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación. La totalidad del contenido que aparece tiene carácter meramente informativo y aproximado, no teniendo, en modo alguno, carácter contractual. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en las respectivas delegaciones territoriales gestoras del inmueble.",False,good,False,1933.0,True,False,False,False,[],False,False,434900.0,€,chalet,semidetachedHouse,Torrejón de la Calzada,Chalet pareado en calle Joaquín Fernández Cuervo,,True,True,,,,,,,,
109202562,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/5d/fd/1367356029.webp,,10,650000.0,flat,sale,85.0,2,2,calle de Segovia,Madrid,Madrid,es,40.4140913,-3.7189568,False,https://www.idealista.com/inmueble/109202562/,"**Piso en Venta en el Corazón de Madrid - Una Oportunidad Única** Descubre este espectacular piso de 85 m² en una de las zonas más exclusivas de Madrid, a pocos pasos de la majestuosa Catedral de la Almudena y el Palacio Real. Este inmueble, ubicado en la tercera planta de un edificio representativo, cuenta con un amplio dormitorio equipado con armarios empotrados de gran capacidad, ideal para maximizar el espacio y mantener todo en orden. La moderna cocina americana se conecta con un luminoso salón, creando un ambiente perfecto para disfrutar de momentos inolvidables.  Los suelos de tarima de madera y los acabados de alta calidad hacen que cada rincón de esta vivienda sea acogedor y elegante. Además, las ventanas de PVC con doble acristalamiento garantizan un excelente aislamiento térmico y acústico. Este piso no solo destaca por su interior, sino también por sus comodidades. Equipado con calefacción central, aire acondicionado con bomba de frío y calor, y un termo de alta resistencia para agua caliente, cada detalle ha sido pensado para ofrecer el máximo confort. La puerta de acceso blindada proporciona seguridad adicional,  La ubicación es inmejorable, con excelentes vías de comunicación como la M-30 y A-5, así como una conexión inigualable con el transporte público, incluyendo líneas de autobús y estaciones de metro cercanas. Además, el edificio cuenta con accesos adaptados para personas con movilidad reducida, asegurando que todos puedan disfrutar de este maravilloso hogar. No pierdas la oportunidad de vivir en este magnífico piso que combina estilo, confort y una ubicación privilegiada. ¡Contáctanos para más información y ven a verlo!",False,good,False,7647.0,False,False,False,False,[],False,False,650000.0,€,flat,,"Imperial, Madrid",Piso en calle de Segovia,Arganzuela,,,3,True,Imperial,True,,,,
107075884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/98/97/1302228283.webp,ZURBARÁN 9,20,995000.0,flat,sale,90.0,2,1,"calle de Zurbarán, 9",Madrid,Madrid,es,40.4297577,-3.6943795,True,https://www.idealista.com/inmueble/107075884/,"NO AGENCIAS- DIRECTAMENTE EL PROPIETARIO VENDE PISO EN CHAMBERI ALMAGRO.  Maravilloso piso de 90 m2 en el señorial barrio de Chamberí Almagro. Es una tercera planta con ascensor, piso reformado distribuido en hall de entrada, salón comedor, dos dormitorios y un baño. Armarios empotrados en los dormitorios. Cocina amueblada y con electrodomésticos. Calefacción central. Aire acondicionado. Elegante y singular finca del barrio de Chamberí, dispone de portero físico. Muy bien comunicado por metro (Alonso Martínez líneas 2,4, 5,10) y autobús (línea 7, 14,27, 40 etc). Plazas de garaje en la zona. Con todos los servicios al alcance de la mano. Visitas: ALFREDO LÓPEZ sesenta, sesenta, catorce, 234.",False,good,False,11056.0,True,False,False,False,[],False,False,995000.0,€,flat,,"Almagro, Madrid","Piso en calle de Zurbarán, 9",Chamberí,,,3,False,Almagro,True,,,,
