propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
102624775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/2c/cb/1161720195.webp,7009,22,440000.0,chalet,sale,312.0,3,4,La Alhóndiga,Madrid,Getafe,La Alhóndiga,es,40.3081127,-3.738016,False,https://www.idealista.com/inmueble/102624775/,"Oh! Key Servicios Inmobiliarios VENDE esta gran oportunidad de inversión en Getafe, zona de La Alhóndiga: CASA DE 2 PLANTAS, de 312 m2 con Local comercial y Vivienda en la planta 1ª. El Local en planta baja, tiene aprox. 160 m2 y está con licencia en vigor para hostelería. Distribuido en entrada al exterior, zona de barra, cocina, 2 aseos y comedor amplio para unas 10 mesas. La Vivienda, en 1ª Planta ofrece 3 dormitorios y cada una de ella con baño en suite. El recibidor cuenta con otro baño completo de cortesía muy práctico para esos días de reunión con familia y amigos, y un amplio salón (25 m2) con terraza abierta. La cocina también amplia, tiene salida a un pequeño patio abierto como tendedero.   Su ubicación estratégica es otra ventaja a tener en cuenta, a un paso de transporte público (Bus, MetroSur y RENFE Getafe Central )  para que puedas desplazarte con comodidad y rapidez dentro y fuera del municipio.   En Resumen, es una propiedad que ofrece infinitas posibilidades para adaptarse a diferentes proyectos, incluso desarrollar una pequeña promoción inmobiliaria ya que cuenta con la opción de levantar más plantas. Llama al y no pierdas la oportunidad de visitarla. Un asesor pondrá su experiencia a tu servicio para que encuentres la mejor forma de inversión. Ref. 7009  .",False,good,False,1410.0,True,False,False,False,[],False,False,440000.0,€,chalet,terracedHouse,"La Alhóndiga, Getafe",Chalet adosado,,,,,,,,,,
108310778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/75/6a/1340326890.webp,ATC6831,9,2450000.0,penthouse,sale,191.0,3,4,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4225404,-3.6801988,False,https://www.idealista.com/inmueble/108310778/,"Fortuny Madrid Real Estate ofrece en una de las zonas más representativas del barrio de Salamanca, este impresionante ático de 191 m² (superficie construida, terrazas incluidas) ofrece un estilo de vida sofisticado, con espacios amplios, luz natural y una distribución diseñada para el máximo confort. La vivienda cuenta con 3 dormitorios en suite, todos con baño privado y acabados de alta gama, lo que garantiza privacidad y comodidad para cada miembro del hogar. Se completa con un aseo de cortesía ideal para invitados, y una zona de lavandería independiente, perfectamente equipada y separada de la zona noble de la casa. El corazón de este ático es su espectacular zona de día, donde conviven el salón, comedor y cocina en un espacio abierto y luminoso, con acceso directo a las terrazas privadas, perfectas para disfrutar del aire libre, relajarse o recibir visitas. Reformado con calidades premium, este ático ofrece una combinación inmejorable de diseño contemporáneo, funcionalidad y ubicación privilegiada. Situado en una finca señorial del barrio de Goya, con excelentes comunicaciones, todos los servicios a pie de calle, y a pocos minutos del Parque del Retiro y de las mejores zonas comerciales y gastronómicas de Madrid. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,12827.0,False,False,False,False,[],False,False,2450000.0,€,flat,penthouse,"Goya, Madrid",Ático,8,True,Goya,True,,,,,,
108681836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/72/27/1351987026.webp,,24,3950000.0,chalet,sale,400.0,5,5,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5289048,-3.6130115,False,https://www.idealista.com/inmueble/108681836/,"COCOA Real Estate ofrece en EXCLUSIVA magnífica residencia de dos plantas ubicada en una  exclusiva urbanización privada con seguridad 24 horas, ideal para quienes buscan comodidad,  estilo y privacidad. Al ingresar, te recibe un amplio hall de entrada que conecta con un elegante salón principal de dos ambientes de concepto abierto, techos altos, iluminado por grandes ventanales con vistas al jardín. Tiene además un espectacular comedor independiente para 15 comensales. La cocina ofrece un espacio perfecto para el día a día y cuenta con gran cantidad de espacio para almacenaje y está totalmente equipada. Junto a la cocina se encuentra un dormitorio de servicio con baño privado, ideal para el personal doméstico o como cuarto de apoyo. En esta misma planta hay un aseo de invitados, práctico y accesible desde las zonas comunes. En la planta superior se ubican cuatro dormitorios principales, todos con excelente iluminación natural y armarios empotrados. El dormitorio principal destaca por su amplitud y privacidad, incluyendo un baño en suite. Los otros tres dormitorios comparten dos baños completos, para garantizar confort y funcionalidad. También hay un despacho abierto muy agradable. El exterior de la propiedad es igualmente impresionante: un jardín privado ajardinado, lleno de encanto y carácter. Con una distribución cuidada y una vegetación madura que aporta frescura y privacidad, este estacio ha sido diseñado para ofrecer tranquilidad y belleza. Tiene un porche cubierto, lugar perfecto para largas sobremesas, tardes de lectura... , desde aquí se disfruta de una vista privilegiada del resto del jardín. La piscina se integra de manera armoniosa en el entorno y es ideal para disfrutar y relajarse con amigos y familia.   La casa cuenta con un garaje cerrado con capacidad para dos coches, con acceso directo a la vivienda. Situada en una urbanización de alto nivel, la casa combina diseño contemporáneo, amplios espacios y todas las comodidades necesarias para una vida de calidad en un entorno seguro y tranquilo.",False,renew,False,9875.0,False,False,False,False,[],False,False,3950000.0,€,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente,,,,,4000000.0,50000.0,1.0,True,True,
105434223,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/ff/ed/1252061420.webp,00570,60,595000.0,countryHouse,sale,36000.0,4,2,Valverde de Alcala,Madrid,Valverde de Alcala,,es,40.4206266,-3.3017814,False,https://www.idealista.com/inmueble/105434223/,"Millenium Servicios Inmobiliarios presenta esta oportunidad para inversores y también amantes de la naturaleza, esta verdadera joya de finca rústica con mas de 3850 metros cuadrados, con posibilidad de dividir en parcelas de 500 metros muy próxima a Alcalá de Henares (20km) y a unos 50km del centro de Madrid.  Se trata de una finca rustica de casi 4 hectáreas, con una superficie urbanizable de 4.000 metros cuadrados aproximados,  En la parte urbanizable, encontramos un bonito chalet con mas de 200 metros útiles con tres plantas, distribuido de la siguiente manera.   Primera planta: Entrada al recibidor que distribuye a gran salón con terraza de 58 metros cuadrados con bonitas vistas al valle, dos dormitorios un baño y un aseo, cocina con salida a gran terraza y a la gran piscina.  Segunda planta: Dos dormitorios, un baño, cocina y cuarto trastero, todo abuhardillado con amplias ventanas.  En el sótano encontramos el garaje y el cuarto de caldera con calefacción de gasóleo, bodega y cuarto de almazara con subida a la cocina.  El resto de la finca, con 35.000 metros cuadrados tiene una casa de 70 m. cuadrados para restaurar, un cobertizo con palomar y mas de 250 olivos centenarios. La finca está rodeada de almendros. Dispone de agua del canal, luz y dos pozos, uno en función con bomba eléctrica y el otro fuera de servicio.  Llámenos para informase y concertar una visita.",False,renew,False,17.0,True,False,False,False,[],False,False,595000.0,€,countryHouse,countryHouse,Valverde de Alcala,Finca rústica,1,,,,,,,True,True,
106409219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/8a/74/1362146581.webp,CS-15035-0001,30,349000.0,flat,sale,163.0,3,2,calle Urquiola,Madrid,San Lorenzo de El Escorial,La Pizarra,es,40.620941,-4.1131322,False,https://www.idealista.com/inmueble/106409219/,"Dúplex en excelente estado ubicado en la urbanización La Pizarra, en el municipio San Lorenzo de El Escorial de la provincia de Madrid. Tiene una superficie de 159,54 m2 aproximadamente, distribuidos en dos plantas. Consta de salón-comedor, cocina, tres dormitorios y dos baños. Tiene anejos un trastero y plaza de garaje. El inmueble se encuentra perfectamente conservado en zona residencial tranquila. Posee variedad de servicios y comercios disponibles a 1 Km; tales como supermercados, colegios restauración, estación de autobuses, etc. Tiene buena accesibilidad a través de la M-600 y se sitúa a tan solo 45 minutos del centro de la ciudad de Madrid.",False,good,False,2141.0,True,False,False,False,[],False,False,349000.0,€,flat,,"La Pizarra, San Lorenzo de El Escorial",Piso en calle Urquiola,,,,True,,,,True,True,
109143170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/54/d6/1365586263.webp,,25,239900.0,flat,sale,124.0,3,1,calle el Charco,Madrid,Leganés,Centro,es,40.3307155,-3.7679924,False,https://www.idealista.com/inmueble/109143170/,"HOGAR IDEAL INMOBILIARIA vende excelente propiedad en pleno centro urbano de Leganés y a un paso de la estación Cercanías Renfe. El inmueble cuenta con una superficie de 124m2 construidos según datos catastrales y se distribuye de la siguiente manera:  Hall de entrada, cocina amueblada con tendedero, salón-comedor independiente con una bonita terraza, gran pasillo distribuidor, cuarto de baño completo y tres dormitorios.  Vivienda muy bien distribuida, suelos de tarima, puertas de madera macizas, ventanas de aluminio, cocina y baño en buen estado. Vivienda muy bien ubicada con todos los servicios a un paso (Hospital, centro de salud, farmacia, supermercados) y comunicada con autobuses, Cercanias Renfe y metrosur. Llame e infórmese!",False,good,False,1935.0,False,False,False,False,[],False,False,239900.0,€,flat,,"Casco Antiguo, Leganés",Piso en calle el Charco,4,True,Casco Antiguo,False,,,,,,
102399645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/0c/10/1154406897.webp,PTJ2245,8,1250000.0,flat,sale,130.0,3,3,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.4266491,-3.6996714,False,https://www.idealista.com/inmueble/102399645/,"Fortuny Real Estate ofrece espectacular piso de lujo ha sido recientemente reformado, combinando la elegancia clásica del edificio con un diseño interior moderno y de alta gama. Situado en el emblemático barrio de Justicia, este inmueble destaca tanto por su ubicación privilegiada como por sus exquisitas calidades. Al entrar, nos recibe un amplio y luminoso salón comedor de planta abierta, que se extiende a lo largo de grandes ventanales que permiten la entrada de abundante luz natural y ofrecen vistas despejadas del entorno urbano. El salón cuenta con una decoración sofisticada, donde los suelos de madera noble en espiga se mezclan armoniosamente con muebles de diseño contemporáneo. La cocina, integrada en el espacio del salón pero inteligentemente separada mediante una isla central, está equipada con electrodomésticos de alta gama de marcas como Miele y Bosch. Los armarios de la cocina, de un elegante acabado lacado en blanco mate, contrastan con la encimera de mármol de Carrara, ofreciendo una combinación perfecta de funcionalidad y estilo. El piso cuenta con tres espaciosas habitaciones, cada una con su propio baño en suite, lo que proporciona privacidad y comodidad a todos los ocupantes. Los baños han sido diseñados con un gusto exquisito, utilizando materiales de primera calidad como porcelánicos italianos y grifería de la marca Dornbracht. Los lavabos de diseño sobre encimera y las duchas a ras de suelo con mamparas de cristal templado aportan un toque moderno y lujoso. El dormitorio principal es una auténtica suite, con un vestidor independiente y un baño que se asemeja a un spa, equipado con una bañera exenta y una ducha efecto lluvia. Las otras dos habitaciones también son espaciosas y luminosas, con armarios empotrados de diseño y baños decorados con elegancia y funcionalidad. Los detalles técnicos del piso no se quedan atrás: dispone de sistema de climatización por conductos con control independiente en cada estancia, calefacción por suelo radiante y un sistema de domótica que permite controlar la iluminación, el sonido y la seguridad de la vivienda a través de una aplicación móvil. El edificio en el que se encuentra este magnífico piso es un clásico de principios del siglo XX, con una fachada señorial y un elegante portal de mármol. La comunidad ha sido rehabilitada respetando su valor histórico, añadiendo un moderno ascensor y zonas comunes de alto estándar. En resumen, este piso en el barrio de Justicia no solo ofrece un hogar de ensueño con tres habitaciones y tres baños, sino que también representa una obra maestra de la arquitectura y el diseño contemporáneo, combinado con las calidades más exclusivas del mercado. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,9615.0,False,False,False,False,[],False,False,1250000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,5,True,Chueca-Justicia,True,,,,,,
108745477,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/00/30/1353874886.webp,7325,34,298000.0,flat,sale,139.0,3,2,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,40.3319564,-3.7001381,False,https://www.idealista.com/inmueble/108745477/,"OH! KEY SERVICIOS INMOBILIARIOS VENDE Luminoso piso de 3 habitaciones con piscina, trastero y garaje en Villaverde Alto Te presentamos esta estupenda vivienda ubicada en una de las zonas con mayor proyección de Madrid, a dos pasos de la estación de tren de San Cristóbal Industrial, muy cerca del Colegio Alemán y en pleno auge con el proyecto de la Ciudad de la Música que busca atraer empresas alrededor de la zona del MadCool. El piso cuenta con tres amplios dormitorios, todos exteriores y muy luminosos, al igual que el salón, gracias a su orientación sur, que garantiza luz natural durante todo el día y un ambiente cálido y acogedor. Dispone de dos baños completos, uno de ellos en suite, ambos con ventana y excelente ventilación. La cocina es independiente y también cuenta con ventana al patio interior, ofreciendo comodidad y funcionalidad. Ubicado en una urbanización privada con piscina, cámaras de seguridad tanto en las zonas comunes como en el garaje, ideal para disfrutar de la tranquilidad y seguridad que buscas. Incluye plaza de garaje y trastero, para mayor comodidad y espacio de almacenamiento. Además, cuenta con preinstalación de aire acondicionado, a falta únicamente de instalar el split en el salón y en el dormitorio principal, así como la máquina exterior. Su localización es inmejorable: rodeado de todos los servicios, colegios, supermercados y excelentes comunicaciones con el centro de Madrid. Una zona en pleno desarrollo con gran potencial de revalorización. â Tres dormitorios exteriores, muy luminosos â Dos baños completos con ventana (uno en suite) â Salón y habitaciones con orientación sur â Cocina independiente con ventana â Piscina comunitaria y urbanización segura â Garaje y trastero incluidos â Aire acondicionado preinstalado â Excelente ubicación y proyección de futuro La vivienda está en proceso de descalificación y se venderá como renta libre. Contáctanos para concertar una visita y déjate enamorar. Tu nuevo hogar te espera.  REF: 7325.",False,good,False,2144.0,True,False,False,False,[],False,False,298000.0,€,flat,,"Villaverde Alto, Madrid",Piso,4,True,Villaverde Alto,True,,,,True,True,
108905271,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/5b/a0/1358502970.webp,NP2107251639,19,292000.0,flat,sale,80.0,3,1,calle de Ayllón,Madrid,Madrid,Latina,es,40.3985815,-3.7763954,False,https://www.idealista.com/inmueble/108905271/,"NEO Patrimonial ofrece bajo exterior y muy bien comunicado en Colonia Jardín, Barrio Campamento.  Bajo exterior con ascensor en proyecto de instalación ya aprobado. El inmueble consta de 80m² de superficie construida según catastro, de los cuales 76m² corresponden a la vivienda.  Dispone de salón y comedor con espacios diferenciados, cocina independiente, 3 habitaciones con armarios empotrados y 1 baño. Detalles de las calidades:  Carpintería exterior con doble acristalamiento tipo climalit, carpintería interior de madera de roble macizo y suelos de parquet de olivo, excepto en zonas de agua que son de gres. Agua caliente y calefacción por caldera de gas natural recientemente renovada. La finca cuenta con videoportero. Detalles de la zona y puntos de interés:  Ubicación privilegiada, en una zona residencial muy tranquila y bien comunicada: Metro Colonia Jardín (Línea 10 y metro ligero) a escasos minutos, con conexión directa a Plaza de España y Gran Vía en menos de 15 minutos. Diferentes líneas de autobús de línea regular y con parada cercana.  Zona consolidada con todos los servicios de primera necesidad al alcance: Colegios, Centros de Salud, Farmacias, Supermercados, Pequeño Comercio, Centro comerciales etc.  Un piso ideal para quienes buscan calidad de vida, excelente conexión con el centro de Madrid y el encanto de un barrio tranquilo con historia y servicios. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.",False,renew,False,3650.0,False,False,False,False,[],False,False,292000.0,€,flat,,"Campamento, Madrid",Piso en calle de Ayllón,bj,True,Campamento,False,,,,,,
107005810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/d8/0e/1300174607.webp,,21,456000.0,flat,sale,70.0,1,1,calle de la Princesa,Madrid,Madrid,Moncloa,es,40.4263656,-3.7116024,False,https://www.idealista.com/inmueble/107005810/,"MARCELI VENDE: Junto a Plaza de España, en Plaza de los Cubos, junto a los juzgados, vivienda de 1 dormitorio, salón, cocina amueblada y baño con plato de ducha, ahora mismo espacio de salón y dormitorio diáfano, con posibilidad de separar o hacerlo tipo loft. Zona rodeada de todos los servicios, en pleno centro de Madrid. Metro Plaza de España e innumerables autobuses, zona muy comercial. Calefacción y A/A centralizado, 8 ascensores en el edificio, Seguridad 24 horas. Ite Favorable hasta 2032, comunidad 233 €, Ibi 660 €. Inmobiliaria Marceli- Paseo Extremadura 123. 45 años vendiendo y alquilando inmuebles por todo Madrid.",False,good,False,6514.0,False,False,False,False,[],False,False,456000.0,€,flat,,"Argüelles, Madrid",Piso en calle de la Princesa,1,True,Argüelles,True,497000.0,41000.0,8.0,,,
