propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,externalReference,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
109012006,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/d1/25/1363659463.webp,28,4,329000.0,flat,sale,82.0,True,3,2,PZ SAN PEDRO Y SAN PABLO,Madrid,Coslada,Coslada Pueblo,es,40.4248171,-3.5662443,False,https://www.idealista.com/inmueble/109012006/,"¡Piso en venta en Coslada! Totalmente reformado y a estrenar La agencia inmobiliaria ESTUDIO PLAZA MAYOR-PINILLA S. L. - TECNOCASA COSLADA pone a la venta este magnífico piso de 82 m² construidos, ubicado en una zona consolidada de Coslada, con todos los servicios al alcance y excelentes conexiones de transporte. � Características destacadas: Proyecto realizado por Livienda S. L. , en colaboración con estudio de arquitectura Inmueble en reforma integral, con fecha de entrega prevista en diciembre de 2025 La finca dispone de ascensor y acceso para personas con movilidad reducida Suelo de tarima, ventanas Climalit oscilobatientes y pintura lisa Calidades modernas y funcionales � Distribución del inmueble: Recibidor Salón con salida a terraza Cocina con ventana, amueblada y equipada (horno, vitrocerámica y microondas) 3 dormitorios, uno con armario y baño en suite y otro con armario empotrado 2 baños, uno completo con plato de ducha y mampara y otro en suite. Terraza amplia con vistas al parque  Calefacción individual de gas natural ✨ Disponemos de otras viviendas ya reformadas y listas para visitar, donde podrá comprobar personalmente los acabados y materiales utilizados. � Ubicación privilegiada: rodeado de parques, colegios, centro de salud, supermercados, farmacias y todo tipo de servicios. Muy bien comunicado mediante transporte público. � Próximamente dispondremos de más fotografías del inmueble para que puedas conocer cada detalle. ¡Estate atento a las actualizaciones! � Además, nuestro departamento financiero KÍRON le ofrece asesoramiento gratuito y la posibilidad de conseguir financiación 100%. � ¡No dude en llamarnos para concertar una visita! Esta puede ser la oportunidad que estaba esperando para estrenar hogar en una de las mejores zonas de Coslada.",False,good,False,True,4012.0,True,False,False,False,[],False,False,329000.0,€,flat,"Coslada Pueblo, Coslada",Piso en Pz San Pedro y San Pablo,,,,,,,,,
108314513,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/27/5c/1340437265.webp,28,6,185000.0,flat,sale,66.0,True,3,1,avenida de los Andes,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,40.294723,-3.7848903,False,https://www.idealista.com/inmueble/108314513/,"OPORTUNIDAD EN MADRID, PISO DE TRES DORMITORIOS, CON TERRAZA ACRISTALADA Y MUY BIEN COMUNICADO. Oportunidad en Fuenlabrada: Piso de Tres Dormitorios con Terraza Acristalada y Excelente Comunicación. Descubre esta excelente oportunidad de vivienda en Fuenlabrada, ubicada en la zona de La Avanzada - La Cueva. Se trata de un piso de 66 m² con una distribución funcional, ideal para quienes buscan un hogar con grandes posibilidades de personalización. Características principales: Superficie: 66 m² construidos, con 60 m² útiles. Terraza: 7 m² acristalada, perfecta para disfrutar todo el año. Habitaciones: 3 dormitorios bien distribuidos. Baño: 1 baño completo. Estado: Para reformar, ofreciendo la posibilidad de diseñar el hogar a medida. Cocina: Espacio independiente con muebles instalados. Orientación: Sureste, lo que garantiza buena iluminación natural. Carpintería interior: Madera. Carpintería exterior: Aluminio. Suelo: Gres y parquet, ofreciendo una combinación de durabilidad y estética. Extras y comodidades: Este piso no solo destaca por su ubicación y posibilidades de reforma, sino también por una serie de extras que hacen la vida más cómoda y segura: Acceso PMR, facilitando el ingreso a personas con movilidad reducida. Armarios empotrados, ofreciendo gran espacio de almacenamiento. Ascensor, ideal para un acceso rápido y sin esfuerzo. Calefacción central, incluida en los gastos de comunidad. Jardín comunitario, para disfrutar de espacios verdes en el entorno. Puerta blindada, proporcionando mayor seguridad. Excelente luminosidad y suministro eléctrico adecuado. Ubicación y conexión inmejorables: Este piso cuenta con una de las mejores ubicaciones en Fuenlabrada, con accesibilidad a servicios, transporte y zonas de interés, tales como: Transporte público: Autobuses: líneas 2, 492, 493, N5 y N803. Metro: línea 12 (Parque de los Estados). Tren: línea C5 (La Serna), ubicado en la misma calle. Servicios cercanos: Centros comerciales y supermercados (Aldi en la misma calle). Centros médicos y hospitales (Hospital Universitario de Fuenlabrada). Educación: cerca de universidades (Universidad Rey Juan Carlos), colegios e institutos. Parques y zonas de esparcimiento. Gastos y accesos adicionales: Gastos de comunidad: 200 €/mes, incluyendo calefacción central y agua. Vías de acceso: Conexión rápida con M50, M507 y A42, lo que permite desplazamientos cómodos dentro y fuera de la ciudad. Este piso representa una oportunidad única para quienes buscan un hogar con excelente ubicación, amplias posibilidades de reforma y todas las comodidades necesarias. ¡Contáctanos para más información y ven a descubrirlo! Opportunity in Fuenlabrada: Three-Bedroom Apartment with Enclosed Terrace and Excellent Connectivity Discover this fantastic housing opportunity in Fuenlabrada, located in the La Avanzada - La Cueva area. This 66 m² apartment offers a functional layout, perfect for those seeking a home with great customization potential. Main Features Size: 66 m² built, 60 m² usable. Terrace: 7 m² enclosed, ideal for year-round enjoyment. Bedrooms: 3 well-distributed rooms. Bathroom: 1 full bathroom. Condition: Requires renovation, offering the chance to design the home to your taste. Kitchen: Independent space with installed cabinets. Orientation: Southeast, ensuring excellent natural lighting. Interior Carpentry: Wood. Exterior Carpentry: Aluminum. Flooring: Combination of ceramic and parquet, blending durability with aesthetics. Extras & Comfort This apartment stands out not only for its location and renovation possibilities but also for various extras that enhance comfort and security: PMR access, facilitating entry for people with reduced mobility. Built-in wardrobes, providing ample storage space. Elevator, for easy access. Central heating, included in community expenses. Community garden, offering pleasant green spaces. Armored door, ensuring g.",True,renew,False,True,2803.0,True,False,False,False,[],False,False,185000.0,€,flat,"La Avanzada - La Cueva, Fuenlabrada",Piso en avenida de los Andes,190000.0,5000.0,3.0,,,,,,
105197985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/69/ff/1244827345.webp,25,9,1700000.0,penthouse,sale,284.0,True,3,3,"paseo de la Dirección, 161",Madrid,Madrid,Tetuán,es,40.4679358,-3.7086742,True,https://www.idealista.com/inmueble/105197985/,"PRIVEE Homes presenta este exclusivo ático en el corazón de Madrid, donde el lujo se encuentra con la elegancia en cada detalle.  Este espectacular ático cuenta con unos 284 m² ofrece unas vistas incomparables al cielo de madrid, combinando la tranquilidad de la naturaleza con la vitalidad de la ciudad. Este inmueble cuenta ademas on una amplia terraza de 61m2 y vistas 360º a la ciudad de Madrid, ¡las mejores de la ciudad! El diseño de este ático es obra del afamado estudio de arquitectura Touza, lo que garantiza una calidad y estilo únicos.  Al entrar en la vivienda, encontramos un hall de entrada amplio que nos lleva a un salón luminoso y confortable con un amplio ventanal. La cocina está integrada en el salón, lo que permite una mayor luminosidad y amplitud en el espacio. La suite principal cuenta con baño en suite y 2 armarios empotrados, mientras que los otros 2 dormitorios dobles también tienen armarios empotrados. Además, hay 1 baño completo con bañera y lavabo sobre encimera y 1 baño de visita.  Ademas cuenta con 2 plazas de parking y trastero Este ático cuenta con un sistema de climatización por aerotermia, agua caliente individual por gas, paneles solares en cubierta, suelo radiante y una puerta de entrada blindada con cerradura de seguridad. Además, el edificio cuenta con vistas panorámicas únicas, 8 ascensores, 2 piscinas comunitarias (una en la azotea y otra en planta 0), gimnasio, spa, sauna, gastroteca, jardín comunitario, huerto urbano, conserjería 24 horas, videoportero de última generación, zona de coworking y salón de reuniones.  La ubicación de este ático es inmejorable, cerca del Paseo de la Castellana, IE, 4 Torres Business Área, Azca, estación de Chamartín y accesos a la M-30. Este inmueble es un icono de referencia de un modelo de barrio en crecimiento. Para más información y gestionar una visita puede ponerse en contacto con nosotros, estaremos encantados de poder atenderle.",True,good,False,True,5986.0,True,False,False,False,[],False,False,1700000.0,€,flat,"Valdeacederas, Madrid","Ático en paseo de la Dirección, 161",,,,PHSKY09,Valdeacederas,True,True,penthouse,
108123647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/f1/52/1334556307.webp,69,6,11900000.0,penthouse,sale,605.0,True,5,5,plaza del Marqués de Salamanca,Madrid,Madrid,Barrio de Salamanca,es,40.4298759,-3.6814988,False,https://www.idealista.com/inmueble/108123647/,"Maravilloso ático exterior con terraza y piscina privada, donde la luz y las vistas a Madrid son las protagonistas. La distribución está pensada al detalle. Cuenta con un amplio hall, por donde se accede a un magnífico salón y comedor independiente. Por otro lado, descubrimos cuatro dormitorios con cuarto de baño ensuite. Se diferencia la zona de servicio con una espaciosa cocina- office independiente, cuarto de plancha y dormitorio de servicio con su correspondiente cuarto de baño, creando de esta forma un área privada y recogida que dará servicio discreto a las zonas principales de la vivienda. Dispone de agradables terrazas, con piscina privada y solarium. Materiales nobles como suelo de pino, piedra natural y detalles como las molduras en las paredes aportan la calidez que hace de una vivienda un hogar. Incluye trastero y una plaza de garaje. Las zonas comunes incluyen un moderno gimnasio y piscina, completamente equipado con las mejores instalaciones para mantenerse en forma. Un wellness center para hacer que cualquier propietario disfrute sin salir de casa de momentos de relajación y cuidado. Servicio Concierge, aparcamiento privado con control de acceso restringido, acceso de servicio independiente y seguridad 24h.",True,good,False,True,19669.0,True,False,False,False,[],False,False,11900000.0,€,flat,"Castellana, Madrid",Ático en plaza del Marqués de Salamanca,,,,,Castellana,True,True,penthouse,
108358215,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/c0/f8/1355915058.webp,21,9,180000.0,flat,sale,66.0,True,2,1,calle Andrea Doria,Madrid,Alcalá de Henares,Juan de Austria,es,40.4830545,-3.3540104,False,https://www.idealista.com/inmueble/108358215/,"Vive la experiencia en Juan de Austria – Alcalá de Henares Imagina abrir las ventanas de tu noveno piso exterior y dejar que la luz natural inunde cada rincón. Desde arriba, la ciudad se ve distinta: más despejada, más tuya. Empiezas el día con la tranquilidad de saber que tienes todo lo que necesitas a pocos pasos de casa.  Tu barrio, tu vida Sales a caminar y en apenas unos minutos estás rodeado de jardines y zonas verdes donde respirar aire fresco. Si tienes niños, los colegios están a la vuelta de la esquina; si te apasiona la cultura, el Centro Cultural y la Biblioteca Cardenal Cisneros siempre ofrecen algo nuevo. Por las mañanas, puedes hacer la compra en los comercios de barrio o supermercados cercanos, y por las tardes disfrutar de un café en alguna de las terrazas de la zona. Vives en un barrio con vida, seguro y consolidado, donde cada detalle está pensado para hacerte la rutina más fácil.  Conexiones que te acercan a todo Moverse nunca será un problema: varias líneas de autobús conectan con el centro histórico y la estación de Cercanías en pocos minutos, y el acceso directo a la A-2 te abre la puerta a Madrid y alrededores. Estés donde estés, siempre vuelves rápido a casa.  El hogar que esperabas El piso tiene 66 m² bien distribuidos, con dos dormitorios y un baño, situado en un edificio con ascensor. Su mayor tesoro es la luz y las vistas despejadas de una novena planta, un privilegio difícil de encontrar. Ven a conocerlo y descubre por ti mismo lo que significa vivir en Juan de Austria. Llámanos hoy y agenda tu visita: tu nuevo hogar te está esperando en Calle Andrea Doria.",True,renew,False,True,2727.0,True,False,False,False,[],False,False,180000.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso en calle Andrea Doria,,,,,,,,,
106617640,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/02/af/1333930665.webp,42,,1190000.0,chalet,sale,351.0,,4,4,Barrio El Plantío,Madrid,Madrid,Moncloa,es,40.471243,-3.819268,False,https://www.idealista.com/inmueble/106617640/,"La vivienda se encuentra ubicada en una zona bien comunicada con transporte publico y estación de tren cerca, con fácil acceso a las autopistas A-6 y M-40.  Al chalet se accede por calle privada. A la entrada a la vivienda nos encontramos con un patio delantero y un amplio porche de orientación este forrado en madera noble. Planta principal consta de un recibidor, un gran salón -comedor, baño de cortesía y una amplia cocina. El salón tiene amplios ventanales donde se accede a un espacioso porche orientación oeste con jardín. La planta superior consta de 4 habitaciones, un dormitorio con baño incorporado, vestidor y despacho. Otro de los dormitorios con baño completo y armarios empotrados. Por último un dormitorio o sala de estar. La ultima planta es una amplia buhardilla con sala de estar y una terraza, un dormitorio con baño completo y amplios armarios. En la zona exterior hay 2/3 plazas de aparcamiento y un garage. La vivienda se encuentra bien conservada y con posibilidades de ampliación y redistribución.",False,good,False,,3390.0,True,False,False,False,[],False,False,1190000.0,€,chalet,"El Plantío, Madrid",Chalet adosado,,,,07,El Plantío,True,True,terracedHouse,
108836442,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/3d/f5/1356559881.webp,14,4,3059000.0,flat,sale,234.0,True,3,4,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4264748,-3.673634,False,https://www.idealista.com/inmueble/108836442/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta propiedad en esquina, totalmente exterior, con dos terrazas en pleno Barrio de Salamanca. La vivienda destaca por su doble orientación y una ubicación privilegiada. La distribución se organiza en torno a un salón con salida directa a la terraza, un comedor con cuatro huecos a fachada, y una cocina abierta parcialmente integrada, equipada con una gran isla central. Este área social dispone de un aseo de cortesía y cuarto de lavandería independiente. La zona de descanso alberga tres dormitorios, todos con baño en suite. Destacando dos de ellos con acceso a una zona abierta y su magnífica orientación sur.  La reforma ha sido integral, con acabados de calidad. La finca cuenta con portero físico.   Situado en pleno corazón del Barrio de Salamanca, rodeado de boutiques, restaurantes de referencia y perfectamente conectado, este piso representa una excelente opción tanto como residencia habitual como inversión en una de las zonas más exclusivas de Madrid.",False,good,False,True,13073.0,True,False,False,False,[],False,False,3059000.0,€,flat,"Goya, Madrid",Piso,,,,79635,Goya,,,,
109149551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/3c/9b/1365743044.webp,30,,599000.0,chalet,sale,311.0,,5,3,Villalbilla,Madrid,Villalbilla,,es,40.4460307,-3.3670418,False,https://www.idealista.com/inmueble/109149551/,"TECNOCASA VENDE FANTÁSTICO CHALET INDEPENDIENTE EN PEÑAS ALBAS – VILLALBILLA  ¡Vive en una de las zonas más exclusivas y tranquilas de Villalbilla! Descubre este magnífico chalet independiente con parcela de 497 m², jardín privado y piscina propia.  DISTRIBUCIÓN DE LA VIVIENDA: · Planta principal: Amplio y luminoso salón Cocina equipada con barra americana Una habitación Un baño completo   · Primera planta: Cuatro dormitorios, tres con armarios empotrados Un baño completo con bañera Dormitorio principal en suite con baño privado, bañera de hidromasaje y lavabo doble, terraza privada. · Sótano: Garaje muy amplio. Estancia adicional ideal como bodega, trastero o zona de ocio · EXTERIORES: Jardín consolidado con porche delantero y trasero Pérgola de obra. Piscina privada La vivienda se encuentra en Peñas Albas una de las urbanizaciones más completas y seguras de la zona. Este entorno residencial cerrado cuenta con doble acceso con seguridad 24h, cámaras de vigilancia y rondas de seguridad permanentes. La urbanización dispone de: · Pequeño centro comercial · Residencia de mayores · Ayuntamiento y oficina de correos · Bar y paradas de autobús · Guardería y colegio de primaria · Amplias zonas verdes y parques infantiles Además, en las inmediaciones encontrarás todo lo necesario para tu día a día: · Supermercados (Mercadona, Lidl, Ahorra Más) · Restauración (Burger King, Telepizza, churrería, cafeterías y bares) · Centro de pilates y otros servicios Ubicación inmejorable: a solo 5 minutos de Alcalá de Henares y de la autovía A-2, con excelente conexión con Madrid. NO DUDES EN CONTACTAR CON NOSOTROS PARA MAS INFORMACIÓN. CONSULTA CON NUESTRO DEPARTAMENTO FINANCIERO LAS MEJORES OPCIONES PARA TU HIPOTECA.",True,good,False,,1926.0,True,True,False,False,[],False,False,599000.0,€,chalet,Villalbilla,Casa independiente,,,,,,,,independantHouse,
108776434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/1c/2b/1354799500.webp,11,1,780000.0,flat,sale,53.0,False,2,2,"calle de Núñez de Balboa, 22",Madrid,Madrid,Barrio de Salamanca,es,40.4239998,-3.6827759,True,https://www.idealista.com/inmueble/108776434/,"PROPERTY PLUS VENDE Precioso Inmueble de 2 dormitorios con 2 baños en suite, totalmente amueblado y equipado en la MEJOR ZONA DEL BARRIO SALAMANCA. EXTRAORDINARIA OPORTUNIDAD DE INVERSION!  Finca representativa semiesquina con Calle Jorge Juan!  Piso 1º, distribuido en Salón comedor con preciosa cocina abierta totalmente amueblada y equipada con electrodomésticos ( lavadora-secadora, horno, lavavajillas, micro... ). Dormitorio 1 con cama matrimonio, armario empotrado vestido y Baño en suite. Domritorio 2 con cama matrimonio, armario empotrado vestido y Baño en suite. Aire acondicionado en Toda la vivienda!  Inmejorable Ocasión de inmueble en la mejor zona del Barrio Salamanca junto al Parque del retiro y la mejor zona de comercios y servicios de todo Madrid! Contacte con nosotros los 7 días de la semana sin compromiso para ampliar la información!",True,good,False,True,14717.0,True,False,False,False,[],False,False,780000.0,€,flat,"Recoletos, Madrid","Piso en calle de Núñez de Balboa, 22",,,,NB22 01 DA,Recoletos,,,,
108982705,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/79/b6/1367350149.webp,39,bj,620000.0,flat,sale,75.0,True,3,1,calle de Andrés Mellado,Madrid,Madrid,Chamberí,es,40.4370676,-3.7150261,False,https://www.idealista.com/inmueble/108982705/,"  Descubre este encantador piso en planta baja, situado en una de las calles más emblemáticas y demandadas de Chamberí. Una vivienda que combina amplitud, luz natural y una ubicación inmejorable. Características que te enamorarán: 3 dormitorios de buen tamaño, perfectos para familia o despacho Salón espacioso con luz natural durante todo el día Cocina independiente con múltiples posibilidades de reforma Baño completo Altura de techos que aporta mayor amplitud Excelente orientación que garantiza luminosidad incluso en planta baja Ubicación privilegiada: En pleno corazón de Chamberí, la calle Andrés Mellado ofrece todos los servicios al alcance de tu mano: supermercados, comercios de barrio, restaurantes, centros de salud y zonas de ocio. Conectado con varias líneas de metro y autobús, y fácil acceso a las principales vías de Madrid. Ideal para vivir o invertir Una opción perfecta para quien busque una vivienda lista para habitar o un proyecto de reforma con gran potencial de revalorización. Alta rentabilidad en alquiler debido a la fuerte demanda en la zona. No dejes pasar esta oportunidad única en uno de los barrios más cotizados de Madrid. Llámanos hoy mismo y agenda tu visita.",False,good,False,True,8267.0,True,True,False,False,[],False,False,620000.0,€,flat,"Gaztambide, Madrid",Piso en calle de Andrés Mellado,,,,562790,Gaztambide,,,,
