propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.parkingSpacePrice
108783799,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/a2/fd/1355008196.webp,LCM37804,68,1,850000.0,flat,sale,134.0,True,4,2,ronda de Valencia,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.405507,-3.698972,False,https://www.idealista.com/inmueble/108783799/,"Piso Reformado con Estilo y Garaje en Ronda de Valencia - Embajadores La Casa Agency presenta esta espectacular vivienda de 134 m², totalmente reformada con materiales de alta calidad y un diseño moderno, situada en Ronda de Valencia, en pleno Barrio de Embajadores, una de las zonas más vibrantes y mejor conectadas de Madrid. Ubicado en una primera planta con ascensor en una finca con ITE favorable, esta propiedad se encuentra en un edificio que ofrece piscina y zonas comunes, perfectas para el descanso y el disfrute. Distribución: •Amplio salón exterior con gran ventanal, luminoso y decorado con gusto exquisito. •Cocina americana totalmente equipada, con acceso directo a balcón exterior. •4 dormitorios amplios con armarios empotrados. El dormitorio principal cuenta con un baño en suite. •2 baños completos en total. •Suelos de tarima de alta calidad, que aportan calidez y elegancia a toda la vivienda. Incluye plaza de garaje y trastero, lo que añade comodidad y espacio adicional de almacenamiento. Ubicación Inmejorable: En pleno corazón del Barrio de Embajadores, rodeado de cultura, gastronomía y una excelente oferta de servicios. Conectado por: •Renfe Cercanías •Metro (Embajadores, Lavapiés, Acacias) •Amplia red de autobuses Ideal tanto para entrar a vivir sin necesidad de reformas, como para inversores que valoran calidad, estilo y ubicación. ? ¡Contáctanos hoy mismo y agenda tu visita! LA CASA AGENCY.",True,good,False,True,6343.0,False,True,False,False,[],False,False,850000.0,€,895000.0,45000.0,5.0,True,True,flat,"Palos de la Frontera, Madrid",Piso en ronda de Valencia,Destacado,,
93596908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/84/83/866734414.webp,VELARDE 16,15,4,250000.0,penthouse,sale,24.0,True,1,1,"Velarde, 16",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4268459,-3.7028034,True,https://www.idealista.com/inmueble/93596908/,"Soñar Contigo presenta en exclusiva esta coqueta buhardilla en en pleno corazón de Malasaña, el epicentro de la modernidad Madrileña. Ubicado en la mítica calle Velarde, por la que pasaron (y aún pasan) todos los grandes protagonistas de la movida madrileña, esta práctica buhardilla se encuentra en una finca emblemática y tranquila a pesar de estar enclavada en una de las áreas mas vibrantes y animadas del barrio de Malasaña. Está a distancia de paseo tanto de la Plaza del dos de Mayo, como de la plaza de Tribunal y el recientemente reformado Mercado de Barceló, lleno de excelentes opciones gourmet y actividades culturales y de ocio. La buhardilla, luminosa y con el bello entramado de vigas de madera tradicional tratadas, pintadas en blanco y a la vista, actualmente está distribuida de la siguiente manera: - Un salón que es el eje central de la vivienda. - Un dormitorio exterior que da a la calle Velarde, muy luminoso. - Una cocina americana - Un baño con plato de ducha.  Ideal tanto para quienes quieren un apartamento perfectamente ubicado en uno de los ejes culturales y de tendencias mas importantes de europa, como para inversores interesados en posicionarse en una de las áreas mas demandadas de la capital, tanto por clientes nacionales como por turistas. Actualmente la vivienda se encuentra alquilada con una renta de 1.200€ y en nuestra experiencia es un inmueble que puede ofrecer una buena rentabilidad.",True,good,False,False,10417.0,False,False,False,False,[],False,False,250000.0,€,,,,,,flat,"Malasaña-Universidad, Madrid","Ático en Velarde, 16",Destacado,penthouse,
109096946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/50/c0/1364269646.webp,,37,,525000.0,chalet,sale,329.0,,5,3,Villalbilla,Madrid,Villalbilla,,es,,40.4498964,-3.3702937,False,https://www.idealista.com/inmueble/109096946/,"Magnífico chalet pareado en Villalbilla, con una superficie construida de 329 m² sobre parcela de 529 m², distribuido en tres plantas que ofrecen amplitud, comodidad y múltiples posibilidades para toda la familia. Ubicado en una urbanización privada con garita de seguridad y vigilancia 24h, garantiza tranquilidad y exclusividad. La vivienda cuenta con 5 dormitorios y 3 baños completos, perfectamente diseñada para familias numerosas o quienes buscan espacios amplios y versátiles. Sus techos altos aportan una gran sensación de amplitud, mientras que los suelos de mármol y parquet dan elegancia y calidez al conjunto. Los armarios empotrados, muy espaciosos, presentes en todas las habitaciones y en el hall, aseguran un excelente aprovechamiento del espacio. Todas las estancias, salvo un dormitorio, disponen de aire acondicionado, lo que proporciona confort durante todo el año. En la planta principal se ubican el hall de entrada, un salón comedor con acceso directo al jardín, amplia cocina con salida a la terraza y un baño completo. La parcela incluye una piscina privada de 6x3 metros y una zona exterior solada que invita a disfrutar de reuniones familiares y momentos de ocio. El sótano diáfano, con la misma superficie que la primera y segunda planta, se encuentra dividido en dos ambientes y ofrece un sinfín de posibilidades: desde sala de juegos, gimnasio, despacho o incluso una sala de cine. Cuenta además con chimenea, aire acondicionado y bomba de calor, lo que lo convierte en un espacio cómodo y acogedor durante todo el año. La vivienda dispone de calefacción central con caldera de gasoil y doble ventana en todas las estancias, garantizando un óptimo aislamiento térmico y acústico. En el exterior, el porche y el área ajardinada se convierten en un entorno perfecto para relajarse o compartir con familiares y amigos, rodeados de un ambiente tranquilo y privado. No dejes pasar esta oportunidad y solicita tu visita cuanto antes para descubrir todo lo que esta exclusiva vivienda puede ofrecerte.",False,renew,False,,1596.0,False,False,False,False,[],False,False,525000.0,€,550000.0,25000.0,5.0,True,True,chalet,Villalbilla,Chalet pareado,Destacado,semidetachedHouse,
108532812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/82/13/1347704070.webp,LCM37321,16,4,339000.0,flat,sale,50.0,True,2,1,calle del Bastero,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4106427,-3.7096526,False,https://www.idealista.com/inmueble/108532812/,"OPORTUNIDAD UNICA DE ATICO EN EL RASTRO CON POSIBILIDAD DE TERRAZA Se vende encantador ático en cuarta planta, con una superficie de 50 metros cuadrados, ideal para quienes buscan luz, comodidad y una excelente distribución. Esta vivienda destaca por su luminosidad natural durante todo el día, gracias a sus ventanas en todas las estancias, lo que permite una ventilación cruzada muy agradable y un ambiente fresco. El piso cuenta con dos dormitorios bien aprovechados, un salón acogedor, y una cocina abierta de estilo americano que se integra perfectamente en el espacio, aportando amplitud y funcionalidad. El baño es amplio y está equipado con plato de ducha, Además, dispone de un trastero adicional, ideal para almacenamiento y organización extra. La vivienda se encuentra en buen estado, lista para entrar a vivir, y dispone de aire acondicionado, lo que la convierte en una opción muy atractiva tanto como primera residencia como inversión. Otro punto destacable es la posibilidad de recuperar la terraza original, lo que ofrecería un espacio exterior privado perfecto para disfrutar del sol, crear un rincón verde o un comedor al aire libre. Situado en una zona tranquila pero bien conectada, este ático es perfecto para quienes valoran vivir con mucha luz natural, comodidad y potencial de mejora. ¡No dejes pasar esta oportunidad de vivir en lo alto, con todas las ventajas de un hogar funcional y con encanto!",False,good,False,False,6780.0,False,False,False,False,[],False,False,339000.0,€,349000.0,10000.0,3.0,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Bastero,Destacado,,
108999426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/63/93/1361755672.webp,20695,17,2,256050.0,flat,sale,70.0,True,2,1,Barrio Casco Histórico de Vicálvaro,Madrid,Madrid,Vicálvaro,es,Casco Histórico de Vicálvaro,40.4022028,-3.6066908,False,https://www.idealista.com/inmueble/108999426/,"VIVIENDA DE DOS HABITACIONES EN CASCO HISTÓRICO DE VICALVARO. Está situada cerca de la Calle San Cipriano de Vicálvaro, en una ubicación inmejorable. La vivienda es muy luminosa, distribuida en dos dormitorios, salón comedor con terraza de 6 m², cocina totalmente amueblada y un cuarto de baño con plato de ducha. Calidades: suelos de tarima y gres, carpintería interior de madera en sapelly, ventanas de aluminio climalit, puerta de entrada de blindada.  Muy bien ubicado, hay colegios tanto públicos como privados e institutos de secundaria y la Universidad Rey Juan Carlos. Tiene todo el equipamiento que una buena zona debe tener, tanto educacional como deportivo, comercial, centro de salud y transporte público con línea 9 de METRO, autobuses (4, 100, 106, 130, 287, N7, E3), Renfe y fácil acceso M30 y M40.  Si quiere visitarlo, solicite una cita con nuestro departamento comercial, uno de nuestros asesores estará encantado de mostrarle sin compromiso y RECUERDE somos INMOBILIARIA KRONOX.",False,good,False,False,3658.0,True,False,False,False,[],False,False,256050.0,€,,,,,,flat,"Casco Histórico de Vicálvaro, Madrid",Piso,Destacado,,
107818285,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/1b/c5/1362283980.webp,EX04132,63,,385900.0,chalet,sale,279.0,,3,3,Corpa,Madrid,Corpa,,es,,40.4213786,-3.2624662,False,https://www.idealista.com/inmueble/107818285/,"Exclusivas Alcalá presenta este espectacular Chalet en el Pueblo de Corpa (Comunidad de Madrid) La vivienda se distribuye en dos plantas.  En la primera, encontramos un amplio vestíbulo con varios armarios empotrados, ideales para guardar abrigos, zapatos y otros enseres; además dispone de un luminoso salón-comedor con chimenea, una cocina independiente, un aseo y una zona destinada a la colada. En la segunda planta se encuentran tres acogedoras habitaciones y dos baños completos, uno con bañera y el otro con ducha.  La habitación principal cuenta con acceso a un porche con vistas a la montaña y una terraza privada, perfecta para disfrutar del sol. La propiedad está situada en una hermosa parcela de unos 600 m², donde se pueden disfrutar de amplias zonas verdes, un pequeño huerto para cultivar hortalizas, así como un garaje individual con capacidad para dos coches y una moto; además cuenta con una gran variedad de plantas y árboles frutales que embellecen el entorno. La casa cuenta con un sistema domótico de calefacción.  Corpa es un tranquilo pueblo rodeado de naturaleza, que ofrece servicios de transporte público, farmacia, bar, pequeño comercio, escuela de educación infantil; todo ello sin perder la proximidad a la ciudad, 15 km a Alcalá de Henares, 50 km a Madrid y 35 km a Guadalajara. EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso de la Compraventa. Disponemos de Departamento Jurídico y Financiero. Somos API (Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,1383.0,True,False,True,False,[],False,False,385900.0,€,,,,True,True,chalet,Corpa,Casa independiente,Destacado,independantHouse,
102781392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/a7/2a/1167096483.webp,A-1931,32,,630000.0,chalet,sale,412.0,,5,4,Soto del Real,Madrid,Soto del Real,,es,,40.7371341,-3.7478805,False,https://www.idealista.com/inmueble/102781392/,"A-1931 ¡Rayan Consulting Inmobiliario VENDE EN EXCLUSIVA! Espectacular chalet independiente, vivienda familiar de un reconocido constructor de la localidad, con excelente calidad constructiva y materiales de primera. Consta de 412 m² construidos en una parcela de 1.079 m². La vivienda principal se desarrolla en una sola planta, con un amplio salón comedor, cocina con salida a una espectacular terraza, tres dormitorios y dos baños (el dormitorio principal en suite con vestidor). La segunda planta está solo a falta de acabados y se distribuye en salón, cocina, porche, dos dormitorios y dos baños (uno de los dormitorios en suite). Cuenta con calefacción de gasoil por suelo radiante y ventanas de PVC HERMET 10. En la planta semi-sótano se encuentra un amplísimo garaje, bodega, oficinas, cuarto de lavadora y varias dependencias. La parcela está totalmente urbanizada y dispone de cenador, barbacoa, horno de leña, piscina y un gran huerto. Este chalet es la combinación perfecta de comodidad y funcionalidad, ideal para quienes buscan un hogar espacioso y bien equipado. ¡No pierdas la oportunidad de visitarlo! Para más información contactar con su asesor inmobiliario David Rayan.",True,good,False,,1529.0,True,False,False,False,[],False,False,630000.0,€,,,,True,True,chalet,Soto del Real,Casa independiente,Destacado,independantHouse,
107251231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/e7/11/1307433450.webp,,25,6,178600.0,flat,sale,140.0,True,3,2,calle María de Echarri,Madrid,Madrid,Villaverde,es,Los Rosales,40.3572649,-3.6815416,False,https://www.idealista.com/inmueble/107251231/,"IDEAL PARA INVERSORES: VENTA DE NUDA PROPIEDAD. NUDA PROPIEDAD. Grupo Retiro gestiona la venta de la nuda propiedad de una vivienda, garaje y trastero valorados en 365.000 euros a cambio de un Pago Único de Capital de 178.600 €. La usufructuaria, mujer de 66 años, continuará utilizando el inmueble, el garaje y el trastero hasta su fallecimiento. DESCRIPCIÓN DEL INMUEBLE: VIVIENDA EXTERIOR que consta de hall de entrada que da acceso al salón-comedor, pasillo-distribuidor, tres dormitorios (uno de ellos en suite con baño completo con ducha), cocina y otro baño completo con bañera. Junto a la vivienda se transmiten una plaza de GARAJE y un TRASTERO Anejos. VIVIENDA: • Estado de conservación: bueno, se han realizado numerosas reformas actualizando la vivienda. • Calefacción: individual (gas natural). • Agua caliente: individual (gas natural). • Aire Acondicionado: si, split en el salón. • VPO: NO. Vivienda libre. EDIFICIO: • Tiene 8 plantas. • Zona común: piscina y jardín. • Portero: si. • Condiciones de accesibilidad: Ascensor: SÍ (2). Acceso al portal: nivel de calle. Acceso a ascensor: directo desde portal. • La primera ITE se realizará en el año 2032. TIPO DE RENTA: COMPRAVENTA DE NUDA PROPIEDAD A CAMBIO DE PAGO ÚNICO DE CAPITAL Usted como comprador adquiere la Nuda Propiedad del inmueble, garaje y trastero a cambio del pago único de una cantidad. La vendedora se reserva el usufructo vitalicio de la vivienda, garaje y trastero. Por tanto, al fallecimiento de la usufructuaria, Usted como comprador, pasará a tener la plena disponibilidad de la vivienda, garaje y trastero, al consolidarse el Uso y Disfrute de los mismos con la Nuda Propiedad. La usufructuaria ha solicitado reservarse en la Escritura el derecho a poder arrendar la vivienda, garaje y trastero. Por supuesto, dicho arrendamiento se ejercerá conforme a unas normas de obligado cumplimiento y estableciendo conforme marca la Ley que el arrendamiento se extinga automáticamente al fallecimiento de la usufructuaria. Los Honorarios Profesionales de Mediación de GRUPO RETIRO y los impuestos asociados a esta operación no están incluidos. Puede ver otras oportunidades pinchando en nuestro LOGO.",False,good,False,True,1276.0,False,False,False,False,[],False,False,178600.0,€,,,,True,True,flat,"Los Rosales, Madrid",Piso en calle María de Echarri,Destacado,,
108156053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/d6/f3/1335541367.webp,15426,35,,195000.0,chalet,sale,126.0,,3,1,Chinchón,Madrid,Chinchón,,es,,40.1399088,-3.4163204,False,https://www.idealista.com/inmueble/108156053/,"Casa de esquina en una sola planta con gran jardín en Chinchón  ¡Imagina tu vida en esta casa de esquina en una sola planta con un gran jardín en Chinchón! Si buscas un hogar cómodo, luminoso y con espacio exterior para disfrutar cada día, esta vivienda está pensada para ti. Olvídate de las escaleras: todo el confort y la funcionalidad en una sola planta, ideal para familias, personas mayores o para quienes valoran la comodidad y la accesibilidad. Con 126 m² construidos y 75 útiles, perfectamente distribuidos para aprovechar cada rincón. Cuenta con un amplio salón de 17 m², ideal para relajarte o compartir momentos en familia, una cocina de 12m² para que la personalices a tu gusto, tres habitaciones: una doble y dos sencillas, perfectas para familias, invitados o despacho. Al ser una vivienda de esquina, disfrutarás de mayor independencia y una fantástica entrada de luz en todas las estancias. El jardín de unos 75 m² es perfecto para tus reuniones con amigos, para que los niños jueguen, para tus mascotas o para crear tu propio oasis verde. Con aire acondicionado con bomba de calor en el salón, calefacción, suelos de gres porcelánico y carpintería de calidad. Sistema de alarma instalado para que tú y los tuyos viváis con total confianza. Garaje incluido para que no pierdas tiempo buscando aparcamiento. Ubicada en un entorno inmejorable para que disfrutes de la tranquilidad de un entorno rural a media hora de Madrid, pero con todos los servicios cerca: supermercados, colegios, parques y transporte público. ¿Te imaginas desayunando en tu jardín, viendo a tus hijos jugar o celebrando reuniones al aire libre? Haz realidad ese sueño. Esta vivienda, perfecta para quienes valoran la tranquilidad sin renunciar a los servicios urbanos, te ofrece calidad de vida, espacio y comodidad en una de las mejores zonas de Chinchón. No dejes pasar esta oportunidad. Contacta ahora y ven a descubrir tu próximo hogar. ¡Te está esperando! *Certificación energética: ""F"" *Impuestos y gastos no incluidos: itp o iva, notaría, registro, gestoría, tasación, etc.",False,good,False,,1548.0,False,False,False,True,[],False,False,195000.0,€,199000.0,4000.0,2.0,True,True,chalet,Chinchón,Chalet pareado,Destacado,semidetachedHouse,
107792312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/27/84/1323882946.webp,DS-2794,49,,384999.0,chalet,sale,200.0,,3,2,Laguna Park,Madrid,Parla,Laguna Park,es,,40.2474984,-3.7693534,False,https://www.idealista.com/inmueble/107792312/,"¡EMPIRE REAL ESTATE PROPERTIES VENDE MAGNIFICO CHALET DE TRES PLANTAS EN PARLA! Espectacular chalet de tres plantas, ubicado en una zona tranquila y de fácil acceso, ideal para quienes buscan amplitud, comodidad y calidad de vida. AMPLIOS PATIOS DELANTERO Y TRASERO La vivienda cuenta con dos patios espaciosos, diseñados para crear ambientes únicos y disfrutar del aire libre. Patio delantero: Ofrece espacio suficiente para el estacionamiento de un vehículo, con acceso directo desde la calle a través de una puerta privada. Patio trasero: De gran tamaño y equipado con una barbacoa de obra, perfecto para reuniones familiares y momentos de ocio. PLANTA BAJA: AMPLITUD Y CONFORT Al ingresar al chalet, nos encontramos con un pequeño hall exterior acristalado que da paso al hall principal, una estancia amplia y luminosa que distribuye los accesos a las diferentes áreas de la vivienda. Salón independiente de grandes dimensiones, dividido en dos zonas diferenciadas: comedor y área de estar. Cuenta con aire acondicionado y grandes ventanales que aportan luz natural. Cocina amplia y funcional, con acceso a un lavadero-tendedero, proporcionando comodidad y espacio de almacenamiento. Cuarto de baño de cortesía, ideal para visitas. PRIMERA PLANTA: ZONA DE DESCANSO En la primera planta se ubican tres amplios dormitorios, todos ellos con armarios empotrados, garantizando un excelente espacio de almacenamiento. Dos de los dormitorios cuentan con balcón privado, lo que permite disfrutar de vistas despejadas y mayor luminosidad. El dormitorio principal dispone de aire acondicionado y acceso a una terraza exterior. En esta planta se encuentra un baño completo con bañera, diseñado para el confort de toda la familia. SEGUNDA PLANTA: BUHARDILLA VERSÁTIL La última planta alberga una buhardilla diáfana, una estancia multifuncional ideal para diversos usos: Salón adicional Despacho o zona de teletrabajo Dormitorio extra o zona de juegos Cuenta además con armarios empotrados, optimizando el espacio de almacenamiento. UBICACIÓN PRIVILEGIADA Situado en una zona residencial tranquila, con acceso directo a la A-42, lo que facilita la movilidad. En las inmediaciones se encuentran comercios, colegios, zonas verdes y otros servicios esenciales, haciendo de esta propiedad una opción perfecta para familias que buscan confort y calidad de vida. ¡VEN A VISITAR TU VIVIENDA! FINANCIACION A TU MEDIDA, FINANCIAMOS HASTA EL 100% DEL VALOR. ¡VEN A VISITAR TU VIVIENDA!",False,good,False,,1925.0,True,True,False,False,[],False,False,384999.0,€,,,,True,True,chalet,"Laguna Park, Parla",Chalet pareado,Destacado,semidetachedHouse,
