propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,parkingSpace.parkingSpacePrice
107018412,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/cb/b7/1300581486.webp,CHA0005,67,1100000.0,chalet,sale,430.0,6,8,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.3680756,-3.8830204,False,https://www.idealista.com/inmueble/107018412/,"ATENEA inmobiliaria vende chalet independiente de lujo a estrenar en Urbanización Campodón, Villaviciosa de Odón ¡Descubre tu nuevo hogar de ensueño en la exclusiva Urbanización Campodón de Villaviciosa de Odón! Este increíble chalet de lujo ha sido completamente reformado de punta a punta, ofreciendo un estilo de vida excepcional. Con una superficie construida de más de 400 m2, este impresionante chalet cuenta con: - 6 amplias habitaciones con baño propio - Un total de 8 modernos cuartos de baño - 2 espaciosos salones - 2 grandes porches con vistas al jardín - Garaje para varios coches - Piscina privada - Jardín de más de 1.100 m2 Equipado con aire acondicionado en el salón y preinstalación en todas las estancias, así como placas solares para una mayor eficiencia energética, este chalet de lujo ofrece un máximo confort y comodidad. Ubicado en la exclusiva Urbanización Campodón, disfrutarás de total privacidad y tranquilidad, sin renunciar a las mejores comunicaciones y servicios. ¡No dejes escapar esta oportunidad única de vivir en un hogar de lujo a estrenar en Villaviciosa de Odón! Contacta con nosotros para concertar una visita personalizada. [IW].",False,good,False,2558.0,True,False,False,False,[],False,False,1100000.0,€,1350000.0,250000.0,19.0,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente,,,,,,,,
108904474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/00/18/1358482603.webp,manzanares,16,180000.0,flat,sale,40.0,1,1,calle del Manzanares s/n,Madrid,Alcobendas,Alcobendas Centro,es,40.5440116,-3.6382951,True,https://www.idealista.com/inmueble/108904474/,"IMPERIO INMOBILIARIO ofrece POR SEPARADO 2 increíbles lofts en la calle del Manzanares, Alcobendas, donde la comodidad y el estilo se unen en un espacio de 40 m². Cada loft cuenta con un dormitorio acogedor, equipado con armarios empotrados que maximizan el espacio y ofrecen un almacenamiento práctico. La cocina, completamente equipada, es perfecta para los amantes de la gastronomía, mientras que el baño completo, con mamparas y muebles, añade un toque de elegancia. La climatización mediante bomba de frío y calor garantiza un ambiente agradable durante todo el año, y si lo deseas, puedes optar por aerotermia con un suplemento en el precio. La entrega está prevista para marzo de 2026, así que no pierdas la oportunidad de ser el primero en disfrutar de este moderno hogar. Además, el edificio cuenta con orientación oeste, lo que proporciona una excelente iluminación natural. Estos lofts son ideales tanto para inversores como para quienes buscan su primer hogar. ¡No dejes pasar esta oportunidad única en Alcobendas! LAS FOTOS SON ILUSTRATIVAS DE PROYECTOS SIMILARES Y NO SE CORRESPONDEN CON LA REALIDAD, pero te aseguran que la calidad y diseño serán excepcionales. ¡Contáctanos y asegura tu visita hoy mismo, estaremos encantados de atenderte.",False,good,False,4500.0,True,False,False,False,[],False,False,180000.0,€,,,,flat,,"Alcobendas Centro, Alcobendas",Piso en calle del Manzanares s/n,bj,True,False,,,,,
107800261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/c4/a7/1325128581.webp,AS-20942,44,314000.0,flat,sale,96.0,4,1,calle de los Yébenes,Madrid,Madrid,Latina,es,40.3905903,-3.7527512,False,https://www.idealista.com/inmueble/107800261/,"**Piso en Venta en Urbanización Cerrada - Ideal para Familias** Descubre este encantador piso de 96 m² situado en una tranquila urbanización cerrada, perfecto para quienes buscan un hogar acogedor y seguro. Con 4 amplios y luminosos dormitorios, este espacio es ideal para familias que desean disfrutar de la comodidad y la funcionalidad. La cocina independiente ofrece un lugar perfecto para preparar deliciosas comidas, mientras que el amplio salón comedor se convierte en el corazón del hogar, ideal para reuniones familiares y momentos de relax. Este piso cuenta con un baño completo y armarios empotrados que optimizan el espacio. Además, podrás disfrutar de una acogedora terraza y un balcón donde relajarte al aire libre. La calefacción eléctrica garantiza un ambiente cálido durante los meses más fríos, y la vivienda es apta para personas con movilidad reducida, lo que la convierte en una opción inclusiva. La urbanización ofrece zonas verdes amplias, un parque infantil y una pista multijuegos, perfectos para que los más pequeños se diviertan mientras los adultos disfrutan de la tranquilidad del entorno. Con un trastero incluido, tendrás espacio adicional para almacenar lo que necesites. La ubicación es inmejorable: a pocos minutos del centro, comercios y servicios esenciales. No dejes pasar la oportunidad de vivir en este maravilloso piso que combina comodidad, seguridad y un entorno residencial ideal para toda la familia. ¡Contáctanos para más información y ven a visitarlo!",True,good,False,3271.0,True,False,False,False,[],False,False,314000.0,€,,,,flat,,"Aluche, Madrid",Piso en calle de los Yébenes,2,True,True,Aluche,,,,
105993858,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/fc/f4/1269292286.webp,,48,1610000.0,flat,sale,155.0,3,4,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,40.4266726,-3.6791039,False,https://www.idealista.com/inmueble/105993858/,"Nos complace presentar esta espectacular propiedad de 143 metros cuadrados, en 3º planta exterior con amplia terraza, ubicada en una de las calles más emblemáticas de la zona Goya, próxima a Conde de Peñalver, Ortega y Gasset, Alcántara, Alcalá, Goya, donde encontrar todo tipo de servicios y zonas de ocio, convirtiéndola en una oportunidad única para vivir en pleno Barrio de Salamanca, o como inversión por su alta rentabilidad. La vivienda se distribuye en un amplio, moderno y funcional salón con salida a una amplia y soleada terraza, seguido de la zona de comedor, desde donde se accede a una cocina americana con isla, completamente amueblada con armarios hechos a medida y electrodomésticos de gama alta. En la zona de descanso encontramos tres amplios y cómodos dormitorios, cada uno de ellos con baño en suite y armarios empotrados, y un aseo de cortesía. Cuenta con calefacción central con medidores individualizados, aire acondicionado por conducto, persianas eléctricas, una zona de lavandería, desde la que se accede por la cocina y un amplio trastero de 12 m2. Cabe resaltar la gran calidad de la reforma y el cuidado en cada detalle, la vivienda es muy luminosa por su orientación, por su altura y terraza y por contar con numerosas ventanas. Edificio moderno con ascensor y portero físico. Me encantaría acompañarte a visitarlo, no dudes en llamarme.  DISPONEMOS DE MÁS INMUEBLES QUE NO SE PUBLICAN POR EXPRESO DESEO DE LOS  PROPIETARIOS.",True,good,False,10387.0,True,False,False,False,[],False,False,1610000.0,€,,,,flat,,"Goya, Madrid",Piso en calle de Hermosilla,3,True,True,Goya,,,,
109193255,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/58/40/d5/1367035313.webp,,20,795000.0,flat,sale,100.0,3,2,Diego de León s/n,Madrid,Madrid,Barrio de Salamanca,es,40.4323816,-3.6741531,True,https://www.idealista.com/inmueble/109193255/,"Piso con gran potencial en Diego de León – Barrio de Salamanca En venta semisótano exterior de 100 m², situado en la prestigiosa Calle Diego de León, en pleno Barrio de Salamanca, una de las zonas más exclusivas y demandadas de Madrid. La vivienda, para reformar, cuenta con 3 ventanas exteriores que aportan luz natural y ventilación, ofreciendo un espacio versátil ideal tanto para diseñar un hogar a medida como para realizar una inversión con alta rentabilidad. Características principales: •Superficie construida: 100 m² •Distribución actual: 3 dormitorios y 2 baños •3 ventanas exteriores •Edificio representativo con ascensor •Portal con acceso adaptado a personas con movilidad reducida •Gran potencial de redistribución y reforma Ubicación privilegiada En pleno corazón del Barrio de Salamanca, rodeado de exclusivas boutiques, restaurantes de referencia, colegios de prestigio y todos los servicios necesarios para una vida cómoda y sofisticada. Además, cuenta con excelentes conexiones: metro Diego de León y varias líneas de autobús a escasos metros. Precio: 795.000 € Una oportunidad única para quienes desean vivir o invertir en una de las mejores direcciones de Madrid.",False,renew,False,7950.0,False,False,False,False,[],False,False,795000.0,€,,,,flat,,"Lista, Madrid",Piso en Diego de León s/n,ss,True,True,Lista,,,,
109175731,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/37/8e/dc/1366508473.webp,Manuel,29,215000.0,flat,sale,74.0,2,1,calle de Andorra,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,40.2854664,-3.8084516,False,https://www.idealista.com/inmueble/109175731/,"TECNOCASA FUENLABRADA zona Fuenlabrada II - Parque de la Solidaridad - Cerro del Molino - Fuenlabrada Central VENDE Piso en CALLE ANDORRA, reformado y listo para entrar a vivir. Compuesto de 2 dormitorios (Antes 3 dormitorios), salón, cocina, gran baño y vestidor. La luminosa y amplia vivienda dispone de suelo de gress en color gris, ventanas de aluminio climalit, puertas en sapely y radiadores de gas. Además la fachada esta rehabilitada. Piso completamente exterior. Ubicada en una de las mejores zonas de Fuenlabrada, próxima a todos los servicios necesarios como hospital, colegios, supermercados, centro de salud, centro de día para mayores, zonas verdes y a escasos minutos de Renfe y Metro Fuenlabrada Central. A 5 MINUTOS DE LA PARADA DE METRO PARQUE EUROPA. A 7 MINUTOS de FUENLABRADA CENTRAL ( AYUNTAMIENTO, JUZGADOS Y CENTRO COMERCIAL PLAZA DE LA ESTACION ). A 10 MINUTOS A PIE DEL HOSPITAL DE FUENLABRADA. A 3 MINUTOS A PIE DEL PARQUE DE LA SOLIDARIDAD. A 1 MINUTO DE LA BIBLIOTECA FERNANDO DE LOS RIOS. Fácil acceso a la carretera M 506 comunicando con M 50, A 42, R 5, A 5 Zona con todos los servicios AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación. La totalidad del contenido que aparece tiene carácter meramente informativo y aproximado, no teniendo, en modo alguno, carácter contractual. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en las respectivas delegaciones territoriales gestoras del inmueble.",False,good,False,2905.0,False,False,False,False,[],False,False,215000.0,€,,,,flat,,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en calle de Andorra,bj,True,True,,,,,
108996653,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/e6/53/1361211440.webp,SKYLP2,30,875000.0,flat,sale,145.0,3,2,paseo de la Dirección,Madrid,Madrid,Tetuán,es,40.4650577,-3.7074185,False,https://www.idealista.com/inmueble/108996653/,"PRIVEE HOMES presenta piso de lujo con 3 Dormitorios con Terraza y vistas únicas de Madrid. El apartamento se caracteriza por tener unas vistas impresionantes al cielo de Madrid con un diseño único y elegante que lo hace destacar del resto. Los pisos son totalmente exterior y disponen de un amplio y abierto salón muy luminoso y confortable, con un gran ventanal que aporta mucha luz natural. Además, la terraza con vistas despejadas es perfecta para disfrutar del aire libre y del paisaje de la ciudad. La cocina independiente es moderna y cuenta con una cerradura de cristal, espacio para almacenaje y electrodomésticos de última generación. También hay una zona de lavandería independiente. El piso tiene 3 dormitorios, uno de ellos es el principal con ventanales y vistas únicas, 2 amplios armarios empotrados y baño en suite con plato de ducha y lavabo sobre encimera. Los otros 2 dormitorios tienen armarios empotrados y vistas a la ciudad. Hay 1 baño de visita con bañera y lavabo sobre encimera. Además, este piso cuenta con una plaza de parking incluida en el precio. y un amplio trastero. El piso cuenta con sistema de climatización por aerotermia, agua caliente individual por gas, paneles solares en cubierta, suelo radiante y puerta de entrada blindada con cerradura de seguridad. El edificio tiene vistas panorámicas únicas, 8 ascensores, 2 piscinas comunitarias, gimnasio, spa, sauna, gastroteca, jardín comunitario, huerto urbano, conserjería las 24 horas, videoportero de última generación, zona de coworking y salón de reuniones. ¡No pierdas la oportunidad de vivir en este maravilloso piso en Madrid! Situado en Madrid, cerca del Paseo de la Castellana, las 4 Torres Business Área, Azca y la estación de Chamartín, este piso tiene fácil acceso a la M-30. Es ideal para inversión y tiene alta rentabilidad en alquiler. Para más información y gestionar una visita puede ponerse en contacto con nosotros, estaremos encantados de poder atenderle.",True,good,False,6034.0,True,False,False,False,[],False,False,875000.0,€,,,,flat,,"Valdeacederas, Madrid",Piso en paseo de la Dirección,2,True,True,Valdeacederas,True,True,,
108729504,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/d5/73/1353600366.webp,,42,499000.0,duplex,sale,91.0,2,1,"CL REYES AIZQUIBEL, 18",Madrid,Madrid,Tetuán,es,40.4683559,-3.707522,True,https://www.idealista.com/inmueble/108729504/,"Se vende 1 vivienda dúplex recién reformada de 2 dormitorios, 1 baño completo, cocina independiente y salón-comedor, con una superficie de 90 m2 en planta baja con trastero y plaza de garaje incluidos en el precio en la C/Reyes Aizquibel, junto a las Torres de Paseo de la Dirección (Valdeacederas). La vivienda cuenta con caldera de gas individual (a estrenar) para agua caliente y calefacción, tiene preinstalación de aire acondicionado por conductos, suelos de tarima laminada y rodapié lacado blanco (10 cm), armario empotrado, carpintería exterior de aluminio. La cocina se entrega sin amueblar. El edificio tiene ascensor desde planta de garaje en sótano -1 hasta planta tercera o ático. La vivienda dispone de un trastero de 3,5 m2 de superficie y se vende junto a una plaza de garaje en sótano -1. Hay opción de comprar una plaza de garaje adicional en garaje en superficie (parte posterior del propio edificio). Los gastos de comunidad de la vivienda son 81. -€/mes y de 10. -€/mes para la plaza de garaje.  El IBI asciende a 470. -€ para la vivienda y a 38. -€ para la plaza de garaje. La vivienda pertenece a un edificio construido en el año 2006 de 16 viviendas distribuidos en 2 portales. *** Disponemos de otras 2 viviendas tipo dúplex (loft) en venta en el mismo edificio de similares características y superficies (dúplex de 1-d por 333.000. -€ y dúplex de 2-d por 440.000. -€), con calificación de local terciario (oficina, tipo loft) ***. La vivienda se encuentra en una zona de expansión de la capital, junto al eje de Paseo de la Dirección y C/Marqués de Viana, Avda. de Asturias y C/Sinesio Delgado, muy próxima a la Estación de Chamartín, al barrio del Pilar (C. C. La Vaguada), 4 Torres, Plaza de Castilla (intercambiador de transportes), Paseo de la Castellana y con buenos accesos a la M-30 (norte A-1, Colmenar Viejo, noroeste A-6 y sur) y M-11 aeropuerto y M-40.",False,good,False,5484.0,True,False,False,False,[],False,False,499000.0,€,,,,flat,duplex,"Valdeacederas, Madrid","Dúplex en CL Reyes Aizquibel, 18",bj,True,True,Valdeacederas,True,True,,
109136313,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/97/ed/1365437804.webp,,18,340000.0,flat,sale,120.0,3,1,alto de San Isidro,Madrid,Madrid,Carabanchel,es,40.3977497,-3.7249928,False,https://www.idealista.com/inmueble/109136313/,"TEMPLO INMOBILIARIO vende vivienda REFORMADA para entrar a vivir en Camino Alto de San Isidro.  Se trata de una vivienda que está situada en una SEGUNDA planta EXTERIOR con ASCENSOR. Tiene una superficie construida de 120m2 y útil de 105m2, distribuidos en salón amplio independiente con terraza, tres dormitorios (uno de ellos con aire acondicionado y dos con balcón) todos ellos con armario empotrado, dos cocinas completas y equipadas (una de ellas de gas y otra con vitrocerámica), baño amplio completo (antes dos ubicado en suite) con plato de ducha amplio, lavabo doble y ventilación. Suelos de gres de losa grande. Carpintería exterior de aluminio e interior de madera maciza. Pintura lisa. Calefacción individual de Gas Natural. Gastos de comunidad 50€/mes y de IBI 280€/anuales. ITE favorable en 2022, próxima ITE en 2032. La vivienda se encuentra en una de las mejores zonas de Carabanchel a tan solo 700 metros de Madrid-Río (7 minutos andando) y a 300 metros del parque de San Isidro, cuenta con una excelente comunicación, a 600 metros (6 minutos andando) del Metro de Marqués de Vadillo y a 500 metros (5 minutos andando) del Metro de Urgel, ambos en Línea 5, dispersos autobuses con linea 34 (Cibeles-Las Aguilas), línea 35 (Plaza Mayor-Carabanchel Alto), línea 118 (Embajadores-La Peseta), línea 119 (Atocha-Barrio Goya), y línea N26 (Aluche-Alonso Martínez, pasando por Cibeles), acceso a M-30 y M-40 y A-42. La zona cuenta con todos los servicios como Mercadona, gimnasios, farmacias, colegios y centro de salud. Este anuncio no es vinculante y puede contener errores, se muestra a título informativo y no contractual. *El precio no incluye el Impuesto de Transmisiones Patrimoniales, notarial, gestoría ni registro.",True,good,False,2833.0,False,False,False,False,[],False,False,340000.0,€,345000.0,5000.0,1.0,flat,,"San Isidro, Madrid",Piso en alto de San Isidro,2,True,True,San Isidro,,,,
107524642,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/58/cc/1315013167.webp,,61,1450000.0,chalet,sale,200.0,5,3,camino Nuevo,Madrid,La Moraleja,El Soto de la Moraleja,es,40.5214412,-3.6386025,False,https://www.idealista.com/inmueble/107524642/,"Situado en El Soto de La Moraleja, una de las áreas más exclusivas de Madrid, este chalet de tres niveles destaca por su amplitud, luminosidad y múltiples opciones de reforma. La propiedad se encuentra en un entorno privilegiado que ofrece tranquilidad, privacidad y proximidad a servicios de alta calidad. En la planta baja, la distribución funcional incluye una cocina totalmente equipada, un baño, un espacio de oficina práctico y un amplio salón con salida directa a un jardín privado de aproximadamente 70 m². Además, la entrada cuenta con una acogedora terraza, perfecta para disfrutar al aire libre. La primera planta alberga tres dormitorios y dos baños. La habitación principal dispone de vestidor y baño en suite, proporcionando un ambiente cómodo y sofisticado. Las otras dos habitaciones, también espaciosas y luminosas, comparten un baño completo. En la segunda planta, una buhardilla diáfana ofrece un gran potencial, permitiendo la posibilidad de crear dos habitaciones adicionales y un baño. El chalet incluye en su precio dos plazas de garaje, lo que añade comodidad y seguridad. Además, forma parte de una exclusiva comunidad privada con acceso restringido, que dispone de zonas ajardinadas, área infantil y piscina comunitaria, ideales para el disfrute familiar. Gracias a su diseño diáfano y sus grandes ventanales, la vivienda goza de una excelente iluminación y un gran potencial para adaptarse a los gustos y necesidades de sus futuros propietarios. Si buscas exclusividad y calidad de vida, esta propiedad en La Moraleja representa una oportunidad inigualable para crear el hogar de tus sueños.",False,renew,False,7250.0,True,False,False,False,[],False,False,1450000.0,€,,,,chalet,terracedHouse,"El Soto de la Moraleja, La Moraleja",Chalet adosado en camino Nuevo,,,,,True,True,,
