propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107852161,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/b0/5c/1326245063.webp,4,4,2250000.0,flat,sale,255.0,True,5,3,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,Trafalgar,40.430142,-3.6985362,False,https://www.idealista.com/inmueble/107852161/,"Amplia vivienda a reformar en finca representativa en Trafalgar Se ofrece en venta una magnífica oportunidad en una de las zonas más codiciadas de Chamberí: el barrio de Trafalgar. La vivienda, ubicada en una quinta planta de 255 m², destaca por su excelente luminosidad en todas las estancias gracias a su altura y distribución exterior. El piso se encuentra completamente a reformar, lo que permite una gran versatilidad a la hora de redistribuir los espacios y adaptar el inmueble a las necesidades y gustos del comprador. Las posibilidades de reforma son excepcionales para crear una vivienda de lujo en una ubicación inmejorable. La finca, de carácter moderno, cuenta con servicio de portería y se encuentra en perfecto estado de conservación. Además, el precio incluye una plaza de garaje en el mismo edificio y un trastero, lo que aporta un valor añadido muy significativo en la zona. Una excelente inversión tanto para vivienda habitual como para proyecto de alta rentabilidad.",False,renew,False,True,8824.0,False,False,False,False,[],False,False,2250000.0,€,True,True,flat,"Trafalgar, Madrid",Piso,Destacado,,,,,,
108305288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/f7/de/1340144277.webp,12,3,205000.0,flat,sale,61.0,True,3,1,calle de Rocafort,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3399134,-3.6871223,False,https://www.idealista.com/inmueble/108305288/,"Piso reformado en venta en San Cristóbal de los Ángeles (Villaverde), Madrid. Vivienda de 61 m² construidos, situada en una finca con ascensor y acceso adaptado mediante rampa. El piso ha sido completamente reformado, incluyendo la instalación de fontanería y electricidad desde cero. Cuenta con paredes lisas, ventanas de climalit oscilo batientes, aire acondicionado con bomba de calor y sistema de alarma. Se distribuye en tres habitaciones, un baño completo, salón-comedor y cocina independiente. Se entrega totalmente amueblado, a excepción de las camas. El edificio se encuentra ubicado en una zona bien comunicada, con estación de tren a menos de 1 minuto, metro a 7 minutos y dos líneas de autobús a 3 minutos caminando. A tan solo 15 minutos del centro de Madrid (Puerta del Sol). Ideal tanto para residencia habitual como para inversión por su buena conexión con el centro y todos los servicios próximos: comercios, centros educativos, zonas verdes y centros deportivos. Para más información o concertar una visita, no dude en contactar.",False,good,False,True,3361.0,False,False,False,False,[],False,False,205000.0,€,,,flat,"San Cristóbal, Madrid",Piso en calle de Rocafort,Destacado,,,,,,
106634524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/f8/60/1289392446.webp,11,,177000.0,chalet,sale,120.0,,3,3,Villanueva de Perales,Madrid,Villanueva de Perales,,es,,40.3455629,-4.1024065,False,https://www.idealista.com/inmueble/106634524/,"Especial Inversores. Se vende OCUPADO ilegalmente. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de propiedades. Chalet independiente en venta, de 3 dormitorios situado en la localidad de Villanueva de Perales, provincia de Madrid. Construido en el año 2002, este chalet cuenta con una superficie de 143m² y se distribuye en salón-comedor, cocina, 3 dormitorios y 2 cuartos de baño y aseo. Dispone de una parcela de 310m² con piscina privada. Villanueva de Perales se localiza a 30 minutos de la capital madrileña y está comunicada mediante autobuses con las línea 531A a Móstoles y por carretera, a través de la M-501 y M-523. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,renew,False,,1475.0,False,False,False,False,[],False,False,177000.0,€,,,chalet,Villanueva de Perales,Casa independiente,Destacado,NAV4701,independantHouse,,,,
108964030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/a5/bd/1360247035.webp,11,,435000.0,chalet,sale,278.0,,4,3,Las Castañeras - Bulevar,Madrid,Arroyomolinos,Las Castañeras - Bulevar,es,,40.2944973,-3.9130418,False,https://www.idealista.com/inmueble/108964030/,"Especial Inversores. Se vende OCUPADO. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas. Descubre esta impresionante casa adosada de 278 m², construida en 2007, que ofrece un sinfín de posibilidades para convertirla en tu hogar ideal. Con 4 amplios dormitorios y 3 baños, esta propiedad es perfecta para familias que buscan espacio y comodidad. La casa cuenta con un garaje privado, ideal para proteger tu vehículo y ofrecerte mayor comodidad. Su diseño exterior y luminoso se complementa con un jardín que invita a disfrutar del aire libre, así como una terraza donde podrás relajarte y disfrutar de las vistas al monte y la zona verde circundante. Entre sus características destacadas, encontrarás armarios empotrados que optimizan el espacio, calefacción de gas natural individual para un confort constante y ventanas climalit que garantizan un buen aislamiento. Además, dispone de un tendedero y un trastero, perfectos para almacenar todo lo que necesites. Es importante mencionar que la propiedad está ocupada ilegalmente, lo que puede ser un aspecto a considerar en tu decisión de compra. No pierdas la oportunidad de reformar esta casa a tu gusto y convertirla en el hogar de tus sueños. ¡Contáctanos para más información y para concertar una visita! Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. Si desea más información puede llamar al teléfono o mandar un email a  ¡Descubre nuestras ofertas!",False,renew,False,,1565.0,False,False,False,False,[],False,False,435000.0,€,,,chalet,"Las Castañeras - Bulevar, Arroyomolinos",Chalet adosado,Destacado,NAV4739,terracedHouse,,,,
108848740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/34/46/1356898863.webp,22,,275000.0,chalet,sale,182.0,,3,1,Pezuela de las Torres,Madrid,Pezuela de las Torres,,es,,40.419011,-3.1756405,False,https://www.idealista.com/inmueble/108848740/,"DONPISO TORREJON DE ARDOZ pone a su disposición: ¡Tu nuevo hogar en Pezuela de las Torres te está esperando! ¿Buscas tranquilidad, espacio y naturaleza sin renunciar a los servicios básicos? Esta espectacular casa en Pezuela de las Torres lo tiene todo. Ubicada a tan solo 20 minutos de Alcalá de Henares, disfrutarás de un entorno privilegiado con escuela infantil, colegio, centro de salud y todos los servicios esenciales a pocos pasos. La vivienda cuenta con una parcela de 600 m² y 182 m² construidos, perfectamente distribuidos para disfrutar al máximo de cada rincón. En el interior encontrarás:  ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.",False,good,False,,1511.0,False,False,False,False,[],False,False,275000.0,€,,,chalet,Pezuela de las Torres,Casa independiente,Destacado,295575,independantHouse,,,,
108694217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/ac/f5/1352359807.webp,12,bj,330000.0,flat,sale,48.0,True,1,1,Barrio Berruguete,Madrid,Madrid,Tetuán,es,Berruguete,40.4601644,-3.7019322,False,https://www.idealista.com/inmueble/108694217/,"¡Descubre tu nuevo hogar en este encantador piso de planta baja! Con 48 m², este acogedor espacio cuenta con un amplio salón que se integra perfectamente con una moderna cocina americana. Desde aquí, tendrás acceso a un patio privado de 11 m², ideal para disfrutar de momentos al aire libre. El dormitorio es luminoso y dispone de un gran armario empotrado, mientras que el baño en suite ofrece comodidad. Este piso, situado en una zona tranquila, te permitirá disfrutar de todas las comodidades que necesitas: tiendas, supermercados y colegios están a solo unos pasos. Además, podrás relajarte en la piscina comunitaria y aprovechar el amplio trastero para almacenar todo lo que necesites. La ubicación es inmejorable, cerca de la calle Bravo Murillo y del mercado de Tetuán, con fácil acceso a varias líneas de autobús, así como a las estaciones de metro Tetuán y Valdeacederas. ¡No dejes pasar esta oportunidad! ¡Ven a visitarlo y enamórate!",False,good,False,True,6875.0,False,False,False,False,[],False,False,330000.0,€,True,False,flat,"Berruguete, Madrid",Piso,Destacado,,,14000.0,,,
107944106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/f1/a1/1329059211.webp,3,ss,114000.0,studio,sale,70.0,True,0,1,calle La Rioja,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,,40.1897629,-3.686594,False,https://www.idealista.com/inmueble/107944106/,"¡VENTA DE PISOS VALDEMORO! VIVIENDAS NO VISITABLES. Se venden 6 pisos en Valdemoro de 33 a 55 m2, se encuentran actualmente alquilados, con diferentes fechas de fin de contrato. Llámanos y consulta su estado. Viviendas en rentabilidad especial para inversores. Precio especial por la compra del lote. Precios desde 114.000€ a a 173.500€. Impuestos, notaria y registro no incluidos en el precio.",False,good,False,True,1629.0,False,False,False,False,[],False,False,114000.0,€,,,flat,"Hispanoamérica - Comunidades, Valdemoro",Estudio en calle La Rioja,Destacado,HI-NERE169001,studio,,,,
108406742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/90/6d/1343858643.webp,10,2,4250000.0,flat,sale,257.0,True,3,4,Barrio Jerónimos,Madrid,Madrid,Retiro,es,Jerónimos,40.4157958,-3.6892679,False,https://www.idealista.com/inmueble/108406742/,"Exclusiva residencia ubicada en el corazón del distinguido Barrio de los Jerónimos en Madrid, se presenta como una oportunidad de vivir en una propiedad elegante y original.  Situada en una de sus calles más emblemáticas y en una magnífica finca clásica con excelente fachada y buen portal, esta propiedad fusiona la sofisticación clásica con el lujo contemporáneo y vanguardista. La disposición de esta propiedad esta diseñada para obtener el máximo aprovechamiento de los espacios y con ello proporcionar un gran confort.  Esta propiedad esta situada en una segunda planta con casi altura de tercera planta, gracias a sus techos altos, se encuentra totalmente reformada con materiales de calidad y las vistas son realmente excepcionales y privilegiadas.  Hall entrada amplio con acceso a zona de recibo compuesta por un salón de buenas dimensiones con 3 balcones de estilo francés a la calle, con excelente orientación, otro ambiente de salón que puede ser tv room o comedor independiente.  Cocina junto ala zona de recibo pero situada en ambiente separado con un comedor de diario abierto, totalmente reformada y amueblada, orientada a un gran patio muy luminoso.  Aseo de invitados y lavandería independiente. La zona de descanso esta compuesta por 3 habitaciones en suite, todas amplias con armarios empotrados, siendo la principal de gran tamaño con zona de vestidor.  Edificio con calefacción central y portero físico.",False,good,False,True,16537.0,False,False,False,False,[],False,False,4250000.0,€,,,flat,"Jerónimos, Madrid",Piso,Destacado,,,,,,
108543707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/77/1f/1348033191.webp,14,bj,259900.0,flat,sale,95.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3290803,-3.7509837,False,https://www.idealista.com/inmueble/108543707/,"Se vende vivienda reformada. Dispone de 3 dormitorios, salón con cocina incorporada y acceso a terraza acristalada y baño. Se encuentra en una ubicación inmejorable. Zona consolidada y muy tranquila, rodeado de parques y con todo tipo de servicios. Colegios e institutos cercanos. Renfe estación de Zarzaquemada a 12 minutos aproximados y parada de línea 12 de Metro Sur (El Carrascal) a 3 minutos. Puedes visitar el inmueble sin ningún tipo de compromiso. Recuerda que Redpiso te ofrece asesoramiento financiero gratis, ofreciéndote las mejores condiciones para tu hipoteca. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,True,2736.0,False,False,False,False,[],False,False,259900.0,€,,,flat,"Zarzaquemada, Leganés",Piso,Destacado,RP212025139141,,,269900.0,10000.0,4.0
106304905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/5c/a4/1278824584.webp,9,5,3400000.0,flat,sale,330.0,True,4,4,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4244164,-3.67993,False,https://www.idealista.com/inmueble/106304905/,"Piso de lujo a tan solo unos pasos del icónico Parque del Retiro, en una de las ubicaciones más prestigiosas de Madrid. Con 330 metros catastrales, esta propiedad es ideal para una familia que busque un hogar amplio, moderno y lleno de luz natural. El piso se entrega completamente renovado y amueblado de diseño con calidades extraordinarias, destacando por su diseño contemporáneo y los más altos estándares de calidad. La vivienda dispone de cuatro amplios dormitorios, tres baños y un aseo de cortesía. Además dispone de zona de servicio en suite y puerta de servicio con montacargas.  La zona de día es uno de los principales atractivos de esta vivienda. Un amplio salón con terraza y cocina americana, abierta al salón, combinando estilo y funcionalidad, ideal para disfrutar de la vida diaria y recibir invitados. Además, la propiedad incluye una plaza de garaje y servicio de portería. *Para mas información póngase en contacto con nosotros, las fotos son de referencia y no corresponden al estado actual del piso.",False,good,False,True,10303.0,False,False,False,False,[],False,False,3400000.0,€,True,True,flat,"Goya, Madrid",Piso,Destacado,,,,,,
